Tele EF EB theta(degree) phi(degree)
   3 14  9       48.8461     239.466
   3 14 10       48.5955     239.157
   3 14 11       48.3456     238.845
   3 14 12       48.0964     238.531
   3 14 13       47.8480     238.214
   3 14 14       47.6003     237.894
   3 14 15       47.3534     237.571
   3 14 16       47.1073     237.246
   3 14 17       46.8621     236.919
   3 14 18       46.6178     236.588
   3 14 19       46.3745     236.255
   3 14 20       46.1321     235.919
   3 14 21       45.8907     235.581
   3 14 22       45.6503     235.239
   3 14 23       45.4110     234.895
   3 14 24       45.1728     234.548
   3 14 25       44.9357     234.199
   3 14 26       44.6999     233.846
   3 14 27       44.4652     233.491
   3 14 28       44.2317     233.133
   3 14 29       43.9995     232.773
   3 14 30       43.7686     232.409
   3 14 31       43.5391     232.043
   3 15  0       51.3501     241.806
   3 15  1       51.0959     241.519
   3 15  2       50.8422     241.230
   3 15  3       50.5888     240.938
   3 15  4       50.3359     240.644
   3 15  5       50.0835     240.347
   3 15  6       49.8315     240.047
   3 15  7       49.5801     239.745
   3 15  8       49.3293     239.441
   3 15  9       49.0791     239.134
   3 15 10       48.8295     238.824
   3 15 11       48.5806     238.512
   3 15 12       48.3323     238.197
   3 15 13       48.0848     237.880
   3 15 14       47.8381     237.560
   3 15 15       47.5922     237.238
   3 15 16       47.3471     236.912
   3 15 17       47.1028     236.585
   3 15 18       46.8595     236.254
   3 15 19       46.6171     235.921
   3 15 20       46.3757     235.585
   3 15 21       46.1352     235.246
   3 15 22       45.8958     234.905
   3 15 23       45.6575     234.561
   3 15 24       45.4203     234.214
   3 15 25       45.1842     233.865
   3 15 26       44.9492     233.513
   3 15 27       44.7155     233.158
   3 15 28       44.4830     232.800
   3 15 29       44.2518     232.440
   3 15 30       44.0218     232.077
   3 15 31       43.7932     231.711
   3 16  0       51.5754     241.480
   3 16  1       51.3223     241.192
   3 16  2       51.0694     240.902
   3 16  3       50.8170     240.610
   3 16  4       50.5651     240.315
   3 16  5       50.3136     240.018
   3 16  6       50.0626     239.718
   3 16  7       49.8122     239.416
   3 16  8       49.5623     239.111
   3 16  9       49.3130     238.804
   3 16 10       49.0644     238.494
   3 16 11       48.8165     238.182
   3 16 12       48.5692     237.867
   3 16 13       48.3227     237.549
   3 16 14       48.0769     237.229
   3 16 15       47.8319     236.906
   3 16 16       47.5878     236.581
   3 16 17       47.3445     236.253
   3 16 18       47.1022     235.922
   3 16 19       46.8607     235.589
   3 16 20       46.6203     235.253
   3 16 21       46.3808     234.915
   3 16 22       46.1424     234.574
   3 16 23       45.9050     234.230
   3 16 24       45.6687     233.883
   3 16 25       45.4336     233.534
   3 16 26       45.1996     233.182
   3 16 27       44.9668     232.828
   3 16 28       44.7353     232.470
   3 16 29       44.5050     232.110
   3 16 30       44.2760     231.748
   3 16 31       44.0483     231.382
   3 17  0       51.8017     241.155
   3 17  1       51.5495     240.867
   3 17  2       51.2976     240.577
   3 17  3       51.0462     240.284
   3 17  4       50.7952     239.989
   3 17  5       50.5447     239.691
   3 17  6       50.2946     239.391
   3 17  7       50.0452     239.089
   3 17  8       49.7963     238.784
   3 17  9       49.5479     238.476
   3 17 10       49.3003     238.166
   3 17 11       49.0533     237.853
   3 17 12       48.8070     237.538
   3 17 13       48.5614     237.221
   3 17 14       48.3166     236.900
   3 17 15       48.0726     236.577
   3 17 16       47.8295     236.252
   3 17 17       47.5872     235.924
   3 17 18       47.3458     235.594
   3 17 19       47.1053     235.260
   3 17 20       46.8658     234.925
   3 17 21       46.6273     234.586
   3 17 22       46.3898     234.245
   3 17 23       46.1534     233.901
   3 17 24       45.9181     233.555
   3 17 25       45.6839     233.206
   3 17 26       45.4509     232.855
   3 17 27       45.2191     232.500
   3 17 28       44.9885     232.143
   3 17 29       44.7592     231.784
   3 17 30       44.5311     231.421
   3 17 31       44.3044     231.057
   3 18  0       52.0288     240.833
   3 18  1       51.7776     240.544
   3 18  2       51.5267     240.254
   3 18  3       51.2762     239.960
   3 18  4       51.0262     239.665
   3 18  5       50.7766     239.367
   3 18  6       50.5275     239.066
   3 18  7       50.2790     238.764
   3 18  8       50.0311     238.458
   3 18  9       49.7837     238.151
   3 18 10       49.5370     237.840
   3 18 11       49.2910     237.527
   3 18 12       49.0457     237.212
   3 18 13       48.8011     236.894
   3 18 14       48.5573     236.574
   3 18 15       48.3142     236.251
   3 18 16       48.0720     235.926
   3 18 17       47.8307     235.598
   3 18 18       47.5903     235.267
   3 18 19       47.3508     234.934
   3 18 20       47.1123     234.598
   3 18 21       46.8747     234.260
   3 18 22       46.6382     233.919
   3 18 23       46.4028     233.576
   3 18 24       46.1684     233.230
   3 18 25       45.9352     232.881
   3 18 26       45.7031     232.530
   3 18 27       45.4723     232.176
   3 18 28       45.2426     231.819
   3 18 29       45.0142     231.460
   3 18 30       44.7871     231.098
   3 18 31       44.5613     230.734
   3 19  0       52.2568     240.512
   3 19  1       52.0065     240.223
   3 19  2       51.7566     239.932
   3 19  3       51.5071     239.639
   3 19  4       51.2580     239.343
   3 19  5       51.0094     239.045
   3 19  6       50.7613     238.744
   3 19  7       50.5138     238.441
   3 19  8       50.2668     238.135
   3 19  9       50.0204     237.827
   3 19 10       49.7747     237.517
   3 19 11       49.5296     237.204
   3 19 12       49.2853     236.889
   3 19 13       49.0417     236.571
   3 19 14       48.7988     236.250
   3 19 15       48.5567     235.927
   3 19 16       48.3155     235.602
   3 19 17       48.0752     235.274
   3 19 18       47.8357     234.943
   3 19 19       47.5972     234.610
   3 19 20       47.3596     234.275
   3 19 21       47.1230     233.937
   3 19 22       46.8875     233.596
   3 19 23       46.6530     233.253
   3 19 24       46.4196     232.907
   3 19 25       46.1873     232.559
   3 19 26       45.9562     232.208
   3 19 27       45.7263     231.854
   3 19 28       45.4976     231.498
   3 19 29       45.2702     231.139
   3 19 30       45.0440     230.778
   3 19 31       44.8192     230.414
   3 20  0       52.4856     240.194
   3 20  1       52.2363     239.905
   3 20  2       51.9873     239.613
   3 20  3       51.7387     239.319
   3 20  4       51.4906     239.023
   3 20  5       51.2430     238.725
   3 20  6       50.9959     238.424
   3 20  7       50.7493     238.120
   3 20  8       50.5033     237.815
   3 20  9       50.2579     237.506
   3 20 10       50.0132     237.196
   3 20 11       49.7691     236.883
   3 20 12       49.5257     236.567
   3 20 13       49.2831     236.249
   3 20 14       49.0412     235.929
   3 20 15       48.8001     235.606
   3 20 16       48.5598     235.281
   3 20 17       48.3204     234.953
   3 20 18       48.0819     234.622
   3 20 19       47.8444     234.289
   3 20 20       47.6078     233.954
   3 20 21       47.3722     233.616
   3 20 22       47.1376     233.276
   3 20 23       46.9041     232.933
   3 20 24       46.6716     232.587
   3 20 25       46.4403     232.239
   3 20 26       46.2102     231.888
   3 20 27       45.9812     231.535
   3 20 28       45.7534     231.180
   3 20 29       45.5269     230.821
   3 20 30       45.3017     230.461
   3 20 31       45.0778     230.097
   3 21  0       52.7152     239.877
   3 21  1       52.4668     239.588
   3 21  2       52.2188     239.296
   3 21  3       51.9712     239.002
   3 21  4       51.7241     238.706
   3 21  5       51.4774     238.407
   3 21  6       51.2313     238.106
   3 21  7       50.9857     237.802
   3 21  8       50.7407     237.496
   3 21  9       50.4963     237.188
   3 21 10       50.2525     236.877
   3 21 11       50.0094     236.564
   3 21 12       49.7669     236.248
   3 21 13       49.5253     235.930
   3 21 14       49.2844     235.610
   3 21 15       49.0442     235.287
   3 21 16       48.8050     234.962
   3 21 17       48.5665     234.634
   3 21 18       48.3290     234.304
   3 21 19       48.0924     233.971
   3 21 20       47.8568     233.636
   3 21 21       47.6221     233.298
   3 21 22       47.3885     232.958
   3 21 23       47.1559     232.615
   3 21 24       46.9245     232.270
   3 21 25       46.6941     231.922
   3 21 26       46.4649     231.572
   3 21 27       46.2369     231.219
   3 21 28       46.0101     230.864
   3 21 29       45.7845     230.506
   3 21 30       45.5602     230.146
   3 21 31       45.3372     229.783
   3 22  0       52.9455     239.563
   3 22  1       52.6981     239.273
   3 22  2       52.4511     238.981
   3 22  3       52.2045     238.687
   3 22  4       51.9583     238.390
   3 22  5       51.7126     238.091
   3 22  6       51.4675     237.790
   3 22  7       51.2228     237.486
   3 22  8       50.9788     237.180
   3 22  9       50.7353     236.872
   3 22 10       50.4925     236.561
   3 22 11       50.2504     236.248
   3 22 12       50.0090     235.932
   3 22 13       49.7683     235.614
   3 22 14       49.5283     235.294
   3 22 15       49.2892     234.971
   3 22 16       49.0509     234.645
   3 22 17       48.8134     234.318
   3 22 18       48.5769     233.988
   3 22 19       48.3412     233.655
   3 22 20       48.1066     233.320
   3 22 21       47.8729     232.983
   3 22 22       47.6402     232.643
   3 22 23       47.4086     232.300
   3 22 24       47.1781     231.955
   3 22 25       46.9487     231.608
   3 22 26       46.7204     231.258
   3 22 27       46.4933     230.906
   3 22 28       46.2675     230.551
   3 22 29       46.0428     230.194
   3 22 30       45.8195     229.835
   3 22 31       45.5974     229.472
   3 23  0       53.1766     239.251
   3 23  1       52.9302     238.961
   3 23  2       52.6841     238.668
   3 23  3       52.4385     238.374
   3 23  4       52.1933     238.077
   3 23  5       51.9486     237.778
   3 23  6       51.7044     237.476
   3 23  7       51.4607     237.172
   3 23  8       51.2177     236.866
   3 23  9       50.9752     236.558
   3 23 10       50.7334     236.247
   3 23 11       50.4922     235.933
   3 23 12       50.2517     235.618
   3 23 13       50.0120     235.300
   3 23 14       49.7731     234.980
   3 23 15       49.5349     234.657
   3 23 16       49.2975     234.332
   3 23 17       49.0611     234.004
   3 23 18       48.8255     233.674
   3 23 19       48.5908     233.342
   3 23 20       48.3571     233.007
   3 23 21       48.1244     232.670
   3 23 22       47.8927     232.330
   3 23 23       47.6620     231.988
   3 23 24       47.4325     231.644
   3 23 25       47.2040     231.297
   3 23 26       46.9767     230.947
   3 23 27       46.7505     230.596
   3 23 28       46.5256     230.241
   3 23 29       46.3019     229.885
   3 23 30       46.0795     229.526
   3 23 31       45.8583     229.164
   3 24  0       53.4084     238.940
   3 24  1       53.1629     238.650
   3 24  2       52.9178     238.357
   3 24  3       52.6732     238.063
   3 24  4       52.4289     237.766
   3 24  5       52.1852     237.466
   3 24  6       51.9420     237.165
   3 24  7       51.6993     236.861
   3 24  8       51.4572     236.554
   3 24  9       51.2158     236.246
   3 24 10       50.9749     235.935
   3 24 11       50.7347     235.622
   3 24 12       50.4952     235.306
   3 24 13       50.2565     234.988
   3 24 14       50.0185     234.668
   3 24 15       49.7813     234.345
   3 24 16       49.5449     234.020
   3 24 17       49.3094     233.693
   3 24 18       49.0748     233.363
   3 24 19       48.8411     233.031
   3 24 20       48.6084     232.697
   3 24 21       48.3766     232.360
   3 24 22       48.1458     232.020
   3 24 23       47.9161     231.679
   3 24 24       47.6875     231.335
   3 24 25       47.4600     230.988
   3 24 26       47.2336     230.639
   3 24 27       47.0084     230.288
   3 24 28       46.7844     229.934
   3 24 29       46.5617     229.578
   3 24 30       46.3402     229.220
   3 24 31       46.1199     228.859
   3 25  0       53.6408     238.632
   3 25  1       53.3963     238.341
   3 25  2       53.1522     238.049
   3 25  3       52.9085     237.754
   3 25  4       52.6653     237.457
   3 25  5       52.4225     237.157
   3 25  6       52.1803     236.855
   3 25  7       51.9386     236.551
   3 25  8       51.6975     236.245
   3 25  9       51.4570     235.936
   3 25 10       51.2171     235.625
   3 25 11       50.9779     235.312
   3 25 12       50.7394     234.997
   3 25 13       50.5016     234.679
   3 25 14       50.2646     234.359
   3 25 15       50.0284     234.036
   3 25 16       49.7930     233.711
   3 25 17       49.5585     233.384
   3 25 18       49.3248     233.055
   3 25 19       49.0921     232.723
   3 25 20       48.8603     232.389
   3 25 21       48.6295     232.052
   3 25 22       48.3997     231.713
   3 25 23       48.1709     231.372
   3 25 24       47.9433     231.028
   3 25 25       47.7167     230.682
   3 25 26       47.4913     230.334
   3 25 27       47.2670     229.983
   3 25 28       47.0439     229.630
   3 25 29       46.8221     229.275
   3 25 30       46.6015     228.917
   3 25 31       46.3822     228.557
   3 26  0       53.8739     238.326
   3 26  1       53.6303     238.035
   3 26  2       53.3872     237.742
   3 26  3       53.1445     237.447
   3 26  4       52.9023     237.150
   3 26  5       52.6605     236.850
   3 26  6       52.4193     236.548
   3 26  7       52.1786     236.244
   3 26  8       51.9384     235.938
   3 26  9       51.6989     235.629
   3 26 10       51.4600     235.318
   3 26 11       51.2218     235.005
   3 26 12       50.9842     234.690
   3 26 13       50.7474     234.372
   3 26 14       50.5114     234.052
   3 26 15       50.2762     233.730
   3 26 16       50.0417     233.405
   3 26 17       49.8082     233.078
   3 26 18       49.5755     232.749
   3 26 19       49.3437     232.417
   3 26 20       49.1129     232.083
   3 26 21       48.8830     231.747
   3 26 22       48.6542     231.408
   3 26 23       48.4264     231.068
   3 26 24       48.1997     230.724
   3 26 25       47.9740     230.379
   3 26 26       47.7495     230.031
   3 26 27       47.5262     229.681
   3 26 28       47.3041     229.328
   3 26 29       47.0831     228.974
   3 26 30       46.8635     228.617
   3 26 31       46.6451     228.257
   3 27  0       54.1075     238.022
   3 27  1       53.8650     237.731
   3 27  2       53.6229     237.438
   3 27  3       53.3811     237.142
   3 27  4       53.1399     236.845
   3 27  5       52.8991     236.545
   3 27  6       52.6588     236.243
   3 27  7       52.4191     235.939
   3 27  8       52.1800     235.633
   3 27  9       51.9414     235.324
   3 27 10       51.7035     235.013
   3 27 11       51.4662     234.700
   3 27 12       51.2297     234.385
   3 27 13       50.9939     234.067
   3 27 14       50.7588     233.748
   3 27 15       50.5245     233.425
   3 27 16       50.2911     233.101
   3 27 17       50.0585     232.774
   3 27 18       49.8267     232.445
   3 27 19       49.5959     232.114
   3 27 20       49.3661     231.780
   3 27 21       49.1372     231.445
   3 27 22       48.9093     231.106
   3 27 23       48.6824     230.766
   3 27 24       48.4567     230.423
   3 27 25       48.2320     230.078
   3 27 26       48.0084     229.731
   3 27 27       47.7860     229.381
   3 27 28       47.5648     229.030
   3 27 29       47.3448     228.676
   3 27 30       47.1260     228.319
   3 27 31       46.9086     227.961
   3 28  0       54.3418     237.719
   3 28  1       54.1002     237.428
   3 28  2       53.8591     237.135
   3 28  3       53.6184     236.840
   3 28  4       53.3781     236.542
   3 28  5       53.1383     236.243
   3 28  6       52.8990     235.941
   3 28  7       52.6603     235.637
   3 28  8       52.4221     235.330
   3 28  9       52.1845     235.022
   3 28 10       51.9476     234.711
   3 28 11       51.7113     234.398
   3 28 12       51.4757     234.083
   3 28 13       51.2409     233.765
   3 28 14       51.0068     233.446
   3 28 15       50.7735     233.124
   3 28 16       50.5410     232.799
   3 28 17       50.3094     232.473
   3 28 18       50.0786     232.144
   3 28 19       49.8488     231.813
   3 28 20       49.6199     231.480
   3 28 21       49.3919     231.145
   3 28 22       49.1650     230.807
   3 28 23       48.9391     230.467
   3 28 24       48.7142     230.125
   3 28 25       48.4905     229.780
   3 28 26       48.2679     229.434
   3 28 27       48.0464     229.085
   3 28 28       47.8261     228.734
   3 28 29       47.6070     228.380
   3 28 30       47.3892     228.024
   3 28 31       47.1726     227.667
   3 29  0       54.5766     237.419
   3 29  1       54.3360     237.128
   3 29  2       54.0959     236.835
   3 29  3       53.8561     236.539
   3 29  4       53.6168     236.242
   3 29  5       53.3780     235.942
   3 29  6       53.1397     235.640
   3 29  7       52.9020     235.336
   3 29  8       52.6648     235.030
   3 29  9       52.4282     234.721
   3 29 10       52.1922     234.411
   3 29 11       51.9569     234.098
   3 29 12       51.7224     233.783
   3 29 13       51.4885     233.465
   3 29 14       51.2554     233.146
   3 29 15       51.0230     232.824
   3 29 16       50.7915     232.500
   3 29 17       50.5608     232.174
   3 29 18       50.3310     231.846
   3 29 19       50.1022     231.515
   3 29 20       49.8742     231.182
   3 29 21       49.6472     230.847
   3 29 22       49.4212     230.510
   3 29 23       49.1963     230.171
   3 29 24       48.9724     229.829
   3 29 25       48.7495     229.485
   3 29 26       48.5278     229.139
   3 29 27       48.3073     228.791
   3 29 28       48.0879     228.440
   3 29 29       47.8697     228.087
   3 29 30       47.6528     227.732
   3 29 31       47.4371     227.375
   3 30  0       54.8119     237.121
   3 30  1       54.5724     236.830
   3 30  2       54.3332     236.536
   3 30  3       54.0944     236.241
   3 30  4       53.8561     235.943
   3 30  5       53.6183     235.644
   3 30  6       53.3810     235.342
   3 30  7       53.1442     235.038
   3 30  8       52.9080     234.731
   3 30  9       52.6724     234.423
   3 30 10       52.4374     234.113
   3 30 11       52.2031     233.800
   3 30 12       51.9695     233.485
   3 30 13       51.7366     233.168
   3 30 14       51.5044     232.849
   3 30 15       51.2731     232.527
   3 30 16       51.0425     232.204
   3 30 17       50.8128     231.878
   3 30 18       50.5840     231.550
   3 30 19       50.3561     231.220
   3 30 20       50.1291     230.887
   3 30 21       49.9030     230.553
   3 30 22       49.6780     230.216
   3 30 23       49.4540     229.877
   3 30 24       49.2310     229.536
   3 30 25       49.0091     229.192
   3 30 26       48.7883     228.847
   3 30 27       48.5687     228.499
   3 30 28       48.3502     228.149
   3 30 29       48.1330     227.797
   3 30 30       47.9169     227.443
   3 30 31       47.7021     227.087
   3 31  0       55.0477     236.825
   3 31  1       54.8092     236.534
   3 31  2       54.5710     236.240
   3 31  3       54.3332     235.945
   3 31  4       54.0959     235.647
   3 31  5       53.8590     235.347
   3 31  6       53.6227     235.045
   3 31  7       53.3869     234.742
   3 31  8       53.1517     234.435
   3 31  9       52.9171     234.127
   3 31 10       52.6831     233.817
   3 31 11       52.4498     233.504
   3 31 12       52.2171     233.190
   3 31 13       51.9852     232.873
   3 31 14       51.7540     232.554
   3 31 15       51.5236     232.233
   3 31 16       51.2941     231.909
   3 31 17       51.0653     231.584
   3 31 18       50.8374     231.256
   3 31 19       50.6105     230.926
   3 31 20       50.3844     230.594
   3 31 21       50.1593     230.260
   3 31 22       49.9352     229.924
   3 31 23       49.7121     229.586
   3 31 24       49.4901     229.245
   3 31 25       49.2691     228.902
   3 31 26       49.0493     228.557
   3 31 27       48.8306     228.210
   3 31 28       48.6130     227.861
   3 31 29       48.3967     227.510
   3 31 30       48.1815     227.157
   3 31 31       47.9676     226.801
   4  0  0       45.2641     184.325
   4  0  1       45.2466     183.842
   4  0  2       45.2311     183.359
   4  0  3       45.2176     182.874
   4  0  4       45.2061     182.388
   4  0  5       45.1967     181.902
   4  0  6       45.1894     181.415
   4  0  7       45.1841     180.928
   4  0  8       45.1809     180.440
   4  0  9       45.1797     179.952
   4  0 10       45.1807     179.463
   4  0 11       45.1837     178.974
   4  0 12       45.1888     178.485
   4  0 13       45.1960     177.995
   4  0 14       45.2053     177.506
   4  0 15       45.2167     177.016
   4  0 16       45.2302     176.527
   4  0 17       45.2458     176.037
   4  0 18       45.2635     175.548
   4  0 19       45.2833     175.059
   4  0 20       45.3052     174.571
   4  0 21       45.3291     174.082
   4  0 22       45.3551     173.595
   4  0 23       45.3832     173.108
   4  0 24       45.4134     172.621
   4  0 25       45.4456     172.135
   4  0 26       45.4798     171.650
   4  0 27       45.5161     171.166
   4  0 28       45.5544     170.682
   4  0 29       45.5947     170.200
   4  0 30       45.6370     169.718
   4  0 31       45.6813     169.238
   4  1  0       45.6080     184.305
   4  1  1       45.5907     183.824
   4  1  2       45.5755     183.343
   4  1  3       45.5623     182.861
   4  1  4       45.5511     182.378
   4  1  5       45.5419     181.895
   4  1  6       45.5347     181.410
   4  1  7       45.5296     180.926
   4  1  8       45.5266     180.440
   4  1  9       45.5255     179.955
   4  1 10       45.5266     179.468
   4  1 11       45.5297     178.982
   4  1 12       45.5349     178.495
   4  1 13       45.5422     178.009
   4  1 14       45.5515     177.522
   4  1 15       45.5629     177.035
   4  1 16       45.5764     176.548
   4  1 17       45.5919     176.061
   4  1 18       45.6095     175.575
   4  1 19       45.6292     175.088
   4  1 20       45.6510     174.602
   4  1 21       45.6748     174.117
   4  1 22       45.7006     173.632
   4  1 23       45.7285     173.147
   4  1 24       45.7584     172.663
   4  1 25       45.7904     172.180
   4  1 26       45.8244     171.697
   4  1 27       45.8604     171.215
   4  1 28       45.8984     170.735
   4  1 29       45.9384     170.255
   4  1 30       45.9804     169.776
   4  1 31       46.0243     169.298
   4  2  0       45.9522     184.284
   4  2  1       45.9353     183.806
   4  2  2       45.9203     183.328
   4  2  3       45.9074     182.848
   4  2  4       45.8964     182.368
   4  2  5       45.8874     181.887
   4  2  6       45.8805     181.405
   4  2  7       45.8755     180.923
   4  2  8       45.8726     180.441
   4  2  9       45.8718     179.957
   4  2 10       45.8729     179.474
   4  2 11       45.8761     178.990
   4  2 12       45.8814     178.506
   4  2 13       45.8887     178.022
   4  2 14       45.8980     177.538
   4  2 15       45.9094     177.053
   4  2 16       45.9229     176.569
   4  2 17       45.9384     176.085
   4  2 18       45.9559     175.601
   4  2 19       45.9755     175.117
   4  2 20       45.9971     174.634
   4  2 21       46.0208     174.151
   4  2 22       46.0465     173.668
   4  2 23       46.0742     173.186
   4  2 24       46.1039     172.705
   4  2 25       46.1357     172.224
   4  2 26       46.1694     171.744
   4  2 27       46.2051     171.265
   4  2 28       46.2428     170.786
   4  2 29       46.2825     170.309
   4  2 30       46.3241     169.832
   4  2 31       46.3677     169.357
   4  3  0       46.2968     184.264
   4  3  1       46.2802     183.789
   4  3  2       46.2655     183.313
   4  3  3       46.2528     182.836
   4  3  4       46.2421     182.358
   4  3  5       46.2333     181.880
   4  3  6       46.2266     181.400
   4  3  7       46.2218     180.921
   4  3  8       46.2191     180.441
   4  3  9       46.2183     179.960
   4  3 10       46.2196     179.479
   4  3 11       46.2229     178.998
   4  3 12       46.2282     178.517
   4  3 13       46.2355     178.035
   4  3 14       46.2449     177.553
   4  3 15       46.2563     177.071
   4  3 16       46.2697     176.590
   4  3 17       46.2852     176.108
   4  3 18       46.3027     175.627
   4  3 19       46.3221     175.146
   4  3 20       46.3437     174.665
   4  3 21       46.3672     174.184
   4  3 22       46.3927     173.704
   4  3 23       46.4202     173.225
   4  3 24       46.4498     172.746
   4  3 25       46.4813     172.268
   4  3 26       46.5148     171.790
   4  3 27       46.5502     171.313
   4  3 28       46.5877     170.837
   4  3 29       46.6270     170.362
   4  3 30       46.6683     169.888
   4  3 31       46.7115     169.415
   4  4  0       46.6417     184.244
   4  4  1       46.6254     183.771
   4  4  2       46.6110     183.298
   4  4  3       46.5986     182.823
   4  4  4       46.5881     182.348
   4  4  5       46.5796     181.872
   4  4  6       46.5730     181.396
   4  4  7       46.5684     180.919
   4  4  8       46.5658     180.441
   4  4  9       46.5652     179.963
   4  4 10       46.5666     179.485
   4  4 11       46.5700     179.006
   4  4 12       46.5754     178.527
   4  4 13       46.5827     178.048
   4  4 14       46.5921     177.569
   4  4 15       46.6035     177.090
   4  4 16       46.6169     176.610
   4  4 17       46.6323     176.131
   4  4 18       46.6497     175.652
   4  4 19       46.6691     175.174
   4  4 20       46.6905     174.696
   4  4 21       46.7139     174.218
   4  4 22       46.7393     173.740
   4  4 23       46.7666     173.263
   4  4 24       46.7960     172.787
   4  4 25       46.8273     172.311
   4  4 26       46.8605     171.836
   4  4 27       46.8957     171.361
   4  4 28       46.9328     170.888
   4  4 29       46.9719     170.415
   4  4 30       47.0128     169.943
   4  4 31       47.0557     169.473
   4  5  0       46.9869     184.224
   4  5  1       46.9709     183.754
   4  5  2       46.9568     183.283
   4  5  3       46.9446     182.811
   4  5  4       46.9344     182.338
   4  5  5       46.9261     181.865
   4  5  6       46.9197     181.391
   4  5  7       46.9153     180.916
   4  5  8       46.9129     180.441
   4  5  9       46.9124     179.966
   4  5 10       46.9139     179.490
   4  5 11       46.9174     179.014
   4  5 12       46.9228     178.537
   4  5 13       46.9303     178.061
   4  5 14       46.9397     177.584
   4  5 15       46.9511     177.107
   4  5 16       46.9644     176.631
   4  5 17       46.9798     176.154
   4  5 18       46.9971     175.678
   4  5 19       47.0164     175.202
   4  5 20       47.0377     174.726
   4  5 21       47.0610     174.250
   4  5 22       47.0862     173.775
   4  5 23       47.1134     173.301
   4  5 24       47.1425     172.827
   4  5 25       47.1735     172.354
   4  5 26       47.2065     171.881
   4  5 27       47.2415     171.409
   4  5 28       47.2783     170.938
   4  5 29       47.3170     170.468
   4  5 30       47.3577     169.998
   4  5 31       47.4002     169.530
   4  6  0       47.3323     184.205
   4  6  1       47.3167     183.737
   4  6  2       47.3029     183.268
   4  6  3       47.2910     182.799
   4  6  4       47.2810     182.328
   4  6  5       47.2729     181.858
   4  6  6       47.2667     181.386
   4  6  7       47.2625     180.914
   4  6  8       47.2602     180.441
   4  6  9       47.2599     179.968
   4  6 10       47.2615     179.495
   4  6 11       47.2651     179.021
   4  6 12       47.2706     178.547
   4  6 13       47.2780     178.073
   4  6 14       47.2875     177.599
   4  6 15       47.2989     177.125
   4  6 16       47.3122     176.651
   4  6 17       47.3275     176.177
   4  6 18       47.3448     175.703
   4  6 19       47.3640     175.229
   4  6 20       47.3852     174.756
   4  6 21       47.4083     174.283
   4  6 22       47.4334     173.810
   4  6 23       47.4604     173.338
   4  6 24       47.4893     172.867
   4  6 25       47.5201     172.396
   4  6 26       47.5529     171.926
   4  6 27       47.5875     171.456
   4  6 28       47.6241     170.987
   4  6 29       47.6625     170.519
   4  6 30       47.7028     170.053
   4  6 31       47.7450     169.587
   4  7  0       47.6781     184.186
   4  7  1       47.6627     183.720
   4  7  2       47.6492     183.254
   4  7  3       47.6375     182.787
   4  7  4       47.6278     182.319
   4  7  5       47.6199     181.850
   4  7  6       47.6140     181.381
   4  7  7       47.6099     180.912
   4  7  8       47.6078     180.441
   4  7  9       47.6076     179.971
   4  7 10       47.6093     179.500
   4  7 11       47.6130     179.029
   4  7 12       47.6186     178.557
   4  7 13       47.6261     178.086
   4  7 14       47.6355     177.614
   4  7 15       47.6469     177.143
   4  7 16       47.6603     176.671
   4  7 17       47.6755     176.199
   4  7 18       47.6927     175.728
   4  7 19       47.7119     175.257
   4  7 20       47.7329     174.786
   4  7 21       47.7559     174.315
   4  7 22       47.7808     173.845
   4  7 23       47.8076     173.375
   4  7 24       47.8364     172.906
   4  7 25       47.8670     172.438
   4  7 26       47.8995     171.970
   4  7 27       47.9339     171.503
   4  7 28       47.9702     171.036
   4  7 29       48.0083     170.571
   4  7 30       48.0483     170.106
   4  7 31       48.0901     169.643
   4  8  0       48.0240     184.167
   4  8  1       48.0090     183.703
   4  8  2       47.9957     183.239
   4  8  3       47.9844     182.775
   4  8  4       47.9749     182.309
   4  8  5       47.9672     181.843
   4  8  6       47.9615     181.377
   4  8  7       47.9576     180.909
   4  8  8       47.9556     180.442
   4  8  9       47.9556     179.974
   4  8 10       47.9574     179.505
   4  8 11       47.9611     179.036
   4  8 12       47.9668     178.567
   4  8 13       47.9744     178.098
   4  8 14       47.9838     177.629
   4  8 15       47.9952     177.160
   4  8 16       48.0085     176.691
   4  8 17       48.0238     176.222
   4  8 18       48.0409     175.753
   4  8 19       48.0599     175.284
   4  8 20       48.0809     174.815
   4  8 21       48.1038     174.347
   4  8 22       48.1285     173.879
   4  8 23       48.1551     173.412
   4  8 24       48.1837     172.945
   4  8 25       48.2141     172.479
   4  8 26       48.2463     172.014
   4  8 27       48.2805     171.549
   4  8 28       48.3165     171.085
   4  8 29       48.3543     170.622
   4  8 30       48.3939     170.159
   4  8 31       48.4354     169.698
   4  9  0       48.3702     184.148
   4  9  1       48.3554     183.687
   4  9  2       48.3425     183.225
   4  9  3       48.3314     182.763
   4  9  4       48.3221     182.300
   4  9  5       48.3147     181.836
   4  9  6       48.3092     181.372
   4  9  7       48.3055     180.907
   4  9  8       48.3037     180.442
   4  9  9       48.3037     179.976
   4  9 10       48.3057     179.510
   4  9 11       48.3095     179.044
   4  9 12       48.3152     178.577
   4  9 13       48.3228     178.111
   4  9 14       48.3323     177.644
   4  9 15       48.3437     177.177
   4  9 16       48.3570     176.710
   4  9 17       48.3722     176.243
