Tele EF EB theta(degree) thetaE(degree)   phi(degree) phiE(degree)
   1 30 28       36.3867         0.6531       190.578        1.076
   1 30 29       36.3350         0.6499       190.001        1.089
   1 30 30       36.2861         0.6466       189.424        1.103
   1 30 31       36.2400         0.6433       188.845        1.116
   1 31  0       39.2262         0.6860       205.750        0.867
   1 31  1       39.1051         0.6863       205.241        0.875
   1 31  2       38.9861         0.6865       204.729        0.882
   1 31  3       38.8691         0.6867       204.213        0.890
   1 31  4       38.7544         0.6866       203.694        0.898
   1 31  5       38.6418         0.6865       203.173        0.906
   1 31  6       38.5314         0.6863       202.648        0.913
   1 31  7       38.4234         0.6859       202.120        0.921
   1 31  8       38.3176         0.6854       201.590        0.928
   1 31  9       38.2141         0.6848       201.056        0.936
   1 31 10       38.1130         0.6841       200.520        0.943
   1 31 11       38.0143         0.6832       199.981        0.950
   1 31 12       37.9180         0.6822       199.440        0.957
   1 31 13       37.8242         0.6811       198.896        0.964
   1 31 14       37.7329         0.6799       198.349        0.971
   1 31 15       37.6441         0.6785       197.800        0.978
   1 31 16       37.5578         0.6770       197.249        0.984
   1 31 17       37.4741         0.6754       196.696        0.991
   1 31 18       37.3929         0.6737       196.141        0.997
   1 31 19       37.3144         0.6718       195.583        1.003
   1 31 20       37.2385         0.6698       195.024        1.009
   1 31 21       37.1652         0.6677       194.463        1.015
   1 31 22       37.0947         0.6654       193.900        1.021
   1 31 23       37.0268         0.6630       193.335        1.026
   1 31 24       36.9616         0.6605       192.769        1.032
   1 31 25       36.8992         0.6579       192.202        1.037
   1 31 26       36.8395         0.6552       191.633        1.042
   1 31 27       36.7825         0.6523       191.063        1.055
   1 31 28       36.7283         0.6493       190.493        1.069
   1 31 29       36.6769         0.6462       189.921        1.082
   1 31 30       36.6282         0.6430       189.348        1.095
   1 31 31       36.5824         0.6396       188.774        1.108
   2  0  0       37.4502         0.7731       233.540        0.571
   2  0  1       37.2145         0.7763       233.132        0.573
   2  0  2       36.9799         0.7793       232.718        0.574
   2  0  3       36.7464         0.7823       232.300        0.576
   2  0  4       36.5142         0.7852       231.877        0.577
   2  0  5       36.2833         0.7880       231.448        0.578
   2  0  6       36.0537         0.7908       231.014        0.579
   2  0  7       35.8255         0.7934       230.576        0.587
   2  0  8       35.5987         0.7959       230.131        0.597
   2  0  9       35.3734         0.7983       229.682        0.608
   2  0 10       35.1496         0.8006       229.228        0.619
   2  0 11       34.9274         0.8028       228.768        0.630
   2  0 12       34.7069         0.8049       228.302        0.642
   2  0 13       34.4880         0.8069       227.832        0.653
   2  0 14       34.2709         0.8087       227.356        0.665
   2  0 15       34.0555         0.8105       226.874        0.677
   2  0 16       33.8421         0.8121       226.387        0.688
   2  0 17       33.6305         0.8135       225.894        0.700
   2  0 18       33.4208         0.8149       225.396        0.713
   2  0 19       33.2132         0.8161       224.893        0.725
   2  0 20       33.0077         0.8172       224.384        0.737
   2  0 21       32.8042         0.8182       223.869        0.750
   2  0 22       32.6030         0.8190       223.349        0.762
   2  0 23       32.4039         0.8196       222.823        0.775
   2  0 24       32.2072         0.8202       222.291        0.788
   2  0 25       32.0127         0.8205       221.754        0.801
   2  0 26       31.8207         0.8208       221.212        0.814
   2  0 27       31.6310         0.8208       220.664        0.827
   2  0 28       31.4439         0.8207       220.110        0.840
   2  0 29       31.2593         0.8205       219.551        0.853
   2  0 30       31.0773         0.8201       218.986        0.866
   2  0 31       30.8979         0.8195       218.416        0.880
   2  1  0       37.7007         0.7711       233.158        0.567
   2  1  1       37.4663         0.7742       232.749        0.568
   2  1  2       37.2330         0.7773       232.336        0.569
   2  1  3       37.0010         0.7802       231.917        0.571
   2  1  4       36.7701         0.7831       231.494        0.572
   2  1  5       36.5405         0.7859       231.065        0.573
   2  1  6       36.3123         0.7885       230.632        0.579
   2  1  7       36.0855         0.7911       230.193        0.590
   2  1  8       35.8600         0.7936       229.749        0.600
   2  1  9       35.6361         0.7960       229.300        0.611
   2  1 10       35.4137         0.7982       228.846        0.622
   2  1 11       35.1929         0.8004       228.387        0.633
   2  1 12       34.9737         0.8024       227.922        0.644
   2  1 13       34.7562         0.8044       227.452        0.656
   2  1 14       34.5405         0.8062       226.977        0.667
   2  1 15       34.3266         0.8079       226.496        0.679
   2  1 16       34.1145         0.8094       226.010        0.690
   2  1 17       33.9043         0.8109       225.519        0.702
   2  1 18       33.6960         0.8122       225.022        0.714
   2  1 19       33.4898         0.8134       224.520        0.726
   2  1 20       33.2856         0.8144       224.012        0.738
   2  1 21       33.0836         0.8153       223.499        0.751
   2  1 22       32.8837         0.8161       222.980        0.763
   2  1 23       32.6860         0.8167       222.456        0.776
   2  1 24       32.4906         0.8172       221.927        0.788
   2  1 25       32.2975         0.8175       221.392        0.801
   2  1 26       32.1068         0.8177       220.851        0.814
   2  1 27       31.9185         0.8178       220.306        0.826
   2  1 28       31.7327         0.8176       219.754        0.839
   2  1 29       31.5494         0.8173       219.198        0.852
   2  1 30       31.3687         0.8169       218.636        0.865
   2  1 31       31.1906         0.8163       218.069        0.878
   2  2  0       37.9527         0.7690       232.779        0.562
   2  2  1       37.7196         0.7721       232.371        0.563
   2  2  2       37.4877         0.7751       231.957        0.565
   2  2  3       37.2570         0.7780       231.538        0.566
   2  2  4       37.0275         0.7809       231.115        0.567
   2  2  5       36.7993         0.7836       230.687        0.572
   2  2  6       36.5724         0.7862       230.253        0.582
   2  2  7       36.3469         0.7888       229.815        0.592
   2  2  8       36.1229         0.7912       229.372        0.603
   2  2  9       35.9003         0.7935       228.923        0.614
   2  2 10       35.6793         0.7958       228.470        0.625
   2  2 11       35.4599         0.7979       228.011        0.635
   2  2 12       35.2421         0.7999       227.547        0.647
   2  2 13       35.0260         0.8018       227.078        0.658
   2  2 14       34.8116         0.8035       226.603        0.669
   2  2 15       34.5991         0.8052       226.123        0.681
   2  2 16       34.3883         0.8067       225.639        0.692
   2  2 17       34.1795         0.8081       225.148        0.704
   2  2 18       33.9727         0.8094       224.653        0.716
   2  2 19       33.7678         0.8105       224.152        0.727
   2  2 20       33.5650         0.8115       223.646        0.740
   2  2 21       33.3643         0.8124       223.134        0.752
   2  2 22       33.1658         0.8131       222.617        0.764
   2  2 23       32.9695         0.8137       222.095        0.776
   2  2 24       32.7754         0.8142       221.567        0.788
   2  2 25       32.5837         0.8145       221.034        0.801
   2  2 26       32.3943         0.8146       220.496        0.813
   2  2 27       32.2073         0.8146       219.953        0.826
   2  2 28       32.0228         0.8144       219.404        0.839
   2  2 29       31.8408         0.8141       218.850        0.851
   2  2 30       31.6614         0.8137       218.291        0.864
   2  2 31       31.4846         0.8130       217.726        0.877
   2  3  0       38.2061         0.7668       232.405        0.558
   2  3  1       37.9744         0.7699       231.996        0.559
   2  3  2       37.7439         0.7729       231.582        0.560
   2  3  3       37.5145         0.7757       231.164        0.561
   2  3  4       37.2863         0.7785       230.740        0.565
   2  3  5       37.0595         0.7812       230.312        0.575
   2  3  6       36.8340         0.7838       229.879        0.585
   2  3  7       36.6099         0.7863       229.441        0.595
   2  3  8       36.3872         0.7887       228.998        0.606
   2  3  9       36.1660         0.7910       228.550        0.616
   2  3 10       35.9463         0.7932       228.097        0.627
   2  3 11       35.7283         0.7953       227.639        0.638
   2  3 12       35.5119         0.7972       227.176        0.649
   2  3 13       35.2971         0.7991       226.708        0.660
   2  3 14       35.0842         0.8008       226.234        0.671
   2  3 15       34.8730         0.8024       225.755        0.682
   2  3 16       34.6636         0.8039       225.272        0.694
   2  3 17       34.4562         0.8053       224.782        0.705
   2  3 18       34.2507         0.8065       224.288        0.717
   2  3 19       34.0472         0.8076       223.789        0.729
   2  3 20       33.8457         0.8086       223.284        0.740
   2  3 21       33.6464         0.8094       222.774        0.752
   2  3 22       33.4492         0.8101       222.259        0.764
   2  3 23       33.2542         0.8107       221.739        0.776
   2  3 24       33.0615         0.8111       221.213        0.789
   2  3 25       32.8711         0.8113       220.682        0.801
   2  3 26       32.6830         0.8114       220.146        0.813
   2  3 27       32.4974         0.8114       219.605        0.826
   2  3 28       32.3142         0.8112       219.059        0.838
   2  3 29       32.1335         0.8108       218.508        0.851
   2  3 30       31.9554         0.8103       217.951        0.863
   2  3 31       31.7798         0.8097       217.389        0.876
   2  4  0       38.4610         0.7646       232.034        0.553
   2  4  1       38.2307         0.7676       231.625        0.554
   2  4  2       38.0014         0.7705       231.211        0.555
   2  4  3       37.7734         0.7734       230.793        0.558
   2  4  4       37.5466         0.7761       230.370        0.568
   2  4  5       37.3211         0.7788       229.942        0.578
   2  4  6       37.0970         0.7813       229.509        0.588
   2  4  7       36.8742         0.7838       229.072        0.598
   2  4  8       36.6529         0.7862       228.629        0.608
   2  4  9       36.4331         0.7884       228.182        0.619
   2  4 10       36.2148         0.7906       227.729        0.629
   2  4 11       35.9981         0.7926       227.272        0.640
   2  4 12       35.7830         0.7945       226.809        0.651
   2  4 13       35.5697         0.7963       226.342        0.662
   2  4 14       35.3581         0.7980       225.869        0.673
   2  4 15       35.1482         0.7996       225.392        0.684
   2  4 16       34.9403         0.8010       224.909        0.695
   2  4 17       34.7342         0.8024       224.421        0.706
   2  4 18       34.5300         0.8036       223.929        0.718
   2  4 19       34.3279         0.8046       223.431        0.730
   2  4 20       34.1278         0.8055       222.928        0.741
   2  4 21       33.9298         0.8063       222.419        0.753
   2  4 22       33.7340         0.8070       221.906        0.765
   2  4 23       33.5403         0.8075       221.387        0.777
   2  4 24       33.3489         0.8079       220.864        0.789
   2  4 25       33.1598         0.8081       220.335        0.801
   2  4 26       32.9730         0.8082       219.802        0.813
   2  4 27       32.7887         0.8081       219.263        0.825
   2  4 28       32.6068         0.8079       218.719        0.837
   2  4 29       32.4274         0.8075       218.170        0.849
   2  4 30       32.2505         0.8069       217.617        0.862
   2  4 31       32.0762         0.8062       217.058        0.874
   2  5  0       38.7173         0.7622       231.667        0.548
   2  5  1       38.4883         0.7652       231.258        0.549
   2  5  2       38.2604         0.7681       230.844        0.551
   2  5  3       38.0337         0.7709       230.426        0.561
   2  5  4       37.8083         0.7736       230.003        0.570
   2  5  5       37.5841         0.7762       229.576        0.580
   2  5  6       37.3614         0.7787       229.143        0.590
   2  5  7       37.1400         0.7812       228.706        0.600
   2  5  8       36.9200         0.7835       228.264        0.611
   2  5  9       36.7015         0.7857       227.817        0.621
   2  5 10       36.4846         0.7878       227.366        0.631
   2  5 11       36.2693         0.7898       226.909        0.642
   2  5 12       36.0556         0.7917       226.448        0.653
   2  5 13       35.8436         0.7935       225.981        0.663
   2  5 14       35.6333         0.7951       225.510        0.674
   2  5 15       35.4248         0.7967       225.033        0.685
   2  5 16       35.2182         0.7981       224.552        0.696
   2  5 17       35.0135         0.7994       224.065        0.708
   2  5 18       34.8107         0.8005       223.574        0.719
   2  5 19       34.6099         0.8015       223.077        0.730
   2  5 20       34.4111         0.8024       222.576        0.742
   2  5 21       34.2145         0.8032       222.069        0.753
   2  5 22       34.0199         0.8038       221.558        0.765
   2  5 23       33.8276         0.8043       221.041        0.777
   2  5 24       33.6375         0.8046       220.520        0.788
   2  5 25       33.4497         0.8048       219.993        0.800
   2  5 26       33.2643         0.8048       219.462        0.812
   2  5 27       33.0812         0.8047       218.925        0.824
   2  5 28       32.9005         0.8045       218.384        0.836
   2  5 29       32.7224         0.8041       217.838        0.848
   2  5 30       32.5468         0.8035       217.287        0.860
   2  5 31       32.3737         0.8028       216.731        0.872
   2  6  0       38.9749         0.7597       231.303        0.544
   2  6  1       38.7473         0.7627       230.895        0.545
   2  6  2       38.5207         0.7656       230.481        0.554
   2  6  3       38.2954         0.7683       230.063        0.563
   2  6  4       38.0713         0.7710       229.641        0.573
   2  6  5       37.8485         0.7736       229.214        0.583
   2  6  6       37.6271         0.7761       228.782        0.593
   2  6  7       37.4070         0.7785       228.345        0.603
   2  6  8       37.1884         0.7807       227.904        0.613
   2  6  9       36.9713         0.7829       227.457        0.623
   2  6 10       36.7557         0.7850       227.006        0.633
   2  6 11       36.5418         0.7870       226.551        0.644
   2  6 12       36.3294         0.7888       226.090        0.654
   2  6 13       36.1188         0.7905       225.624        0.665
   2  6 14       35.9099         0.7922       225.154        0.676
   2  6 15       35.7027         0.7936       224.679        0.687
   2  6 16       35.4975         0.7950       224.199        0.698
   2  6 17       35.2941         0.7963       223.713        0.709
   2  6 18       35.0926         0.7974       223.223        0.720
   2  6 19       34.8931         0.7984       222.729        0.731
   2  6 20       34.6957         0.7992       222.229        0.742
   2  6 21       34.5004         0.7999       221.724        0.754
   2  6 22       34.3072         0.8005       221.214        0.765
   2  6 23       34.1161         0.8010       220.700        0.777
   2  6 24       33.9273         0.8013       220.180        0.788
   2  6 25       33.7408         0.8014       219.656        0.800
   2  6 26       33.5566         0.8014       219.127        0.812
   2  6 27       33.3748         0.8013       218.593        0.823
   2  6 28       33.1954         0.8010       218.054        0.835
   2  6 29       33.0185         0.8006       217.511        0.847
   2  6 30       32.8441         0.8000       216.963        0.859
   2  6 31       32.6723         0.7992       216.410        0.871
   2  7  0       39.2339         0.7572       230.944        0.539
   2  7  1       39.0075         0.7601       230.535        0.547
   2  7  2       38.7823         0.7629       230.122        0.556
   2  7  3       38.5584         0.7657       229.705        0.566
   2  7  4       38.3356         0.7683       229.282        0.575
   2  7  5       38.1142         0.7709       228.855        0.585
   2  7  6       37.8941         0.7733       228.424        0.595
   2  7  7       37.6754         0.7757       227.988        0.605
   2  7  8       37.4581         0.7779       227.547        0.615
   2  7  9       37.2424         0.7801       227.102        0.625
   2  7 10       37.0281         0.7821       226.651        0.635
   2  7 11       36.8155         0.7840       226.196        0.645
   2  7 12       36.6045         0.7858       225.737        0.656
   2  7 13       36.3952         0.7875       225.272        0.666
   2  7 14       36.1877         0.7891       224.803        0.677
   2  7 15       35.9819         0.7906       224.329        0.688
   2  7 16       35.7779         0.7919       223.850        0.699
   2  7 17       35.5759         0.7931       223.366        0.709
   2  7 18       35.3757         0.7942       222.878        0.720
   2  7 19       35.1776         0.7951       222.385        0.731
   2  7 20       34.9815         0.7960       221.886        0.743
   2  7 21       34.7874         0.7966       221.383        0.754
   2  7 22       34.5955         0.7972       220.876        0.765
   2  7 23       34.4058         0.7976       220.363        0.776
   2  7 24       34.2183         0.7979       219.846        0.788
   2  7 25       34.0331         0.7980       219.324        0.799
   2  7 26       33.8501         0.7980       218.797        0.811
   2  7 27       33.6696         0.7978       218.266        0.822
   2  7 28       33.4914         0.7975       217.729        0.834
   2  7 29       33.3157         0.7970       217.189        0.845
   2  7 30       33.1426         0.7964       216.643        0.857
   2  7 31       32.9719         0.7956       216.093        0.869
   2  8  0       39.4941         0.7546       230.588        0.541
   2  8  1       39.2691         0.7574       230.180        0.550
   2  8  2       39.0453         0.7602       229.767        0.559
   2  8  3       38.8226         0.7629       229.349        0.568
   2  8  4       38.6012         0.7655       228.928        0.578
   2  8  5       38.3811         0.7680       228.501        0.587
   2  8  6       38.1624         0.7705       228.070        0.597
   2  8  7       37.9450         0.7728       227.635        0.607
   2  8  8       37.7291         0.7750       227.195        0.617
   2  8  9       37.5147         0.7771       226.750        0.627
   2  8 10       37.3018         0.7791       226.301        0.637
   2  8 11       37.0905         0.7810       225.847        0.647
   2  8 12       36.8809         0.7828       225.388        0.657
   2  8 13       36.6729         0.7844       224.924        0.668
   2  8 14       36.4667         0.7860       224.456        0.678
   2  8 15       36.2622         0.7874       223.984        0.689
   2  8 16       36.0596         0.7887       223.506        0.699
   2  8 17       35.8589         0.7899       223.024        0.710
   2  8 18       35.6601         0.7909       222.537        0.721
   2  8 19       35.4632         0.7918       222.045        0.732
   2  8 20       35.2684         0.7926       221.549        0.743
   2  8 21       35.0757         0.7933       221.048        0.754
   2  8 22       34.8851         0.7938       220.542        0.765
   2  8 23       34.6966         0.7942       220.031        0.776
   2  8 24       34.5104         0.7944       219.516        0.787
   2  8 25       34.3264         0.7945       218.996        0.799
   2  8 26       34.1447         0.7944       218.472        0.810
   2  8 27       33.9654         0.7942       217.943        0.821
   2  8 28       33.7885         0.7939       217.409        0.832
   2  8 29       33.6140         0.7934       216.871        0.844
   2  8 30       33.4420         0.7927       216.329        0.855
   2  8 31       33.2725         0.7919       215.782        0.867
   2  9  0       39.7556         0.7518       230.236        0.543
   2  9  1       39.5319         0.7547       229.828        0.552
   2  9  2       39.3094         0.7574       229.415        0.561
   2  9  3       39.0881         0.7601       228.998        0.571
   2  9  4       38.8680         0.7627       228.577        0.580
   2  9  5       38.6493         0.7652       228.151        0.590
   2  9  6       38.4318         0.7675       227.721        0.599
   2  9  7       38.2158         0.7698       227.286        0.609
   2  9  8       38.0013         0.7720       226.846        0.619
   2  9  9       37.7882         0.7741       226.402        0.628
   2  9 10       37.5766         0.7760       225.954        0.638
   2  9 11       37.3667         0.7779       225.501        0.648
   2  9 12       37.1584         0.7796       225.043        0.659
   2  9 13       36.9517         0.7812       224.581        0.669
   2  9 14       36.7468         0.7827       224.114        0.679
   2  9 15       36.5437         0.7841       223.642        0.690
   2  9 16       36.3424         0.7854       223.166        0.700
   2  9 17       36.1430         0.7865       222.686        0.711
   2  9 18       35.9455         0.7876       222.200        0.721
   2  9 19       35.7500         0.7884       221.710        0.732
   2  9 20       35.5564         0.7892       221.215        0.743
   2  9 21       35.3650         0.7898       220.716        0.754
   2  9 22       35.1757         0.7903       220.212        0.765
   2  9 23       34.9885         0.7906       219.704        0.776
   2  9 24       34.8035         0.7908       219.191        0.787
   2  9 25       34.6208         0.7909       218.673        0.798
   2  9 26       34.4403         0.7908       218.151        0.809
   2  9 27       34.2622         0.7906       217.625        0.820
   2  9 28       34.0865         0.7902       217.094        0.831
   2  9 29       33.9132         0.7897       216.559        0.842
   2  9 30       33.7424         0.7890       216.019        0.853
   2  9 31       33.5741         0.7882       215.475        0.865
   2 10  0       40.0183         0.7490       229.887        0.546
   2 10  1       39.7959         0.7519       229.480        0.555
   2 10  2       39.5747         0.7546       229.067        0.564
   2 10  3       39.3548         0.7572       228.651        0.573
   2 10  4       39.1360         0.7597       228.230        0.582
   2 10  5       38.9186         0.7622       227.805        0.592
   2 10  6       38.7025         0.7645       227.375        0.601
   2 10  7       38.4878         0.7668       226.941        0.611
   2 10  8       38.2746         0.7689       226.502        0.620
   2 10  9       38.0629         0.7709       226.059        0.630
   2 10 10       37.8527         0.7729       225.611        0.640
   2 10 11       37.6440         0.7747       225.159        0.650
   2 10 12       37.4370         0.7764       224.703        0.660
   2 10 13       37.2317         0.7780       224.242        0.670
   2 10 14       37.0281         0.7795       223.776        0.680
   2 10 15       36.8263         0.7808       223.306        0.690
   2 10 16       36.6263         0.7820       222.831        0.701
   2 10 17       36.4282         0.7831       222.352        0.711
   2 10 18       36.2320         0.7841       221.868        0.722
   2 10 19       36.0378         0.7850       221.380        0.732
   2 10 20       35.8455         0.7857       220.887        0.743
   2 10 21       35.6554         0.7863       220.389        0.754
   2 10 22       35.4673         0.7867       219.888        0.764
   2 10 23       35.2814         0.7871       219.381        0.775
   2 10 24       35.0976         0.7872       218.870        0.786
   2 10 25       34.9161         0.7873       218.355        0.797
   2 10 26       34.7369         0.7872       217.836        0.808
   2 10 27       34.5600         0.7869       217.312        0.819
   2 10 28       34.3855         0.7865       216.783        0.830
   2 10 29       34.2134         0.7860       216.251        0.840
   2 10 30       34.0438         0.7853       215.714        0.851
   2 10 31       33.8766         0.7844       215.172        0.862
   2 11  0       40.2821         0.7462       229.543        0.548
   2 11  1       40.0611         0.7489       229.135        0.557
   2 11  2       39.8412         0.7516       228.723        0.566
   2 11  3       39.6226         0.7542       228.307        0.575
   2 11  4       39.4052         0.7567       227.887        0.584
   2 11  5       39.1891         0.7591       227.462        0.593
   2 11  6       38.9743         0.7614       227.033        0.603
   2 11  7       38.7610         0.7636       226.600        0.612
   2 11  8       38.5491         0.7657       226.162        0.622
   2 11  9       38.3387         0.7677       225.720        0.631
   2 11 10       38.1298         0.7696       225.273        0.641
   2 11 11       37.9225         0.7714       224.822        0.651
   2 11 12       37.7168         0.7731       224.366        0.661
   2 11 13       37.5128         0.7746       223.906        0.671
   2 11 14       37.3105         0.7761       223.442        0.681
   2 11 15       37.1100         0.7774       222.973        0.691
   2 11 16       36.9113         0.7786       222.500        0.701
   2 11 17       36.7145         0.7797       222.022        0.712
   2 11 18       36.5196         0.7806       221.540        0.722
   2 11 19       36.3266         0.7815       221.054        0.732
   2 11 20       36.1357         0.7821       220.562        0.743
   2 11 21       35.9468         0.7827       220.067        0.753
   2 11 22       35.7599         0.7831       219.567        0.764
   2 11 23       35.5753         0.7834       219.063        0.774
   2 11 24       35.3928         0.7836       218.554        0.785
   2 11 25       35.2125         0.7836       218.041        0.796
   2 11 26       35.0345         0.7834       217.524        0.806
   2 11 27       34.8588         0.7832       217.003        0.817
   2 11 28       34.6854         0.7828       216.477        0.828
   2 11 29       34.5145         0.7822       215.947        0.839
   2 11 30       34.3460         0.7815       215.413        0.849
   2 11 31       34.1800         0.7806       214.875        0.860
   2 12  0       40.5471         0.7432       229.201        0.550
   2 12  1       40.3274         0.7459       228.794        0.559
   2 12  2       40.1088         0.7486       228.383        0.568
   2 12  3       39.8915         0.7511       227.967        0.577
   2 12  4       39.6754         0.7536       227.547        0.586
   2 12  5       39.4607         0.7560       227.123        0.595
   2 12  6       39.2473         0.7583       226.695        0.604
   2 12  7       39.0352         0.7604       226.262        0.614
   2 12  8       38.8247         0.7625       225.825        0.623
   2 12  9       38.6156         0.7645       225.384        0.633
   2 12 10       38.4080         0.7663       224.938        0.642
   2 12 11       38.2020         0.7681       224.489        0.652
   2 12 12       37.9976         0.7697       224.034        0.662
   2 12 13       37.7950         0.7712       223.575        0.672
   2 12 14       37.5940         0.7726       223.112        0.682
   2 12 15       37.3948         0.7739       222.645        0.692
   2 12 16       37.1974         0.7751       222.173        0.702
   2 12 17       37.0018         0.7761       221.697        0.712
   2 12 18       36.8082         0.7771       221.217        0.722
   2 12 19       36.6165         0.7779       220.732        0.732
   2 12 20       36.4268         0.7785       220.243        0.743
   2 12 21       36.2391         0.7790       219.749        0.753
   2 12 22       36.0536         0.7794       219.251        0.763
   2 12 23       35.8701         0.7797       218.749        0.774
   2 12 24       35.6888         0.7798       218.243        0.784
   2 12 25       35.5097         0.7798       217.732        0.795
   2 12 26       35.3329         0.7797       217.217        0.805
   2 12 27       35.1584         0.7794       216.698        0.816
   2 12 28       34.9863         0.7789       216.175        0.826
   2 12 29       34.8165         0.7783       215.648        0.837
   2 12 30       34.6491         0.7776       215.117        0.847
   2 12 31       34.4842         0.7767       214.581        0.858
   2 13  0       40.8131         0.7402       228.864        0.552
   2 13  1       40.5947         0.7429       228.457        0.561
   2 13  2       40.3775         0.7455       228.046        0.570
   2 13  3       40.1615         0.7480       227.631        0.579
   2 13  4       39.9468         0.7504       227.212        0.588
   2 13  5       39.7333         0.7528       226.788        0.597
   2 13  6       39.5212         0.7550       226.361        0.606
   2 13  7       39.3105         0.7572       225.929        0.615
   2 13  8       39.1013         0.7592       225.493        0.625
   2 13  9       38.8935         0.7611       225.053        0.634
   2 13 10       38.6872         0.7630       224.608        0.643
   2 13 11       38.4826         0.7647       224.159        0.653
   2 13 12       38.2795         0.7663       223.706        0.663
   2 13 13       38.0781         0.7678       223.249        0.672
   2 13 14       37.8784         0.7691       222.787        0.682
   2 13 15       37.6805         0.7704       222.321        0.692
   2 13 16       37.4844         0.7715       221.851        0.702
   2 13 17       37.2901         0.7725       221.376        0.712
   2 13 18       37.0977         0.7734       220.897        0.722
   2 13 19       36.9073         0.7742       220.414        0.732
   2 13 20       36.7189         0.7748       219.927        0.742
   2 13 21       36.5324         0.7753       219.435        0.752
   2 13 22       36.3481         0.7757       218.940        0.763
   2 13 23       36.1658         0.7759       218.440        0.773
   2 13 24       35.9858         0.7760       217.936        0.783
   2 13 25       35.8079         0.7760       217.427        0.793
   2 13 26       35.6323         0.7758       216.915        0.804
   2 13 27       35.4589         0.7755       216.398        0.814
   2 13 28       35.2879         0.7750       215.878        0.824
   2 13 29       35.1193         0.7744       215.353        0.835
   2 13 30       34.9530         0.7737       214.825        0.845
   2 13 31       34.7892         0.7728       214.293        0.855
   2 14  0       41.0802         0.7370       228.529        0.554
   2 14  1       40.8632         0.7397       228.123        0.563
   2 14  2       40.6473         0.7423       227.713        0.572
   2 14  3       40.4326         0.7448       227.298        0.581
   2 14  4       40.2191         0.7472       226.880        0.589
   2 14  5       40.0070         0.7495       226.457        0.598
   2 14  6       39.7962         0.7517       226.030        0.607
   2 14  7       39.5868         0.7538       225.599        0.617
   2 14  8       39.3789         0.7558       225.164        0.626
   2 14  9       39.1724         0.7577       224.725        0.635
   2 14 10       38.9675         0.7595       224.281        0.644
   2 14 11       38.7641         0.7612       223.834        0.654
   2 14 12       38.5623         0.7628       223.382        0.663
   2 14 13       38.3622         0.7642       222.926        0.673
   2 14 14       38.1638         0.7656       222.465        0.683
   2 14 15       37.9672         0.7668       222.001        0.692
   2 14 16       37.7723         0.7679       221.532        0.702
   2 14 17       37.5793         0.7689       221.059        0.712
   2 14 18       37.3882         0.7697       220.582        0.722
   2 14 19       37.1990         0.7705       220.101        0.732
   2 14 20       37.0118         0.7711       219.615        0.742
   2 14 21       36.8266         0.7715       219.126        0.752
   2 14 22       36.6435         0.7719       218.632        0.762
   2 14 23       36.4625         0.7721       218.134        0.772
   2 14 24       36.2836         0.7722       217.633        0.782
   2 14 25       36.1069         0.7721       217.127        0.792
   2 14 26       35.9324         0.7719       216.617        0.802
   2 14 27       35.7602         0.7716       216.103        0.812
   2 14 28       35.5904         0.7711       215.585        0.823
   2 14 29       35.4228         0.7705       215.063        0.833
   2 14 30       35.2577         0.7697       214.538        0.843
   2 14 31       35.0950         0.7688       214.008        0.853
   2 15  0       41.3483         0.7338       228.199        0.556
   2 15  1       41.1326         0.7365       227.793        0.565
   2 15  2       40.9180         0.7390       227.383        0.573
   2 15  3       40.7046         0.7415       226.969        0.582
   2 15  4       40.4925         0.7439       226.552        0.591
   2 15  5       40.2817         0.7461       226.130        0.600
   2 15  6       40.0722         0.7483       225.704        0.609
   2 15  7       39.8641         0.7504       225.274        0.618
   2 15  8       39.6575         0.7524       224.839        0.627
   2 15  9       39.4523         0.7542       224.401        0.636
   2 15 10       39.2487         0.7560       223.959        0.645
   2 15 11       39.0466         0.7576       223.512        0.655
   2 15 12       38.8461         0.7592       223.061        0.664
   2 15 13       38.6473         0.7606       222.607        0.674
   2 15 14       38.4502         0.7619       222.148        0.683
   2 15 15       38.2548         0.7631       221.685        0.693
   2 15 16       38.0612         0.7642       221.218        0.702
   2 15 17       37.8695         0.7651       220.746        0.712
   2 15 18       37.6796         0.7660       220.271        0.722
   2 15 19       37.4916         0.7667       219.792        0.731
   2 15 20       37.3057         0.7673       219.308        0.741
   2 15 21       37.1217         0.7677       218.820        0.751
   2 15 22       36.9397         0.7680       218.329        0.761
   2 15 23       36.7599         0.7682       217.833        0.771
   2 15 24       36.5822         0.7683       217.334        0.781
   2 15 25       36.4067         0.7682       216.830        0.791
   2 15 26       36.2334         0.7680       216.323        0.801
   2 15 27       36.0623         0.7676       215.811        0.811
   2 15 28       35.8936         0.7671       215.296        0.821
   2 15 29       35.7271         0.7665       214.777        0.831
   2 15 30       35.5631         0.7657       214.254        0.841
   2 15 31       35.4015         0.7647       213.728        0.851
   2 16  0       41.6174         0.7306       227.872        0.558
   2 16  1       41.4030         0.7332       227.466        0.567
   2 16  2       41.1897         0.7357       227.057        0.575
   2 16  3       40.9776         0.7381       226.644        0.584
   2 16  4       40.7668         0.7405       226.227        0.592
   2 16  5       40.5573         0.7427       225.806        0.601
   2 16  6       40.3491         0.7448       225.381        0.610
   2 16  7       40.1424         0.7469       224.951        0.619
   2 16  8       39.9370         0.7488       224.518        0.628
   2 16  9       39.7331         0.7507       224.081        0.637
