Tele EF EB theta(degree) phi(degree)
   2 24 15       41.5362     218.897
   2 24 16       41.3558     218.455
   2 24 17       41.1772     218.010
   2 24 18       41.0002     217.562
   2 24 19       40.8250     217.110
   2 24 20       40.6515     216.655
   2 24 21       40.4798     216.197
   2 24 22       40.3100     215.735
   2 24 23       40.1421     215.271
   2 24 24       39.9761     214.804
   2 24 25       39.8120     214.333
   2 24 26       39.6499     213.859
   2 24 27       39.4899     213.383
   2 24 28       39.3319     212.903
   2 24 29       39.1759     212.421
   2 24 30       39.0221     211.936
   2 24 31       38.8704     211.448
   2 25  0       44.6890     224.840
   2 25  1       44.4895     224.449
   2 25  2       44.2910     224.054
   2 25  3       44.0937     223.656
   2 25  4       43.8976     223.255
   2 25  5       43.7027     222.851
   2 25  6       43.5090     222.443
   2 25  7       43.3165     222.032
   2 25  8       43.1255     221.618
   2 25  9       42.9357     221.200
   2 25 10       42.7474     220.779
   2 25 11       42.5605     220.355
   2 25 12       42.3750     219.927
   2 25 13       42.1911     219.497
   2 25 14       42.0087     219.063
   2 25 15       41.8279     218.626
   2 25 16       41.6487     218.185
   2 25 17       41.4711     217.742
   2 25 18       41.2952     217.295
   2 25 19       41.1211     216.845
   2 25 20       40.9487     216.392
   2 25 21       40.7782     215.936
   2 25 22       40.6094     215.477
   2 25 23       40.4425     215.015
   2 25 24       40.2776     214.549
   2 25 25       40.1145     214.081
   2 25 26       39.9534     213.610
   2 25 27       39.7943     213.136
   2 25 28       39.6373     212.659
   2 25 29       39.4823     212.179
   2 25 30       39.3294     211.696
   2 25 31       39.1786     211.211
   2 26  0       44.9632     224.553
   2 26  1       44.7649     224.163
   2 26  2       44.5677     223.769
   2 26  3       44.3716     223.372
   2 26  4       44.1767     222.972
   2 26  5       43.9830     222.568
   2 26  6       43.7905     222.162
   2 26  7       43.5993     221.752
   2 26  8       43.4094     221.339
   2 26  9       43.2209     220.922
   2 26 10       43.0337     220.503
   2 26 11       42.8479     220.080
   2 26 12       42.6637     219.654
   2 26 13       42.4809     219.225
   2 26 14       42.2996     218.793
   2 26 15       42.1199     218.357
   2 26 16       41.9419     217.918
   2 26 17       41.7654     217.477
   2 26 18       41.5907     217.032
   2 26 19       41.4176     216.584
   2 26 20       41.2463     216.133
   2 26 21       41.0768     215.679
   2 26 22       40.9091     215.222
   2 26 23       40.7433     214.762
   2 26 24       40.5793     214.298
   2 26 25       40.4173     213.833
   2 26 26       40.2572     213.364
   2 26 27       40.0991     212.892
   2 26 28       39.9430     212.417
   2 26 29       39.7890     211.940
   2 26 30       39.6370     211.460
   2 26 31       39.4871     210.977
   2 27  0       45.2379     224.269
   2 27  1       45.0408     223.880
   2 27  2       44.8449     223.487
   2 27  3       44.6500     223.091
   2 27  4       44.4563     222.692
   2 27  5       44.2638     222.289
   2 27  6       44.0725     221.884
   2 27  7       43.8825     221.475
   2 27  8       43.6938     221.063
   2 27  9       43.5064     220.648
   2 27 10       43.3204     220.230
   2 27 11       43.1359     219.809
   2 27 12       42.9527     219.384
   2 27 13       42.7711     218.956
   2 27 14       42.5910     218.526
   2 27 15       42.4124     218.092
   2 27 16       42.2355     217.655
   2 27 17       42.0601     217.215
   2 27 18       41.8865     216.772
   2 27 19       41.7145     216.326
   2 27 20       41.5443     215.877
   2 27 21       41.3758     215.425
   2 27 22       41.2092     214.970
   2 27 23       41.0444     214.512
   2 27 24       40.8814     214.051
   2 27 25       40.7204     213.587
   2 27 26       40.5613     213.121
   2 27 27       40.4041     212.651
   2 27 28       40.2490     212.179
   2 27 29       40.0959     211.705
   2 27 30       39.9448     211.227
   2 27 31       39.7958     210.747
   2 28  0       45.5131     223.988
   2 28  1       45.3172     223.599
   2 28  2       45.1225     223.207
   2 28  3       44.9288     222.812
   2 28  4       44.7363     222.414
   2 28  5       44.5450     222.013
   2 28  6       44.3549     221.609
   2 28  7       44.1661     221.201
   2 28  8       43.9786     220.791
   2 28  9       43.7924     220.377
   2 28 10       43.6076     219.960
   2 28 11       43.4242     219.540
   2 28 12       43.2422     219.117
   2 28 13       43.0617     218.691
   2 28 14       42.8827     218.262
   2 28 15       42.7053     217.830
   2 28 16       42.5294     217.394
   2 28 17       42.3552     216.956
   2 28 18       42.1826     216.515
   2 28 19       42.0117     216.071
   2 28 20       41.8426     215.624
   2 28 21       41.6751     215.174
   2 28 22       41.5095     214.721
   2 28 23       41.3457     214.265
   2 28 24       41.1838     213.806
   2 28 25       41.0237     213.345
   2 28 26       40.8656     212.881
   2 28 27       40.7094     212.414
   2 28 28       40.5552     211.945
   2 28 29       40.4030     211.472
   2 28 30       40.2528     210.998
   2 28 31       40.1047     210.520
   2 29  0       45.7887     223.710
   2 29  1       45.5941     223.322
   2 29  2       45.4005     222.931
   2 29  3       45.2081     222.537
   2 29  4       45.0168     222.140
   2 29  5       44.8267     221.740
   2 29  6       44.6378     221.337
   2 29  7       44.4501     220.930
   2 29  8       44.2638     220.521
   2 29  9       44.0787     220.109
   2 29 10       43.8951     219.693
   2 29 11       43.7128     219.275
   2 29 12       43.5320     218.853
   2 29 13       43.3526     218.429
   2 29 14       43.1747     218.001
   2 29 15       42.9984     217.571
   2 29 16       42.8237     217.137
   2 29 17       42.6505     216.701
   2 29 18       42.4790     216.261
   2 29 19       42.3092     215.819
   2 29 20       42.1411     215.374
   2 29 21       41.9747     214.926
   2 29 22       41.8101     214.475
   2 29 23       41.6473     214.022
   2 29 24       41.4864     213.565
   2 29 25       41.3273     213.106
   2 29 26       41.1701     212.644
   2 29 27       41.0148     212.180
   2 29 28       40.8616     211.713
   2 29 29       40.7103     211.243
   2 29 30       40.5610     210.771
   2 29 31       40.4138     210.296
   2 30  0       46.0647     223.434
   2 30  1       45.8713     223.048
   2 30  2       45.6789     222.658
   2 30  3       45.4877     222.265
   2 30  4       45.2976     221.869
   2 30  5       45.1086     221.470
   2 30  6       44.9209     221.068
   2 30  7       44.7345     220.663
   2 30  8       44.5493     220.255
   2 30  9       44.3654     219.844
   2 30 10       44.1829     219.430
   2 30 11       44.0018     219.012
   2 30 12       43.8221     218.592
   2 30 13       43.6438     218.169
   2 30 14       43.4671     217.744
   2 30 15       43.2918     217.315
   2 30 16       43.1182     216.883
   2 30 17       42.9461     216.448
   2 30 18       42.7757     216.011
   2 30 19       42.6069     215.571
   2 30 20       42.4398     215.127
   2 30 21       42.2745     214.681
   2 30 22       42.1109     214.233
   2 30 23       41.9491     213.781
   2 30 24       41.7891     213.327
   2 30 25       41.6310     212.870
   2 30 26       41.4748     212.411
   2 30 27       41.3205     211.949
   2 30 28       41.1681     211.484
   2 30 29       41.0177     211.017
   2 30 30       40.8693     210.547
   2 30 31       40.7229     210.075
   2 31  0       46.3410     223.162
   2 31  1       46.1488     222.776
   2 31  2       45.9577     222.387
   2 31  3       45.7676     221.995
   2 31  4       45.5787     221.600
   2 31  5       45.3910     221.202
   2 31  6       45.2044     220.802
   2 31  7       45.0191     220.398
   2 31  8       44.8351     219.991
   2 31  9       44.6524     219.581
   2 31 10       44.4710     219.169
   2 31 11       44.2910     218.753
   2 31 12       44.1124     218.335
   2 31 13       43.9353     217.913
   2 31 14       43.7597     217.489
   2 31 15       43.5855     217.062
   2 31 16       43.4129     216.632
   2 31 17       43.2419     216.199
   2 31 18       43.0726     215.763
   2 31 19       42.9048     215.325
   2 31 20       42.7388     214.884
   2 31 21       42.5744     214.440
   2 31 22       42.4119     213.993
   2 31 23       42.2510     213.544
   2 31 24       42.0920     213.092
   2 31 25       41.9349     212.637
   2 31 26       41.7796     212.180
   2 31 27       41.6262     211.721
   2 31 28       41.4747     211.259
   2 31 29       41.3252     210.794
   2 31 30       41.1777     210.327
   2 31 31       41.0321     209.857
   3  0  0       48.0299     246.295
   3  0  1       47.7634     246.015
   3  0  2       47.4974     245.733
   3  0  3       47.2317     245.447
   3  0  4       46.9664     245.159
   3  0  5       46.7016     244.868
   3  0  6       46.4373     244.575
   3  0  7       46.1735     244.278
   3  0  8       45.9102     243.979
   3  0  9       45.6476     243.677
   3  0 10       45.3856     243.371
   3  0 11       45.1242     243.063
   3  0 12       44.8636     242.752
   3  0 13       44.6037     242.438
   3  0 14       44.3445     242.121
   3  0 15       44.0862     241.801
   3  0 16       43.8287     241.477
   3  0 17       43.5721     241.151
   3  0 18       43.3164     240.821
   3  0 19       43.0616     240.489
   3  0 20       42.8078     240.153
   3  0 21       42.5551     239.814
   3  0 22       42.3033     239.472
   3  0 23       42.0527     239.127
   3  0 24       41.8032     238.778
   3  0 25       41.5549     238.426
   3  0 26       41.3078     238.071
   3  0 27       41.0619     237.712
   3  0 28       40.8172     237.351
   3  0 29       40.5739     236.986
   3  0 30       40.3319     236.617
   3  0 31       40.0913     236.245
   3  1  0       48.2406     245.939
   3  1  1       47.9750     245.659
   3  1  2       47.7098     245.375
   3  1  3       47.4450     245.089
   3  1  4       47.1806     244.800
   3  1  5       46.9167     244.508
   3  1  6       46.6533     244.214
   3  1  7       46.3903     243.916
   3  1  8       46.1280     243.616
   3  1  9       45.8663     243.313
   3  1 10       45.6052     243.007
   3  1 11       45.3447     242.698
   3  1 12       45.0850     242.387
   3  1 13       44.8260     242.072
   3  1 14       44.5678     241.754
   3  1 15       44.3104     241.433
   3  1 16       44.0538     241.109
   3  1 17       43.7981     240.782
   3  1 18       43.5433     240.452
   3  1 19       43.2895     240.119
   3  1 20       43.0367     239.783
   3  1 21       42.7849     239.444
   3  1 22       42.5341     239.101
   3  1 23       42.2844     238.755
   3  1 24       42.0359     238.406
   3  1 25       41.7885     238.054
   3  1 26       41.5423     237.699
   3  1 27       41.2974     237.340
   3  1 28       41.0537     236.978
   3  1 29       40.8114     236.613
   3  1 30       40.5704     236.244
   3  1 31       40.3307     235.872
   3  2  0       48.4527     245.586
   3  2  1       48.1879     245.304
   3  2  2       47.9236     245.020
   3  2  3       47.6597     244.733
   3  2  4       47.3962     244.443
   3  2  5       47.1331     244.150
   3  2  6       46.8706     243.855
   3  2  7       46.6086     243.557
   3  2  8       46.3471     243.256
   3  2  9       46.0863     242.952
   3  2 10       45.8261     242.646
   3  2 11       45.5666     242.336
   3  2 12       45.3078     242.024
   3  2 13       45.0497     241.708
   3  2 14       44.7924     241.390
   3  2 15       44.5359     241.068
   3  2 16       44.2803     240.744
   3  2 17       44.0256     240.416
   3  2 18       43.7717     240.086
   3  2 19       43.5188     239.752
   3  2 20       43.2669     239.416
   3  2 21       43.0161     239.076
   3  2 22       42.7663     238.733
   3  2 23       42.5175     238.387
   3  2 24       42.2700     238.038
   3  2 25       42.0235     237.685
   3  2 26       41.7783     237.330
   3  2 27       41.5344     236.971
   3  2 28       41.2917     236.609
   3  2 29       41.0503     236.243
   3  2 30       40.8102     235.875
   3  2 31       40.5715     235.503
   3  3  0       48.6660     245.234
   3  3  1       48.4021     244.952
   3  3  2       48.1387     244.666
   3  3  3       47.8756     244.379
   3  3  4       47.6130     244.088
   3  3  5       47.3509     243.795
   3  3  6       47.0892     243.499
   3  3  7       46.8281     243.200
   3  3  8       46.5676     242.898
   3  3  9       46.3077     242.594
   3  3 10       46.0484     242.286
   3  3 11       45.7898     241.976
   3  3 12       45.5319     241.663
   3  3 13       45.2748     241.347
   3  3 14       45.0184     241.028
   3  3 15       44.7629     240.706
   3  3 16       44.5082     240.381
   3  3 17       44.2544     240.053
   3  3 18       44.0015     239.722
   3  3 19       43.7495     239.388
   3  3 20       43.4986     239.051
   3  3 21       43.2487     238.711
   3  3 22       42.9998     238.368
   3  3 23       42.7521     238.021
   3  3 24       42.5054     237.672
   3  3 25       42.2600     237.319
   3  3 26       42.0157     236.963
   3  3 27       41.7727     236.604
   3  3 28       41.5310     236.242
   3  3 29       41.2905     235.877
   3  3 30       41.0515     235.508
   3  3 31       40.8138     235.136
   3  4  0       48.8805     244.884
   3  4  1       48.6176     244.601
   3  4  2       48.3550     244.315
   3  4  3       48.0928     244.027
   3  4  4       47.8311     243.735
   3  4  5       47.5699     243.441
   3  4  6       47.3092     243.144
   3  4  7       47.0490     242.845
   3  4  8       46.7894     242.543
   3  4  9       46.5304     242.237
   3  4 10       46.2720     241.929
   3  4 11       46.0143     241.619
   3  4 12       45.7574     241.305
   3  4 13       45.5012     240.988
   3  4 14       45.2457     240.669
   3  4 15       44.9911     240.346
   3  4 16       44.7374     240.021
   3  4 17       44.4845     239.693
   3  4 18       44.2326     239.361
   3  4 19       43.9816     239.027
   3  4 20       43.7316     238.689
   3  4 21       43.4826     238.349
   3  4 22       43.2347     238.005
   3  4 23       42.9879     237.659
   3  4 24       42.7422     237.309
   3  4 25       42.4978     236.956
   3  4 26       42.2545     236.600
   3  4 27       42.0124     236.241
   3  4 28       41.7716     235.879
   3  4 29       41.5322     235.514
   3  4 30       41.2941     235.145
   3  4 31       41.0573     234.773
   3  5  0       49.0963     244.537
   3  5  1       48.8342     244.253
   3  5  2       48.5725     243.966
   3  5  3       48.3113     243.677
   3  5  4       48.0505     243.385
   3  5  5       47.7902     243.090
   3  5  6       47.5303     242.792
   3  5  7       47.2711     242.492
   3  5  8       47.0124     242.189
   3  5  9       46.7543     241.883
   3  5 10       46.4969     241.575
   3  5 11       46.2401     241.263
   3  5 12       45.9841     240.949
   3  5 13       45.7288     240.632
   3  5 14       45.4743     240.312
   3  5 15       45.2207     239.989
   3  5 16       44.9679     239.663
   3  5 17       44.7159     239.335
   3  5 18       44.4650     239.003
   3  5 19       44.2149     238.668
   3  5 20       43.9659     238.330
   3  5 21       43.7179     237.990
   3  5 22       43.4709     237.646
   3  5 23       43.2251     237.299
   3  5 24       42.9804     236.949
   3  5 25       42.7369     236.596
   3  5 26       42.4945     236.240
   3  5 27       42.2534     235.881
   3  5 28       42.0136     235.519
   3  5 29       41.7751     235.154
   3  5 30       41.5380     234.785
   3  5 31       41.3022     234.413
   3  6  0       49.3132     244.191
   3  6  1       49.0521     243.906
   3  6  2       48.7913     243.619
   3  6  3       48.5310     243.329
   3  6  4       48.2711     243.036
   3  6  5       48.0116     242.741
   3  6  6       47.7527     242.443
   3  6  7       47.4944     242.142
   3  6  8       47.2366     241.838
   3  6  9       46.9795     241.532
   3  6 10       46.7230     241.223
   3  6 11       46.4672     240.911
   3  6 12       46.2121     240.596
   3  6 13       45.9578     240.278
   3  6 14       45.7042     239.958
   3  6 15       45.4515     239.635
   3  6 16       45.1996     239.308
   3  6 17       44.9487     238.979
   3  6 18       44.6986     238.647
   3  6 19       44.4495     238.312
   3  6 20       44.2015     237.974
   3  6 21       43.9544     237.633
   3  6 22       43.7084     237.289
   3  6 23       43.4636     236.942
   3  6 24       43.2198     236.592
   3  6 25       42.9772     236.239
   3  6 26       42.7359     235.883
   3  6 27       42.4958     235.524
   3  6 28       42.2569     235.162
   3  6 29       42.0194     234.797
   3  6 30       41.7832     234.428
   3  6 31       41.5484     234.057
   3  7  0       49.5313     243.848
   3  7  1       49.2711     243.562
   3  7  2       49.0112     243.274
   3  7  3       48.7518     242.983
   3  7  4       48.4928     242.690
   3  7  5       48.2343     242.394
   3  7  6       47.9764     242.095
   3  7  7       47.7189     241.794
   3  7  8       47.4621     241.489
   3  7  9       47.2059     241.183
   3  7 10       46.9503     240.873
   3  7 11       46.6955     240.561
   3  7 12       46.4413     240.245
   3  7 13       46.1879     239.927
   3  7 14       45.9353     239.606
   3  7 15       45.6836     239.283
   3  7 16       45.4327     238.956
   3  7 17       45.1826     238.627
   3  7 18       44.9335     238.294
   3  7 19       44.6854     237.959
   3  7 20       44.4383     237.621
   3  7 21       44.1922     237.280
   3  7 22       43.9472     236.936
   3  7 23       43.7033     236.589
   3  7 24       43.4605     236.238
   3  7 25       43.2189     235.885
   3  7 26       42.9785     235.529
   3  7 27       42.7393     235.170
   3  7 28       42.5015     234.808
   3  7 29       42.2649     234.443
   3  7 30       42.0297     234.075
   3  7 31       41.7958     233.704
   3  8  0       49.7506     243.506
   3  8  1       49.4913     243.220
   3  8  2       49.2323     242.931
   3  8  3       48.9738     242.640
   3  8  4       48.7157     242.346
   3  8  5       48.4582     242.049
   3  8  6       48.2011     241.750
   3  8  7       47.9447     241.448
   3  8  8       47.6888     241.143
   3  8  9       47.4335     240.836
   3  8 10       47.1789     240.526
   3  8 11       46.9249     240.213
   3  8 12       46.6717     239.897
   3  8 13       46.4193     239.579
   3  8 14       46.1676     239.257
   3  8 15       45.9168     238.933
   3  8 16       45.6669     238.606
   3  8 17       45.4178     238.277
   3  8 18       45.1697     237.944
   3  8 19       44.9225     237.609
   3  8 20       44.6764     237.270
   3  8 21       44.4312     236.929
   3  8 22       44.1872     236.585
   3  8 23       43.9442     236.238
   3  8 24       43.7024     235.887
   3  8 25       43.4618     235.534
   3  8 26       43.2223     235.178
   3  8 27       42.9841     234.819
   3  8 28       42.7472     234.457
   3  8 29       42.5116     234.092
   3  8 30       42.2773     233.724
   3  8 31       42.0445     233.353
   3  9  0       49.9709     243.167
   3  9  1       49.7125     242.880
   3  9  2       49.4545     242.590
   3  9  3       49.1969     242.298
   3  9  4       48.9398     242.004
   3  9  5       48.6832     241.707
   3  9  6       48.4271     241.407
   3  9  7       48.1715     241.104
   3  9  8       47.9165     240.799
   3  9  9       47.6622     240.491
   3  9 10       47.4085     240.181
   3  9 11       47.1556     239.867
   3  9 12       46.9033     239.551
   3  9 13       46.6518     239.232
   3  9 14       46.4011     238.911
   3  9 15       46.1513     238.587
   3  9 16       45.9023     238.259
   3  9 17       45.6542     237.929
   3  9 18       45.4070     237.597
   3  9 19       45.1608     237.261
   3  9 20       44.9156     236.922
   3  9 21       44.6714     236.581
   3  9 22       44.4283     236.237
   3  9 23       44.1863     235.890
   3  9 24       43.9455     235.539
   3  9 25       43.7058     235.186
   3  9 26       43.4673     234.830
   3  9 27       43.2301     234.472
   3  9 28       42.9941     234.110
   3  9 29       42.7595     233.745
   3  9 30       42.5262     233.377
   3  9 31       42.2943     233.006
   3 10  0       50.1924     242.829
   3 10  1       49.9349     242.542
   3 10  2       49.6778     242.252
   3 10  3       49.4211     241.959
   3 10  4       49.1649     241.664
   3 10  5       48.9092     241.366
   3 10  6       48.6541     241.066
   3 10  7       48.3995     240.763
   3 10  8       48.1455     240.457
   3 10  9       47.8921     240.149
   3 10 10       47.6394     239.838
   3 10 11       47.3873     239.524
   3 10 12       47.1360     239.208
   3 10 13       46.8855     238.889
   3 10 14       46.6358     238.567
   3 10 15       46.3868     238.242
   3 10 16       46.1388     237.915
   3 10 17       45.8917     237.585
   3 10 18       45.6455     237.252
   3 10 19       45.4002     236.916
   3 10 20       45.1560     236.577
   3 10 21       44.9128     236.236
   3 10 22       44.6706     235.891
   3 10 23       44.4296     235.544
   3 10 24       44.1897     235.194
   3 10 25       43.9510     234.841
   3 10 26       43.7135     234.485
   3 10 27       43.4772     234.127
   3 10 28       43.2422     233.765
   3 10 29       43.0085     233.401
   3 10 30       42.7762     233.033
   3 10 31       42.5452     232.663
   3 11  0       50.4149     242.494
   3 11  1       50.1583     242.206
   3 11  2       49.9021     241.915
   3 11  3       49.6464     241.622
   3 11  4       49.3912     241.327
   3 11  5       49.1364     241.028
   3 11  6       48.8822     240.727
   3 11  7       48.6285     240.424
   3 11  8       48.3755     240.118
   3 11  9       48.1230     239.809
   3 11 10       47.8713     239.498
   3 11 11       47.6202     239.184
   3 11 12       47.3698     238.867
   3 11 13       47.1203     238.548
   3 11 14       46.8715     238.226
   3 11 15       46.6235     237.901
   3 11 16       46.3765     237.573
   3 11 17       46.1303     237.243
   3 11 18       45.8850     236.910
   3 11 19       45.6408     236.574
   3 11 20       45.3975     236.235
   3 11 21       45.1552     235.893
   3 11 22       44.9141     235.549
   3 11 23       44.6740     235.202
   3 11 24       44.4351     234.852
   3 11 25       44.1973     234.499
   3 11 26       43.9608     234.143
   3 11 27       43.7255     233.785
   3 11 28       43.4914     233.424
   3 11 29       43.2587     233.059
   3 11 30       43.0273     232.692
   3 11 31       42.7973     232.322
   3 12  0       50.6384     242.161
   3 12  1       50.3827     241.872
   3 12  2       50.1275     241.581
   3 12  3       49.8727     241.287
   3 12  4       49.6184     240.991
   3 12  5       49.3646     240.692
   3 12  6       49.1113     240.391
   3 12  7       48.8586     240.087
   3 12  8       48.6065     239.781
   3 12  9       48.3550     239.472
   3 12 10       48.1042     239.160
   3 12 11       47.8541     238.846
   3 12 12       47.6047     238.529
   3 12 13       47.3561     238.209
   3 12 14       47.1083     237.887
   3 12 15       46.8613     237.562
   3 12 16       46.6152     237.234
   3 12 17       46.3700     236.903
   3 12 18       46.1257     236.570
   3 12 19       45.8824     236.234
   3 12 20       45.6401     235.895
   3 12 21       45.3988     235.554
   3 12 22       45.1586     235.210
   3 12 23       44.9195     234.862
   3 12 24       44.6815     234.513
   3 12 25       44.4447     234.160
   3 12 26       44.2091     233.804
   3 12 27       43.9748     233.446
   3 12 28       43.7417     233.085
   3 12 29       43.5099     232.721
   3 12 30       43.2795     232.354
   3 12 31       43.0504     231.985
   3 13  0       50.8628     241.829
   3 13  1       50.6082     241.540
   3 13  2       50.3539     241.249
   3 13  3       50.1001     240.955
   3 13  4       49.8467     240.658
   3 13  5       49.5938     240.359
   3 13  6       49.3415     240.057
   3 13  7       49.0897     239.753
   3 13  8       48.8386     239.446
   3 13  9       48.5881     239.137
   3 13 10       48.3382     238.825
   3 13 11       48.0891     238.510
   3 13 12       47.8406     238.193
   3 13 13       47.5930     237.873
   3 13 14       47.3461     237.550
   3 13 15       47.1001     237.225
   3 13 16       46.8550     236.897
   3 13 17       46.6107     236.567
   3 13 18       46.3674     236.233
   3 13 19       46.1250     235.897
   3 13 20       45.8837     235.559
   3 13 21       45.6434     235.217
   3 13 22       45.4041     234.873
   3 13 23       45.1660     234.526
   3 13 24       44.9290     234.176
   3 13 25       44.6932     233.824
   3 13 26       44.4585     233.468
   3 13 27       44.2251     233.110
   3 13 28       43.9930     232.749
   3 13 29       43.7622     232.386
   3 13 30       43.5327     232.019
   3 13 31       43.3046     231.650
   3 14  0       51.0883     241.500
   3 14  1       50.8346     241.211
   3 14  2       50.5812     240.919
   3 14  3       50.3284     240.624
   3 14  4       50.0759     240.327
   3 14  5       49.8240     240.027
   3 14  6       49.5727     239.725
   3 14  7       49.3219     239.421
   3 14  8       49.0717     239.114
   3 14  9       48.8221     238.804
   3 14 10       48.5732     238.492
   3 14 11       48.3250     238.177
   3 14 12       48.0776     237.859
   3 14 13       47.8309     237.539
   3 14 14       47.5850     237.217
   3 14 15       47.3399     236.891
   3 14 16       47.0957     236.563
   3 14 17       46.8525     236.233
   3 14 18       46.6101     235.899
   3 14 19       46.3687     235.563
   3 14 20       46.1283     235.224
   3 14 21       45.8890     234.883
   3 14 22       45.6507     234.539
   3 14 23       45.4135     234.192
   3 14 24       45.1775     233.842
   3 14 25       44.9426     233.490
   3 14 26       44.7090     233.135
   3 14 27       44.4765     232.777
   3 14 28       44.2454     232.417
   3 14 29       44.0155     232.054
   3 14 30       43.7869     231.688
   3 14 31       43.5598     231.319
   3 15  0       51.3147     241.173
   3 15  1       51.0619     240.883
   3 15  2       50.8095     240.591
   3 15  3       50.5576     240.296
   3 15  4       50.3061     239.998
   3 15  5       50.0552     239.698
   3 15  6       49.8048     239.396
   3 15  7       49.5549     239.091
   3 15  8       49.3057     238.784
   3 15  9       49.0571     238.474
   3 15 10       48.8092     238.161
   3 15 11       48.5620     237.846
   3 15 12       48.3155     237.528
   3 15 13       48.0697     237.208
   3 15 14       47.8248     236.885
   3 15 15       47.5807     236.560
   3 15 16       47.3375     236.232
   3 15 17       47.0952     235.901
   3 15 18       46.8538     235.568
   3 15 19       46.6134     235.232
   3 15 20       46.3740     234.893
   3 15 21       46.1356     234.552
   3 15 22       45.8983     234.208
   3 15 23       45.6621     233.861
   3 15 24       45.4270     233.512
   3 15 25       45.1931     233.160
   3 15 26       44.9604     232.805
   3 15 27       44.7289     232.447
   3 15 28       44.4987     232.087
   3 15 29       44.2697     231.725
   3 15 30       44.0421     231.359
   3 15 31       43.8159     230.991
   3 16  0       51.5420     240.848
   3 16  1       51.2902     240.558
   3 16  2       51.0387     240.265
   3 16  3       50.7878     239.969
   3 16  4       50.5373     239.672
   3 16  5       50.2873     239.371
   3 16  6       50.0378     239.069
   3 16  7       49.7889     238.763
   3 16  8       49.5407     238.456
   3 16  9       49.2930     238.146
   3 16 10       49.0461     237.833
   3 16 11       48.7998     237.518
   3 16 12       48.5543     237.200
   3 16 13       48.3095     236.879
   3 16 14       48.0656     236.556
   3 16 15       47.8225     236.231
   3 16 16       47.5802     235.903
   3 16 17       47.3389     235.572
   3 16 18       47.0985     235.239
   3 16 19       46.8590     234.903
   3 16 20       46.6206     234.564
   3 16 21       46.3831     234.223
   3 16 22       46.1468     233.879
   3 16 23       45.9115     233.533
   3 16 24       45.6774     233.184
   3 16 25       45.4445     232.832
   3 16 26       45.2127     232.478
   3 16 27       44.9822     232.120
   3 16 28       44.7529     231.761
   3 16 29       44.5249     231.398
   3 16 30       44.2983     231.033
   3 16 31       44.0730     230.666
   3 17  0       51.7702     240.525
   3 17  1       51.5193     240.234
   3 17  2       51.2688     239.941
   3 17  3       51.0188     239.645
   3 17  4       50.7693     239.347
   3 17  5       50.5202     239.047
   3 17  6       50.2718     238.744
   3 17  7       50.0239     238.438
   3 17  8       49.7766     238.130
   3 17  9       49.5299     237.820
   3 17 10       49.2839     237.507
   3 17 11       49.0386     237.192
   3 17 12       48.7941     236.874
   3 17 13       48.5503     236.553
   3 17 14       48.3073     236.230
   3 17 15       48.0651     235.905
   3 17 16       47.8238     235.576
   3 17 17       47.5835     235.246
   3 17 18       47.3440     234.913
   3 17 19       47.1055     234.577
   3 17 20       46.8680     234.238
   3 17 21       46.6316     233.897
   3 17 22       46.3962     233.554
   3 17 23       46.1619     233.207
   3 17 24       45.9287     232.859
   3 17 25       45.6967     232.507
   3 17 26       45.4659     232.153
   3 17 27       45.2364     231.796
   3 17 28       45.0080     231.437
   3 17 29       44.7810     231.075
   3 17 30       44.5553     230.711
   3 17 31       44.3309     230.343
   3 18  0       51.9992     240.204
   3 18  1       51.7493     239.913
   3 18  2       51.4998     239.619
   3 18  3       51.2507     239.323
   3 18  4       51.0021     239.025
   3 18  5       50.7541     238.724
   3 18  6       50.5066     238.421
   3 18  7       50.2596     238.115
   3 18  8       50.0133     237.807
   3 18  9       49.7676     237.497
   3 18 10       49.5226     237.183
   3 18 11       49.2783     236.868
   3 18 12       49.0347     236.550
   3 18 13       48.7919     236.229
   3 18 14       48.5499     235.906
   3 18 15       48.3087     235.581
   3 18 16       48.0684     235.253
   3 18 17       47.8289     234.922
   3 18 18       47.5905     234.589
   3 18 19       47.3529     234.253
   3 18 20       47.1164     233.915
   3 18 21       46.8809     233.574
   3 18 22       46.6465     233.231
   3 18 23       46.4132     232.885
   3 18 24       46.1810     232.536
   3 18 25       45.9499     232.185
   3 18 26       45.7201     231.831
   3 18 27       45.4914     231.475
   3 18 28       45.2640     231.116
   3 18 29       45.0379     230.755
   3 18 30       44.8132     230.391
   3 18 31       44.5897     230.024
   3 19  0       52.2290     239.886
   3 19  1       51.9800     239.594
   3 19  2       51.7315     239.300
   3 19  3       51.4834     239.004
   3 19  4       51.2358     238.705
   3 19  5       50.9888     238.404
   3 19  6       50.7422     238.100
   3 19  7       50.4962     237.795
   3 19  8       50.2509     237.486
   3 19  9       50.0062     237.176
   3 19 10       49.7621     236.862
   3 19 11       49.5188     236.547
   3 19 12       49.2762     236.229
   3 19 13       49.0343     235.908
   3 19 14       48.7933     235.585
   3 19 15       48.5531     235.260
   3 19 16       48.3137     234.931
   3 19 17       48.0753     234.601
   3 19 18       47.8378     234.268
   3 19 19       47.6012     233.932
   3 19 20       47.3656     233.594
   3 19 21       47.1311     233.254
   3 19 22       46.8977     232.911
   3 19 23       46.6653     232.565
