Tele EF EB theta(degree) thetaE(degree)   phi(degree) phiE(degree)
   1 18 21       33.4600         0.1390       196.664        0.312
   1 18 22       33.3797         0.1388       196.054        0.313
   1 18 23       33.3025         0.1385       195.441        0.315
   1 18 24       33.2283         0.1382       194.827        0.317
   1 18 25       33.1571         0.1379       194.209        0.318
   1 18 26       33.0890         0.1375       193.590        0.320
   1 18 27       33.0241         0.1372       192.969        0.321
   1 18 28       32.9622         0.1368       192.347        0.322
   1 18 29       32.9035         0.1363       191.722        0.324
   1 18 30       32.8480         0.1359       191.097        0.325
   1 18 31       32.7956         0.1354       190.469        0.326
   1 19  0       36.1002         0.1548       208.503        0.264
   1 19  1       35.9657         0.1543       207.969        0.266
   1 19  2       35.8334         0.1538       207.432        0.269
   1 19  3       35.7033         0.1533       206.890        0.271
   1 19  4       35.5756         0.1527       206.344        0.273
   1 19  5       35.4502         0.1520       205.794        0.276
   1 19  6       35.3272         0.1514       205.240        0.278
   1 19  7       35.2067         0.1507       204.683        0.281
   1 19  8       35.0886         0.1500       204.121        0.283
   1 19  9       34.9730         0.1492       203.556        0.285
   1 19 10       34.8600         0.1484       202.988        0.287
   1 19 11       34.7495         0.1476       202.416        0.290
   1 19 12       34.6417         0.1467       201.840        0.292
   1 19 13       34.5366         0.1458       201.261        0.294
   1 19 14       34.4342         0.1449       200.678        0.296
   1 19 15       34.3345         0.1439       200.093        0.298
   1 19 16       34.2376         0.1429       199.504        0.300
   1 19 17       34.1435         0.1418       198.912        0.302
   1 19 18       34.0523         0.1408       198.318        0.304
   1 19 19       33.9639         0.1397       197.720        0.306
   1 19 20       33.8784         0.1386       197.120        0.307
   1 19 21       33.7958         0.1384       196.518        0.309
   1 19 22       33.7162         0.1382       195.912        0.311
   1 19 23       33.6396         0.1379       195.305        0.313
   1 19 24       33.5660         0.1376       194.695        0.314
   1 19 25       33.4954         0.1373       194.084        0.316
   1 19 26       33.4279         0.1369       193.470        0.317
   1 19 27       33.3634         0.1365       192.854        0.318
   1 19 28       33.3021         0.1361       192.237        0.320
   1 19 29       33.2438         0.1357       191.619        0.321
   1 19 30       33.1886         0.1352       190.998        0.322
   1 19 31       33.1365         0.1348       190.377        0.323
   1 20  0       36.4150         0.1538       208.272        0.262
   1 20  1       36.2818         0.1533       207.742        0.265
   1 20  2       36.1507         0.1528       207.207        0.267
   1 20  3       36.0219         0.1522       206.669        0.270
   1 20  4       35.8954         0.1517       206.126        0.272
   1 20  5       35.7711         0.1510       205.580        0.274
   1 20  6       35.6493         0.1504       205.030        0.277
   1 20  7       35.5298         0.1497       204.476        0.279
   1 20  8       35.4128         0.1490       203.919        0.281
   1 20  9       35.2983         0.1482       203.358        0.283
   1 20 10       35.1863         0.1474       202.793        0.285
   1 20 11       35.0769         0.1466       202.225        0.288
   1 20 12       34.9701         0.1457       201.653        0.290
   1 20 13       34.8660         0.1449       201.079        0.292
   1 20 14       34.7645         0.1439       200.501        0.294
   1 20 15       34.6657         0.1430       199.920        0.296
   1 20 16       34.5696         0.1420       199.336        0.298
   1 20 17       34.4764         0.1409       198.748        0.300
   1 20 18       34.3859         0.1399       198.159        0.302
   1 20 19       34.2983         0.1388       197.566        0.303
   1 20 20       34.2136         0.1380       196.971        0.305
   1 20 21       34.1317         0.1378       196.373        0.307
   1 20 22       34.0528         0.1375       195.773        0.308
   1 20 23       33.9768         0.1373       195.171        0.310
   1 20 24       33.9038         0.1370       194.567        0.311
   1 20 25       33.8338         0.1366       193.960        0.313
   1 20 26       33.7668         0.1363       193.352        0.314
   1 20 27       33.7028         0.1359       192.742        0.316
   1 20 28       33.6419         0.1355       192.130        0.317
   1 20 29       33.5840         0.1351       191.517        0.318
   1 20 30       33.5292         0.1346       190.902        0.319
   1 20 31       33.4774         0.1341       190.286        0.320
   1 21  0       36.7303         0.1528       208.044        0.261
   1 21  1       36.5982         0.1523       207.517        0.263
   1 21  2       36.4684         0.1518       206.986        0.266
   1 21  3       36.3408         0.1512       206.451        0.268
   1 21  4       36.2154         0.1507       205.912        0.270
   1 21  5       36.0923         0.1500       205.369        0.273
   1 21  6       35.9716         0.1494       204.823        0.275
   1 21  7       35.8532         0.1487       204.273        0.277
   1 21  8       35.7373         0.1480       203.719        0.279
   1 21  9       35.6239         0.1472       203.162        0.281
   1 21 10       35.5129         0.1465       202.601        0.284
   1 21 11       35.4045         0.1456       202.037        0.286
   1 21 12       35.2987         0.1448       201.470        0.288
   1 21 13       35.1954         0.1439       200.900        0.290
   1 21 14       35.0949         0.1430       200.326        0.292
   1 21 15       34.9970         0.1420       199.749        0.294
   1 21 16       34.9018         0.1410       199.170        0.296
   1 21 17       34.8094         0.1400       198.587        0.297
   1 21 18       34.7197         0.1389       198.002        0.299
   1 21 19       34.6329         0.1379       197.415        0.301
   1 21 20       34.5488         0.1373       196.824        0.303
   1 21 21       34.4677         0.1371       196.232        0.304
   1 21 22       34.3894         0.1369       195.637        0.306
   1 21 23       34.3141         0.1366       195.039        0.307
   1 21 24       34.2416         0.1363       194.440        0.309
   1 21 25       34.1722         0.1360       193.839        0.310
   1 21 26       34.1057         0.1356       193.236        0.312
   1 21 27       34.0421         0.1353       192.631        0.313
   1 21 28       33.9816         0.1349       192.025        0.314
   1 21 29       33.9241         0.1344       191.417        0.315
   1 21 30       33.8697         0.1340       190.808        0.316
   1 21 31       33.8183         0.1335       190.198        0.317
   1 22  0       37.0458         0.1518       207.820        0.260
   1 22  1       36.9150         0.1513       207.296        0.262
   1 22  2       36.7863         0.1508       206.768        0.264
   1 22  3       36.6599         0.1502       206.236        0.266
   1 22  4       36.5356         0.1497       205.701        0.269
   1 22  5       36.4137         0.1490       205.162        0.271
   1 22  6       36.2941         0.1484       204.619        0.273
   1 22  7       36.1768         0.1477       204.073        0.275
   1 22  8       36.0620         0.1470       203.523        0.277
   1 22  9       35.9496         0.1463       202.969        0.280
   1 22 10       35.8396         0.1455       202.413        0.282
   1 22 11       35.7322         0.1447       201.853        0.284
   1 22 12       35.6273         0.1438       201.290        0.286
   1 22 13       35.5250         0.1429       200.724        0.288
   1 22 14       35.4254         0.1420       200.154        0.290
   1 22 15       35.3284         0.1411       199.582        0.291
   1 22 16       35.2340         0.1401       199.007        0.293
   1 22 17       35.1424         0.1391       198.429        0.295
   1 22 18       35.0535         0.1380       197.849        0.297
   1 22 19       34.9674         0.1370       197.266        0.299
   1 22 20       34.8841         0.1367       196.680        0.300
   1 22 21       34.8036         0.1364       196.092        0.302
   1 22 22       34.7260         0.1362       195.502        0.303
   1 22 23       34.6513         0.1359       194.910        0.305
   1 22 24       34.5794         0.1356       194.316        0.306
   1 22 25       34.5105         0.1353       193.720        0.308
   1 22 26       34.4445         0.1350       193.122        0.309
   1 22 27       34.3814         0.1346       192.522        0.310
   1 22 28       34.3213         0.1342       191.921        0.311
   1 22 29       34.2642         0.1338       191.319        0.313
   1 22 30       34.2101         0.1334       190.715        0.314
   1 22 31       34.1590         0.1329       190.110        0.315
   1 23  0       37.3615         0.1507       207.599        0.258
   1 23  1       37.2319         0.1503       207.078        0.260
   1 23  2       37.1045         0.1498       206.553        0.263
   1 23  3       36.9792         0.1492       206.025        0.265
   1 23  4       36.8561         0.1486       205.493        0.267
   1 23  5       36.7353         0.1480       204.957        0.269
   1 23  6       36.6168         0.1474       204.418        0.271
   1 23  7       36.5006         0.1467       203.876        0.274
   1 23  8       36.3868         0.1460       203.330        0.276
   1 23  9       36.2754         0.1453       202.780        0.278
   1 23 10       36.1665         0.1445       202.227        0.280
   1 23 11       36.0600         0.1437       201.672        0.282
   1 23 12       35.9561         0.1428       201.113        0.284
   1 23 13       35.8547         0.1420       200.550        0.286
   1 23 14       35.7560         0.1411       199.985        0.288
   1 23 15       35.6598         0.1401       199.418        0.289
   1 23 16       35.5663         0.1392       198.847        0.291
   1 23 17       35.4755         0.1382       198.274        0.293
   1 23 18       35.3874         0.1371       197.698        0.295
   1 23 19       35.3020         0.1362       197.119        0.296
   1 23 20       35.2194         0.1360       196.539        0.298
   1 23 21       35.1396         0.1358       195.955        0.299
   1 23 22       35.0626         0.1355       195.370        0.301
   1 23 23       34.9884         0.1353       194.783        0.302
   1 23 24       34.9172         0.1350       194.194        0.304
   1 23 25       34.8487         0.1347       193.603        0.305
   1 23 26       34.7832         0.1343       193.010        0.306
   1 23 27       34.7206         0.1340       192.415        0.308
   1 23 28       34.6610         0.1336       191.820        0.309
   1 23 29       34.6042         0.1332       191.222        0.310
   1 23 30       34.5505         0.1327       190.624        0.311
   1 23 31       34.4997         0.1322       190.024        0.312
   1 24  0       37.6775         0.1497       207.382        0.257
   1 24  1       37.5491         0.1492       206.864        0.259
   1 24  2       37.4228         0.1487       206.342        0.261
   1 24  3       37.2987         0.1482       205.817        0.263
   1 24  4       37.1767         0.1476       205.288        0.266
   1 24  5       37.0570         0.1470       204.756        0.268
   1 24  6       36.9396         0.1464       204.221        0.270
   1 24  7       36.8245         0.1457       203.682        0.272
   1 24  8       36.7117         0.1450       203.139        0.274
   1 24  9       36.6014         0.1443       202.594        0.276
   1 24 10       36.4934         0.1435       202.045        0.278
   1 24 11       36.3879         0.1427       201.493        0.280
   1 24 12       36.2849         0.1419       200.938        0.282
   1 24 13       36.1845         0.1410       200.380        0.284
   1 24 14       36.0866         0.1401       199.819        0.285
   1 24 15       35.9913         0.1392       199.256        0.287
   1 24 16       35.8986         0.1382       198.690        0.289
   1 24 17       35.8085         0.1372       198.121        0.291
   1 24 18       35.7212         0.1362       197.549        0.292
   1 24 19       35.6365         0.1355       196.975        0.294
   1 24 20       35.5546         0.1353       196.399        0.296
   1 24 21       35.4755         0.1351       195.821        0.297
   1 24 22       35.3991         0.1349       195.241        0.299
   1 24 23       35.3255         0.1346       194.658        0.300
   1 24 24       35.2548         0.1343       194.074        0.301
   1 24 25       35.1869         0.1340       193.488        0.303
   1 24 26       35.1219         0.1337       192.900        0.304
   1 24 27       35.0597         0.1333       192.310        0.305
   1 24 28       35.0005         0.1329       191.720        0.306
   1 24 29       34.9441         0.1325       191.128        0.307
   1 24 30       34.8907         0.1321       190.534        0.308
   1 24 31       34.8402         0.1316       189.940        0.309
   1 25  0       37.9937         0.1487       207.167        0.255
   1 25  1       37.8665         0.1482       206.652        0.258
   1 25  2       37.7413         0.1477       206.134        0.260
   1 25  3       37.6183         0.1472       205.612        0.262
   1 25  4       37.4975         0.1466       205.087        0.264
   1 25  5       37.3789         0.1460       204.558        0.266
   1 25  6       37.2626         0.1454       204.026        0.268
   1 25  7       37.1485         0.1447       203.491        0.270
   1 25  8       37.0368         0.1440       202.952        0.272
   1 25  9       36.9274         0.1433       202.410        0.274
   1 25 10       36.8204         0.1425       201.865        0.276
   1 25 11       36.7159         0.1417       201.317        0.278
   1 25 12       36.6138         0.1409       200.766        0.280
   1 25 13       36.5142         0.1400       200.213        0.282
   1 25 14       36.4172         0.1392       199.656        0.283
   1 25 15       36.3227         0.1382       199.097        0.285
   1 25 16       36.2308         0.1373       198.535        0.287
   1 25 17       36.1416         0.1363       197.970        0.289
   1 25 18       36.0550         0.1353       197.403        0.290
   1 25 19       35.9710         0.1348       196.834        0.292
   1 25 20       35.8898         0.1346       196.262        0.293
   1 25 21       35.8113         0.1344       195.689        0.295
   1 25 22       35.7355         0.1342       195.113        0.296
   1 25 23       35.6626         0.1339       194.535        0.298
   1 25 24       35.5924         0.1336       193.956        0.299
   1 25 25       35.5250         0.1333       193.375        0.300
   1 25 26       35.4604         0.1330       192.792        0.301
   1 25 27       35.3987         0.1326       192.207        0.303
   1 25 28       35.3398         0.1322       191.622        0.304
   1 25 29       35.2839         0.1318       191.035        0.305
   1 25 30       35.2307         0.1314       190.446        0.306
   1 25 31       35.1805         0.1309       189.857        0.307
   1 26  0       38.3100         0.1477       206.956        0.254
   1 26  1       38.1840         0.1472       206.444        0.256
   1 26  2       38.0600         0.1467       205.929        0.258
   1 26  3       37.9381         0.1461       205.411        0.260
   1 26  4       37.8184         0.1456       204.889        0.262
   1 26  5       37.7009         0.1450       204.363        0.264
   1 26  6       37.5856         0.1444       203.835        0.266
   1 26  7       37.4725         0.1437       203.303        0.268
   1 26  8       37.3618         0.1430       202.768        0.270
   1 26  9       37.2534         0.1423       202.230        0.272
   1 26 10       37.1474         0.1415       201.689        0.274
   1 26 11       37.0438         0.1407       201.145        0.276
   1 26 12       36.9427         0.1399       200.598        0.278
   1 26 13       36.8440         0.1391       200.048        0.280
   1 26 14       36.7478         0.1382       199.495        0.281
   1 26 15       36.6541         0.1373       198.940        0.283
   1 26 16       36.5631         0.1363       198.382        0.285
   1 26 17       36.4746         0.1354       197.822        0.286
   1 26 18       36.3887         0.1344       197.260        0.288
   1 26 19       36.3055         0.1341       196.695        0.290
   1 26 20       36.2249         0.1339       196.128        0.291
   1 26 21       36.1470         0.1337       195.559        0.293
   1 26 22       36.0719         0.1335       194.988        0.294
   1 26 23       35.9994         0.1332       194.415        0.295
   1 26 24       35.9298         0.1329       193.840        0.297
   1 26 25       35.8629         0.1326       193.263        0.298
   1 26 26       35.7988         0.1323       192.685        0.299
   1 26 27       35.7375         0.1319       192.106        0.300
   1 26 28       35.6790         0.1316       191.525        0.301
   1 26 29       35.6234         0.1312       190.943        0.302
   1 26 30       35.5706         0.1307       190.360        0.303
   1 26 31       35.5207         0.1303       189.776        0.304
   1 27  0       38.6265         0.1466       206.748        0.253
   1 27  1       38.5016         0.1462       206.239        0.255
   1 27  2       38.3787         0.1457       205.727        0.257
   1 27  3       38.2580         0.1451       205.212        0.259
   1 27  4       38.1393         0.1446       204.693        0.261
   1 27  5       38.0229         0.1440       204.171        0.263
   1 27  6       37.9086         0.1433       203.646        0.265
   1 27  7       37.7966         0.1427       203.118        0.267
   1 27  8       37.6869         0.1420       202.587        0.269
   1 27  9       37.5795         0.1413       202.052        0.271
   1 27 10       37.4744         0.1405       201.515        0.272
   1 27 11       37.3718         0.1398       200.975        0.274
   1 27 12       37.2715         0.1389       200.431        0.276
   1 27 13       37.1737         0.1381       199.886        0.278
   1 27 14       37.0783         0.1372       199.337        0.279
   1 27 15       36.9855         0.1363       198.786        0.281
   1 27 16       36.8952         0.1354       198.233        0.283
   1 27 17       36.8075         0.1344       197.677        0.284
   1 27 18       36.7223         0.1336       197.119        0.286
   1 27 19       36.6398         0.1334       196.558        0.287
   1 27 20       36.5599         0.1332       195.996        0.289
   1 27 21       36.4826         0.1330       195.431        0.290
   1 27 22       36.4080         0.1328       194.864        0.292
   1 27 23       36.3362         0.1325       194.296        0.293
   1 27 24       36.2670         0.1322       193.726        0.294
   1 27 25       36.2006         0.1319       193.154        0.295
   1 27 26       36.1370         0.1316       192.581        0.297
   1 27 27       36.0761         0.1313       192.006        0.298
   1 27 28       36.0180         0.1309       191.430        0.299
   1 27 29       35.9628         0.1305       190.853        0.300
   1 27 30       35.9103         0.1301       190.275        0.301
   1 27 31       35.8606         0.1296       189.696        0.302
   1 28  0       38.9430         0.1456       206.543        0.251
   1 28  1       38.8193         0.1451       206.037        0.253
   1 28  2       38.6975         0.1446       205.528        0.255
   1 28  3       38.5779         0.1441       205.016        0.257
   1 28  4       38.4603         0.1435       204.501        0.259
   1 28  5       38.3449         0.1429       203.982        0.261
   1 28  6       38.2317         0.1423       203.461        0.263
   1 28  7       38.1207         0.1417       202.936        0.265
   1 28  8       38.0120         0.1410       202.408        0.267
   1 28  9       37.9056         0.1403       201.877        0.269
   1 28 10       37.8014         0.1395       201.344        0.271
   1 28 11       37.6997         0.1388       200.807        0.272
   1 28 12       37.6003         0.1380       200.268        0.274
   1 28 13       37.5033         0.1371       199.726        0.276
   1 28 14       37.4088         0.1363       199.182        0.278
   1 28 15       37.3168         0.1354       198.635        0.279
   1 28 16       37.2272         0.1344       198.085        0.281
   1 28 17       37.1402         0.1335       197.534        0.282
   1 28 18       37.0558         0.1329       196.980        0.284
   1 28 19       36.9739         0.1327       196.424        0.285
   1 28 20       36.8947         0.1325       195.865        0.287
   1 28 21       36.8180         0.1323       195.305        0.288
   1 28 22       36.7441         0.1321       194.743        0.289
   1 28 23       36.6727         0.1318       194.179        0.291
   1 28 24       36.6041         0.1315       193.614        0.292
   1 28 25       36.5382         0.1312       193.047        0.293
   1 28 26       36.4750         0.1309       192.478        0.294
   1 28 27       36.4145         0.1306       191.908        0.295
   1 28 28       36.3568         0.1302       191.337        0.296
   1 28 29       36.3019         0.1298       190.765        0.297
   1 28 30       36.2497         0.1294       190.192        0.298
   1 28 31       36.2003         0.1289       189.617        0.299
   1 29  0       39.2596         0.1445       206.341        0.250
   1 29  1       39.1370         0.1441       205.838        0.252
   1 29  2       39.0164         0.1436       205.332        0.254
   1 29  3       38.8978         0.1431       204.823        0.256
   1 29  4       38.7813         0.1425       204.311        0.258
   1 29  5       38.6670         0.1419       203.796        0.260
   1 29  6       38.5548         0.1413       203.278        0.262
   1 29  7       38.4448         0.1407       202.756        0.263
   1 29  8       38.3370         0.1400       202.232        0.265
   1 29  9       38.2315         0.1393       201.705        0.267
   1 29 10       38.1284         0.1385       201.175        0.269
   1 29 11       38.0275         0.1378       200.642        0.271
   1 29 12       37.9290         0.1370       200.107        0.272
   1 29 13       37.8329         0.1362       199.569        0.274
   1 29 14       37.7392         0.1353       199.029        0.276
   1 29 15       37.6479         0.1344       198.486        0.277
   1 29 16       37.5591         0.1335       197.940        0.279
   1 29 17       37.4729         0.1326       197.393        0.280
   1 29 18       37.3891         0.1321       196.843        0.282
   1 29 19       37.3079         0.1320       196.291        0.283
   1 29 20       37.2293         0.1318       195.737        0.285
   1 29 21       37.1533         0.1316       195.182        0.286
   1 29 22       37.0799         0.1314       194.624        0.287
   1 29 23       37.0091         0.1311       194.065        0.288
   1 29 24       36.9410         0.1308       193.504        0.290
   1 29 25       36.8755         0.1305       192.941        0.291
   1 29 26       36.8128         0.1302       192.377        0.292
   1 29 27       36.7527         0.1299       191.812        0.293
   1 29 28       36.6954         0.1295       191.246        0.294
   1 29 29       36.6407         0.1291       190.678        0.295
   1 29 30       36.5888         0.1287       190.110        0.296
   1 29 31       36.5397         0.1283       189.540        0.297
   1 30  0       39.5763         0.1435       206.141        0.249
   1 30  1       39.4547         0.1430       205.642        0.251
   1 30  2       39.3352         0.1425       205.139        0.253
   1 30  3       39.2177         0.1420       204.633        0.254
   1 30  4       39.1023         0.1415       204.125        0.256
   1 30  5       38.9890         0.1409       203.613        0.258
   1 30  6       38.8778         0.1403       203.098        0.260
   1 30  7       38.7688         0.1396       202.580        0.262
   1 30  8       38.6620         0.1390       202.059        0.264
   1 30  9       38.5575         0.1383       201.535        0.265
   1 30 10       38.4552         0.1375       201.009        0.267
   1 30 11       38.3552         0.1368       200.480        0.269
   1 30 12       38.2576         0.1360       199.949        0.270
   1 30 13       38.1623         0.1352       199.414        0.272
   1 30 14       38.0694         0.1343       198.878        0.274
   1 30 15       37.9789         0.1335       198.339        0.275
   1 30 16       37.8909         0.1325       197.798        0.277
   1 30 17       37.8053         0.1316       197.254        0.278
   1 30 18       37.7223         0.1314       196.709        0.280
   1 30 19       37.6417         0.1313       196.161        0.281
   1 30 20       37.5637         0.1311       195.611        0.282
   1 30 21       37.4883         0.1309       195.060        0.284
   1 30 22       37.4155         0.1306       194.507        0.285
   1 30 23       37.3452         0.1304       193.952        0.286
   1 30 24       37.2776         0.1301       193.395        0.287
   1 30 25       37.2126         0.1298       192.837        0.289
   1 30 26       37.1503         0.1295       192.278        0.290
   1 30 27       37.0906         0.1292       191.717        0.291
   1 30 28       37.0336         0.1288       191.156        0.292
   1 30 29       36.9793         0.1284       190.593        0.292
   1 30 30       36.9277         0.1280       190.029        0.293
   1 30 31       36.8788         0.1276       189.464        0.294
   1 31  0       39.8929         0.1424       205.945        0.247
   1 31  1       39.7725         0.1420       205.449        0.249
   1 31  2       39.6540         0.1415       204.949        0.251
   1 31  3       39.5376         0.1410       204.446        0.253
   1 31  4       39.4232         0.1404       203.941        0.255
   1 31  5       39.3109         0.1399       203.432        0.257
   1 31  6       39.2008         0.1393       202.920        0.258
   1 31  7       39.0927         0.1386       202.406        0.260
   1 31  8       38.9869         0.1380       201.888        0.262
   1 31  9       38.8833         0.1373       201.368        0.264
   1 31 10       38.7819         0.1365       200.846        0.265
   1 31 11       38.6828         0.1358       200.320        0.267
   1 31 12       38.5860         0.1350       199.793        0.269
   1 31 13       38.4915         0.1342       199.262        0.270
   1 31 14       38.3994         0.1334       198.730        0.272
   1 31 15       38.3097         0.1325       198.194        0.273
   1 31 16       38.2224         0.1316       197.657        0.275
   1 31 17       38.1376         0.1308       197.118        0.276
   1 31 18       38.0552         0.1307       196.576        0.278
   1 31 19       37.9753         0.1305       196.033        0.279
   1 31 20       37.8979         0.1303       195.487        0.280
   1 31 21       37.8231         0.1301       194.940        0.282
   1 31 22       37.7508         0.1299       194.391        0.283
   1 31 23       37.6811         0.1297       193.841        0.284
   1 31 24       37.6139         0.1294       193.289        0.285
   1 31 25       37.5494         0.1291       192.735        0.286
   1 31 26       37.4875         0.1288       192.180        0.287
   1 31 27       37.4282         0.1284       191.624        0.288
   1 31 28       37.3716         0.1281       191.067        0.289
   1 31 29       37.3176         0.1277       190.509        0.290
   1 31 30       37.2663         0.1273       189.950        0.291
   1 31 31       37.2176         0.1269       189.390        0.292
   2  0  0       38.0994         0.1722       233.071        0.260
   2  0  1       37.8677         0.1727       232.670        0.262
   2  0  2       37.6372         0.1732       232.263        0.263
   2  0  3       37.4077         0.1737       231.852        0.265
   2  0  4       37.1794         0.1742       231.436        0.266
   2  0  5       36.9524         0.1746       231.015        0.267
   2  0  6       36.7266         0.1751       230.590        0.269
   2  0  7       36.5022         0.1755       230.159        0.270
   2  0  8       36.2791         0.1758       229.724        0.272
   2  0  9       36.0575         0.1762       229.283        0.273
   2  0 10       35.8373         0.1765       228.838        0.275
   2  0 11       35.6186         0.1768       228.387        0.276
   2  0 12       35.4015         0.1771       227.931        0.277
   2  0 13       35.1861         0.1773       227.471        0.279
   2  0 14       34.9723         0.1775       227.005        0.280
   2  0 15       34.7602         0.1777       226.534        0.281
   2  0 16       34.5499         0.1778       226.058        0.282
   2  0 17       34.3414         0.1780       225.576        0.284
   2  0 18       34.1348         0.1780       225.090        0.285
   2  0 19       33.9301         0.1781       224.598        0.286
   2  0 20       33.7273         0.1781       224.101        0.287
   2  0 21       33.5267         0.1781       223.599        0.288
   2  0 22       33.3280         0.1781       223.091        0.289
   2  0 23       33.1315         0.1780       222.579        0.290
   2  0 24       32.9372         0.1779       222.061        0.291
   2  0 25       32.7451         0.1777       221.538        0.292
   2  0 26       32.5553         0.1776       221.009        0.293
   2  0 27       32.3678         0.1774       220.476        0.294
   2  0 28       32.1827         0.1771       219.937        0.295
   2  0 29       32.0000         0.1768       219.393        0.295
   2  0 30       31.8198         0.1765       218.844        0.296
   2  0 31       31.6421         0.1761       218.289        0.297
   2  1  0       38.3495         0.1716       232.700        0.259
   2  1  1       38.1192         0.1721       232.298        0.260
   2  1  2       37.8899         0.1726       231.892        0.262
   2  1  3       37.6618         0.1731       231.481        0.263
   2  1  4       37.4348         0.1736       231.065        0.265
   2  1  5       37.2091         0.1740       230.644        0.266
   2  1  6       36.9847         0.1744       230.219        0.267
   2  1  7       36.7616         0.1748       229.788        0.269
   2  1  8       36.5398         0.1752       229.353        0.270
   2  1  9       36.3195         0.1755       228.913        0.272
   2  1 10       36.1007         0.1758       228.468        0.273
   2  1 11       35.8834         0.1761       228.018        0.274
   2  1 12       35.6676         0.1763       227.563        0.276
   2  1 13       35.4535         0.1766       227.103        0.277
   2  1 14       35.2410         0.1768       226.638        0.278
   2  1 15       35.0303         0.1769       226.168        0.279
   2  1 16       34.8214         0.1771       225.693        0.280
   2  1 17       34.6142         0.1772       225.213        0.282
   2  1 18       34.4089         0.1773       224.727        0.283
   2  1 19       34.2056         0.1773       224.237        0.284
   2  1 20       34.0042         0.1773       223.741        0.285
   2  1 21       33.8049         0.1773       223.241        0.286
   2  1 22       33.6076         0.1773       222.735        0.287
   2  1 23       33.4124         0.1772       222.224        0.288
   2  1 24       33.2194         0.1771       221.708        0.289
   2  1 25       33.0286         0.1769       221.187        0.290
   2  1 26       32.8401         0.1768       220.660        0.291
   2  1 27       32.6539         0.1765       220.129        0.291
   2  1 28       32.4701         0.1763       219.592        0.292
   2  1 29       32.2887         0.1760       219.051        0.293
   2  1 30       32.1097         0.1757       218.504        0.293
   2  1 31       31.9333         0.1753       217.953        0.294
   2  2  0       38.6010         0.1709       232.332        0.257
   2  2  1       38.3720         0.1715       231.930        0.259
   2  2  2       38.1440         0.1720       231.524        0.260
   2  2  3       37.9172         0.1724       231.113        0.262
   2  2  4       37.6916         0.1729       230.697        0.263
   2  2  5       37.4672         0.1733       230.277        0.264
   2  2  6       37.2441         0.1737       229.852        0.266
   2  2  7       37.0224         0.1741       229.422        0.267
   2  2  8       36.8020         0.1745       228.987        0.269
   2  2  9       36.5830         0.1748       228.547        0.270
   2  2 10       36.3655         0.1751       228.103        0.271
   2  2 11       36.1495         0.1754       227.654        0.272
   2  2 12       35.9351         0.1756       227.199        0.274
   2  2 13       35.7223         0.1758       226.740        0.275
   2  2 14       35.5112         0.1760       226.276        0.276
   2  2 15       35.3018         0.1762       225.807        0.277
   2  2 16       35.0942         0.1763       225.333        0.278
   2  2 17       34.8884         0.1764       224.854        0.280
   2  2 18       34.6845         0.1765       224.370        0.281
   2  2 19       34.4824         0.1765       223.881        0.282
   2  2 20       34.2824         0.1766       223.387        0.283
   2  2 21       34.0843         0.1765       222.887        0.284
   2  2 22       33.8884         0.1765       222.383        0.285
   2  2 23       33.6945         0.1764       221.874        0.286
   2  2 24       33.5028         0.1763       221.360        0.286
   2  2 25       33.3134         0.1761       220.841        0.287
   2  2 26       33.1261         0.1759       220.316        0.288
   2  2 27       32.9412         0.1757       219.787        0.289
   2  2 28       32.7587         0.1754       219.253        0.289
   2  2 29       32.5785         0.1751       218.714        0.290
   2  2 30       32.4008         0.1748       218.170        0.291
   2  2 31       32.2256         0.1744       217.621        0.291
   2  3  0       38.8539         0.1703       231.969        0.256
   2  3  1       38.6262         0.1708       231.567        0.257
   2  3  2       38.3996         0.1713       231.160        0.259
   2  3  3       38.1741         0.1718       230.749        0.260
   2  3  4       37.9498         0.1722       230.334        0.262
   2  3  5       37.7267         0.1726       229.913        0.263
   2  3  6       37.5049         0.1730       229.489        0.264
   2  3  7       37.2845         0.1734       229.059        0.266
   2  3  8       37.0654         0.1737       228.625        0.267
   2  3  9       36.8478         0.1741       228.186        0.268
   2  3 10       36.6316         0.1744       227.742        0.269
   2  3 11       36.4170         0.1746       227.293        0.271
   2  3 12       36.2039         0.1749       226.840        0.272
   2  3 13       35.9925         0.1751       226.381        0.273
   2  3 14       35.7827         0.1753       225.918        0.274
   2  3 15       35.5746         0.1754       225.450        0.275
   2  3 16       35.3683         0.1756       224.977        0.276
   2  3 17       35.1639         0.1757       224.499        0.278
   2  3 18       34.9613         0.1757       224.017        0.279
   2  3 19       34.7606         0.1758       223.529        0.280
   2  3 20       34.5618         0.1758       223.036        0.281
   2  3 21       34.3651         0.1757       222.539        0.282
   2  3 22       34.1704         0.1757       222.036        0.282
   2  3 23       33.9779         0.1756       221.529        0.283
   2  3 24       33.7875         0.1754       221.017        0.284
   2  3 25       33.5993         0.1753       220.499        0.285
   2  3 26       33.4134         0.1751       219.977        0.286
   2  3 27       33.2297         0.1748       219.450        0.286
   2  3 28       33.0484         0.1746       218.919        0.287
   2  3 29       32.8695         0.1743       218.382        0.288
   2  3 30       32.6930         0.1739       217.841        0.288
   2  3 31       32.5191         0.1736       217.294        0.289
   2  4  0       39.1081         0.1696       231.608        0.255
   2  4  1       38.8817         0.1701       231.206        0.256
   2  4  2       38.6564         0.1706       230.800        0.257
