*telnum      csinum        Par0     errPar0        Par1    errPar1
    5           0  0.00846662  0.00010022   0.929756  0.00314567
    5           1  0.00987111  0.000109557   0.926927  0.00311275
    5           2   0.0104822  0.000123552   0.926085  0.00329828
    5           3   0.0130585  0.000187264   0.956791  0.00444907
