Tele EF EB theta(degree) thetaE(degree)   phi(degree) phiE(degree)
   0 26 16       34.9757         0.5694       174.208        1.439
   0 26 17       35.0090         0.5637       173.605        1.446
   0 26 18       35.0453         0.5579       173.002        1.452
   0 26 19       35.0846         0.5519       172.401        1.459
   0 26 20       35.1269         0.5459       171.801        1.465
   0 26 21       35.1721         0.5399       171.203        1.470
   0 26 22       35.2201         0.5337       170.607        1.476
   0 26 23       35.2711         0.5275       170.012        1.480
   0 26 24       35.3250         0.5212       169.418        1.485
   0 26 25       35.3817         0.5148       168.827        1.489
   0 26 26       35.4413         0.5084       168.238        1.493
   0 26 27       35.5037         0.5019       167.651        1.496
   0 26 28       35.5688         0.4954       167.066        1.499
   0 26 29       35.6367         0.4888       166.484        1.502
   0 26 30       35.7073         0.4822       165.904        1.505
   0 26 31       35.7807         0.4755       165.327        1.507
   0 27  0       35.1960         0.6431       183.868        1.272
   0 27  1       35.1817         0.6393       183.271        1.284
   0 27  2       35.1702         0.6353       182.673        1.295
   0 27  3       35.1617         0.6312       182.074        1.306
   0 27  4       35.1561         0.6270       181.474        1.317
   0 27  5       35.1535         0.6227       180.873        1.328
   0 27  6       35.1539         0.6182       180.272        1.338
   0 27  7       35.1572         0.6136       179.671        1.348
   0 27  8       35.1635         0.6089       179.069        1.358
   0 27  9       35.1727         0.6041       178.468        1.367
   0 27 10       35.1850         0.5991       177.866        1.377
   0 27 11       35.2002         0.5941       177.264        1.386
   0 27 12       35.2185         0.5889       176.663        1.394
   0 27 13       35.2397         0.5837       176.062        1.402
   0 27 14       35.2638         0.5783       175.462        1.410
   0 27 15       35.2910         0.5728       174.862        1.418
   0 27 16       35.3211         0.5673       174.263        1.425
   0 27 17       35.3541         0.5616       173.665        1.432
   0 27 18       35.3901         0.5559       173.068        1.439
   0 27 19       35.4290         0.5500       172.472        1.445
   0 27 20       35.4708         0.5441       171.877        1.451
   0 27 21       35.5155         0.5381       171.284        1.456
   0 27 22       35.5631         0.5321       170.693        1.461
   0 27 23       35.6136         0.5259       170.103        1.466
   0 27 24       35.6669         0.5197       169.515        1.471
   0 27 25       35.7230         0.5134       168.929        1.475
   0 27 26       35.7819         0.5071       168.344        1.479
   0 27 27       35.8436         0.5007       167.762        1.482
   0 27 28       35.9081         0.4942       167.182        1.485
   0 27 29       35.9752         0.4877       166.605        1.488
   0 27 30       36.0451         0.4812       166.030        1.490
   0 27 31       36.1176         0.4746       165.457        1.493
   0 28  0       35.5405         0.6398       183.836        1.261
   0 28  1       35.5264         0.6361       183.245        1.273
   0 28  2       35.5153         0.6322       182.652        1.284
   0 28  3       35.5070         0.6281       182.058        1.295
   0 28  4       35.5017         0.6240       181.464        1.306
   0 28  5       35.4993         0.6197       180.869        1.316
   0 28  6       35.4997         0.6153       180.273        1.326
   0 28  7       35.5032         0.6108       179.677        1.336
   0 28  8       35.5095         0.6061       179.081        1.346
   0 28  9       35.5188         0.6014       178.484        1.355
   0 28 10       35.5311         0.5965       177.888        1.364
   0 28 11       35.5463         0.5915       177.292        1.373
   0 28 12       35.5644         0.5864       176.696        1.381
   0 28 13       35.5854         0.5812       176.100        1.389
   0 28 14       35.6094         0.5759       175.505        1.397
   0 28 15       35.6363         0.5706       174.911        1.405
   0 28 16       35.6662         0.5651       174.317        1.412
   0 28 17       35.6989         0.5595       173.724        1.419
   0 28 18       35.7346         0.5538       173.132        1.425
   0 28 19       35.7731         0.5481       172.542        1.431
   0 28 20       35.8145         0.5422       171.952        1.437
   0 28 21       35.8588         0.5363       171.364        1.443
   0 28 22       35.9059         0.5303       170.778        1.448
   0 28 23       35.9559         0.5243       170.193        1.452
   0 28 24       36.0086         0.5181       169.610        1.457
   0 28 25       36.0641         0.5120       169.028        1.461
   0 28 26       36.1224         0.5057       168.449        1.465
   0 28 27       36.1834         0.4994       167.872        1.468
   0 28 28       36.2472         0.4930       167.297        1.471
   0 28 29       36.3136         0.4866       166.724        1.474
   0 28 30       36.3826         0.4802       166.153        1.477
   0 28 31       36.4544         0.4737       165.585        1.479
   0 29  0       35.8846         0.6366       183.806        1.251
   0 29  1       35.8709         0.6328       183.219        1.262
   0 29  2       35.8600         0.6290       182.632        1.273
   0 29  3       35.8521         0.6250       182.043        1.284
   0 29  4       35.8469         0.6209       181.454        1.294
   0 29  5       35.8447         0.6167       180.864        1.304
   0 29  6       35.8453         0.6123       180.274        1.314
   0 29  7       35.8489         0.6079       179.683        1.324
   0 29  8       35.8553         0.6033       179.092        1.334
   0 29  9       35.8646         0.5986       178.501        1.343
   0 29 10       35.8768         0.5938       177.910        1.352
   0 29 11       35.8920         0.5889       177.319        1.360
   0 29 12       35.9100         0.5839       176.728        1.369
   0 29 13       35.9309         0.5788       176.138        1.377
   0 29 14       35.9547         0.5735       175.548        1.384
   0 29 15       35.9814         0.5682       174.958        1.392
   0 29 16       36.0110         0.5628       174.370        1.399
   0 29 17       36.0435         0.5573       173.782        1.405
   0 29 18       36.0788         0.5517       173.195        1.412
   0 29 19       36.1170         0.5460       172.610        1.418
   0 29 20       36.1580         0.5403       172.026        1.424
   0 29 21       36.2018         0.5345       171.443        1.429
   0 29 22       36.2485         0.5286       170.861        1.434
   0 29 23       36.2979         0.5226       170.281        1.439
   0 29 24       36.3501         0.5165       169.703        1.443
   0 29 25       36.4050         0.5104       169.126        1.447
   0 29 26       36.4626         0.5043       168.552        1.451
   0 29 27       36.5230         0.4980       167.979        1.455
   0 29 28       36.5860         0.4918       167.409        1.458
   0 29 29       36.6517         0.4854       166.840        1.461
   0 29 30       36.7201         0.4791       166.274        1.463
   0 29 31       36.7910         0.4727       165.711        1.465
   0 30  0       36.2284         0.6333       183.776        1.240
   0 30  1       36.2150         0.6296       183.194        1.251
   0 30  2       36.2045         0.6258       182.612        1.262
   0 30  3       36.1968         0.6218       182.028        1.273
   0 30  4       36.1919         0.6178       181.444        1.283
   0 30  5       36.1898         0.6136       180.860        1.293
   0 30  6       36.1906         0.6093       180.274        1.303
   0 30  7       36.1942         0.6049       179.689        1.312
   0 30  8       36.2007         0.6004       179.103        1.322
   0 30  9       36.2101         0.5958       178.517        1.331
   0 30 10       36.2223         0.5911       177.931        1.339
   0 30 11       36.2373         0.5862       177.345        1.348
   0 30 12       36.2553         0.5813       176.760        1.356
   0 30 13       36.2761         0.5762       176.174        1.364
   0 30 14       36.2997         0.5711       175.590        1.371
   0 30 15       36.3262         0.5658       175.005        1.379
   0 30 16       36.3556         0.5605       174.422        1.386
   0 30 17       36.3877         0.5551       173.839        1.392
   0 30 18       36.4227         0.5496       173.258        1.399
   0 30 19       36.4606         0.5440       172.677        1.405
   0 30 20       36.5012         0.5383       172.098        1.410
   0 30 21       36.5446         0.5326       171.520        1.416
   0 30 22       36.5907         0.5267       170.943        1.421
   0 30 23       36.6396         0.5208       170.368        1.426
   0 30 24       36.6913         0.5149       169.794        1.430
   0 30 25       36.7456         0.5089       169.223        1.434
   0 30 26       36.8027         0.5028       168.653        1.438
   0 30 27       36.8624         0.4966       168.085        1.441
   0 30 28       36.9247         0.4904       167.519        1.444
   0 30 29       36.9897         0.4842       166.955        1.447
   0 30 30       37.0573         0.4779       166.394        1.450
   0 30 31       37.1274         0.4716       165.834        1.452
   0 31  0       36.5718         0.6299       183.746        1.230
   0 31  1       36.5588         0.6263       183.170        1.241
   0 31  2       36.5486         0.6225       182.592        1.251
   0 31  3       36.5411         0.6186       182.014        1.262
   0 31  4       36.5364         0.6147       181.435        1.272
   0 31  5       36.5345         0.6105       180.855        1.282
   0 31  6       36.5355         0.6063       180.275        1.291
   0 31  7       36.5392         0.6020       179.695        1.301
   0 31  8       36.5458         0.5975       179.114        1.310
   0 31  9       36.5552         0.5930       178.533        1.319
   0 31 10       36.5674         0.5883       177.952        1.327
   0 31 11       36.5824         0.5835       177.371        1.336
   0 31 12       36.6002         0.5786       176.791        1.344
   0 31 13       36.6209         0.5737       176.210        1.352
   0 31 14       36.6444         0.5686       175.631        1.359
   0 31 15       36.6707         0.5634       175.052        1.366
   0 31 16       36.6998         0.5582       174.473        1.373
   0 31 17       36.7317         0.5528       173.895        1.380
   0 31 18       36.7664         0.5474       173.319        1.386
   0 31 19       36.8038         0.5419       172.743        1.392
   0 31 20       36.8440         0.5363       172.169        1.397
   0 31 21       36.8870         0.5306       171.595        1.403
   0 31 22       36.9327         0.5248       171.023        1.408
   0 31 23       36.9811         0.5190       170.453        1.412
   0 31 24       37.0322         0.5132       169.884        1.417
   0 31 25       37.0860         0.5072       169.317        1.421
   0 31 26       37.1424         0.5012       168.752        1.425
   0 31 27       37.2015         0.4952       168.189        1.428
   0 31 28       37.2632         0.4890       167.627        1.431
   0 31 29       37.3274         0.4829       167.068        1.434
   0 31 30       37.3942         0.4767       166.511        1.437
   0 31 31       37.4636         0.4704       165.956        1.439
   1  0  0       29.7194         0.8035       213.276        0.885
   1  0  1       29.5593         0.8048       212.664        0.901
   1  0  2       29.4017         0.8060       212.046        0.917
   1  0  3       29.2469         0.8070       211.421        0.934
   1  0  4       29.0949         0.8078       210.789        0.950
   1  0  5       28.9457         0.8085       210.151        0.967
   1  0  6       28.7994         0.8090       209.506        0.984
   1  0  7       28.6561         0.8093       208.855        1.001
   1  0  8       28.5158         0.8095       208.197        1.017
   1  0  9       28.3786         0.8095       207.533        1.034
   1  0 10       28.2446         0.8093       206.862        1.051
   1  0 11       28.1139         0.8089       206.186        1.068
   1  0 12       27.9864         0.8083       205.503        1.085
   1  0 13       27.8623         0.8075       204.814        1.101
   1  0 14       27.7415         0.8065       204.120        1.118
   1  0 15       27.6243         0.8053       203.420        1.135
   1  0 16       27.5106         0.8039       202.714        1.151
   1  0 17       27.4004         0.8023       202.003        1.167
   1  0 18       27.2939         0.8005       201.287        1.184
   1  0 19       27.1910         0.7985       200.566        1.200
   1  0 20       27.0919         0.7963       199.840        1.216
   1  0 21       26.9966         0.7939       199.109        1.231
   1  0 22       26.9050         0.7912       198.374        1.247
   1  0 23       26.8174         0.7883       197.634        1.269
   1  0 24       26.7336         0.7853       196.890        1.294
   1  0 25       26.6538         0.7820       196.143        1.318
   1  0 26       26.5779         0.7785       195.391        1.343
   1  0 27       26.5061         0.7747       194.637        1.367
   1  0 28       26.4383         0.7708       193.879        1.390
   1  0 29       26.3745         0.7666       193.118        1.414
   1  0 30       26.3148         0.7623       192.355        1.437
   1  0 31       26.2593         0.7577       191.589        1.460
   1  1  0       30.0234         0.8012       212.959        0.883
   1  1  1       29.8648         0.8025       212.351        0.899
   1  1  2       29.7088         0.8036       211.736        0.915
   1  1  3       29.5555         0.8046       211.115        0.931
   1  1  4       29.4049         0.8054       210.488        0.947
   1  1  5       29.2572         0.8061       209.853        0.964
   1  1  6       29.1124         0.8065       209.213        0.980
   1  1  7       28.9705         0.8068       208.566        0.997
   1  1  8       28.8316         0.8069       207.913        1.013
   1  1  9       28.6959         0.8069       207.254        1.029
   1  1 10       28.5632         0.8066       206.589        1.046
   1  1 11       28.4338         0.8062       205.918        1.062
   1  1 12       28.3076         0.8056       205.241        1.079
   1  1 13       28.1848         0.8048       204.558        1.095
   1  1 14       28.0653         0.8038       203.869        1.111
   1  1 15       27.9493         0.8026       203.175        1.127
   1  1 16       27.8367         0.8012       202.476        1.143
   1  1 17       27.7277         0.7996       201.772        1.159
   1  1 18       27.6223         0.7977       201.062        1.175
   1  1 19       27.5205         0.7957       200.348        1.191
   1  1 20       27.4224         0.7935       199.628        1.206
   1  1 21       27.3280         0.7911       198.905        1.221
   1  1 22       27.2374         0.7884       198.177        1.236
   1  1 23       27.1507         0.7856       197.444        1.261
   1  1 24       27.0677         0.7825       196.708        1.285
   1  1 25       26.9887         0.7792       195.968        1.309
   1  1 26       26.9136         0.7757       195.225        1.332
   1  1 27       26.8425         0.7720       194.478        1.356
   1  1 28       26.7753         0.7681       193.729        1.379
   1  1 29       26.7122         0.7640       192.976        1.402
   1  1 30       26.6530         0.7597       192.221        1.425
   1  1 31       26.5980         0.7551       191.464        1.447
   1  2  0       30.3285         0.7989       212.647        0.881
   1  2  1       30.1714         0.8002       212.043        0.897
   1  2  2       30.0169         0.8012       211.432        0.913
   1  2  3       29.8651         0.8022       210.815        0.928
   1  2  4       29.7160         0.8029       210.191        0.944
   1  2  5       29.5697         0.8035       209.562        0.960
   1  2  6       29.4263         0.8040       208.926        0.976
   1  2  7       29.2859         0.8042       208.283        0.992
   1  2  8       29.1484         0.8043       207.635        1.008
   1  2  9       29.0140         0.8042       206.981        1.025
   1  2 10       28.8827         0.8040       206.321        1.041
   1  2 11       28.7546         0.8035       205.655        1.057
   1  2 12       28.6297         0.8029       204.983        1.073
   1  2 13       28.5081         0.8020       204.306        1.089
   1  2 14       28.3899         0.8010       203.624        1.104
   1  2 15       28.2750         0.7998       202.936        1.120
   1  2 16       28.1636         0.7984       202.243        1.136
   1  2 17       28.0557         0.7967       201.545        1.151
   1  2 18       27.9514         0.7949       200.841        1.167
   1  2 19       27.8506         0.7929       200.134        1.182
   1  2 20       27.7535         0.7906       199.421        1.197
   1  2 21       27.6601         0.7882       198.705        1.212
   1  2 22       27.5705         0.7856       197.984        1.229
   1  2 23       27.4846         0.7827       197.259        1.252
   1  2 24       27.4025         0.7797       196.530        1.276
   1  2 25       27.3242         0.7764       195.798        1.299
   1  2 26       27.2499         0.7729       195.062        1.322
   1  2 27       27.1794         0.7692       194.323        1.345
   1  2 28       27.1129         0.7654       193.582        1.368
   1  2 29       27.0503         0.7613       192.837        1.390
   1  2 30       26.9917         0.7570       192.090        1.412
   1  2 31       26.9372         0.7525       191.341        1.434
   1  3  0       30.6346         0.7965       212.341        0.879
   1  3  1       30.4790         0.7977       211.740        0.895
   1  3  2       30.3260         0.7988       211.133        0.910
   1  3  3       30.1756         0.7997       210.520        0.926
   1  3  4       30.0280         0.8004       209.900        0.941
   1  3  5       29.8832         0.8010       209.275        0.957
   1  3  6       29.7412         0.8013       208.643        0.973
   1  3  7       29.6022         0.8016       208.006        0.988
   1  3  8       29.4661         0.8016       207.362        1.004
   1  3  9       29.3330         0.8015       206.713        1.020
   1  3 10       29.2030         0.8012       206.058        1.035
   1  3 11       29.0762         0.8007       205.397        1.051
   1  3 12       28.9526         0.8001       204.731        1.067
   1  3 13       28.8322         0.7992       204.060        1.082
   1  3 14       28.7152         0.7982       203.383        1.098
   1  3 15       28.6015         0.7969       202.701        1.113
   1  3 16       28.4912         0.7955       202.014        1.128
   1  3 17       28.3844         0.7938       201.322        1.143
   1  3 18       28.2812         0.7920       200.625        1.158
   1  3 19       28.1815         0.7900       199.924        1.173
   1  3 20       28.0853         0.7878       199.219        1.188
   1  3 21       27.9929         0.7853       198.509        1.202
   1  3 22       27.9041         0.7827       197.795        1.221
   1  3 23       27.8191         0.7798       197.077        1.244
   1  3 24       27.7378         0.7768       196.356        1.267
   1  3 25       27.6603         0.7735       195.631        1.290
   1  3 26       27.5867         0.7701       194.903        1.312
   1  3 27       27.5169         0.7664       194.172        1.335
   1  3 28       27.4510         0.7626       193.438        1.357
   1  3 29       27.3890         0.7585       192.701        1.379
   1  3 30       27.3309         0.7543       191.962        1.400
   1  3 31       27.2768         0.7498       191.221        1.421
   1  4  0       30.9416         0.7941       212.040        0.877
   1  4  1       30.7875         0.7952       211.443        0.892
   1  4  2       30.6360         0.7962       210.839        0.908
   1  4  3       30.4871         0.7971       210.230        0.923
   1  4  4       30.3410         0.7978       209.615        0.938
   1  4  5       30.1976         0.7983       208.993        0.953
   1  4  6       30.0570         0.7987       208.366        0.969
   1  4  7       29.9193         0.7988       207.733        0.984
   1  4  8       29.7846         0.7989       207.094        0.999
   1  4  9       29.6528         0.7987       206.450        1.015
   1  4 10       29.5242         0.7984       205.800        1.030
   1  4 11       29.3986         0.7979       205.145        1.045
   1  4 12       29.2762         0.7972       204.484        1.060
   1  4 13       29.1571         0.7963       203.818        1.076
   1  4 14       29.0412         0.7953       203.147        1.091
   1  4 15       28.9287         0.7940       202.471        1.106
   1  4 16       28.8196         0.7925       201.790        1.121
   1  4 17       28.7138         0.7909       201.104        1.135
   1  4 18       28.6116         0.7891       200.414        1.150
   1  4 19       28.5129         0.7870       199.719        1.164
   1  4 20       28.4177         0.7848       199.020        1.179
   1  4 21       28.3262         0.7824       198.317        1.193
   1  4 22       28.2383         0.7797       197.610        1.213
   1  4 23       28.1541         0.7769       196.899        1.236
   1  4 24       28.0736         0.7739       196.185        1.258
   1  4 25       27.9969         0.7706       195.468        1.281
   1  4 26       27.9239         0.7672       194.747        1.303
   1  4 27       27.8548         0.7636       194.023        1.324
   1  4 28       27.7895         0.7598       193.297        1.346
   1  4 29       27.7280         0.7557       192.568        1.367
   1  4 30       27.6705         0.7515       191.837        1.388
   1  4 31       27.6168         0.7471       191.104        1.409
   1  5  0       31.2497         0.7915       211.744        0.875
   1  5  1       31.0970         0.7926       211.150        0.890
   1  5  2       30.9470         0.7936       210.551        0.905
   1  5  3       30.7995         0.7944       209.945        0.920
   1  5  4       30.6548         0.7951       209.334        0.935
   1  5  5       30.5128         0.7956       208.717        0.950
   1  5  6       30.3736         0.7959       208.094        0.965
   1  5  7       30.2373         0.7961       207.466        0.980
   1  5  8       30.1039         0.7960       206.832        0.995
   1  5  9       29.9734         0.7959       206.192        1.010
   1  5 10       29.8461         0.7955       205.547        1.025
   1  5 11       29.7218         0.7950       204.897        1.040
   1  5 12       29.6006         0.7943       204.242        1.054
   1  5 13       29.4827         0.7934       203.581        1.069
   1  5 14       29.3680         0.7923       202.916        1.084
   1  5 15       29.2566         0.7910       202.245        1.099
   1  5 16       29.1485         0.7896       201.570        1.113
   1  5 17       29.0439         0.7879       200.891        1.127
   1  5 18       28.9426         0.7861       200.206        1.142
   1  5 19       28.8449         0.7840       199.518        1.156
   1  5 20       28.7507         0.7818       198.826        1.170
   1  5 21       28.6601         0.7794       198.129        1.184
   1  5 22       28.5731         0.7768       197.429        1.206
   1  5 23       28.4897         0.7739       196.725        1.228
   1  5 24       28.4099         0.7709       196.018        1.250
   1  5 25       28.3339         0.7677       195.308        1.271
   1  5 26       28.2617         0.7643       194.594        1.293
   1  5 27       28.1932         0.7607       193.878        1.314
   1  5 28       28.1285         0.7569       193.159        1.335
   1  5 29       28.0675         0.7529       192.438        1.356
   1  5 30       28.0105         0.7487       191.715        1.376
   1  5 31       27.9572         0.7444       190.989        1.396
   1  6  0       31.5586         0.7889       211.453        0.873
   1  6  1       31.4074         0.7900       210.863        0.888
   1  6  2       31.2588         0.7909       210.267        0.902
   1  6  3       31.1128         0.7917       209.665        0.917
   1  6  4       30.9695         0.7923       209.058        0.931
   1  6  5       30.8288         0.7928       208.445        0.946
   1  6  6       30.6910         0.7931       207.827        0.961
   1  6  7       30.5560         0.7932       207.203        0.975
   1  6  8       30.4239         0.7932       206.573        0.990
   1  6  9       30.2948         0.7930       205.939        1.005
   1  6 10       30.1687         0.7926       205.299        1.019
   1  6 11       30.0456         0.7920       204.654        1.034
   1  6 12       29.9257         0.7913       204.004        1.048
   1  6 13       29.8089         0.7904       203.348        1.063
   1  6 14       29.6954         0.7893       202.689        1.077
   1  6 15       29.5851         0.7880       202.024        1.091
   1  6 16       29.4781         0.7865       201.355        1.106
   1  6 17       29.3745         0.7849       200.681        1.120
   1  6 18       29.2743         0.7830       200.003        1.133
   1  6 19       29.1775         0.7810       199.321        1.147
   1  6 20       29.0842         0.7788       198.635        1.161
   1  6 21       28.9945         0.7763       197.945        1.177
   1  6 22       28.9083         0.7737       197.252        1.198
   1  6 23       28.8257         0.7709       196.555        1.220
   1  6 24       28.7467         0.7679       195.855        1.241
   1  6 25       28.6715         0.7647       195.151        1.262
   1  6 26       28.5999         0.7613       194.445        1.283
   1  6 27       28.5320         0.7578       193.736        1.304
   1  6 28       28.4678         0.7540       193.024        1.324
   1  6 29       28.4074         0.7500       192.311        1.345
   1  6 30       28.3508         0.7459       191.595        1.364
   1  6 31       28.2980         0.7416       190.877        1.384
   1  7  0       31.8684         0.7862       211.166        0.871
   1  7  1       31.7187         0.7872       210.580        0.885
   1  7  2       31.5715         0.7881       209.988        0.899
   1  7  3       31.4269         0.7889       209.390        0.914
   1  7  4       31.2849         0.7895       208.787        0.928
   1  7  5       31.1457         0.7899       208.178        0.942
   1  7  6       31.0092         0.7902       207.564        0.957
   1  7  7       30.8755         0.7903       206.945        0.971
   1  7  8       30.7447         0.7902       206.320        0.985
   1  7  9       30.6169         0.7900       205.690        1.000
   1  7 10       30.4920         0.7896       205.055        1.014
   1  7 11       30.3702         0.7890       204.415        1.028
   1  7 12       30.2514         0.7883       203.770        1.042
   1  7 13       30.1358         0.7873       203.120        1.056
   1  7 14       30.0234         0.7862       202.466        1.070
   1  7 15       29.9142         0.7849       201.807        1.084
   1  7 16       29.8083         0.7834       201.144        1.098
   1  7 17       29.7057         0.7818       200.476        1.112
   1  7 18       29.6064         0.7799       199.804        1.125
   1  7 19       29.5106         0.7779       199.128        1.139
   1  7 20       29.4182         0.7757       198.448        1.152
   1  7 21       29.3294         0.7733       197.765        1.170
   1  7 22       29.2440         0.7707       197.078        1.191
   1  7 23       29.1622         0.7679       196.388        1.212
   1  7 24       29.0840         0.7649       195.694        1.233
   1  7 25       29.0094         0.7617       194.998        1.253
   1  7 26       28.9384         0.7583       194.299        1.274
   1  7 27       28.8712         0.7548       193.597        1.294
   1  7 28       28.8076         0.7510       192.892        1.314
   1  7 29       28.7477         0.7471       192.186        1.334
   1  7 30       28.6916         0.7430       191.477        1.353
   1  7 31       28.6392         0.7387       190.767        1.372
   1  8  0       32.1790         0.7834       210.885        0.868
   1  8  1       32.0307         0.7844       210.302        0.882
   1  8  2       31.8850         0.7853       209.714        0.896
   1  8  3       31.7417         0.7860       209.120        0.910
   1  8  4       31.6012         0.7866       208.521        0.924
   1  8  5       31.4633         0.7870       207.916        0.938
   1  8  6       31.3281         0.7872       207.306        0.952
   1  8  7       31.1957         0.7873       206.691        0.966
   1  8  8       31.0662         0.7872       206.071        0.981
   1  8  9       30.9396         0.7869       205.446        0.995
   1  8 10       30.8160         0.7865       204.816        1.008
   1  8 11       30.6953         0.7859       204.181        1.022
   1  8 12       30.5778         0.7852       203.541        1.036
   1  8 13       30.4633         0.7842       202.897        1.050
   1  8 14       30.3520         0.7831       202.248        1.064
   1  8 15       30.2438         0.7818       201.594        1.077
   1  8 16       30.1390         0.7803       200.936        1.091
   1  8 17       30.0374         0.7786       200.275        1.104
   1  8 18       29.9391         0.7768       199.609        1.117
   1  8 19       29.8442         0.7748       198.939        1.130
   1  8 20       29.7527         0.7725       198.265        1.143
   1  8 21       29.6647         0.7701       197.588        1.163
   1  8 22       29.5802         0.7675       196.908        1.183
   1  8 23       29.4991         0.7647       196.224        1.204
   1  8 24       29.4216         0.7618       195.537        1.224
   1  8 25       29.3477         0.7586       194.848        1.244
   1  8 26       29.2774         0.7553       194.155        1.264
   1  8 27       29.2107         0.7518       193.460        1.284
   1  8 28       29.1477         0.7481       192.763        1.304
   1  8 29       29.0883         0.7442       192.064        1.323
   1  8 30       29.0326         0.7401       191.362        1.342
   1  8 31       28.9806         0.7358       190.659        1.360
   1  9  0       32.4905         0.7806       210.608        0.866
   1  9  1       32.3436         0.7816       210.029        0.880
   1  9  2       32.1992         0.7824       209.444        0.893
   1  9  3       32.0573         0.7831       208.854        0.907
   1  9  4       31.9181         0.7836       208.259        0.921
   1  9  5       31.7816         0.7840       207.659        0.935
   1  9  6       31.6477         0.7842       207.053        0.948
   1  9  7       31.5166         0.7842       206.442        0.962
   1  9  8       31.3884         0.7841       205.827        0.976
   1  9  9       31.2630         0.7838       205.206        0.989
   1  9 10       31.1406         0.7834       204.581        1.003
   1  9 11       31.0211         0.7828       203.951        1.017
   1  9 12       30.9047         0.7820       203.316        1.030
   1  9 13       30.7913         0.7810       202.677        1.044
   1  9 14       30.6811         0.7799       202.033        1.057
   1  9 15       30.5740         0.7786       201.385        1.070
   1  9 16       30.4702         0.7771       200.733        1.083
   1  9 17       30.3696         0.7754       200.077        1.096
   1  9 18       30.2722         0.7736       199.417        1.109
   1  9 19       30.1783         0.7716       198.753        1.122
   1  9 20       30.0877         0.7693       198.086        1.135
   1  9 21       30.0005         0.7669       197.415        1.156
   1  9 22       29.9167         0.7644       196.741        1.176
   1  9 23       29.8364         0.7616       196.064        1.196
   1  9 24       29.7596         0.7586       195.384        1.216
   1  9 25       29.6864         0.7555       194.701        1.236
   1  9 26       29.6167         0.7522       194.015        1.255
   1  9 27       29.5506         0.7487       193.327        1.274
   1  9 28       29.4881         0.7450       192.637        1.293
   1  9 29       29.4292         0.7412       191.944        1.312
   1  9 30       29.3739         0.7371       191.250        1.331
   1  9 31       29.3223         0.7329       190.554        1.349
   1 10  0       32.8027         0.7777       210.336        0.863
   1 10  1       32.6572         0.7786       209.760        0.877
   1 10  2       32.5141         0.7794       209.179        0.890
   1 10  3       32.3737         0.7801       208.593        0.904
   1 10  4       32.2358         0.7806       208.002        0.917
   1 10  5       32.1005         0.7809       207.406        0.931
   1 10  6       31.9680         0.7811       206.804        0.944
   1 10  7       31.8382         0.7811       206.198        0.958
   1 10  8       31.7112         0.7810       205.587        0.971
   1 10  9       31.5870         0.7807       204.971        0.984
   1 10 10       31.4658         0.7802       204.350        0.998
   1 10 11       31.3475         0.7796       203.725        1.011
   1 10 12       31.2322         0.7788       203.095        1.024
   1 10 13       31.1199         0.7778       202.461        1.037
   1 10 14       31.0107         0.7767       201.823        1.050
   1 10 15       30.9047         0.7754       201.180        1.063
   1 10 16       30.8019         0.7739       200.534        1.076
   1 10 17       30.7022         0.7722       199.883        1.089
   1 10 18       30.6058         0.7704       199.229        1.101
   1 10 19       30.5128         0.7683       198.571        1.114
   1 10 20       30.4230         0.7661       197.910        1.129
   1 10 21       30.3366         0.7637       197.245        1.149
   1 10 22       30.2536         0.7612       196.577        1.168
   1 10 23       30.1741         0.7584       195.907        1.188
   1 10 24       30.0980         0.7555       195.233        1.207
   1 10 25       30.0254         0.7524       194.556        1.227
   1 10 26       29.9563         0.7491       193.877        1.246
   1 10 27       29.8908         0.7456       193.196        1.265
   1 10 28       29.8288         0.7420       192.512        1.283
   1 10 29       29.7703         0.7381       191.827        1.302
   1 10 30       29.7155         0.7341       191.140        1.320
   1 10 31       29.6643         0.7300       190.451        1.337
   1 11  0       33.1156         0.7747       210.068        0.861
   1 11  1       32.9714         0.7756       209.496        0.874
   1 11  2       32.8298         0.7764       208.919        0.887
   1 11  3       32.6906         0.7770       208.336        0.900
   1 11  4       32.5541         0.7775       207.749        0.913
   1 11  5       32.4201         0.7778       207.157        0.927
   1 11  6       32.2888         0.7779       206.560        0.940
   1 11  7       32.1603         0.7780       205.958        0.953
   1 11  8       32.0345         0.7778       205.351        0.966
   1 11  9       31.9116         0.7775       204.740        0.979
   1 11 10       31.7915         0.7770       204.124        0.992
   1 11 11       31.6743         0.7764       203.503        1.005
   1 11 12       31.5601         0.7755       202.879        1.018
   1 11 13       31.4490         0.7746       202.250        1.031
   1 11 14       31.3409         0.7734       201.617        1.044
   1 11 15       31.2359         0.7721       200.979        1.056
   1 11 16       31.1340         0.7706       200.338        1.069
   1 11 17       31.0353         0.7689       199.694        1.081
   1 11 18       30.9398         0.7671       199.045        1.093
   1 11 19       30.8476         0.7650       198.393        1.105
   1 11 20       30.7587         0.7628       197.738        1.122
   1 11 21       30.6731         0.7605       197.079        1.142
   1 11 22       30.5909         0.7579       196.417        1.161
   1 11 23       30.5121         0.7552       195.752        1.180
   1 11 24       30.4367         0.7523       195.085        1.199
   1 11 25       30.3647         0.7492       194.415        1.218
   1 11 26       30.2962         0.7459       193.742        1.237
   1 11 27       30.2312         0.7425       193.068        1.255
   1 11 28       30.1697         0.7388       192.391        1.273
   1 11 29       30.1118         0.7351       191.712        1.291
