*F(0)/B(1)       tel     strip     center (1)      error (1) 
         0        11        27        1392.47        0.41715
         0        11        28        910.242       0.147214
         0        11        28        996.966       0.144542
         0        11        28        1067.06       0.160686
         0        11        28        1352.63       0.181239
         0        11        29        930.389        1.14327
         0        11        29        1025.79       0.947833
         0        11        29        1098.19        1.93119
         0        11        29        1100.68       0.550083
         0        11        30        891.469       0.140868
         0        11        30        977.745       0.147605
         0        11        30        1047.09       0.149805
         0        11        30        1331.43       0.179158
         0        11        31        844.433       0.473728
         0        11        31         923.29       0.403134
         0        11        31        986.683        0.41117
         0        11        31        1245.25       0.839288
         1         0         0        872.816       0.194641
         1         0         0        965.146       0.213522
         1         0         0        1040.29       0.267548
         1         0         0        1347.27       0.304736
         1         0         1        863.119       0.332191
         1         0         1        955.018       0.298899
         1         0         1        1030.12       0.300979
         1         0         1        1334.04       0.302991
         1         0         2        883.364       0.165493
         1         0         2        976.843        0.15643
         1         0         2        1052.45       0.159129
         1         0         2        1360.28       0.186088
         1         0         3        842.419       0.247812
         1         0         3        934.044       0.236345
         1         0         3        1008.45       0.209038
         1         0         3        1310.43       0.269384
         1         0         4        854.856       0.159189
         1         0         4        947.196       0.172142
         1         0         4        1022.93       0.160376
         1         0         4        1329.32       0.221049
         1         0         5        847.652       0.261068
         1         0         5        939.533       0.211933
         1         0         5        1014.46       0.206767
         1         0         5        1317.16       0.230978
         1         0         6        872.225       0.143591
         1         0         6        964.456       0.159306
         1         0         6         1038.6       0.168243
         1         0         6        1342.19       0.189219
         1         0         7        847.719       0.247006
         1         0         7         939.27       0.213237
         1         0         7        1013.48       0.203422
         1         0         7         1314.8       0.262366
         1         0         8        890.667       0.170186
         1         0         8        983.683        0.15242
         1         0         8        1058.76       0.153746
         1         0         8        1365.05       0.189882
         1         0         9        892.695       0.264819
         1         0         9         984.96       0.223521
         1         0         9         1058.9       0.222982
         1         0         9        1360.75       0.239214
         1         0        10        897.769         0.1752
         1         0        10        990.885       0.177489
         1         0        10        1066.16       0.171687
         1         0        10        1373.63       0.192315
         1         0        11        862.515       0.242906
         1         0        11        953.108       0.271524
         1         0        11        1027.37       0.219818
         1         0        11        1327.95       0.212835
         1         0        12        899.952       0.157361
         1         0        12        993.141       0.164603
         1         0        12        1068.33       0.166984
         1         0        12        1375.72       0.207623
         1         0        13        858.767       0.246048
         1         0        13        949.727        0.21996
         1         0        13         1023.5       0.213322
         1         0        13        1323.19       0.226294
         1         0        14        870.228       0.149538
         1         0        14         962.38         0.1626
         1         0        14        1036.51       0.160785
         1         0        14        1339.44        0.19723
         1         0        15         866.07       0.275303
         1         0        15         957.78       0.241743
         1         0        15        1031.94       0.214231
         1         0        15        1332.38       0.224351
         1         0        16        898.826        0.15975
         1         0        16         991.96        0.14433
         1         0        16        1067.57       0.192884
         1         0        16        1375.14       0.226746
         1         0        17        848.134       0.234894
         1         0        17        938.648       0.226798
         1         0        17        1013.37       0.231897
         1         0        17        1312.83       0.267319
         1         0        18        993.102       0.168222
         1         0        18        1085.82       0.166708
         1         0        18        1161.68       0.173063
         1         0        18        1468.85       0.225836
         1         0        19        860.309       0.234711
         1         0        19        951.858       0.230018
         1         0        19        1026.74        0.18681
         1         0        19        1328.06        0.30505
         1         0        20        916.815       0.170062
         1         0        20        1011.01       0.160182
         1         0        20        1086.84       0.161386
         1         0        20        1395.49       0.210853
         1         0        21        874.477       0.224981
         1         0        21        966.972         0.2488
         1         0        21        1041.39       0.259853
         1         0        21        1344.82       0.240638
         1         0        22        884.379        0.16503
         1         0        22        977.145       0.170266
         1         0        22         1052.3       0.173821
         1         0        22        1357.88       0.207635
         1         0        23        888.567        0.23848
         1         0        23        979.835       0.266014
         1         0        23        1054.96       0.189241
         1         0        23        1356.78       0.229896
         1         0        24        914.162       0.177915
         1         0        24        1007.41       0.165194
         1         0        24        1083.13       0.190075
         1         0        24        1391.78       0.210505
         1         0        25        867.852       0.258598
         1         0        25        959.146       0.219001
         1         0        25        1033.03       0.210383
         1         0        25        1334.85        0.22736
         1         0        26         913.26       0.169833
         1         0        26        1005.97       0.169185
         1         0        26        1081.61       0.162556
         1         0        26        1388.94       0.220072
         1         0        27        872.671       0.264842
         1         0        27        964.521       0.250534
         1         0        27        1039.43       0.206437
         1         0        27        1342.04       0.263466
         1         0        28        907.213       0.171627
         1         0        28         1000.7       0.165269
         1         0        28        1076.57       0.163472
         1         0        28        1385.02       0.219433
         1         0        29        835.971       0.293284
         1         0        29        926.343       0.252744
         1         0        29        1000.82       0.217755
         1         0        29        1299.42       0.248739
         1         0        30        936.118       0.165772
         1         0        30        1029.91       0.171043
         1         0        30        1106.46       0.176526
         1         0        30        1415.94       0.208251
         1         0        31        897.747       0.285588
         1         0        31        989.983       0.381266
         1         0        31        1063.44       0.481077
         1         0        31        1367.29       0.559655
         1         1         0        859.877       0.196828
         1         1         0        952.316        0.17069
         1         1         0        1027.22       0.172801
         1         1         0        1331.89       0.231275
         1         1         1         822.51       0.210842
         1         1         1        912.872       0.221291
         1         1         1        986.313       0.196477
         1         1         1        1283.69       0.281942
         1         1         2         891.66       0.140304
         1         1         2        985.193        0.13843
         1         1         2        1060.83        0.14422
         1         1         2         1369.2       0.171879
         1         1         3        851.728        0.20602
         1         1         3        941.577       0.186396
         1         1         3         1014.6       0.167345
         1         1         3        1310.36       0.197438
         1         1         4        842.865       0.142494
         1         1         4        934.232       0.142378
         1         1         4        1008.08       0.137774
         1         1         4        1308.68       0.180442
         1         1         5        856.742       0.236305
         1         1         5        947.503       0.175104
         1         1         5        1020.95       0.180126
         1         1         5         1318.3       0.203543
         1         1         6        882.986       0.138523
         1         1         6        976.459       0.149708
         1         1         6           1052       0.138919
         1         1         6        1359.21       0.164416
         1         1         7        798.212       0.232139
         1         1         7        888.762       0.178627
         1         1         7        960.864       0.188067
         1         1         7        1256.02       0.183279
         1         1         8         842.77       0.140864
         1         1         8        933.265       0.137039
         1         1         8        1006.61       0.139466
         1         1         8        1303.91       0.179711
         1         1         9        858.453       0.188784
         1         1         9         948.15       0.177229
         1         1         9        1020.55       0.175213
         1         1         9        1315.74        0.21733
         1         1        10        914.105       0.138419
         1         1        10        1006.64       0.140087
         1         1        10        1082.19       0.137826
         1         1        10         1387.6       0.175239
         1         1        11        861.621       0.236265
         1         1        11        951.763       0.170576
         1         1        11           1025       0.161814
         1         1        11        1321.75       0.207505
         1         1        12        902.213       0.135064
         1         1        12        994.454       0.132732
         1         1        12        1069.61        0.12991
         1         1        12        1374.87       0.176299
         1         1        13        857.905       0.229783
         1         1        13        948.046       0.184051
         1         1        13         1020.8       0.179651
         1         1        13        1316.51       0.199641
         1         1        14         897.08       0.144319
         1         1        14        990.079       0.140021
         1         1        14        1065.16       0.133407
         1         1        14         1371.2       0.161367
         1         1        15         853.55       0.191563
         1         1        15        943.912       0.166106
         1         1        15        1016.36       0.157979
         1         1        15        1312.57       0.200028
         1         1        16         888.99       0.144938
         1         1        16        981.767       0.136324
         1         1        16        1057.06       0.141698
         1         1        16        1363.04       0.161185
         1         1        17        845.717       0.264799
         1         1        17        936.519       0.195615
         1         1        17        1009.92       0.158094
         1         1        17        1306.81       0.194208
         1         1        18        875.575       0.140585
         1         1        18        968.172       0.153147
         1         1        18        1043.48       0.151921
         1         1        18           1349        0.17952
         1         1        19        859.581       0.202061
         1         1        19        949.586       0.188573
         1         1        19        1022.47       0.188582
         1         1        19        1317.66       0.217068
         1         1        20        920.165        0.14561
         1         1        20        1013.36       0.152904
         1         1        20        1089.08       0.153685
         1         1        20        1396.74       0.167097
         1         1        21        868.909       0.219454
         1         1        21        958.709       0.178973
         1         1        21        1031.87       0.165383
         1         1        21        1326.21        0.21356
         1         1        22        898.342       0.152169
         1         1        22        991.082       0.140449
         1         1        22        1065.99       0.142851
         1         1        22        1371.57       0.187081
         1         1        23          852.2       0.245014
         1         1        23        943.259       0.212611
         1         1        23        1016.29       0.172726
         1         1        23        1313.61       0.199733
         1         1        24         903.89       0.153996
         1         1        24        996.166       0.152683
         1         1        24        1071.06       0.134204
         1         1        24        1375.08       0.167056
         1         1        25        864.386       0.206992
         1         1        25         954.71       0.212996
         1         1        25        1028.08       0.179286
         1         1        25        1325.18       0.215373
         1         1        26        911.404       0.146026
         1         1        26        1004.43        0.14078
         1         1        26        1079.72        0.13995
         1         1        26        1385.86        0.17487
         1         1        27        868.789       0.249565
         1         1        27        959.699       0.206248
         1         1        27        1033.03       0.168026
         1         1        27        1330.01       0.217789
         1         1        28        860.262       0.136849
         1         1        28        953.516       0.144813
         1         1        28        1028.93       0.148607
         1         1        28         1335.6       0.181617
         1         1        29        881.131       0.234583
         1         1        29        971.593       0.225636
         1         1        29        1044.94       0.197541
         1         1        29        1341.54       0.218205
         1         1        30         884.34        0.15411
         1         1        30        976.677       0.146607
         1         1        30        1051.04       0.143012
         1         1        30        1355.02       0.197029
         1         1        31         883.54       0.268877
         1         1        31        974.088       0.291999
         1         1        31        1047.51       0.278155
         1         1        31        1346.32       0.388526
         1         2         0        898.587       0.225059
         1         2         0         990.83       0.179343
         1         2         0        1064.41       0.225639
         1         2         0        1366.18        0.30727
         1         2         1        849.199       0.183806
         1         2         1        941.237       0.190105
         1         2         1        1015.48       0.208902
         1         2         1        1318.51       0.293496
         1         2         2          900.9       0.178643
         1         2         2        992.246       0.142383
         1         2         2        1066.05        0.17158
         1         2         2        1367.68       0.197644
         1         2         3        857.719       0.168612
         1         2         3        949.055       0.201699
         1         2         3        1023.02        0.19006
         1         2         3        1325.48       0.279209
         1         2         4        875.028       0.148927
         1         2         4        966.052       0.157045
         1         2         4        1040.46       0.155762
         1         2         4        1341.78       0.205373
         1         2         5        847.065        0.19094
         1         2         5        939.041       0.179752
         1         2         5        1012.79       0.209519
         1         2         5        1314.47       0.276342
         1         2         6        879.094       0.160692
         1         2         6        970.942       0.139208
         1         2         6        1044.55       0.155873
         1         2         6        1346.32        0.20299
         1         2         7        852.019       0.190157
         1         2         7        943.657       0.199132
         1         2         7        1018.02       0.197144
         1         2         7        1320.56       0.299508
         1         2         8        900.995       0.167056
         1         2         8        992.841       0.145278
         1         2         8        1067.25       0.146172
         1         2         8        1370.88       0.174336
         1         2         9        883.266       0.195903
         1         2         9        975.062       0.192865
         1         2         9        1049.32       0.211476
         1         2         9        1353.15       0.248592
         1         2        10         909.85       0.152271
         1         2        10        1000.87       0.148614
         1         2        10        1074.43       0.145049
         1         2        10        1372.91        0.18371
         1         2        11        883.209       0.178041
         1         2        11        974.629       0.210804
         1         2        11        1048.62       0.204509
         1         2        11        1351.16       0.286439
         1         2        12        902.632       0.156513
         1         2        12          993.7        0.14707
         1         2        12        1067.94       0.152025
         1         2        12        1369.35       0.198201
         1         2        13        875.025       0.216344
         1         2        13        967.276       0.214446
         1         2        13        1041.01       0.238959
         1         2        13        1344.97       0.276082
         1         2        14        861.985        0.13653
         1         2        14        952.525       0.151274
         1         2        14        1025.96       0.153696
         1         2        14           1325       0.168974
         1         2        15        881.094        0.20388
         1         2        15        973.044        0.19013
         1         2        15         1047.1       0.202793
         1         2        15        1351.24       0.257625
         1         2        16        900.683       0.153786
         1         2        16        992.208       0.151762
         1         2        16        1065.46       0.156834
         1         2        16        1367.58       0.207008
         1         2        17        883.454       0.197002
         1         2        17        975.461       0.179097
         1         2        17        1049.88        0.19437
         1         2        17        1352.85       0.314713
         1         2        18        882.459       0.134612
         1         2        18        972.626       0.142148
         1         2        18        1046.19       0.159505
         1         2        18        1344.44       0.195309
         1         2        19        868.697        0.17945
         1         2        19        984.459        0.38146
         1         2        19        1033.31       0.195038
         1         2        19        1333.27        0.29534
         1         2        20        911.122       0.159326
         1         2        20        1002.07       0.155386
         1         2        20        1075.65       0.158689
         1         2        20        1377.15       0.196727
         1         2        21        871.793       0.204153
         1         2        21        963.628       0.206379
         1         2        21        1036.89       0.202178
         1         2        21         1339.4        0.28217
         1         2        22        887.879       0.151256
         1         2        22        979.536        0.14756
         1         2        22        1053.13       0.148934
         1         2        22        1353.62         0.1839
         1         2        23        899.144        0.18427
         1         2        23         990.47       0.202919
         1         2        23        1064.98       0.184484
         1         2        23        1367.69       0.297624
         1         2        24        869.218       0.157499
         1         2        24        959.944       0.154178
         1         2        24        1033.31       0.156698
         1         2        24        1332.01       0.171342
         1         2        25        877.447       0.192961
         1         2        25        969.579        0.18031
         1         2        25        1043.14       0.235749
         1         2        25        1346.37       0.286344
         1         2        26        911.393       0.144292
         1         2        26        1002.45       0.165691
         1         2        26        1076.17       0.157089
         1         2        26        1377.21       0.173264
         1         2        27        866.851       0.170732
         1         2        27        958.302       0.176941
         1         2        27        1031.95       0.200019
         1         2        27        1334.39       0.291596
         1         2        28        884.576       0.167375
         1         2        28        975.728       0.151714
         1         2        28        1049.27       0.155083
         1         2        28        1349.41       0.183715
         1         2        29        896.717       0.189905
         1         2        29        988.697       0.190034
         1         2        29        1063.01       0.187154
         1         2        29        1365.29       0.295122
         1         2        30        897.493       0.160274
         1         2        30        988.791       0.158292
         1         2        30           1063       0.165075
         1         2        30        1365.58        0.18865
         1         2        31        872.101       0.196789
         1         2        31        963.615        0.20468
         1         2        31         1037.6       0.206067
         1         2        31        1338.43       0.275434
         1         3         0        816.166       0.199736
         1         3         0        903.209       0.183437
         1         3         0         973.51       0.206069
         1         3         0         1259.2       0.253394
         1         3         1        813.997       0.205412
         1         3         1        904.015       0.238994
         1         3         1        977.268       0.230099
         1         3         1        1275.36       0.198054
         1         3         2        794.404       0.148542
         1         3         2        880.998       0.155192
         1         3         2        951.071       0.157479
         1         3         2        1236.14       0.170077
         1         3         3        804.386       0.221938
         1         3         3         894.35       0.210679
         1         3         3        967.282        0.24074
         1         3         3        1263.56       0.236806
         1         3         4        825.357       0.150583
         1         3         4         911.65        0.15477
         1         3         4        981.776        0.18557
         1         3         4        1267.19       0.201577
         1         3         5        826.098       0.201229
         1         3         5        916.434       0.187598
         1         3         5        988.591       0.231326
         1         3         5        1284.77       0.303221
         1         3         8        793.201       0.302678
         1         3         8        844.694       0.157042
         1         3         8        931.329       0.147107
         1         3         8        1001.13       0.151956
         1         3        11        855.479       0.183656
         1         3        11        944.917       0.192852
         1         3        11        1017.73       0.199467
         1         3        11        1313.92       0.380918
         1         3        12        843.337       0.158549
         1         3        12         930.55       0.152955
         1         3        12        1001.25       0.146636
         1         3        12        1289.37       0.170781
         1         3        13        863.856       0.231464
         1         3        13        953.983       0.216405
         1         3        13        1027.14       0.247172
         1         3        13        1323.37       0.207884
         1         3        14        860.818       0.160894
         1         3        14        947.891       0.158391
         1         3        14        1018.95       0.145716
         1         3        14        1306.64       0.177734
         1         3        15         799.23       0.202719
         1         3        15        960.937       0.223287
         1         3        15        988.508        0.29054
         1         3        15        1255.89       0.217626
         1         3        16        803.996          0.158
         1         3        16        890.122       0.136074
         1         3        16        959.308       0.140039
         1         3        16        1242.38       0.170368
         1         3        17        818.602       0.177692
         1         3        17        907.684       0.225401
         1         3        17        980.546        0.20638
         1         3        17        1277.58       0.228111
         1         3        18        822.695       0.143323
         1         3        18        908.953       0.155586
         1         3        18         979.21       0.143902
         1         3        18        1263.52       0.182751
         1         3        19        845.555        0.19088
         1         3        19        935.064       0.207696
         1         3        19        1008.58       0.211278
         1         3        19        1305.01       0.200561
         1         3        20        836.924       0.146705
         1         3        20         924.17       0.142358
         1         3        20        994.109       0.150575
         1         3        20        1279.75       0.203629
         1         3        21        806.227       0.218663
         1         3        21        895.124        0.20256
         1         3        21        968.529       0.212583
         1         3        21        1263.95       0.182169
         1         3        22        849.997       0.143653
         1         3        22        936.836       0.150979
         1         3        22        1006.94       0.149146
         1         3        22        1292.36       0.171716
         1         3        23        842.717       0.207866
         1         3        23        1006.11       0.261296
         1         3        23        1033.33       0.361588
         1         3        23        1304.82       0.197848
         1         3        24        831.049       0.133388
         1         3        24        917.321       0.139408
         1         3        24        987.175       0.142595
         1         3        24        1271.44       0.188041
         1         3        25        861.618       0.179294
         1         3        25        951.276       0.203896
         1         3        25        1024.29       0.270671
         1         3        25        1322.54       0.196153
         1         3        26        843.886       0.134958
         1         3        26        929.801       0.141733
         1         3        26         999.65       0.133457
         1         3        26        1283.59       0.234348
         1         3        27        862.347       0.181036
         1         3        27        952.301       0.205401
         1         3        27         1026.1        0.22068
         1         3        27        1324.95        0.21536
         1         3        28        882.369       0.153789
         1         3        28        969.769       0.140049
         1         3        28        1040.47       0.165224
         1         3        28        1329.96       0.179125
         1         3        29        845.795       0.197844
         1         3        29        935.049       0.205558
         1         3        29        1008.84        0.23265
         1         3        29        1306.56       0.198222
         1         3        30        849.123       0.145695
         1         3        30        936.138       0.149152
         1         3        30        1006.45       0.157507
         1         3        30        1293.79       0.191504
         1         3        31        870.685       0.193549
         1         3        31        960.725       0.187857
         1         3        31        1033.54       0.242043
         1         3        31        1328.83       0.348388
         1         4         0        857.978       0.170036
         1         4         0        946.248       0.158294
         1         4         0         1018.1        0.16469
         1         4         0        1310.44       0.212232
         1         4         1        837.602       0.142461
         1         4         1        926.819       0.132633
         1         4         1        998.301       0.159111
         1         4         1         1290.4       0.281214
         1         4         2        870.855       0.123944
         1         4         2         959.74       0.138372
         1         4         2        1031.49        0.12757
         1         4         2        1324.74       0.150006
         1         4         3        833.788       0.145971
         1         4         3        922.938       0.152627
         1         4         3        994.871       0.175097
         1         4         3        1288.87       0.251155
         1         4         4        831.018       0.128935
         1         4         4        918.717       0.133542
         1         4         4        989.763        0.12752
         1         4         4        1279.62       0.170032
         1         4         5        807.345       0.143042
         1         4         5        895.203       0.152762
         1         4         5        967.115       0.158755
         1         4         5        1258.58       0.345045
         1         4         6        809.109       0.135541
         1         4         6        897.975       0.133999
         1         4         6        969.805       0.127005
         1         4         6        1262.36       0.160439
         1         4         7        851.772       0.152175
         1         4         7        939.508       0.162892
         1         4         7        1011.31       0.155037
         1         4         7        1302.41       0.263409
         1         4         8        853.899       0.133712
         1         4         8        942.708       0.135989
         1         4         8        1014.03       0.141396
         1         4         8        1305.93       0.160211
         1         4         9        874.996       0.148036
         1         4         9        964.091       0.160119
         1         4         9        1036.72       0.166498
         1         4         9        1331.39       0.292832
         1         4        10        891.323       0.141978
         1         4        10        979.802       0.126303
         1         4        10        1051.13       0.132956
         1         4        10        1341.69       0.169385
         1         4        11        848.092       0.133668
         1         4        11        937.129       0.168895
         1         4        11        1008.65        0.16588
         1         4        11        1301.99       0.267309
         1         4        12        888.438       0.139347
         1         4        12        977.125       0.143108
         1         4        12        1049.29       0.137099
         1         4        12        1342.18       0.173362
         1         4        13        886.153       0.149715
         1         4        13         975.66       0.148194
         1         4        13        1047.82       0.153231
         1         4        13        1342.91       0.254873
         1         4        14        871.886        0.12175
         1         4        14        960.924       0.127019
         1         4        14        1032.42       0.121707
         1         4        14        1325.63       0.162939
         1         4        15         882.59       0.154088
         1         4        15         972.72        0.15643
         1         4        15        1045.46       0.178326
         1         4        15        1342.63       0.271613
         1         4        16        846.972       0.137011
         1         4        16        935.384        0.12629
         1         4        16        1007.53       0.132171
         1         4        16        1300.28       0.161754
         1         4        17        838.728       0.144844
         1         4        17        927.538       0.143236
         1         4        17         999.71       0.176349
         1         4        17        1293.57       0.307495
         1         4        18        875.507       0.132401
         1         4        18        964.507       0.135276
         1         4        18        1036.02       0.122526
         1         4        18        1328.86        0.15997
         1         4        19        880.235       0.146141
         1         4        19        969.879       0.161714
         1         4        19        1042.23        0.18098
         1         4        19        1338.22       0.259039
         1         4        20        885.238       0.132678
         1         4        20        974.482        0.13089
         1         4        20        1046.93       0.124913
         1         4        20        1340.96       0.163976
         1         4        21        896.029       0.135023
         1         4        21        985.117       0.157295
         1         4        21        1057.79       0.162188
         1         4        21        1353.11       0.272981
         1         4        22         870.29       0.124017
         1         4        22        959.348       0.128595
         1         4        22         1031.6       0.134915
         1         4        22        1327.57       0.165023
         1         4        23        905.183       0.152275
         1         4        23        994.725       0.176832
         1         4        23        1068.38        0.17278
         1         4        23        1365.54       0.354253
         1         4        24        886.898        0.12928
         1         4        24        976.177       0.141399
         1         4        24        1049.28       0.127617
         1         4        24        1343.96       0.180507
         1         4        25        924.049        0.14991
         1         4        25        1013.98       0.159754
         1         4        25        1086.69       0.159481
         1         4        25        1382.34       0.314172
         1         4        26        854.427       0.132766
         1         4        26        943.539       0.131912
         1         4        26        1016.01       0.130527
         1         4        26        1310.55       0.159649
         1         4        27        899.209       0.146824
         1         4        27        988.384       0.163919
         1         4        27         1061.2       0.169368
         1         4        27        1356.66       0.293925
         1         4        28        881.226       0.131114
         1         4        28        970.697       0.128943
         1         4        28        1042.44       0.138703
         1         4        28        1337.12       0.167183
         1         4        29        894.137       0.140064
         1         4        29        983.926       0.172316
         1         4        29        1057.26       0.163915
         1         4        29        1354.89       0.345119
         1         4        30        948.673       0.142242
         1         4        30        1038.25       0.141885
         1         4        30         1111.2       0.143907
         1         4        30        1407.57       0.193408
         1         4        31        866.575       0.177324
         1         4        31        956.516       0.180164
         1         4        31         1029.1       0.187634
         1         4        31        1323.32       0.322666
         1         5         0        794.601       0.225122
         1         5         0         880.85       0.251729
         1         5         0        950.146       0.248141
         1         5         0        1234.21       0.336464
         1         5         1        830.247       0.257941
         1         5         1        921.662       0.239554
         1         5         1        997.818       0.203459
         1         5         1        1300.56       0.215174
         1         5         2         832.79       0.138936
         1         5         2        922.469       0.143689
         1         5         2        995.019       0.132621
         1         5         2        1290.57       0.190672
         1         5         3        838.292       0.208098
         1         5         3        931.129       0.248624
         1         5         3        1007.66       0.192837
         1         5         3        1313.98       0.237528
         1         5         4        850.553       0.135004
         1         5         4         941.07       0.123727
         1         5         4        1014.08       0.135003
         1         5         4         1312.7       0.163569
         1         5         5        839.807       0.203954
         1         5         5        933.971        0.20579
         1         5         5        1009.67       0.191472
         1         5         5        1317.79       0.190892
         1         5         6        856.318       0.123453
         1         5         6        946.859       0.136413
         1         5         6        1020.49       0.130138
         1         5         6         1318.9       0.161758
         1         5         7        846.062       0.224077
         1         5         7        939.346       0.240088
         1         5         7         1015.1       0.166817
         1         5         7        1321.85       0.222234
         1         5         8        879.369       0.143577
         1         5         8        970.616       0.134336
         1         5         8        1043.57       0.146367
         1         5         8        1342.91       0.169085
         1         5         9        863.212       0.245133
         1         5         9         956.58       0.198348
         1         5         9        1032.31       0.181473
         1         5         9        1338.51       0.238755
         1         5        10        926.537       0.150758
         1         5        10        1016.21         0.1452
         1         5        10        1088.71       0.167712
         1         5        10        1383.42        0.21315
         1         5        11        847.338        0.34226
         1         5        11        937.567       0.256971
         1         5        11        1011.03        0.24648
         1         5        11        1305.98       0.245576
         1         5        12        831.178       0.179096
         1         5        12        917.477       0.190184
         1         5        12        987.802       0.187211
         1         5        12        1273.19       0.238021
         1         5        13        824.879       0.348042
         1         5        13        916.066       0.259401
         1         5        13         989.22       0.272563
         1         5        13        1286.34       0.286342
         1         5        14         861.99       0.174692
         1         5        14        948.435       0.178351
         1         5        14        1019.48       0.185207
         1         5        14         1306.6       0.210758
         1         5        15        826.043       0.331761
         1         5        15        918.634       0.224016
         1         5        15        993.021        0.18979
         1         5        15        1292.41       0.263331
         1         5        16        820.788       0.184666
         1         5        16        909.561        0.16598
         1         5        16        981.292       0.148978
         1         5        16        1273.11       0.237603
         1         5        17        824.064       0.290379
         1         5        17        916.138       0.234846
         1         5        17        989.754       0.224507
         1         5        17        1289.17       0.267357
         1         5        18        856.492       0.178399
         1         5        18        945.278       0.170985
         1         5        18        1017.17       0.152634
         1         5        18        1308.56       0.224119
         1         5        19        840.831       0.236239
         1         5        19        931.717       0.246392
         1         5        19        1004.38       0.241112
         1         5        19        1300.23       0.280681
         1         5        20        839.766       0.166623
         1         5        20        927.447       0.172417
         1         5        20        998.609       0.185603
         1         5        20        1287.98        0.24295
         1         5        21        826.696       0.301927
         1         5        21        917.962       0.223489
         1         5        21        991.614       0.282277
         1         5        21        1289.89       0.262361
         1         5        22        833.666         0.1706
         1         5        22        923.077       0.165499
         1         5        22        995.682       0.156153
         1         5        22        1289.26       0.217727
         1         5        23        873.851       0.255317
         1         5        23        966.924       0.245415
         1         5        23        1042.37       0.231164
         1         5        23        1348.92       0.250694
         1         5        24         865.44       0.135931
