*F(0)/B(1)       tel     strip     center (1)      error (1) 
         0         5        28        992.714        0.12619
         0         5        28        1062.53       0.138201
         0         5        28        1346.86       0.159507
         0         5        29        934.062       0.196229
         0         5        29        1018.59       0.341445
         0         5        29        1089.76       0.495157
         0         5        29        1379.24        0.40592
         0         5        30        909.331       0.125893
         0         5        30        995.165       0.115815
         0         5        30        1064.88       0.127041
         0         5        30        1348.01       0.174983
         0         5        31        931.454       0.212849
         0         5        31        1018.33       0.305798
         0         5        31        1089.24       0.361869
         0         5        31        1375.77       0.478961
         0         6         0        831.248       0.245583
         0         6         0        910.984       0.271768
         0         6         0         975.68       0.278197
         0         6         0        1239.54       0.320045
         0         6         1        872.975       0.172772
         0         6         1        1018.33       0.631553
         0         6         1        1019.26       0.759086
         0         6         1        1294.05        1.10558
         0         6         2        824.622       0.119228
         0         6         2        904.117       0.138009
         0         6         2        968.431       0.137255
         0         6         2        1229.24       0.156229
         0         6         3        895.809        0.41522
         0         6         3        978.653       0.582116
         0         6         3        1046.44       0.958544
         0         6         3        1324.99       0.567856
         0         6         4        835.349       0.130476
         0         6         4         914.44       0.125018
         0         6         4        978.617       0.145475
         0         6         4        1240.35       0.166043
         0         6         5        887.729       0.703574
         0         6         5        972.651       0.677582
         0         6         5        1042.05       0.850904
         0         6         5        1321.46         0.3582
         0         6         6        834.613       0.125222
         0         6         6        913.457       0.123683
         0         6         6        977.318        0.12402
         0         6         6        1236.59       0.176779
         0         6         7         889.07        1.18595
         0         6         7         975.19       0.599451
         0         6         7        1045.01       0.692094
         0         6         7        1325.85       0.409854
         0         6         8        858.759       0.122665
         0         6         8        937.934       0.125887
         0         6         8        1002.63       0.128559
         0         6         8        1264.65       0.157472
         0         6         9        893.914        0.25322
         0         6         9        976.495        1.54252
         0         6         9        975.854       0.788072
         0         6         9        1043.91       0.629268
         0         6        10        820.078       0.115242
         0         6        10        899.654        0.12689
         0         6        10        963.648       0.124109
         0         6        10        1225.13        0.16318
         0         6        11        894.342       0.387888
         0         6        11         977.88       0.715628
         0         6        11        1044.43         1.7141
         0         6        11        1328.06       0.705681
         0         6        12         835.37       0.134364
         0         6        12        915.348       0.117623
         0         6        12        980.018        0.13145
         0         6        12         1242.9       0.160182
         0         6        13        872.698       0.273019
         0         6        13        952.328        1.50748
         0         6        13        1022.91       0.619823
         0         6        13        1302.33          0.349
         0         6        14        850.786       0.128187
         0         6        14        930.348       0.125253
         0         6        14        994.982       0.119267
         0         6        14        1257.56       0.152055
         0         6        15        958.034        1.23308
         0         6        15        1027.49       0.833347
         0         6        15        1026.21         2.2215
         0         6        15        1311.84       0.795386
         0         6        16        834.149         0.1177
         0         6        16        913.955       0.115036
         0         6        16        978.436        0.12013
         0         6        16         1241.6       0.145467
         0         6        17        898.494       0.407808
         0         6        17        979.014        1.85145
         0         6        17        1048.92       0.729069
         0         6        17        1333.14       0.411091
         0         6        18        841.458       0.115253
         0         6        18        921.919       0.116198
         0         6        18        987.195       0.122339
         0         6        18        1251.48       0.153959
         0         6        19        899.208        3.51742
         0         6        19        980.613       0.853845
         0         6        19        1052.78        0.87204
         0         6        19        1336.53       0.462341
         0         6        20        839.267       0.120216
         0         6        20         919.22       0.114283
         0         6        20        984.053       0.116929
         0         6        20        1247.55       0.159976
         0         6        21        893.304       0.320626
         0         6        21        974.805       0.844681
         0         6        21        1044.94       0.584219
         0         6        21        1326.73       0.550355
         0         6        22        839.502       0.117428
         0         6        22        919.869       0.121277
         0         6        22        985.225       0.122063
         0         6        22        1249.97       0.145493
         0         6        23        886.824       0.260612
         0         6        23        968.504        1.16551
         0         6        23        1036.01       0.890451
         0         6        23        1322.97        0.73529
         0         6        24        845.123       0.123862
         0         6        24        925.468       0.117734
         0         6        24        990.341       0.118125
         0         6        24        1255.83        0.15246
         0         6        25        902.625       0.234629
         0         6        25        1057.29        6.75335
         0         6        25        1055.44       0.830958
         0         6        25        1338.74       0.602827
         0         6        26        831.457       0.118028
         0         6        26        912.114       0.132093
         0         6        26        977.622       0.118871
         0         6        26        1243.19       0.155252
         0         6        27        906.971        11.5456
         0         6        27        981.738        1.11602
         0         6        27        1050.81       0.548556
         0         6        27        1337.12       0.381274
         0         6        28        848.602       0.119329
         0         6        28        929.137       0.116343
         0         6        28        994.434       0.124273
         0         6        28         1260.1       0.153377
         0         6        29        890.772        0.37538
         0         6        29        973.958       0.819604
         0         6        29        1044.57        2.43725
         0         6        29        1329.42       0.494557
         0         6        30        856.994       0.115386
         0         6        30        937.577       0.126072
         0         6        30        1003.19       0.126096
         0         6        30        1270.11       0.153459
         0         6        31        923.669       0.248687
         0         6        31        1076.24        3.55316
         0         6        31         1078.6       0.294604
         0         6        31         1352.7       0.626973
         0         7         0        886.853        0.15689
         0         7         0         972.51       0.161884
         0         7         0        1042.43       0.186726
         0         7         0        1326.81       0.229811
         0         7         1        891.138       0.244775
         0         7         1        975.343       0.220524
         0         7         1        1043.61       0.232293
         0         7         1        1320.64       0.347043
         0         7         2        909.044       0.133644
         0         7         2        994.955       0.139322
         0         7         2        1065.32        0.13336
         0         7         2        1348.62       0.177965
         0         7         4        879.236       0.132412
         0         7         4        963.329       0.130531
         0         7         4         1031.7       0.137671
         0         7         4        1309.18       0.156296
         0         7         5        913.325       0.258835
         0         7         5        997.102       0.356141
         0         7         5        1066.39       0.265328
         0         7         5        1344.91       0.317346
         0         7         6        898.269       0.130438
         0         7         6        983.658       0.144864
         0         7         6         1053.3       0.139457
         0         7         6        1335.36       0.158254
         0         7         7        917.805       0.299853
         0         7         7        1002.31       0.243447
         0         7         7           1071       0.240263
         0         7         7        1349.85        0.30632
         0         7         8        905.352       0.122074
         0         7         8         991.41       0.128229
         0         7         8         1061.4       0.142303
         0         7         8        1344.62       0.170369
         0         7         9        903.404       0.231656
         0         7         9        987.668       0.248654
         0         7         9        1056.37       0.272774
         0         7         9        1335.61       0.274235
         0         7        10        884.024        0.13022
         0         7        10        969.042       0.130891
         0         7        10        1038.78       0.132666
         0         7        10        1319.27       0.146841
         0         7        11        892.259       0.239969
         0         7        11        976.449        0.25651
         0         7        11        1045.68       0.292531
         0         7        11        1325.53       0.329641
         0         7        12        899.741        0.12541
         0         7        12        985.377       0.125225
         0         7        12        1054.92       0.144156
         0         7        12        1337.23       0.174395
         0         7        13        914.862       0.241181
         0         7        13        999.821       0.293861
         0         7        13        1067.93       0.243326
         0         7        13        1346.25       0.267995
         0         7        14        894.621       0.126841
         0         7        14        980.119       0.123066
         0         7        14        1049.96       0.127191
         0         7        14        1332.49       0.173836
         0         7        15        884.136       0.201051
         0         7        15        968.509        0.29943
         0         7        15        1036.55       0.259087
         0         7        15        1314.53        0.27613
         0         7        16        902.917       0.118003
         0         7        16         988.43       0.113437
         0         7        16        1058.11       0.131851
         0         7        16        1339.66         0.1639
         0         7        17         883.74        0.20624
         0         7        17        967.701       0.314213
         0         7        17         1036.2       0.216555
         0         7        17        1315.36       0.260257
         0         7        18        905.421       0.128999
         0         7        18        991.128       0.129579
         0         7        18        1061.22       0.141124
         0         7        18        1343.78       0.158591
         0         7        19        899.812        2.03259
         0         7        19        984.859       0.522908
         0         7        19        1052.85       0.408975
         0         7        19        1327.74        0.57266
         0         7        20        890.272       0.124138
         0         7        20         975.98       0.135185
         0         7        20        1045.84       0.136554
         0         7        20        1328.12       0.151199
         0         7        21        895.253       0.239584
         0         7        21        979.311       0.311128
         0         7        21        1047.79       0.262191
         0         7        21        1327.23       0.285283
         0         7        22        904.902       0.139901
         0         7        22        990.569       0.121498
         0         7        22        1060.28       0.134037
         0         7        22        1342.86       0.138677
         0         7        23        889.809       0.242523
         0         7        23        974.716       0.214412
         0         7        23        1043.55       0.231825
         0         7        23        1321.76       0.276239
         0         7        24        905.592       0.132824
         0         7        24        991.035       0.123064
         0         7        24        1060.46       0.129067
         0         7        24        1342.11       0.156271
         0         7        25        912.964         0.2241
         0         7        25        996.979       0.268276
         0         7        25        1066.09       0.239356
         0         7        25        1344.78       0.261188
         0         7        26        894.414       0.118168
         0         7        26        980.209       0.123952
         0         7        26        1050.09       0.128025
         0         7        26        1333.38       0.174564
         0         7        27        903.631       0.275451
         0         7        27        988.058       0.247217
         0         7        27        1056.95       0.222934
         0         7        27        1335.27       0.443966
         0         7        28         906.29        0.13149
         0         7        28        991.877        0.11923
         0         7        28        1061.57       0.127892
         0         7        28        1343.37       0.140889
         0         7        29        889.943       0.242404
         0         7        29        974.834       0.252951
         0         7        29        1043.56       0.214289
         0         7        29         1323.7       0.246717
         0         7        30        893.663       0.119519
         0         7        30        979.574       0.133082
         0         7        30        1049.21       0.139967
         0         7        30        1332.57        0.15617
         0         7        31         907.07        0.21717
         0         7        31        1058.63       0.362741
         0         7        31        1326.45        1.12469
         0         7        31        1338.25        0.38091
         0         8         0        872.091       0.181615
         0         8         0        957.987       0.188669
         0         8         0        1027.62       0.192897
         0         8         0        1310.79       0.253926
         0         8         1        913.343       0.139159
         0         8         1         1001.4       0.134987
         0         8         1        1072.43       0.158217
         0         8         1         1358.8        0.68032
         0         8         2        891.111       0.141276
         0         8         2        975.983        0.14211
         0         8         2        1045.08        0.14663
         0         8         2        1324.65       0.211523
         0         8         3        913.334       0.135081
         0         8         3        1000.97       0.126458
         0         8         3        1071.53       0.146847
         0         8         3        1357.48       0.399213
         0         8         4         901.17       0.137232
         0         8         4        986.653       0.137913
         0         8         4        1055.92       0.147433
         0         8         4        1337.68       0.190318
         0         8         5        901.179       0.136226
         0         8         5        987.952       0.136164
         0         8         5        1057.79       0.148353
         0         8         5        1341.46       0.452875
         0         8         6        873.762       0.141736
         0         8         6        959.328       0.144213
         0         8         6         1028.4       0.150124
         0         8         6        1310.39       0.202011
         0         8         7        922.249       0.147759
         0         8         7        1009.66       0.137605
         0         8         7        1080.62        0.16468
         0         8         7        1365.93       0.520856
         0         8         8         894.96        0.13723
         0         8         8        980.431       0.148401
         0         8         8        1049.72       0.142687
         0         8         8        1331.59       0.193814
         0         8         9        920.288       0.127673
         0         8         9        1008.21       0.139704
         0         8         9        1078.93       0.145626
         0         8         9        1365.39       0.752619
         0         8        10        890.961       0.148829
         0         8        10        976.424       0.153046
         0         8        10         1046.1       0.141262
         0         8        10        1328.12       0.181401
         0         8        11        909.339         0.1323
         0         8        11        997.083       0.131219
         0         8        11        1067.67       0.162487
         0         8        11        1353.89       0.639342
         0         8        12        886.968       0.135697
         0         8        12        972.516       0.138511
         0         8        12        1041.53       0.152012
         0         8        12        1323.37       0.204588
         0         8        13        917.272       0.136144
         0         8        13         1004.7       0.138422
         0         8        13        1075.52       0.164861
         0         8        13        1362.38       0.623319
         0         8        14        887.311       0.130898
         0         8        14        972.758        0.13999
         0         8        14        1041.71       0.148452
         0         8        14        1321.85       0.174237
         0         8        15        937.365       0.130914
         0         8        15        1024.68       0.128782
         0         8        15        1095.24       0.157186
         0         8        15         1382.9       0.529011
         0         8        16        885.481       0.123703
         0         8        16        970.954       0.135156
         0         8        16        1039.71       0.147241
         0         8        16        1320.91       0.171416
         0         8        17         933.58       0.134647
         0         8        17        1021.37         0.1334
         0         8        17        1092.05       0.169393
         0         8        17        1379.33       0.603767
         0         8        18         875.69       0.143352
         0         8        18        960.466       0.143652
         0         8        18        1029.92       0.132888
         0         8        18        1310.26       0.198287
         0         8        19        943.153       0.137536
         0         8        19        1030.73       0.152937
         0         8        19        1102.81       0.173704
         0         8        19         1390.4       0.608756
         0         8        20        881.016       0.136894
         0         8        20        966.332       0.134647
         0         8        20        1035.89       0.142478
         0         8        20        1317.41       0.190843
         0         8        21        926.122       0.138181
         0         8        21        1014.07       0.145703
         0         8        21        1085.68       0.154233
         0         8        21        1372.58       0.505805
         0         8        22        885.483       0.134125
         0         8        22        970.919       0.147801
         0         8        22         1039.9       0.162707
         0         8        22        1321.82       0.205317
         0         8        23        904.867       0.131694
         0         8        23         992.88       0.139087
         0         8        23        1064.31       0.170742
         0         8        23        1350.68       0.741115
         0         8        24        883.993       0.134873
         0         8        24        969.008       0.129134
         0         8        24        1037.68       0.145256
         0         8        24        1318.63       0.187882
         0         8        25        941.343       0.124148
         0         8        25        1029.49       0.131913
         0         8        25        1100.97       0.163767
         0         8        25        1389.82       0.480234
         0         8        26        891.231       0.129242
         0         8        26        976.201       0.138159
         0         8        26        1045.93       0.146731
         0         8        26        1326.79       0.189003
         0         8        27        936.402       0.139725
         0         8        27         1024.9       0.133056
         0         8        27        1096.24       0.161055
         0         8        27        1384.14       0.429624
         0         8        28        885.078       0.127512
         0         8        28        970.242       0.144063
         0         8        28        1040.36       0.143371
         0         8        28        1321.86       0.166782
         0         8        29         937.24       0.126683
         0         8        29        1025.91       0.129238
         0         8        29        1097.98       0.162252
         0         8        29        1387.45       0.597053
         0         8        30         890.91       0.137114
         0         8        30        976.016       0.139016
         0         8        30        1045.48       0.138813
         0         8        30        1326.88       0.195933
         0         8        31        927.764       0.158916
         0         8        31        1017.02       0.164163
         0         8        31        1089.14       0.147896
         0         8        31        1382.35       0.377715
         0         9         0        882.097       0.183708
         0         9         0        966.642       0.177363
         0         9         0        1035.42       0.193375
         0         9         0        1315.29       0.241977
         0         9         1        918.304       0.149952
         0         9         1        1003.09       0.165145
         0         9         1        1071.88       0.261524
         0         9         1        1352.98       0.727435
         0         9         2         888.57       0.136277
         0         9         2        973.034       0.162268
         0         9         2        1041.66       0.161681
         0         9         2        1320.45       0.184883
         0         9         3        926.978       0.141788
         0         9         3        1068.94        1.71558
         0         9         3        1081.15       0.345242
         0         9         3        1361.86       0.578468
         0         9         4        884.848        0.14285
         0         9         4        968.823        0.13309
         0         9         4        1036.74       0.158553
         0         9         4        1314.48       0.182217
         0         9         5        928.211       0.151044
         0         9         5        1012.71       0.233717
         0         9         5        1080.87       0.347963
         0         9         5        1364.34       0.477783
         0         9         6        896.011       0.135747
         0         9         6        980.238       0.133636
         0         9         6        1048.94       0.144692
         0         9         6        1326.78       0.187087
         0         9         7        917.979       0.138059
         0         9         7        1002.17       0.245628
         0         9         7        1070.32       0.367489
         0         9         7        1353.66       0.429015
         0         9         8        886.716       0.142699
         0         9         8        971.143       0.135419
         0         9         8        1039.48       0.152818
         0         9         8        1317.57        0.17702
         0         9         9        928.423       0.139513
         0         9         9        1013.38       0.207429
         0         9         9        1082.34       0.317365
         0         9         9        1365.39       0.664708
         0         9        10        871.739       0.137804
         0         9        10        955.691        0.13785
         0         9        10        1023.97       0.153672
         0         9        10        1301.38       0.173426
         0         9        11        915.137       0.139795
         0         9        11        999.489       0.244749
         0         9        11        1068.64       0.343446
         0         9        11        1350.88       0.503784
         0         9        12        892.732       0.128935
         0         9        12        977.461       0.135228
         0         9        12        1046.35       0.136081
         0         9        12        1324.86       0.178675
         0         9        13        919.367       0.161391
         0         9        13        1004.14       0.293557
         0         9        13        1073.04       0.325692
         0         9        13        1359.45       0.684415
         0         9        14        880.655       0.147449
         0         9        14        965.039       0.136744
         0         9        14        1033.54       0.151774
         0         9        14        1311.54       0.179501
         0         9        15        951.693       0.133802
         0         9        15         1036.4       0.197276
         0         9        15        1104.76       0.364039
         0         9        15        1386.63       0.642003
         0         9        16        883.542        0.13435
         0         9        16        967.372       0.128631
         0         9        16        1035.39       0.155282
         0         9        16        1312.66       0.198001
         0         9        17        918.937        0.13933
         0         9        17        1003.36       0.188568
         0         9        17        1071.66       0.280006
         0         9        17        1352.31       0.839799
         0         9        18        876.375        0.14508
         0         9        18        960.789       0.139895
         0         9        18        1028.97        0.14629
         0         9        18        1307.02       0.187851
         0         9        19        923.423       0.153501
         0         9        19        1007.89       0.215277
         0         9        19        1076.78       0.354205
         0         9        19        1360.85       0.472702
         0         9        20        869.764       0.146934
         0         9        20        953.879       0.143995
         0         9        20        1021.85       0.148844
         0         9        20        1300.12       0.193827
         0         9        21        930.036       0.134433
         0         9        21        1014.94       0.213334
         0         9        21        1083.22       0.327099
         0         9        21        1366.63       0.524367
         0         9        22        904.253       0.136209
         0         9        22        988.567       0.139787
         0         9        22         1056.5       0.155123
         0         9        22        1334.77       0.183146
         0         9        23        942.884       0.154104
         0         9        23        1028.02       0.188751
         0         9        23        1096.74       0.287422
         0         9        23        1379.89       0.779934
         0         9        24        890.421       0.145402
         0         9        24        975.033       0.138664
         0         9        24        1044.05       0.141867
         0         9        24        1323.83       0.213551
         0         9        25        935.018       0.150638
         0         9        25        1020.37       0.214431
         0         9        25        1088.88       0.427014
         0         9        25        1374.71       0.591724
         0         9        26        889.466       0.146616
         0         9        26        973.657       0.151514
         0         9        26        1042.15       0.146847
         0         9        26        1320.35       0.181861
         0         9        27        941.519       0.150836
         0         9        27        1026.37       0.188069
         0         9        27        1094.98       0.364449
         0         9        27        1379.79       0.409354
         0         9        28        897.006       0.130196
         0         9        28        981.349       0.130819
         0         9        28        1050.13       0.146119
         0         9        28        1328.94       0.179501
         0         9        29        921.073       0.135419
         0         9        29        1070.61        5.47942
         0         9        29        1075.03       0.292139
         0         9        29         1359.1       0.583415
         0         9        30        913.785       0.139954
         0         9        30        998.664        0.13993
         0         9        30         1067.3       0.138848
         0         9        30        1346.87        0.18312
         0         9        31        937.799        0.17536
         0         9        31        1023.66       0.195918
         0         9        31        1092.52       0.235097
         0         9        31        1376.59        0.37711
         0        10         0         886.09       0.144913
         0        10         0        974.041       0.143006
         0        10         0        1045.08        0.13042
         0        10         0        1332.62        0.16707
         0        10         1        929.509       0.135313
         0        10         1        1018.23       0.162157
         0        10         1         1089.8       0.203956
         0        10         1        1382.89       0.260435
         0        10         2        891.596       0.117547
         0        10         2        978.949       0.122625
         0        10         2         1049.5       0.123219
         0        10         2        1336.12       0.160809
         0        10         3        965.059        0.16611
         0        10         3        1054.47       0.212838
         0        10         3        1126.92       0.257381
         0        10         3        1423.94       0.270692
         0        10         4        916.877       0.118747
         0        10         4        1003.53       0.118442
         0        10         4        1074.41       0.116505
         0        10         4        1361.23       0.154858
         0        10         5        961.322       0.179971
         0        10         5         1123.4       0.243837
         0        10         5        1129.53         2.7323
         0        10         5         1420.3        0.26634
         0        10         6         920.39       0.113906
         0        10         6        1007.53       0.117214
         0        10         6         1078.5       0.125068
         0        10         6        1367.07       0.163324
         0        10         7        955.496        0.18088
         0        10         7         1045.3       0.210256
         0        10         7         1117.8       0.249387
         0        10         7        1415.29        0.22966
         0        10         8        887.043       0.120913
         0        10         8         974.01       0.121406
         0        10         8        1044.29       0.128791
         0        10         8        1330.53       0.167569
         0        10         9        936.593       0.158191
         0        10         9        1025.24       0.206955
         0        10         9        1098.52       0.210788
         0        10         9        1395.73       0.260094
         0        10        10        892.885       0.121517
         0        10        10        980.029       0.120491
         0        10        10        1050.38       0.131325
         0        10        10        1338.31       0.141712
         0        10        11        946.638       0.152388
         0        10        11        1035.33       0.211438
         0        10        11           1108       0.229788
         0        10        11        1404.11       0.230384
         0        10        12        885.584        0.11897
         0        10        12        972.856       0.120436
         0        10        12        1043.37       0.128477
         0        10        12        1329.98       0.148215
         0        10        13        944.854       0.161631
         0        10        13        1032.84       0.204695
         0        10        13        1106.38       0.222208
         0        10        13        1402.14       0.231606
         0        10        14        916.048       0.114985
         0        10        14        1003.03       0.111893
         0        10        14        1073.53       0.112719
         0        10        14        1360.17       0.162802
         0        10        15          946.1       0.151157
         0        10        15        1034.52       0.225737
         0        10        15        1106.61       0.263193
         0        10        15        1402.47       0.234449
         0        10        16        913.379       0.123974
         0        10        16        1000.88       0.115037
         0        10        16        1071.39       0.121191
         0        10        16         1359.2       0.156231
         0        10        17        939.827       0.148661
         0        10        17        1099.83        4.71939
         0        10        17        1100.58       0.254777
         0        10        17        1396.47       0.230239
         0        10        18        912.381       0.117638
         0        10        18        999.311       0.121636
         0        10        18        1069.82       0.120857
         0        10        18        1356.87       0.142808
         0        10        19        953.822       0.158028
         0        10        19        1042.65       0.216651
         0        10        19        1115.52       0.246323
         0        10        19        1412.55       0.240853
         0        10        20        916.494        0.12198
         0        10        20        1003.41       0.117905
         0        10        20        1074.18       0.126124
         0        10        20        1361.89       0.166083
         0        10        21         973.48       0.173686
         0        10        21        1062.15       0.282098
         0        10        21        1135.58       0.261822
         0        10        21        1432.53       0.210064
         0        10        22        901.002       0.117141
         0        10        22          988.5       0.120381
         0        10        22        1059.56        0.11766
         0        10        22        1348.03       0.176632
         0        10        23        947.954       0.160981
         0        10        23        1036.16       0.228111
         0        10        23        1109.21       0.216326
         0        10        23        1405.07       0.278282
         0        10        24        906.059       0.113952
         0        10        24        993.382       0.118421
         0        10        24        1064.07       0.118602
         0        10        24        1351.28       0.143631
         0        10        25        908.373       0.196899
         0        10        25        995.171       0.262231
         0        10        25        1065.91       0.312642
         0        10        25        1356.63       0.349141
         0        10        26        912.996       0.121843
         0        10        26        999.973       0.112351
         0        10        26        1070.43       0.115825
         0        10        26        1357.52       0.150878
         0        10        27        963.865       0.156746
         0        10        27         1052.7       0.231491
         0        10        27        1125.85        0.26651
         0        10        27        1422.88       0.276774
         0        10        28        910.556       0.121906
         0        10        28        997.862       0.119192
         0        10        28        1068.41       0.125637
         0        10        28        1356.21       0.147324
         0        10        29         947.47       0.135966
         0        10        29        1036.88       0.207503
         0        10        29        1108.88       0.272438
         0        10        29         1406.1       0.242265
         0        10        30        920.923       0.113601
         0        10        30        1008.15       0.121783
         0        10        30        1078.73       0.125917
         0        10        30        1366.55       0.162499
         0        10        31        954.745       0.156033
         0        10        31        1044.28       0.184809
         0        10        31        1116.67       0.208922
         0        10        31        1410.76       0.349758
         0        11         0        911.563       0.136892
         0        11         0        998.133       0.138305
         0        11         0        1068.08       0.146937
         0        11         0        1353.58       0.188889
         0        11         1        947.128       0.542785
         0        11         1        1036.99       0.552064
         0        11         1        1113.54       0.546819
         0        11         1           1410       0.464274
         0        11         2        901.194       0.135382
         0        11         2        987.998       0.127759
         0        11         2         1057.8       0.120861
         0        11         2        1343.66       0.171914
         0        11         3        931.961       0.660314
         0        11         3        1098.78       0.442511
         0        11         3        1125.66        1.17784
         0        11         3        1392.24       0.648606
         0        11         4        887.827       0.119993
         0        11         4        974.231       0.122248
         0        11         4        1043.92       0.128865
         0        11         4        1329.22       0.159524
         0        11         5        939.644       0.494108
         0        11         5        1032.29       0.430053
         0        11         5        1105.31       0.393284
         0        11         5        1399.89       0.367294
         0        11         6        909.621       0.120438
         0        11         6        995.791       0.119462
         0        11         6        1065.53       0.132847
         0        11         6        1349.81       0.154862
         0        11         7         879.55        10.7393
         0        11         7        1028.28       0.454895
         0        11         7        1101.91       0.411789
         0        11         7        1396.91       0.366352
         0        11         8        896.328       0.123885
         0        11         8        983.374       0.124463
         0        11         8        1053.65       0.118558
         0        11         8        1339.45        0.15153
         0        11         9        925.621       0.630301
         0        11         9        1092.07       0.416829
         0        11         9        1119.14       0.739447
         0        11         9        1386.53       0.404123
         0        11        10        899.423       0.126036
         0        11        10        985.998       0.125632
         0        11        10        1056.27       0.129781
         0        11        10        1341.59       0.155524
         0        11        11        939.831        1.09223
         0        11        11        1106.42       0.483075
         0        11        11        1133.05       0.498605
         0        11        11         1399.6       0.410009
         0        11        12        904.822       0.127711
         0        11        12        991.829       0.114697
         0        11        12        1061.93       0.114804
         0        11        12        1347.82       0.154268
         0        11        13        934.163       0.759778
         0        11        13         1027.1       0.901117
         0        11        13        1100.66        0.49784
         0        11        13        1396.06        0.37627
         0        11        14        911.065       0.119372
         0        11        14         997.52       0.120882
         0        11        14        1067.16       0.118468
         0        11        14        1352.33       0.153855
         0        11        15        949.332        0.41611
         0        11        15        1045.32       0.465381
         0        11        15        1117.29       0.497105
         0        11        15        1412.11       0.479019
         0        11        16        917.198       0.122451
         0        11        16        1003.53       0.112657
         0        11        16        1073.28       0.120929
         0        11        16        1357.89       0.152362
         0        11        17        944.873       0.908792
         0        11        17        1107.55       0.868508
         0        11        17        1108.26        0.48766
         0        11        17        1402.95       0.466893
         0        11        18        903.152       0.125303
         0        11        18        989.721       0.119454
         0        11        18        1059.42        0.12238
         0        11        18        1344.74        0.15905
         0        11        19        936.181       0.898274
         0        11        19        1029.92       0.773039
         0        11        19        1104.43       0.365747
         0        11        19        1397.57       0.401445
         0        11        20        900.384       0.117422
         0        11        20        987.086       0.123767
         0        11        20        1057.23       0.118474
         0        11        20         1343.1       0.150636
         0        11        21        935.761       0.631874
         0        11        21        1104.33       0.493212
         0        11        21        1127.31        1.80974
