*telnum  csinum     ch      err_ch       theta(deg)  theta_min (deg)   theta_max      energy  err_energy       CsI V  err_CsI V
    8      2  413.769     3.13181           70.705           70.485      70.925      44.952     1.26741    0.607835  0.00562107  
    8      2  379.611     1.31743           71.695           71.475      71.915     39.7111     1.22149    0.544151   0.0024409  
    8      2  349.755     1.26819           72.685           72.465      72.905     34.6358     1.18059    0.490452  0.00232026  
    8      2  315.204     2.54408           73.675           73.455      73.895     29.7028     1.14722    0.426179    0.004614  
    8      3  392.632     2.49935           70.265           70.045      70.485     47.3386     1.28899    0.587544  0.00484967  
    8      3  359.441     1.23291           71.475           71.255      71.695     40.8608     1.23131    0.525306  0.00229164  
    8      3  318.924     6.52992           72.685           72.465      72.905     34.6358     1.18059    0.447289   0.0127313  
    8      3  286.637    0.986956           73.895           73.675      74.115     28.6225     1.14125    0.385949  0.00191748  
    9      2  468.039     2.61419           70.045           69.825      70.265      48.548     1.29993    0.648719  0.00462584  
    9      2  425.575      3.8568           71.145           70.925      71.365     42.6038     1.24644    0.576755  0.00645496  
    9      2  384.685     2.15981           72.245           72.025      72.465     36.8753     1.19792    0.505887  0.00380105  
    9      2  358.719     1.89347           73.345           73.125      73.565     31.3367     1.15719    0.461713  0.00317259  
    9      3  440.356     3.95004           69.935           69.715      70.155      49.155     1.30552    0.661137  0.00727667  
    9      3  400.401     1.74695           71.035           70.815      71.255     43.1882      1.2516    0.588312  0.00327358  
    9      3  368.196     1.11288           72.135           71.915      72.355     37.4391     1.20248    0.527556  0.00203105  
    9      3  332.8     2.76739           73.235           73.015      73.455      31.883     1.16077    0.461842  0.00529539  
   10      2  453.017     25.9199           71.365           71.145      71.585     41.6171     1.23198    0.620668   0.0455655  
   10      2  403.48     5.30728           72.575           72.355      72.795     35.3952     1.17919     0.53641   0.0092663  
   10      2  361.968    0.999093           73.785           73.565      74.005     29.3977     1.13657    0.464271  0.00168534  
   10      2  316.037     2.73566           74.995           74.775      75.215     23.5599     1.11222    0.384054  0.00469993  
   10      3  402.487      3.3078           70.485           70.265      70.705     46.3046     1.27447    0.585668  0.00593139  
   10      3  360.924     51.1076           71.695           71.475      71.915     39.8956     1.21687    0.511525   0.0911204  
   10      3  320.945      10.907           72.905           72.685      73.125     33.7393     1.16632     0.43968   0.0197315  
   10      3  288.727     1.42731           74.115           73.895      74.335     27.7935      1.1276    0.383105   0.0025273  
   11      2  369.883     2.72128           73.675           73.455      73.895     29.8652     1.14204    0.426773  0.00424225  
   11      2  325.786     2.71551           74.885           74.665      75.105     24.0034     1.11643    0.356319   0.0044412  
   11      2  277.803     1.51879           76.095           75.875      76.315     18.1821     1.12788    0.280016   0.0024696  
   11      2  235.127      6.3576           77.305           77.085      77.525     12.1048     1.24389    0.212671  0.00964438  
   11      3  367.704     2.45341           72.355           72.135      72.575     36.4488     1.18976    0.499078  0.00413089  
   11      3    326     18.8128           73.565           73.345      73.785      30.405     1.14537    0.427573   0.0327217  
   11      3  284.457     2.16199           74.775           74.555      74.995     24.5322     1.11771    0.356105  0.00367858  
   11      3  235.453      4.0533           75.985           75.765      76.205     18.7153     1.12426    0.271558  0.00669416  
