*telnum  csinum       CsI V        err_CsI V      energy      err_energy
    7      2     0.26726      0.000915782     38.2195          1.13585  
    7      2    0.241418      0.000525184     33.6832           1.0864  
    7      2    0.210937       0.00100666     29.2361          1.04286  
    7      3    0.339999       0.00153468     51.3246          1.29072  
    7      3    0.314248        0.0011625      46.497           1.2326  
    7      3    0.289514      0.000676209     41.7775          1.17675  
    7      3    0.263402      0.000763033     37.1639          1.12402  
    8      0    0.212112       0.00170588     32.3967          1.08269  
    8      0    0.190851       0.00152559      28.618          1.04822  
    8      0    0.167581      0.000593728     24.8786          1.02103  
    8      0    0.147084       0.00058859     21.1499          1.00511  
    8      1    0.225917       0.00226133     33.4365            1.093  
    8      1    0.199324      0.000479148     29.6438          1.05699  
    8      1    0.177428      0.000510764     25.8959          1.02752  
    8      1       0.155      0.000503849     22.1681          1.00795  
    8      2    0.115741      0.000592327     16.3356          1.01496  
    8      2   0.0966629      0.000348774     13.1071          1.05882  
    8      2   0.0812936      0.000540158      9.6178          1.17312  
    8      2   0.0615497       0.00103512     5.46131          1.64767  
    8      3     0.10837      0.000442748     15.6317          1.02106  
    8      3   0.0927544      0.000560553     12.7361          1.06685  
    8      3   0.0753083      0.000960961      9.6178          1.17312  
    8      3   0.0602443       0.00213065     5.99249          1.53695  
    9      0    0.210888      0.000860255     33.4398          1.09291  
    9      0    0.190486      0.000547494     29.6473          1.05689  
    9      0    0.169416      0.000630652     25.8998          1.02739  
    9      0    0.145783      0.000790363     22.1726          1.00778  
    9      1    0.203426      0.000891964     33.0927          1.08945  
    9      1    0.184928      0.000374417     29.3051          1.05392  
    9      1    0.162039       0.00056311     25.5607          1.02511  
    9      1    0.141565      0.000370326     21.8334          1.00665  
    9      2    0.111964      0.000413317     16.3413          1.01466  
    9      2   0.0967071       0.00119057     13.4817          1.05103  
    9      2   0.0798987      0.000882629     10.4358          1.13691  
    9      2    0.062872       0.00199476     6.99522          1.38609  
    9      3    0.119571      0.000691087     16.3413          1.01466  
    9      3   0.0981504      0.000622741      12.743          1.06637  
    9      3   0.0783651       0.00214434     8.79057          1.22226  
    9      3   0.0426127      0.000743428     3.64804          2.51873  
   10      0    0.212722      0.000390082     31.5836          1.06648  
   10      0    0.187639      0.000493568     27.8415          1.03235  
   10      0    0.167299      0.000506599     24.1386          1.00564  
   10      0    0.138971      0.000865915      20.445         0.990664  
   10      1    0.210129       0.00055534     29.8765          1.05018  
   10      1    0.189159      0.000339148     26.1549          1.01907  
   10      1    0.165627      0.000406709     22.4611          0.99701  
   10      1    0.137178      0.000640389     18.7562         0.989745  
   10      2    0.100172         0.001032     13.5471          1.03013  
   10      2   0.0863989         0.001107      11.332           1.0834  
   10      2   0.0718944       0.00126239     8.95769          1.18212  
   10      2   0.0556814       0.00140652     6.27123          1.44594  
   10      3     0.10701      0.000493813       15.32          1.00655  
   10      3   0.0948516      0.000300066      12.084          1.06083  
   10      3   0.0749748      0.000383602     8.53892          1.20921  
   10      3   0.0532834       0.00106798     4.06332          2.09411  
   11      0    0.169992      0.000683087     26.0771           1.0216  
   11      0    0.147888      0.000438923     22.0364          0.99893  
   11      0    0.127109      0.000387772      17.972         0.995705  
   11      0    0.101669      0.000483571     13.7772          1.03221  
   11      1    0.150091      0.000553711     22.7096          1.00173  
   11      1    0.133465       0.00028826     18.6545          0.99423  
   11      1    0.110974      0.000240462      14.493          1.02154  
   11      1   0.0878205      0.000356188     10.0049          1.13577  
   11      2   0.0465273       0.00839489      3.7352          2.35628  
   11      3    0.077298       0.00529732     9.60269          1.15458  
   11      3    0.067752      0.000855901     7.00878          1.35833  
   11      3   0.0525943       0.00104011      3.7352          2.35628  
