*telnum  csinum       CsI V        err_CsI V      energy      err_energy
    1      2    0.619093       0.00952513      97.196          2.53666  
    1      2    0.600903        0.0100003     94.1075          2.48244  
    1      2    0.581363       0.00867622     90.9801          2.42678  
    1      2    0.565764        0.0102103     87.8191          2.36982  
    1      3    0.614159       0.00914649     100.788          2.59871  
    1      3    0.600955       0.00980976     98.0308          2.55118  
    1      3    0.584511        0.0105145     95.2354          2.50234  
    1      3    0.565792       0.00408189     92.4061          2.45225  
    1      3    0.552573       0.00972636     89.5471          2.40104  
    2      0    0.618751       0.00874421     101.908          2.61677  
    2      0    0.597929       0.00954165     98.6147          2.56023  
    2      0    0.580151       0.00930599     95.2654          2.50174  
    2      0    0.565011        0.0111596     91.8674          2.44148  
    2      1    0.544612       0.00919659     94.1378          2.48184  
    2      1    0.526722       0.00874548     90.7251          2.42103  
    2      1    0.505372       0.00227695     87.2732          2.35868  
    2      1     0.49299       0.00911473     83.7892            2.295  
    2      2    0.526429       0.00826672     82.0373          2.26271  
    2      2    0.505794        0.0088917     78.5179          2.19735  
    2      2    0.485632       0.00101198     74.9835          2.13114  
    2      2    0.461915       0.00142372     71.4406          2.06427  
    2      3    0.550608       0.00992494     90.4389          2.41588  
    2      3    0.530067       0.00906615     86.6946          2.34816  
    2      3    0.506108       0.00182665      82.914          2.27889  
    2      3     0.48976       0.00847819     79.1057          2.20832  
    3      0    0.499517       0.00690421     79.4057          2.21365  
    3      0    0.475763       0.00161961     75.5799          2.14208  
    3      0    0.453002      0.000484559     71.7428          2.06971  
    3      0    0.437008       0.00721738     67.9027          1.99678  
    3      1    0.452156       0.00865214     69.3795          2.02487  
    3      1    0.431001       0.00869003     65.5413          1.95172  
    3      1    0.407783      0.000517494     61.7125          1.87848  
    3      1    0.386037      0.000660327     57.8999          1.80544  
    3      1     0.36698       0.00995877     54.1102          1.73289  
    3      2    0.275749       0.00486939     59.0709          1.82788  
    3      2    0.260486      0.000447108     55.2735          1.75514  
    3      2    0.242857       0.00174258      51.503          1.68318  
    3      2    0.227701      0.000482211     47.7646          1.61238  
    3      3    0.445724       0.00885092     68.7887          2.01364  
    3      3    0.423168       0.00116121     65.2464          1.94608  
    3      3    0.403126       0.00133026     61.7125          1.87848  
    3      3    0.382965       0.00167172     58.1925          1.81104  
    4      0     0.40441       0.00175414     66.0919          1.96392  
    4      0    0.388326      0.000632058     62.8481          1.90199  
    4      0    0.371345      0.000490277     59.6143          1.84015  
    4      0    0.351378      0.000427741     56.3946          1.77859  
    4      1    0.411484      0.000977218     66.9777          1.98079  
    4      1    0.394809      0.000626937     63.7319          1.91888  
    4      1    0.383514       0.00637309      60.495            1.857  
    4      1    0.360733       0.00127964     57.2711          1.79534  
    4      2    0.358935      0.000640527     52.0335          1.69545  
    4      2    0.344074      0.000597824     49.1486          1.64082  
    4      2    0.325911      0.000477761     46.2841          1.58703  
    4      2    0.308328      0.000847426     43.4415          1.53431  
    4      2    0.292678       0.00858331     40.6221          1.48296  
    4      3    0.348459      0.000519918      51.455          1.68445  
    4      3    0.332231      0.000478913      48.287          1.62457  
    4      3    0.308165      0.000361207     45.1443          1.56578  
    4      3    0.291449       0.00217432     42.0288          1.50844  
    5      0    0.425165      0.000502606     66.1016           1.9637  
    5      0    0.412289       0.00283144     62.8581          1.90175  
    5      0    0.389873      0.000980474     59.6248          1.83989  
    5      0    0.372253       0.00145379     56.4056          1.77832  
    5      1    0.476237      0.000603791     64.0366          1.92428  
    5      1    0.458465      0.000953797     60.7991          1.86237  
    5      1    0.436027      0.000754722     57.5743          1.80068  
    5      1    0.414599      0.000797111      54.366          1.73934  
    5      1    0.396547       0.00822488     51.1778          1.67866  
    5      2    0.402671        0.0010526     49.1608          1.64049  
    5      2    0.380758       0.00093188     46.0117          1.58133  
    5      2    0.359302      0.000482083     42.8894          1.52352  
    5      2    0.336327       0.00138725     39.7952          1.46739  
    5      3    0.579097      0.000766854     51.1778          1.67866  
    5      3     0.55097       0.00107483     48.0127          1.61883  
    5      3    0.517411      0.000709266     44.8731          1.56014  
    5      3    0.491095        0.0115788     41.7609          1.50289  
    6      0    0.360041      0.000774919     59.3745          1.83323  
    6      0    0.341427       0.00060742     55.8671          1.76603  
    6      0    0.320833      0.000585756      52.382           1.6994  
    6      0    0.305063      0.000405425     48.9234          1.63369  
    6      0    0.284543       0.00820505     45.4948          1.56921  
    6      1    0.355805      0.000856434      54.412          1.73816  
    6      1    0.333785      0.000301635     50.6492          1.66642  
    6      1    0.313103      0.000264709     46.9196          1.59591  
    6      1    0.291174      0.000713014     43.2272          1.52713  
    6      2    0.261648      0.000447644     40.9746          1.48586  
