*telnum  csinum       CsI V        err_CsI V      energy      err_energy
    2      2    0.732308        0.0120836     119.607          2.01708  
    2      2    0.707115        0.0088417     113.968          1.96331  
    2      2    0.678476        0.0104695     108.326           1.9079  
    2      2    0.648223         0.011394     102.696          1.85105  
    3      0    0.705229        0.0114631     115.709          1.97998  
    3      0    0.680362        0.0118192     110.067          1.92505  
    3      0    0.651827       0.00915075     104.432          1.86862  
    3      0    0.626645        0.0115063     98.8161          1.81088  
    3      1    0.624862        0.0134291     98.8161          1.81088  
    3      1    0.602567        0.0102373     93.6609          1.75662  
    3      1    0.576672       0.00955584     88.5427          1.70158  
    3      1    0.546244       0.00968743     83.4703          1.64597  
    3      2    0.392017       0.00751298     87.2699          1.68773  
    3      2    0.366637       0.00861316     81.3724          1.62267  
    3      2    0.345467       0.00799703     75.5536          1.55716  
    3      2    0.321229       0.00953494     69.8257          1.49152  
    3      3    0.639806        0.0106012     101.837          1.84212  
    3      3    0.610241        0.0111342     96.2345          1.78386  
    3      3    0.576653        0.0108149     90.6702           1.7246  
    3      3    0.543885         0.011967     85.1555          1.66456  
    4      0       0.574       0.00494153     99.2179          1.81576  
    4      0    0.549813       0.00656181     94.4876          1.76614  
    4      0     0.52547       0.00668631     89.7869          1.71586  
    4      0    0.500574       0.00686147     85.1228          1.66505  
    4      1    0.583566       0.00839627     100.081          1.82471  
    4      1    0.559507        0.0071695     95.3457          1.77522  
    4      1    0.531755      0.000809803     90.6391          1.72504  
    4      1    0.509652       0.00718257     85.9678          1.67432  
    4      2    0.510387       0.00317873     78.4177          1.59048  
    4      2    0.478068        0.0111228      73.871          1.53899  
    4      2    0.454094        0.0021072     69.3823          1.48747  
    4      2    0.426967       0.00120757     64.9569           1.4361  
    4      3    0.492922       0.00161181     78.0021          1.58581  
    4      3    0.459945        0.0022993     73.4604           1.5343  
    4      3    0.439349      0.000816233     68.9773          1.48279  
    4      3    0.410736       0.00080195     64.5579          1.43144  
    5      0     0.60708       0.00709513     97.9325          1.80221  
    5      0    0.579964        0.0074765     93.2099          1.75238  
    5      0    0.554979       0.00793968     88.5188          1.70193  
    5      0     0.53109       0.00995616     83.8662            1.651  
    5      1    0.670402        0.0107399     94.0664           1.7615  
    5      1    0.643871       0.00941042      89.369          1.71115  
    5      1    0.612275        0.0127583     84.7089          1.66029  
    5      1    0.584242      0.000669325     80.0927          1.60905  
    5      2    0.571174        0.0127212     73.4693          1.53416  
    5      2    0.537316       0.00109541     68.5822          1.47796  
    5      2    0.501064       0.00172656     63.7716          1.42196  
    5      2    0.464733       0.00126098     59.0433          1.36645  
    5      3    0.806994        0.0167304     75.1142           1.5529  
    5      3    0.761467       0.00113816     70.6096          1.50136  
    5      3    0.720869       0.00815519      66.167          1.44993  
    5      3    0.670507        0.0014164     61.7911          1.39876  
    6      0     0.51133       0.00848437     87.2778          1.68762  
    6      0    0.484214       0.00900209     82.2186          1.63188  
    6      0    0.456188       0.00912293     77.2159          1.57577  
    6      0     0.43101       0.00113399     72.2777          1.51949  
    6      1     0.50764       0.00931331     80.5444           1.6132  
    6      1    0.477916      0.000978177     75.1501          1.55232  
    6      1    0.448204       0.00154625      69.835          1.49137  
    6      1    0.418934      0.000761196      64.608          1.43056  
    6      2    0.372897        0.0013016     61.0451          1.38875  
    6      2    0.351505       0.00113728     56.7561          1.33811  
    6      2     0.32597      0.000923391     52.5426          1.28821  
    6      2    0.300122       0.00147892      48.407          1.23935  
    6      3    0.391473      0.000913802      65.806          1.44456  
    6      3    0.368414      0.000790975     61.4386          1.39339  
    6      3    0.342899      0.000963873     57.1429          1.34269  
    6      3    0.319872      0.000571591     52.9224           1.2927  
    7      0    0.420401       0.00928862     68.2736          1.47167  
    7      0    0.390591       0.00117372     63.0789          1.41089  
    7      0    0.360923      0.000518753     57.9828          1.35066  
    7      0    0.332797       0.00161113     52.9914          1.29136  
    7      1    0.389517        0.0104546     59.9307          1.37374  
    7      1    0.362673       0.00260009     54.5157          1.30949  
    7      1    0.328317       0.00070069     49.2261          1.24664  
    7      1    0.299145       0.00133582     44.0658          1.18585  
    7      2    0.287463        0.0114335     45.1606          1.19866  
    7      2    0.271435      0.000990245     41.1753          1.15235  
    7      2    0.242808       0.00347534     37.2689          1.10823  
    7      2    0.221737       0.00124525     33.4377          1.06704  
    7      3    0.337425        0.0102188     52.6119          1.28684  
    7      3    0.315572      0.000788393     48.8532          1.24222  
    7      3    0.296362       0.00134554     45.1606          1.19866  
    7      3    0.271452       0.00164694     41.5343          1.15647  
    8      2      0.1115      0.000463828     16.4999         0.990048  
    8      2   0.0915903      0.000399886     13.3196          1.02585  
    8      2   0.0703113      0.000449817     9.91413          1.12078  
    8      2   0.0455244      0.000728679     5.95707          1.47868  
    8      3    0.101585      0.000414926     15.4551         0.997815  
    8      3   0.0837151      0.000388195      12.219          1.04853  
    8      3   0.0612164      0.000364792      8.6905          1.18653  
    8      3   0.0361177       0.00119751     4.30342          1.93722  
    9      2    0.101497       0.00078581     15.8106         0.994547  
    9      2   0.0826104      0.000531374     12.5959          1.03965  
    9      2   0.0608247      0.000453216     9.11466          1.16048  
    9      2   0.0345462       0.00109202     4.90453          1.71622  
    9      3    0.110714      0.000671038     16.1587         0.991987  
    9      3    0.093803      0.000815348     13.3262          1.02543  
    9      3   0.0746334       0.00029758     10.3185          1.10502  
    9      3   0.0540303      0.000510753      6.9381          1.33872  
   10      2   0.0659866        0.0130393     10.8365          1.06448  
   10      2   0.0474333        0.0017081     7.61869          1.23398  
   10      2    0.020032       0.00865598     3.46969          2.41867  
   10      3   0.0944319       0.00804067     14.4574         0.989823  
   10      3   0.0832704       0.00174606     11.5859          1.04252  
   10      3   0.0646572      0.000916895     8.46784          1.16989  
   10      3   0.0418661       0.00172372     4.69863             1.72  
   11      0    0.137851       0.00329449     24.8364          0.99517  
   11      0    0.118232         0.012784     22.1549         0.980251  
   11      0    0.108045       0.00986786     19.4703         0.972981  
   11      1    0.124742        0.0142518     23.1599         0.985128  
   11      1    0.114055       0.00166314     20.4787         0.974623  
   11      1    0.102101        0.0118656     17.7806         0.973953  
