      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         3         8             4.09919          0.00442073
         0         0         3         8             2.98541           0.0048873
         0         0         3         8             2.34756           0.0051958
         0         0         3         8             1.93429           0.0055925
         0         0         3         8             1.64474          0.00596364
         0         0         3         8              1.4306          0.00620424
         0         0         3         8             1.26579           0.0062008
         0         0         3         8             1.13503          0.00626422
         0         0         3         8             1.02876          0.00650454
         0         0         3         8            0.940684          0.00650206
         0         0         3         8              0.8665          0.00643839
         0         0         3         8            0.803161          0.00667481
         0         0         3         8            0.748451          0.00676049
         0         0         3         8             0.70072          0.00661801
         0         0         3         8            0.658711          0.00675237
         0         0         3         8            0.621455          0.00680162
         0         0         3         8            0.588187          0.00673014
         0         0         3         8              0.5583          0.00701538
         0         0         3         8            0.531304          0.00697349
         0         0         3         8            0.506798          0.00681843
         0         1         3         8             4.60166          0.00574761
         0         1         3         8             3.18497          0.00543885
         0         1         3         8             2.43524          0.00576071
         0         1         3         8             1.97122          0.00540865
         0         1         3         8             1.65574          0.00592245
         0         1         3         8              1.4273          0.00571762
         0         1         3         8             1.25426          0.00602264
         0         1         3         8             1.11863          0.00621389
         0         1         3         8             1.00948          0.00608718
         0         1         3         8            0.919734          0.00632423
         0         1         3         8            0.844642          0.00642273
         0         1         3         8            0.780887          0.00641531
         0         1         3         8            0.726081          0.00667566
         0         1         3         8            0.678463          0.00667875
         0         1         3         8            0.636707          0.00661582
         0         1         3         8            0.599793          0.00688946
         0         1         3         8            0.566924          0.00693796
         0         1         3         8            0.537471          0.00680793
         0         1         3         8            0.510926          0.00706936
         0         1         3         8            0.486881          0.00694857
         0         2         3         8             4.39769           0.0054841
         0         2         3         8             3.12436          0.00641242
         0         2         3         8             2.42284          0.00569887
         0         2         3         8             1.97858          0.00583141
         0         2         3         8               1.672          0.00608705
         0         2         3         8             1.44768          0.00610028
         0         2         3         8             1.27643          0.00607804
         0         2         3         8             1.14141          0.00630126
         0         2         3         8             1.03222          0.00627095
         0         2         3         8            0.942103          0.00643426
         0         2         3         8            0.866455          0.00670313
         0         2         3         8            0.802052          0.00661844
         0         2         3         8            0.746561          0.00665271
         0         2         3         8            0.698251          0.00689651
         0         2         3         8            0.655814          0.00671893
         0         2         3         8            0.618239          0.00704661
