      *tel    numcsi               AZ2/E               Leff
         0         0             2.12364          0.00575431
         0         0             1.58318          0.00590757
         0         0               1.262          0.00621409
         0         0             1.04916          0.00654603
         0         0            0.897751          0.00672493
         0         0            0.784532          0.00678019
         0         0            0.696671          0.00684175
         0         0            0.626508          0.00692114
         0         0            0.569185          0.00697965
         0         0            0.521471          0.00700626
         0         0            0.481139            0.007031
         0         0            0.446598          0.00707209
         0         0            0.416683          0.00712994
         0         0            0.390525          0.00720507
         0         0            0.367457          0.00728769
         0         0            0.346962          0.00735851
         0         0            0.328633          0.00743305
         0         0            0.312143          0.00755956
         0         0            0.297229          0.00771721
         0         0            0.283675          0.00780202
         0         1             1.93857          0.00600364
         0         1             1.46543           0.0060758
         0         1             1.17793          0.00622012
         0         1            0.984739          0.00638551
         0         1            0.845989          0.00651324
         0         1             0.74151          0.00661187
         0         1                0.66          0.00672195
         0         1            0.594635           0.0068473
         0         1            0.541051          0.00696144
         0         1            0.496326          0.00705403
         0         1             0.45843          0.00712142
         0         1            0.425911          0.00716043
         0         1              0.3977          0.00720399
         0         1            0.372994          0.00730644
         0         1            0.351178          0.00744513
         0         1            0.331773          0.00755931
         0         1              0.3144          0.00766213
         0         1            0.298756          0.00781326
         0         1            0.284595          0.00799466
         0         1            0.271716          0.00809283
         0         2             2.15964          0.00621924
         0         2             1.59865          0.00628377
         0         2             1.26901          0.00641284
         0         2             1.05208          0.00657238
         0         2            0.898485           0.0067238
         0         2            0.784024          0.00686137
         0         2            0.695431          0.00695856
         0         2            0.624827          0.00701506
         0         2            0.567238          0.00709173
         0         2            0.519368          0.00721232
         0         2             0.47895          0.00732095
         0         2            0.444368          0.00736786
         0         2            0.414444          0.00740122
         0         2            0.388295          0.00750445
         0         2            0.365251          0.00765523
         0         2            0.344788          0.00778818
         0         2            0.326497          0.00791237
         0         2            0.310048          0.00807742
         0         2            0.295178           0.0082662
         0         2            0.281668           0.0083682
         0         3             1.49454          0.00645684
         0         3              1.1991          0.00653252
         0         3             1.00118          0.00668385
         0         3            0.859341          0.00684056
         0         3            0.752705          0.00693937
         0         3            0.669612          0.00700095
         0         3            0.603041          0.00709323
         0         3             0.54851          0.00721559
         0         3            0.503023          0.00730688
         0         3            0.464502          0.00735205
         0         3            0.431462          0.00740769
         0         3             0.40281          0.00750644
         0         3            0.377726          0.00760597
         0         3            0.355583          0.00765766
         0         3            0.335893          0.00771291
         0         3            0.318269          0.00787319
         0         3            0.302402           0.0081037
         0         3            0.288042          0.00829167
         0         3            0.274984          0.00842636
         0         3            0.263058          0.00849448
         1         0             2.60151          0.00555378
         1         0             1.84434          0.00575206
         1         0             1.42855          0.00614864
         1         0             1.16575          0.00662736
         1         0            0.984613          0.00690547
         1         0            0.852198          0.00699042
         1         0            0.751176          0.00706201
         1         0            0.671567          0.00716185
         1         0            0.607215          0.00725452
         1         0            0.554117          0.00732103
         1         0            0.509559           0.0073657
         1         0            0.471634          0.00739316
         1         0            0.438962          0.00742688
         1         0            0.410524          0.00751053
         1         0            0.385547           0.0076254
         1         0            0.363435          0.00771636
         1         0            0.343721          0.00779849
         1         0            0.326036          0.00794249
         1         0            0.310082          0.00812959
         1         0            0.295616          0.00823184
         1         1             2.23373          0.00634629
         1         1             1.65062          0.00638329
         1         1             1.30893          0.00645727
         1         1             1.08445           0.0065545
         1         1            0.925687          0.00666294
         1         1            0.807475          0.00677734
         1         1            0.716036          0.00687989
         1         1              0.6432          0.00696902
         1         1            0.583813          0.00704366
         1         1            0.534466          0.00710363
         1         1            0.492811          0.00716144
         1         1             0.45718          0.00722513
         1         1            0.426353          0.00729746
         1         1            0.399421          0.00738204
         1         1             0.37569          0.00747312
         1         1             0.35462          0.00755785
         1         1            0.335788          0.00765034
         1         1            0.318855          0.00779919
         1         1            0.303548          0.00798259
         1         1            0.289644          0.00808171
         1         2             1.91295          0.00644075
         1         2             1.45968          0.00648661
         1         2             1.18006          0.00657832
         1         2            0.990351          0.00668434
         1         2            0.853189           0.0067758
         1         2            0.749399          0.00686119
         1         2            0.668122           0.0069705
         1         2             0.60275          0.00710195
         1         2            0.549031          0.00720268
         1         2            0.504103           0.0072577
         1         2            0.465972          0.00730684
         1         2            0.433204          0.00737604
         1         2            0.404742          0.00746397
         1         2            0.379789          0.00756892
         1         2            0.357734          0.00767895
         1         2              0.3381          0.00776783
         1         2             0.32051           0.0078565
         1         2            0.304659          0.00801659
         1         2            0.290302          0.00822281
         1         2            0.277237          0.00833455
         1         3             2.37034          0.00582827
         1         3             1.69645          0.00592038
         1         3             1.32092          0.00610459
         1         3             1.08151          0.00632955
         1         3            0.915565          0.00651413
         1         3            0.793772          0.00666052
         1         3            0.700578          0.00679009
         1         3            0.626968          0.00690652
         1         3            0.567355          0.00699926
         1         3            0.518095          0.00706296
         1         3            0.476705          0.00712397
         1         3            0.441439          0.00721135
         1         3            0.411031          0.00730255
         1         3            0.384543          0.00735358
         1         3            0.361262          0.00739077
         1         3            0.340639          0.00749416
         1         3            0.322243          0.00765702
         1         3            0.305733          0.00783256
         1         3            0.290831          0.00800145
         1         3            0.277315           0.0080909
         2         0             1.95589          0.00609813
         2         0             1.48992          0.00618474
         2         0             1.20325          0.00635797
         2         0              1.0091           0.0065478
         2         0            0.868894          0.00667695
         2         0            0.762898          0.00675339
         2         0            0.679951          0.00680923
         2         0            0.613272          0.00685038
         2         0            0.558503          0.00691523
         2         0            0.512714          0.00701651
         2         0            0.473864          0.00712479
         2         0            0.440488          0.00721723
         2         0            0.411503          0.00729041
         2         0            0.386098           0.0073389
         2         0            0.363647          0.00738978
         2         0            0.343663          0.00751383
         2         0            0.325762          0.00769776
         2         0            0.309633          0.00787761
         2         0            0.295026          0.00803625
         2         0            0.281735          0.00811927
         2         1             2.56206          0.00517512
         2         1             1.75486           0.0053337
         2         1             1.33443          0.00565085
         2         1             1.07652          0.00603749
         2         1            0.902158          0.00629064
