      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         2         3             1.24748          0.00681707
         0         0         2         3            0.778654          0.00839701
         0         0         2         3            0.565957          0.00725559
         0         0         2         3            0.444529          0.00734046
         0         0         2         3            0.366002           0.0074491
         0         0         2         3            0.311054          0.00723582
         0         0         2         3            0.270451          0.00712947
         0         0         2         3            0.239224          0.00730476
         0         0         2         3            0.214462          0.00719757
         0         0         2         3            0.194345          0.00697649
         0         0         2         3            0.177679          0.00712676
         0         0         2         3            0.163645          0.00717379
         0         0         2         3            0.151666          0.00698803
         0         0         2         3            0.141321          0.00689688
         0         0         2         3            0.132297          0.00705038
         0         0         2         3            0.124356          0.00678637
         0         0         2         3            0.117315          0.00690727
         0         0         2         3            0.111028          0.00701837
         0         0         2         3            0.105381          0.00686078
         0         0         2         3            0.100281            0.006676
         0         1         2         3             1.17732          0.00752604
         0         1         2         3            0.734152          0.00704982
         0         1         2         3            0.533376          0.00668974
         0         1         2         3            0.418834          0.00714862
         0         1         2         3             0.34479          0.00701569
         0         1         2         3            0.292993          0.00710908
         0         1         2         3            0.254727          0.00728376
         0         1         2         3            0.225301          0.00712347
         0         1         2         3            0.201969           0.0070966
         0         1         2         3            0.183017          0.00724545
         0         1         2         3            0.167316          0.00703442
         0         1         2         3            0.154096          0.00721393
         0         1         2         3            0.142813          0.00722436
         0         1         2         3            0.133069          0.00699621
         0         1         2         3             0.12457          0.00710091
         0         1         2         3            0.117091          0.00721884
         0         1         2         3            0.110459          0.00701927
         0         1         2         3            0.104539          0.00696885
         0         1         2         3           0.0992204          0.00708659
         0         1         2         3           0.0944171          0.00689945
         0         2         2         3               1.121          0.00733146
         0         2         2         3            0.728697          0.00737803
         0         2         2         3            0.539793          0.00720332
         0         2         2         3            0.428668           0.0074172
         0         2         2         3            0.355485          0.00756474
         0         2         2         3            0.303646          0.00736675
         0         2         2         3            0.265002          0.00750494
         0         2         2         3            0.235084           0.0075255
         0         2         2         3            0.211235          0.00740429
         0         2         2         3             0.19178           0.0076445
         0         2         2         3            0.175606          0.00759127
         0         2         2         3            0.161949          0.00736346
         0         2         2         3            0.150262          0.00764233
         0         2         2         3            0.140148          0.00738794
         0         2         2         3             0.13131          0.00746515
         0         2         2         3            0.123521          0.00764531
         0         2         2         3            0.116604          0.00747128
         0         2         2         3             0.11042          0.00733065
         0         2         2         3             0.10486          0.00756315
         0         2         2         3           0.0998324          0.00734436
         0         3         2         3             1.02317          0.00705763
         0         3         2         3            0.660571          0.00766237
         0         3         2         3            0.487727          0.00762652
         0         3         2         3            0.386576          0.00742413
         0         3         2         3            0.320174          0.00758878
         0         3         2         3             0.27324          0.00736199
         0         3         2         3            0.238307          0.00763351
         0         3         2         3            0.211293          0.00752072
         0         3         2         3            0.189781          0.00733317
         0         3         2         3            0.172244          0.00756863
         0         3         2         3            0.157674          0.00727252
         0         3         2         3            0.145376          0.00748775
         0         3         2         3            0.134858          0.00726667
         0         3         2         3             0.12576          0.00740058
         0         3         2         3            0.117811          0.00743033
         0         3         2         3            0.110808          0.00711463
         0         3         2         3             0.10459          0.00737964
         0         3         2         3           0.0990333          0.00712989
         0         3         2         3           0.0940371          0.00731215
         0         3         2         3           0.0895208          0.00738866
         1         0         2         3             1.32952          0.00677183
         1         0         2         3            0.823634          0.00743601
         1         0         2         3            0.596619          0.00768453
         1         0         2         3            0.467707          0.00752264
         1         0         2         3            0.384605          0.00768172
         1         0         2         3            0.326579          0.00770358
         1         0         2         3            0.283766          0.00753487
         1         0         2         3            0.250878          0.00758804
         1         0         2         3            0.224821           0.0075741
         1         0         2         3            0.203667          0.00733268
         1         0         2         3            0.186152          0.00749303
         1         0         2         3            0.171411          0.00757013
         1         0         2         3            0.158833           0.0073642
         1         0         2         3            0.147975           0.0072509
         1         0         2         3            0.138507          0.00747518
         1         0         2         3            0.130177          0.00736089
         1         0         2         3            0.122792          0.00720625
         1         0         2         3            0.116201          0.00732711
         1         0         2         3            0.110281          0.00728426
         1         0         2         3            0.104934          0.00710041
         1         1         2         3             1.17464          0.00729884
         1         1         2         3            0.755998           0.0078984
         1         1         2         3            0.557357          0.00711962
         1         1         2         3            0.441382           0.0072923
         1         1         2         3            0.365358          0.00741606
         1         1         2         3            0.311675          0.00725362
         1         1         2         3            0.271747          0.00722335
         1         1         2         3            0.240887          0.00744448
         1         1         2         3            0.216322          0.00740904
         1         1         2         3            0.196303          0.00716906
         1         1         2         3            0.179675          0.00741511
         1         1         2         3            0.165644          0.00730484
         1         1         2         3            0.153646          0.00724557
         1         1         2         3            0.143269          0.00743979
         1         1         2         3            0.134205          0.00738741
         1         1         2         3            0.126219          0.00714424
         1         1         2         3             0.11913          0.00735639
         1         1         2         3            0.112796          0.00741527
         1         1         2         3              0.1071          0.00721406
         1         1         2         3            0.101953          0.00720277
         1         2         2         3             1.09725           0.0075139
         1         2         2         3            0.711106          0.00764024
         1         2         2         3            0.525998           0.0069745
         1         2         2         3            0.417356          0.00760895
         1         2         2         3            0.345911          0.00728007
         1         2         2         3            0.295351          0.00752246
         1         2         2         3            0.257686          0.00758106
         1         2         2         3            0.228541          0.00734842
         1         2         2         3            0.205319          0.00748939
         1         2         2         3            0.186381           0.0074597
         1         2         2         3            0.170641          0.00735748
         1         2         2         3            0.157353          0.00756851
         1         2         2         3            0.145985          0.00750283
         1         2         2         3            0.136149          0.00728194
         1         2         2         3            0.127554          0.00750431
         1         2         2         3            0.119981          0.00723023
         1         2         2         3            0.113256          0.00741015
         1         2         2         3            0.107245          0.00745537
         1         2         2         3             0.10184          0.00727882
         1         2         2         3           0.0969535          0.00733967
         1         3         2         3             1.10026          0.00678299
         1         3         2         3            0.712313          0.00681945
         1         3         2         3            0.526628          0.00722669
         1         3         2         3            0.417733          0.00700154
         1         3         2         3            0.346156          0.00726776
         1         3         2         3             0.29552          0.00717063
         1         3         2         3            0.257807          0.00718903
         1         3         2         3            0.228631          0.00738089
         1         3         2         3            0.205387          0.00723899
         1         3         2         3            0.186433          0.00711518
         1         3         2         3            0.170682          0.00736037
         1         3         2         3            0.157385          0.00708719
         1         3         2         3             0.14601          0.00721993
         1         3         2         3            0.136168          0.00731327
         1         3         2         3             0.12757          0.00710759
         1         3         2         3            0.119993          0.00706684
         1         3         2         3            0.113265          0.00720571
         1         3         2         3            0.107252          0.00695117
         1         3         2         3            0.101845          0.00714076
         1         3         2         3           0.0969571          0.00720671
         2         0         2         3             1.30738          0.00679538
         2         0         2         3            0.792316           0.0074796
         2         0         2         3            0.568389             0.00743
         2         0         2         3            0.443145          0.00737465
         2         0         2         3             0.36313          0.00709911
         2         0         2         3            0.307591          0.00723411
         2         0         2         3            0.266787          0.00729941
         2         0         2         3            0.235541          0.00711833
         2         0         2         3            0.210847          0.00708457
         2         0         2         3            0.190839          0.00727071
         2         0         2         3            0.174299          0.00721968
         2         0         2         3            0.160398          0.00699393
         2         0         2         3             0.14855          0.00726589
         2         0         2         3            0.138332          0.00702851
         2         0         2         3             0.12943           0.0070814
         2         0         2         3            0.121604          0.00722923
         2         0         2         3             0.11467          0.00710041
         2         0         2         3            0.108484          0.00696262
         2         0         2         3            0.102932          0.00715225
         2         0         2         3           0.0979204          0.00717517
         2         1         2         3             1.37078          0.00633622
         2         1         2         3            0.786277          0.00641947
         2         1         2         3             0.55123          0.00694205
         2         1         2         3            0.424371          0.00671793
         2         1         2         3            0.344978          0.00694803
         2         1         2         3            0.290609          0.00677261
         2         1         2         3            0.251045          0.00680083
         2         1         2         3            0.220962          0.00690289
         2         1         2         3            0.197318          0.00668865
         2         1         2         3            0.178244          0.00659052
         2         1         2         3            0.162533          0.00676988
         2         1         2         3            0.149368          0.00647742
         2         1         2         3            0.138175          0.00663078
         2         1         2         3            0.128543          0.00663052
         2         1         2         3            0.120166          0.00638259
         2         1         2         3            0.112814          0.00646008
         2         1         2         3             0.10631          0.00645081
         2         1         2         3            0.100515          0.00624793
         2         1         2         3           0.0953194          0.00643948
         2         1         2         3           0.0906343          0.00645698
         2         2         2         3             1.19551          0.00752956
         2         2         2         3            0.754737          0.00732933
         2         2         2         3             0.55143          0.00746705
         2         2         2         3            0.434411          0.00744002
         2         2         2         3            0.358363          0.00730402
         2         2         2         3            0.304974          0.00753639
         2         2         2         3             0.26543           0.0076256
         2         2         2         3            0.234964          0.00743184
         2         2         2         3            0.210771          0.00750559
         2         2         2         3            0.191096          0.00759783
         2         2         2         3             0.17478          0.00737914
         2         2         2         3            0.161031          0.00763664
         2         2         2         3            0.149287           0.0075886
         2         2         2         3             0.13914          0.00732008
         2         2         2         3            0.130285          0.00754448
         2         2         2         3            0.122489          0.00733171
         2         2         2         3            0.115574          0.00736792
         2         2         2         3            0.109397           0.0075131
         2         2         2         3            0.103848          0.00736787
         2         2         2         3           0.0988338          0.00723645
         2         3         2         3             1.33863          0.00659381
         2         3         2         3            0.800014          0.00695201
         2         3         2         3            0.570475          0.00719261
         2         3         2         3            0.443287          0.00730197
         2         3         2         3            0.362474          0.00739261
         2         3         2         3            0.306582          0.00715996
         2         3         2         3            0.265624          0.00717074
         2         3         2         3             0.23432          0.00730063
         2         3         2         3            0.209617          0.00716003
         2         3         2         3            0.189625             0.00702
         2         3         2         3            0.173115          0.00723944
         2         3         2         3             0.15925          0.00695165
         2         3         2         3            0.147441          0.00713857
         2         3         2         3            0.137262          0.00720364
         2         3         2         3            0.128398          0.00695484
         2         3         2         3            0.120609          0.00698403
         2         3         2         3            0.113712          0.00708599
         2         3         2         3             0.10756          0.00684938
         2         3         2         3             0.10204          0.00702972
         2         3         2         3           0.0970589          0.00710928
         3         0         2         3             1.36289          0.00665319
         3         0         2         3             0.82049          0.00723827
         3         0         2         3            0.586912          0.00710226
         3         0         2         3            0.456855          0.00754032
         3         0         2         3            0.373982          0.00738234
         3         0         2         3            0.316558          0.00744941
         3         0         2         3            0.274422          0.00759705
         3         0         2         3            0.242185          0.00740637
         3         0         2         3            0.216726          0.00731921
         3         0         2         3            0.196111          0.00752894
         3         0         2         3            0.179076          0.00748071
         3         0         2         3            0.164765          0.00721862
         3         0         2         3            0.152571           0.0074699
         3         0         2         3            0.142058           0.0072821
         3         0         2         3            0.132901          0.00725704
         3         0         2         3            0.124852          0.00741147
         3         0         2         3            0.117723          0.00731004
         3         0         2         3            0.111364          0.00714346
         3         0         2         3            0.105657          0.00732954
         3         0         2         3            0.100506          0.00735414
         3         1         2         3             1.32771          0.00722374
         3         1         2         3            0.810962          0.00719311
         3         1         2         3            0.583761          0.00709213
         3         1         2         3            0.456005          0.00746058
         3         1         2         3            0.374128          0.00761315
         3         1         2         3            0.317177          0.00743652
         3         1         2         3            0.275274          0.00760104
         3         1         2         3            0.243151          0.00770455
         3         1         2         3            0.217742          0.00756056
         3         1         2         3            0.197141          0.00757263
         3         1         2         3            0.180101          0.00765449
         3         1         2         3            0.165772          0.00736523
         3         1         2         3            0.153556          0.00760238
         3         1         2         3            0.143016          0.00755401
         3         1         2         3             0.13383          0.00727899
         3         1         2         3            0.125753          0.00739775
         3         1         2         3            0.118596          0.00736557
         3         1         2         3            0.112209          0.00715633
         3         1         2         3            0.106475          0.00730923
         3         1         2         3            0.101299          0.00733294
         3         2         2         3            0.959741          0.00493463
         3         2         2         3            0.578483          0.00515602
         3         2         2         3            0.414015          0.00507191
         3         2         2         3            0.322364          0.00532235
         3         2         2         3            0.263936          0.00540368
         3         2         2         3            0.223438          0.00525151
         3         2         2         3            0.193715          0.00531603
         3         2         2         3            0.170971          0.00540793
         3         2         2         3            0.153007          0.00527628
         3         2         2         3            0.138459          0.00521183
         3         2         2         3            0.126437          0.00530268
         3         2         2         3            0.116336          0.00507222
         3         2         2         3             0.10773          0.00520875
         3         2         2         3            0.100309          0.00518476
         3         2         2         3           0.0938446          0.00498532
         3         2         2         3            0.088163          0.00502294
         3         2         2         3           0.0831301          0.00501438
         3         2         2         3           0.0786408          0.00483305
         3         2         2         3           0.0746115          0.00494677
         3         2         2         3            0.070975          0.00494183
         3         3         2         3             1.50018            0.006888
         3         3         2         3            0.867769          0.00724978
         3         3         2         3            0.610435          0.00706057
         3         3         2         3            0.470816           0.0072617
         3         3         2         3            0.383176          0.00734901
         3         3         2         3            0.323043          0.00728855
         3         3         2         3            0.279224          0.00756547
         3         3         2         3            0.245872          0.00747726
         3         3         2         3            0.219638          0.00729571
         3         3         2         3            0.198462          0.00756456
         3         3         2         3            0.181011          0.00756547
         3         3         2         3             0.16638           0.0073203
         3         3         2         3            0.153938          0.00751318
         3         3         2         3            0.143227          0.00739386
         3         3         2         3             0.13391          0.00732263
         3         3         2         3            0.125731            0.007499
         3         3         2         3            0.118493          0.00744286
         3         3         2         3            0.112044          0.00721341
         3         3         2         3             0.10626          0.00739459
         3         3         2         3            0.101044          0.00742275
         4         0         2         3             1.94085          0.00574643
         4         0         2         3             1.10012          0.00634024
         4         0         2         3            0.767607          0.00656072
         4         0         2         3            0.589446          0.00679574
         4         0         2         3            0.478408          0.00687763
         4         0         2         3            0.402573          0.00690458
         4         0         2         3             0.34749          0.00694397
         4         0         2         3            0.305667          0.00700482
         4         0         2         3             0.27283          0.00700271
         4         0         2         3            0.246363           0.0068868
         4         0         2         3            0.224578          0.00692616
         4         0         2         3            0.206332          0.00703416
         4         0         2         3            0.190828          0.00703441
