      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         3         6              3.4274          0.00482765
         0         0         3         6             2.45386          0.00519596
         0         0         3         6             1.91104          0.00564524
         0         0         3         6             1.56487          0.00595476
         0         0         3         6             1.32488          0.00633485
         0         0         3         6             1.14871          0.00657748
         0         0         3         6              1.0139           0.0064854
         0         0         3         6            0.907401          0.00662649
         0         0         3         6            0.821151          0.00686685
         0         0         3         6            0.749874          0.00682628
         0         0         3         6            0.689982          0.00672574
         0         0         3         6             0.63895          0.00699297
         0         0         3         6            0.594947          0.00702741
         0         0         3         6            0.556614          0.00686208
         0         0         3         6            0.522922          0.00704251
         0         0         3         6            0.493076          0.00699915
         0         0         3         6            0.466453           0.0069633
         0         0         3         6            0.442557          0.00723564
         0         0         3         6            0.420991          0.00717814
         0         0         3         6            0.401428          0.00700105
         0         1         3         6             3.33964          0.00619072
         0         1         3         6             2.37165           0.0058531
         0         1         3         6              1.8387           0.0061021
         0         1         3         6             1.50133          0.00584224
         0         1         3         6             1.26857          0.00630585
         0         1         3         6             1.09829          0.00614874
         0         1         3         6            0.968318          0.00644824
         0         1         3         6            0.865851          0.00660044
         0         1         3         6            0.782995          0.00647789
         0         1         3         6            0.714612          0.00674402
         0         1         3         6            0.657213          0.00673153
         0         1         3         6             0.60835          0.00678429
         0         1         3         6             0.56625          0.00701138
         0         1         3         6              0.5296          0.00696442
         0         1         3         6            0.497405           0.0069211
         0         1         3         6            0.468901           0.0071759
         0         1         3         6            0.443486          0.00718996
         0         1         3         6            0.420685          0.00705365
         0         1         3         6            0.400114          0.00730692
         0         1         3         6             0.38146          0.00716654
         0         2         3         6             3.21398           0.0059482
         0         2         3         6             2.33849          0.00712488
         0         2         3         6             1.83786          0.00610552
         0         2         3         6             1.51378          0.00626469
         0         2         3         6             1.28686          0.00650838
         0         2         3         6             1.11911          0.00656032
         0         2         3         6            0.990045          0.00648335
         0         2         3         6            0.887673          0.00683244
         0         2         3         6            0.804488          0.00669914
         0         2         3         6            0.735558          0.00691013
         0         2         3         6            0.677508          0.00709772
         0         2         3         6             0.62795          0.00697596
         0         2         3         6            0.585148          0.00706123
         0         2         3         6            0.547809          0.00723716
         0         2         3         6            0.514949          0.00707053
         0         2         3         6            0.485808          0.00739338
         0         2         3         6            0.459789          0.00741029
         0         2         3         6            0.436415          0.00721311
         0         2         3         6            0.415303          0.00754614
         0         2         3         6            0.396139             0.00739
         0         3         3         6             2.97589          0.00563986
         0         3         3         6             2.16043           0.0064539
         0         3         3         6             1.69575           0.0065584
         0         3         3         6             1.39558          0.00633245
         0         3         3         6              1.1857          0.00661727
         0         3         3         6             1.03069          0.00656559
         0         3         3         6            0.911527          0.00675312
         0         3         3         6            0.817061          0.00701235
         0         3         3         6            0.740337          0.00686871
         0         3         3         6            0.676785          0.00703893
         0         3         3         6            0.623282          0.00709485
         0         3         3         6            0.577618          0.00712578
         0         3         3         6            0.538188          0.00723438
         0         3         3         6            0.503797          0.00722492
         0         3         3         6            0.473538          0.00747261
         0         3         3         6            0.446708          0.00729807
         0         3         3         6            0.422755          0.00745542
         0         3         3         6             0.40124          0.00742768
         0         3         3         6            0.381809           0.0075728
