      *tel    numcsi               AZ2/E               Leff
         0         0            0.139054          0.00766809
         0         0           0.0982317          0.00740778
         0         0           0.0759383          0.00696651
         0         0           0.0618921          0.00660594
         0         0            0.052231          0.00635221
         0         0           0.0451788          0.00622288
         0         0           0.0398044          0.00619581
         0         0           0.0355727          0.00616572
         0         0           0.0321544          0.00611668
         0         0           0.0293354          0.00601803
         0         0           0.0269708          0.00586298
         0         0            0.024959          0.00572666
         0         0           0.0232265          0.00565568
         0         0           0.0217189          0.00563719
         0         0           0.0203951          0.00564535
         0         0           0.0192234          0.00567104
         0         0            0.018179          0.00564574
         0         0           0.0172422          0.00555436
         0         0           0.0163973          0.00545399
         0         0           0.0156313          0.00540381
         0         1            0.104672          0.00712894
         0         1            0.079078          0.00704485
         0         1           0.0635412          0.00687692
         0         1            0.053107          0.00662636
         0         1           0.0456163          0.00633067
         0         1           0.0399775          0.00622007
         0         1           0.0355794          0.00630477
         0         1           0.0320531          0.00628448
         0         1           0.0291627          0.00608741
         0         1           0.0267505          0.00594815
         0         1           0.0247069          0.00597999
         0         1           0.0229534          0.00605681
         0         1           0.0214322          0.00603525
         0         1           0.0201002          0.00593353
         0         1            0.018924          0.00580862
         0         1           0.0178779          0.00567035
         0         1           0.0169414          0.00559089
         0         1           0.0160981          0.00559201
         0         1           0.0153348          0.00562926
         0         1           0.0146406          0.00564795
         0         2            0.134252          0.00770806
         0         2            0.096199           0.0075107
         0         2           0.0749536          0.00716025
         0         2           0.0613947          0.00688455
         0         2           0.0519898          0.00671613
         0         2           0.0450836          0.00665641
         0         2           0.0397971          0.00669113
         0         2           0.0356202          0.00668423
         0         2           0.0322368          0.00660311
         0         2           0.0294404          0.00647008
         0         2           0.0270905          0.00629502
         0         2           0.0250879          0.00616196
         0         2           0.0233611          0.00615627
         0         2           0.0218566          0.00621742
         0         2           0.0205342          0.00617483
         0         2           0.0193627          0.00602975
         0         2           0.0183176          0.00590958
         0         2           0.0173796          0.00584962
         0         2            0.016533          0.00582721
         0         2            0.015765          0.00581603
         0         3           0.0634293           0.0072113
         0         3           0.0525896          0.00699167
         0         3            0.044914          0.00662006
         0         3           0.0391936          0.00643079
         0         3           0.0347658          0.00642765
         0         3           0.0312368          0.00637609
         0         3           0.0283583          0.00624741
         0         3           0.0259655          0.00611423
         0         3           0.0239451          0.00599579
         0         3           0.0222164          0.00594206
         0         3           0.0207205          0.00597464
         0         3           0.0194133          0.00600621
         0         3           0.0182613          0.00594964
         0         3           0.0172383          0.00582599
         0         3           0.0163239          0.00569432
         0         3           0.0155016          0.00556384
         0         3           0.0147582          0.00549777
         0         3           0.0140828          0.00551368
         0         3           0.0134665          0.00556254
         0         3           0.0129019          0.00558702
         1         0            0.188633          0.00850477
         1         0            0.122702          0.00801305
         1         0           0.0909227          0.00723126
         1         0           0.0722184          0.00687535
         1         0           0.0598967          0.00687178
         1         0           0.0511668          0.00672849
         1         0           0.0446579          0.00644806
         1         0           0.0396181          0.00629639
         1         0           0.0356005          0.00630536
         1         0           0.0323227           0.0063224
         1         0           0.0295976          0.00629591
         1         0           0.0272962          0.00623434
         1         0           0.0253269          0.00614508
         1         0           0.0236227           0.0060494
         1         0           0.0221333          0.00600637
         1         0           0.0208207          0.00601424
         1         0            0.019655          0.00601012
         1         0           0.0186129          0.00597553
         1         0           0.0176757          0.00593336
         1         0           0.0168284          0.00591223
         1         1              0.1273          0.00726443
         1         1           0.0927063          0.00709768
         1         1           0.0728966           0.0067996
         1         1           0.0600624          0.00658445
         1         1           0.0510708          0.00648228
         1         1           0.0444208           0.0064461
         1         1           0.0393031          0.00646085
         1         1           0.0352428          0.00645333
         1         1           0.0319429          0.00639917
         1         1            0.029208          0.00629851
         1         1           0.0269045          0.00615145
         1         1           0.0249378           0.0060101
