      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         4         7             5.17698          0.00401437
         0         0         4         7             3.91579          0.00441126
         0         0         4         7             3.14872          0.00446103
         0         0         4         7             2.63295          0.00492233
         0         0         4         7             2.26236          0.00530402
         0         0         4         7             1.98323          0.00562861
         0         0         4         7              1.7654          0.00577926
         0         0         4         7              1.5907          0.00578094
         0         0         4         7             1.44745          0.00612652
         0         0         4         7             1.32788           0.0062396
         0         0         4         7             1.22655          0.00603653
         0         0         4         7             1.13959          0.00636079
         0         0         4         7             1.06414          0.00653397
         0         0         4         7            0.998068          0.00643069
         0         0         4         7            0.939718          0.00649553
         0         0         4         7            0.887814           0.0066406
         0         0         4         7            0.841344          0.00652847
         0         0         4         7            0.799496          0.00682928
         0         0         4         7            0.761614          0.00679368
         0         0         4         7            0.727159          0.00666381
         0         1         4         7             4.61684          0.00539337
         0         1         4         7             3.56298          0.00517031
         0         1         4         7             2.90082          0.00558015
         0         1         4         7             2.44621          0.00508211
         0         1         4         7             2.11478          0.00566934
         0         1         4         7             1.86245          0.00549649
         0         1         4         7             1.66391          0.00580671
         0         1         4         7             1.50362          0.00601236
         0         1         4         7             1.37151          0.00588136
         0         1         4         7             1.26073          0.00613432
         0         1         4         7             1.16651          0.00625782
         0         1         4         7              1.0854          0.00621767
         0         1         4         7             1.01483          0.00649188
         0         1         4         7            0.952875          0.00653537
         0         1         4         7            0.898052          0.00644895
         0         1         4         7            0.849194          0.00672227
         0         1         4         7            0.805378          0.00680505
         0         1         4         7            0.765862          0.00665686
         0         1         4         7            0.730042          0.00695092
         0         1         4         7            0.697423          0.00682812
         0         2         4         7             4.48329          0.00518253
         0         2         4         7             3.51525          0.00589356
         0         2         4         7             2.89102          0.00545076
         0         2         4         7             2.45505          0.00556371
         0         2         4         7             2.13335          0.00583614
         0         2         4         7             1.88618          0.00593118
         0         2         4         7             1.69034          0.00584299
         0         2         4         7             1.53135          0.00619927
         0         2         4         7             1.39969           0.0061316
         0         2         4         7             1.28888          0.00624228
         0         2         4         7             1.19433           0.0066058
         0         2         4         7              1.1127          0.00646768
         0         2         4         7             1.04151          0.00646746
         0         2         4         7            0.978891          0.00673939
         0         2         4         7            0.923371          0.00655355
         0         2         4         7            0.873811          0.00686995
         0         2         4         7              0.8293          0.00695961
         0         2         4         7            0.789103          0.00676016
         0         2         4         7            0.752624          0.00709004
         0         2         4         7            0.719368          0.00697122
         0         3         4         7             4.16314          0.00492693
         0         3         4         7              3.2607          0.00559137
         0         3         4         7              2.6798          0.00582983
         0         3         4         7             2.27458          0.00569698
         0         3         4         7             1.97581          0.00590848
         0         3         4         7             1.74642          0.00597628
         0         3         4         7             1.56475          0.00608362
         0         3         4         7             1.41731          0.00634963
         0         3         4         7             1.29527          0.00644367
         0         3         4         7             1.19258          0.00656959
         0         3         4         7             1.10497          0.00664595
         0         3         4         7             1.02936          0.00652662
         0         3         4         7            0.963431          0.00678188
         0         3         4         7            0.905439          0.00671424
         0         3         4         7            0.854032          0.00698516
         0         3         4         7            0.808149          0.00693754
         0         3         4         7            0.766945          0.00698294
         0         3         4         7            0.729738          0.00706326
         0         3         4         7            0.695974          0.00718401
         0         3         4         7            0.665197          0.00744186
         1         0         4         7             5.94119          0.00399604
         1         0         4         7             4.36138          0.00512186
         1         0         4         7             3.44526          0.00447433
         1         0         4         7              2.8472          0.00501118
         1         0         4         7             2.42606          0.00519823
         1         0         4         7             2.11345          0.00548369
         1         0         4         7             1.87221          0.00586225
         1         0         4         7              1.6804          0.00594996
         1         0         4         7             1.52424           0.0061867
         1         0         4         7             1.39463          0.00634472
         1         0         4         7             1.28534          0.00627048
         1         0         4         7             1.19194          0.00647509
         1         0         4         7             1.11118          0.00672361
