*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0569289         0     21.0878           0
    0      0       0.189623         0     43.5545           0
    0      0       0.321988         0     63.7005           0
    0      0       0.454948         0      83.211           0
    0      0       0.588382         0     102.377           0
    0      0       0.721194         0     121.262           0
    0      0       0.854301         0     139.902           0
    0      0       0.988924         0     158.333           0
    0      0        1.12552         0     176.588           0
    0      0         1.2659         0     194.699           0
    0      1      0.0750385         0     23.3587           0
    0      1       0.213513         0     46.1643           0
    0      1       0.351916         0      67.756           0
    0      1       0.489966         0     88.4284           0
    0      1       0.628986         0     108.457           0
    0      1       0.768122         0     128.003           0
    0      1       0.906786         0     147.179           0
    0      1        1.04807         0     166.069           0
    0      1        1.19231         0     184.737           0
    0      1        1.34095         0     203.234           0
    0      2      0.0608259         0     20.6171           0
    0      2       0.200331         0     42.8309           0
    0      2       0.339538         0     63.9026           0
    0      2       0.479286         0     84.1153           0
    0      2       0.618173         0     103.713           0
    0      2       0.757981         0      122.83           0
    0      2        0.89718         0     141.562           0
    0      2        1.03897         0     159.981           0
    0      2          1.184         0     178.146           0
    0      2        1.33321         0     196.102           0
    0      3       0.121455         0     31.6803           0
    0      3       0.265123         0     53.6999           0
    0      3       0.409145         0     74.7367           0
    0      3       0.552539         0     95.0806           0
    0      3       0.696937         0     114.922           0
    0      3       0.841129         0     134.376           0
    0      3       0.986762         0     153.526           0
    0      3        1.13356         0     172.436           0
    0      3        1.28648         0     191.157           0
    0      3        1.44348         0     209.729           0
    1      0       0.044639         0     16.4963           0
    1      0       0.180004         0     39.9211           0
    1      0       0.314194         0     59.8856           0
    1      0       0.448495         0     78.9507           0
    1      0       0.583606         0     97.6044           0
    1      0       0.718675         0     115.942           0
    1      0       0.853287         0     134.008           0
    1      0       0.989766         0     151.839           0
    1      0        1.12838         0     169.469           0
    1      0        1.27109         0      186.93           0
    1      1      0.0606827         0     19.9048           0
    1      1       0.195048         0     40.9679           0
    1      1       0.328659         0      61.294           0
    1      1       0.462622         0     80.9169           0
    1      1       0.596884         0     100.031           0
    1      1       0.730828         0     118.735           0
    1      1       0.865112         0     137.101           0
    1      1         1.0007         0     155.188           0
    1      1         1.1384         0     173.044           0
    1      1        1.28011         0     190.706           0
    1      2      0.0789252         0     23.8458           0
