      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         2         4             1.57832          0.00648317
         0         0         2         4             1.00364          0.00773173
         0         0         2         4            0.735745          0.00709997
         0         0         2         4            0.580734          0.00720014
         0         0         2         4            0.479674          0.00728606
         0         0         2         4            0.408574          0.00717296
         0         0         2         4             0.35583          0.00702828
         0         0         2         4            0.315147          0.00724353
         0         0         2         4            0.282813           0.0071985
         0         0         2         4            0.256496          0.00698151
         0         0         2         4             0.23466           0.0070991
         0         0         2         4             0.21625          0.00721835
         0         0         2         4            0.200518          0.00707436
         0         0         2         4            0.186921          0.00694828
         0         0         2         4             0.17505           0.0071469
         0         0         2         4            0.164597          0.00690783
         0         0         2         4            0.155322          0.00701289
         0         0         2         4            0.147037          0.00716204
         0         0         2         4             0.13959           0.0070324
         0         0         2         4            0.132862          0.00685299
         0         1         2         4             1.63537          0.00723919
         0         1         2         4            0.999884           0.0068292
         0         1         2         4            0.720073          0.00655945
         0         1         2         4            0.562626          0.00687353
         0         1         2         4            0.461678          0.00682267
         0         1         2         4            0.391444          0.00689393
         0         1         2         4            0.339757          0.00712999
         0         1         2         4            0.300128           0.0070444
         0         1         2         4            0.268778          0.00696852
         0         1         2         4            0.243358          0.00719753
         0         1         2         4            0.222331          0.00699379
         0         1         2         4            0.204648          0.00717328
         0         1         2         4            0.189571          0.00724394
         0         1         2         4            0.176563          0.00704149
         0         1         2         4            0.165225          0.00712318
         0         1         2         4            0.155256          0.00728035
         0         1         2         4            0.146421          0.00712904
         0         1         2         4            0.138538          0.00706486
         0         1         2         4             0.13146           0.0072138
         0         1         2         4             0.12507          0.00704769
         0         2         2         4             1.54839           0.0070595
         0         2         2         4            0.989496          0.00751845
         0         2         2         4            0.727061          0.00695992
         0         2         2         4            0.574652          0.00715495
         0         2         2         4            0.475067          0.00728306
         0         2         2         4            0.404899          0.00717332
         0         2         2         4            0.352791           0.0072433
         0         2         2         4            0.312566          0.00740595
         0         2         2         4            0.280575          0.00723814
         0         2         2         4            0.254525          0.00749794
         0         2         2         4            0.232901          0.00752805
         0         2         2         4            0.214663          0.00729682
         0         2         2         4            0.199075          0.00755188
         0         2         2         4            0.185597          0.00742001
         0         2         2         4            0.173828          0.00739776
         0         2         2         4            0.163463          0.00764988
         0         2         2         4            0.154264           0.0075419
         0         2         2         4            0.146046           0.0073608
         0         2         2         4            0.138659          0.00763351
         0         2         2         4            0.131983          0.00743521
         0         3         2         4             1.42265          0.00666731
         0         3         2         4            0.902019          0.00739978
         0         3         2         4            0.660355          0.00740723
         0         3         2         4             0.52082          0.00711038
         0         3         2         4            0.429966          0.00734973
         0         3         2         4            0.366102          0.00716399
         0         3         2         4            0.318757          0.00746069
         0         3         2         4            0.282255          0.00746033
         0         3         2         4            0.253253          0.00721511
         0         3         2         4            0.229657          0.00753839
         0         3         2         4            0.210082          0.00723776
         0         3         2         4            0.193583          0.00748816
         0         3         2         4            0.179486           0.0073006
         0         3         2         4            0.167303          0.00742094
         0         3         2         4            0.156669          0.00752437
         0         3         2         4            0.147306          0.00720688
         0         3         2         4            0.138999          0.00748523
         0         3         2         4            0.131578           0.0072703
         0         3         2         4             0.12491          0.00746338
         0         3         2         4            0.118885          0.00757159
         1         0         2         4             1.71382           0.0064158
         1         0         2         4             1.07546          0.00690381
         1         0         2         4            0.783589          0.00744414
         1         0         2         4            0.616325           0.0074137
         1         0         2         4            0.507907          0.00743119
         1         0         2         4            0.431927          0.00756316
         1         0         2         4            0.375721           0.0074527
         1         0         2         4            0.332458          0.00750008
         1         0         2         4             0.29813          0.00754755
         1         0         2         4            0.270228          0.00733429
         1         0         2         4            0.247101           0.0074228
         1         0         2         4            0.227621          0.00759128
         1         0         2         4            0.210988          0.00746191
         1         0         2         4             0.19662          0.00727454
         1         0         2         4            0.184084           0.0075251
         1         0         2         4            0.173051          0.00748226
         1         0         2         4            0.163266          0.00732868
         1         0         2         4            0.154528          0.00740059
         1         0         2         4            0.146678          0.00746658
         1         0         2         4            0.139587           0.0072561
         1         1         2         4             1.65211          0.00712275
         1         1         2         4              1.0363          0.00797822
         1         1         2         4            0.754917          0.00691406
         1         1         2         4            0.593708          0.00708533
         1         1         2         4            0.489234          0.00717288
         1         1         2         4            0.416027          0.00705699
         1         1         2         4            0.361877          0.00704385
         1         1         2         4              0.3202          0.00729775
         1         1         2         4            0.287131          0.00730717
         1         1         2         4            0.260253           0.0070859
         1         1         2         4            0.237977          0.00732349
         1         1         2         4            0.219213          0.00728282
         1         1         2         4            0.203192          0.00720404
         1         1         2         4            0.189353          0.00742649
         1         1         2         4            0.177279           0.0074034
         1         1         2         4            0.166653          0.00717288
         1         1         2         4            0.157228          0.00740866
         1         1         2         4            0.148813          0.00747797
         1         1         2         4            0.141252           0.0072837
         1         1         2         4            0.134423          0.00732984
         1         2         2         4             1.51261          0.00723751
         1         2         2         4            0.965178          0.00722984
         1         2         2         4            0.708694          0.00679683
         1         2         2         4            0.559906          0.00736327
         1         2         2         4            0.462752          0.00705992
         1         2         2         4            0.394329          0.00730771
         1         2         2         4            0.343534          0.00742945
         1         2         2         4            0.304331           0.0072512
         1         2         2         4             0.27316          0.00732459
         1         2         2         4            0.247781          0.00743324
         1         2         2         4            0.226716          0.00727336
         1         2         2         4            0.208953          0.00751259
         1         2         2         4            0.193771          0.00752679
         1         2         2         4            0.180646           0.0072851
         1         2         2         4            0.169186          0.00753167
         1         2         2         4            0.159093          0.00730207
         1         2         2         4            0.150136          0.00747042
         1         2         2         4            0.142135          0.00756481
         1         2         2         4            0.134943          0.00739951
         1         2         2         4            0.128444          0.00745865
         1         3         2         4             1.51783          0.00649467
         1         3         2         4            0.967161          0.00652803
         1         3         2         4            0.709687          0.00698256
         1         3         2         4            0.560479          0.00679645
         1         3         2         4            0.463112          0.00697968
         1         3         2         4            0.394567          0.00705092
         1         3         2         4            0.343697          0.00698557
         1         3         2         4            0.304446          0.00724859
         1         3         2         4            0.273241           0.0071795
         1         3         2         4            0.247838          0.00702781
         1         3         2         4            0.226757          0.00730251
         1         3         2         4            0.208981          0.00709903
         1         3         2         4            0.193789          0.00717515
         1         3         2         4            0.180657          0.00733728
         1         3         2         4            0.169191          0.00719103
         1         3         2         4            0.159094           0.0070977
         1         3         2         4            0.150134          0.00729803
         1         3         2         4             0.14213          0.00705462
         1         3         2         4            0.134935          0.00725072
         1         3         2         4            0.128435          0.00735513
         2         0         2         4             1.63483          0.00661367
         2         0         2         4             1.01711          0.00740261
         2         0         2         4            0.738182           0.0073725
         2         0         2         4            0.579315          0.00732051
         2         0         2         4            0.476719           0.0069944
         2         0         2         4            0.404994          0.00713017
         2         0         2         4             0.35203          0.00724089
         2         0         2         4            0.311317          0.00711109
         2         0         2         4            0.279044          0.00704455
         2         0         2         4            0.252834          0.00726153
         2         0         2         4            0.231125          0.00727272
         2         0         2         4             0.21285          0.00704035
         2         0         2         4            0.197252          0.00731351
         2         0         2         4            0.183785          0.00715572
         2         0         2         4            0.172039          0.00715677
         2         0         2         4            0.161704          0.00736092
         2         0         2         4            0.152541          0.00728001
         2         0         2         4             0.14436          0.00712924
         2         0         2         4            0.137012          0.00734123
         2         0         2         4            0.130376          0.00739903
         2         1         2         4             1.74686          0.00603351
         2         1         2         4             1.02444          0.00638663
         2         1         2         4            0.724726          0.00674578
         2         1         2         4            0.560689          0.00664684
         2         1         2         4            0.457204          0.00678236
         2         1         2         4            0.385967          0.00679798
         2         1         2         4            0.333936          0.00672968
         2         1         2         4            0.294267            0.006914
         2         1         2         4            0.263022          0.00680061
         2         1         2         4            0.237775          0.00661166
         2         1         2         4            0.216951          0.00688445
         2         1         2         4             0.19948           0.0066142
         2         1         2         4            0.184614          0.00673535
         2         1         2         4            0.171809          0.00680862
         2         1         2         4            0.160666          0.00659342
         2         1         2         4             0.15088          0.00661587
         2         1         2         4            0.142218          0.00670936
         2         1         2         4            0.134496          0.00647435
         2         1         2         4             0.12757          0.00669621
         2         1         2         4            0.121322          0.00674193
         2         2         2         4             1.70297          0.00720299
         2         2         2         4             1.04489          0.00704717
         2         2         2         4            0.753655          0.00719253
         2         2         2         4            0.589381          0.00721827
         2         2         2         4            0.483904          0.00705427
         2         2         2         4            0.410449          0.00726071
         2         2         2         4            0.356356          0.00746539
         2         2         2         4             0.31486          0.00735022
         2         2         2         4            0.282021          0.00734028
         2         2         2         4            0.255384          0.00757508
         2         2         2         4            0.233345          0.00732577
         2         2         2         4            0.214808          0.00759351
         2         2         2         4            0.198999          0.00763324
         2         2         2         4            0.185357          0.00737282
         2         2         2         4            0.173466          0.00757807
         2         2         2         4            0.163009          0.00745694
         2         2         2         4             0.15374          0.00744622
         2         2         2         4            0.145469          0.00763665
         2         2         2         4            0.138043          0.00753558
         2         2         2         4            0.131338          0.00740611
         2         3         2         4             1.72746          0.00636347
         2         3         2         4             1.04563          0.00692008
         2         3         2         4            0.749712          0.00705743
         2         3         2         4            0.584342          0.00717863
         2         3         2         4            0.478742          0.00724378
         2         3         2         4            0.405468          0.00710065
         2         3         2         4            0.351646          0.00706406
         2         3         2         4            0.310439          0.00724711
         2         3         2         4            0.277876           0.0071829
         2         3         2         4            0.251496          0.00699966
         2         3         2         4             0.22969          0.00727301
         2         3         2         4            0.211364          0.00702241
         2         3         2         4            0.195747          0.00717461
         2         3         2         4            0.182278          0.00730823
         2         3         2         4            0.170543          0.00710945
         2         3         2         4            0.160228          0.00708618
         2         3         2         4             0.15109          0.00725824
         2         3         2         4            0.142938          0.00702551
         2         3         2         4             0.13562          0.00722268
         2         3         2         4            0.129015          0.00732795
         3         0         2         4             1.74707          0.00639356
         3         0         2         4             1.06995           0.0070708
         3         0         2         4            0.771097          0.00709045
         3         0         2         4            0.602741          0.00733132
         3         0         2         4            0.494726          0.00729506
         3         0         2         4            0.419542          0.00723678
         3         0         2         4            0.364194          0.00753532
         3         0         2         4            0.321748          0.00740983
         3         0         2         4            0.288163          0.00727352
         3         0         2         4            0.260927          0.00750408
         3         0         2         4            0.238395           0.0075424
         3         0         2         4            0.219445          0.00728742
         3         0         2         4            0.203286           0.0074849
         3         0         2         4            0.189343          0.00745476
         3         0         2         4             0.17719          0.00732875
         3         0         2         4            0.166503          0.00753359
         3         0         2         4            0.157032          0.00751352
         3         0         2         4            0.148581          0.00731172
         3         0         2         4            0.140992          0.00750286
         3         0         2         4            0.134141          0.00758931
         3         1         2         4             1.72657          0.00671278
         3         1         2         4             1.06618          0.00667298
         3         1         2         4            0.771205          0.00676177
         3         1         2         4            0.604078          0.00710844
         3         1         2         4            0.496485          0.00733395
         3         1         2         4            0.421425          0.00726609
         3         1         2         4             0.36608           0.0073828
         3         1         2         4            0.323584          0.00767519
         3         1         2         4            0.289928          0.00761185
         3         1         2         4            0.262613          0.00758516
         3         1         2         4            0.240003          0.00780167
         3         1         2         4            0.220977          0.00754078
         3         1         2         4            0.204746          0.00772568
         3         1         2         4            0.190736          0.00782276
         3         1         2         4            0.178521           0.0075872
         3         1         2         4            0.167776          0.00760679
         3         1         2         4            0.158251          0.00773367
