*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0569289         0       22.32           0
    0      0       0.212934         0     49.2041           0
    0      0       0.368896         0     73.2483           0
    0      0       0.525404         0     96.4606           0
    0      0       0.680576         0     119.153           0
    0      0       0.836842         0     141.404           0
    0      0       0.994833         0     163.277           0
    0      0        1.15603         0     184.834           0
    0      0        1.32276         0     206.129           0
    0      0        1.49363         0     227.214           0
    0      1      0.0750385         0     23.4342           0
    0      1       0.236973         0     51.0126           0
    0      1       0.399563         0     76.8659           0
    0      1       0.563064         0     101.401           0
    0      1       0.726371         0     125.032           0
    0      1       0.888472         0     147.997           0
    0      1        1.05435         0     170.456           0
    0      1        1.22408         0     192.527           0
    0      1        1.40009         0     214.299           0
    0      1        1.58081         0     235.841           0
    0      2      0.0608259         0     20.6326           0
    0      2       0.224833         0     47.5544           0
    0      2         0.3874         0     72.8815           0
    0      2       0.551388         0      96.965           0
    0      2       0.715812         0     120.178           0
    0      2       0.878918         0     142.718           0
    0      2        1.04525         0     164.723           0
    0      2         1.2165         0       186.3           0
    0      2        1.39211         0     207.529           0
    0      2        1.57394         0     228.476           0
    0      3       0.121455         0     31.9657           0
    0      3       0.289586         0      58.637           0
    0      3       0.458813         0     83.8988           0
    0      3       0.627725         0     108.119           0
    0      3       0.796811         0     131.604           0
    0      3         0.9678         0     154.529           0
    0      3        1.14013         0     177.016           0
    0      3        1.32081         0      199.16           0
    0      3        1.50593         0     221.032           0
    0      3         1.6965         0     242.693           0
    1      0       0.044639         0     17.3453           0
    1      0       0.202997         0       45.31           0
    1      0       0.361328         0     69.0485           0
    1      0       0.519874         0     91.7152           0
    1      0       0.678108         0     113.804           0
    1      0       0.835584         0     135.416           0
    1      0       0.995784         0     156.618           0
    1      0        1.15947         0     177.471           0
    1      0        1.32727         0     198.031           0
    1      0        1.50224         0     218.346           0
    1      1      0.0606827         0      19.739           0
    1      1       0.218643         0     45.2221           0
    1      1       0.375958         0     69.6422           0
    1      1       0.532363         0     93.0274           0
    1      1       0.689621         0     115.676           0
    1      1       0.847322         0     137.734           0
    1      1        1.00671         0     159.314           0
    1      1        1.16932         0     180.502           0
    1      1        1.33609         0     201.365           0
    1      1        1.51003         0     221.962           0
    1      2      0.0789252         0     23.9518           0
    1      2       0.243413         0     50.2398           0
    1      2       0.407579         0     75.2746           0
    1      2       0.572627         0     99.2242           0
    1      2       0.736033         0     122.402           0
    1      2       0.901282         0     144.982           0
    1      2        1.06912         0     167.091           0
