      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         4         9             5.98892          0.00366961
         0         0         4         9             4.58388          0.00410319
         0         0         4         9             3.71283            0.004117
         0         0         4         9             3.11996          0.00458219
         0         0         4         9             2.69035          0.00493797
         0         0         4         9             2.36474          0.00526612
         0         0         4         9             2.10944          0.00544794
         0         0         4         9             1.90389          0.00543223
         0         0         4         9             1.73484          0.00572748
         0         0         4         9             1.59337          0.00584768
         0         0         4         9             1.47323          0.00581326
         0         0         4         9             1.36993          0.00604366
         0         0         4         9             1.28017          0.00624368
         0         0         4         9             1.20145          0.00609532
         0         0         4         9             1.13185          0.00617969
         0         0         4         9             1.06988          0.00635291
         0         0         4         9             1.01434          0.00623616
         0         0         4         9            0.964275          0.00654594
         0         0         4         9            0.918924          0.00654455
         0         0         4         9            0.877647          0.00641722
         0         1         4         9             6.03871          0.00498571
         0         1         4         9             4.57613          0.00480529
         0         1         4         9             3.68389          0.00525014
         0         1         4         9             3.08281           0.0047035
         0         1         4         9             2.65037           0.0052767
         0         1         4         9             2.32432          0.00514152
         0         1         4         9             2.06971           0.0053845
         0         1         4         9             1.86537          0.00559821
         0         1         4         9             1.69775          0.00554567
         0         1         4         9             1.55778          0.00567109
         0         1         4         9             1.43912          0.00584654
         0         1         4         9             1.33727          0.00588891
         0         1         4         9             1.24887          0.00616772
         0         1         4         9             1.17144          0.00620275
         0         1         4         9             1.10305          0.00611479
         0         1         4         9             1.04221          0.00638456
         0         1         4         9            0.987723          0.00650424
         0         1         4         9            0.938653          0.00636527
         0         1         4         9            0.894228          0.00665429
         0         1         4         9            0.853818          0.00655617
         0         2         4         9             5.83135          0.00475848
         0         2         4         9             4.49492          0.00529697
         0         2         4         9             3.65684          0.00505511
         0         2         4         9             3.08217          0.00515032
         0         2         4         9             2.66359          0.00542161
         0         2         4         9             2.34511          0.00551094
         0         2         4         9             2.09466          0.00545477
         0         2         4         9             1.89253          0.00572618
         0         2         4         9             1.72599          0.00571022
         0         2         4         9             1.58638          0.00589905
         0         2         4         9             1.46767          0.00612188
         0         2         4         9             1.36549          0.00610969
         0         2         4         9             1.27661          0.00612963
         0         2         4         9             1.19859            0.006419
         0         2         4         9             1.12956          0.00619053
         0         2         4         9             1.06805          0.00649174
         0         2         4         9             1.01289          0.00659463
         0         2         4         9            0.963153          0.00641906
         0         2         4         9            0.918069          0.00674952
