*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0332441         0     5.69716           0
    0      0      0.0747265         0     11.1885           0
    0      0       0.115411         0     17.1255           0
    0      0       0.155042         0      23.404           0
    0      0       0.195438         0     29.9416           0
    0      0        0.23619         0     36.6922           0
    0      0       0.276004         0     43.6308           0
    0      0       0.316143         0     50.7434           0
    0      0       0.357205         0     58.0237           0
    0      0       0.397775         0     65.4685           0
    0      1        0.05041         0     8.00762           0
    0      1      0.0934206         0     14.0779           0
    0      1       0.136085         0     20.3973           0
    0      1        0.17717         0     26.9369           0
    0      1       0.219397         0     33.6685           0
    0      1       0.260762         0     40.5755           0
    0      1       0.303476         0     47.6489           0
    0      1       0.345957         0     54.8855           0
    0      1       0.387516         0     62.2849           0
    0      1       0.430116         0     69.8493           0
    0      2      0.0360873         0     5.97542           0
    0      2      0.0800294         0     11.7525           0
    0      2       0.122214         0     17.7502           0
    0      2       0.163742         0     23.9577           0
    0      2       0.206466         0     30.3538           0
    0      2       0.249037         0     36.9252           0
    0      2       0.290701         0      43.666           0
    0      2       0.333435         0     50.5745           0
    0      2       0.375477         0     57.6529           0
    0      2       0.417726         0     64.9048           0
    0      3      0.0956879         0     14.1408           0
    0      3       0.140675         0     20.4774           0
    0      3       0.183942         0     27.0906           0
    0      3       0.227748         0      33.941           0
    0      3       0.271234         0     41.0027           0
    0      3       0.314499         0     48.2597           0
    0      3       0.359046         0     55.7038           0
    0      3       0.403012         0     63.3309           0
    0      3       0.446138         0     71.1399           0
    0      3        0.49062         0     79.1325           0
    1      0      0.0199525         0     3.87703           0
    1      0      0.0638085         0     9.17167           0
    1      0         0.1045         0     14.8801           0
    1      0       0.145623         0     20.9286           0
    1      0       0.185704         0     27.2182           0
    1      0       0.226548         0     33.6878           0
    1      0        0.26768         0     40.3024           0
    1      0       0.308351         0     47.0413           0
    1      0       0.349493         0     53.8923           0
    1      0       0.390742         0     60.8476           0
    1      1      0.0369808         0     6.38979           0
    1      1      0.0790794         0     12.2581           0
    1      1       0.119568         0     18.3093           0
    1      1       0.159797         0     24.5333           0
    1      1       0.200952         0     30.9141           0
    1      1       0.242026         0     37.4427           0
    1      1       0.282105         0     44.1158           0
    1      1       0.322758         0     50.9337           0
    1      1       0.364183         0     57.8991           0
    1      1       0.404895         0     65.0159           0
    1      2      0.0542113         0     8.23877           0
    1      2      0.0983089         0     14.1647           0
    1      2       0.141063         0     20.3343           0
