*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0332441         0     5.78766           0
    0      0      0.0872406         0     12.3945           0
    0      0       0.137997         0     19.7298           0
    0      0       0.189623         0     27.6024           0
    0      0       0.241954         0     35.6647           0
    0      0       0.293025         0     43.8424           0
    0      0        0.34547         0     52.1239           0
    0      0       0.397775         0     60.4901           0
    0      0       0.449131         0     68.9308           0
    0      0       0.502009         0     77.4407           0
    0      1        0.05041         0      7.1053           0
    0      1       0.106868         0     14.9221           0
    0      1       0.158949         0     23.1504           0
    0      1       0.213513         0     31.6055           0
    0      1       0.266808         0     40.0631           0
    0      1       0.321806         0     48.5849           0
    0      1       0.375612         0     57.1631           0
    0      1       0.430116         0     65.7948           0
    0      1       0.484001         0     74.4789           0
    0      1       0.538547         0      83.216           0
    0      2      0.0360873         0      5.0701           0
    0      2      0.0922783         0     12.5677           0
    0      2       0.145795         0     20.4291           0
    0      2       0.200331         0     28.5643           0
    0      2       0.255008         0     36.7038           0
    0      2         0.3089         0      44.886           0
    0      2       0.363581         0      53.116           0
    0      2       0.417726         0     61.3918           0
    0      2       0.473181         0     69.7134           0
    0      2       0.527162         0     78.0823           0
    0      3      0.0956879         0     13.2041           0
    0      3       0.153244         0     21.3321           0
    0      3       0.208771         0     29.8163           0
    0      3       0.265123         0     38.3467           0
    0      3       0.320816         0      46.991           0
    0      3       0.378095         0     55.7272           0
    0      3       0.433674         0     64.5452           0
    0      3        0.49062         0     73.4384           0
    0      3        0.54625         0     82.4033           0
    0      3       0.602982         0     91.4378           0
    1      0      0.0199525         0     3.80208           0
    1      0      0.0754807         0     10.3081           0
    1      0       0.127978         0      17.374           0
    1      0       0.180004         0     25.0295           0
    1      0       0.232471         0     32.9611           0
    1      0       0.285086         0     40.9726           0
    1      0       0.337683         0     49.0673           0
    1      0       0.390742         0     57.2257           0
    1      0        0.44265         0      65.436           0
    1      0       0.496064         0     73.6912           0
    1      1      0.0369808         0     5.00197           0
