      *tel    numcsi               AZ2/E               Leff
         0         0            0.781754          0.00732111
         0         0            0.586348          0.00735502
         0         0            0.469093          0.00741407
         0         0             0.39092          0.00738959
         0         0            0.335079           0.0072545
         0         0            0.293198          0.00717908
         0         0            0.260623          0.00724458
         0         0            0.234562          0.00729233
         0         0            0.213239          0.00718388
         0         0             0.19547          0.00702798
         0         0            0.180435          0.00702499
         0         0            0.167547          0.00712871
         0         0            0.156378            0.007135
         0         0            0.146605          0.00703203
         0         0            0.137981          0.00693102
         0         0            0.130316          0.00686367
         0         0            0.123457          0.00684486
         0         0            0.117285          0.00688521
         0         0              0.1117          0.00695422
         0         0            0.106623          0.00698963
         0         1            0.654901          0.00704664
         0         1            0.507156          0.00705074
         0         1            0.413802          0.00706029
         0         1            0.349474          0.00710111
         0         1            0.302455          0.00718286
         0         1            0.266588          0.00723381
         0         1            0.238326          0.00719621
         0         1            0.215481          0.00711952
         0         1            0.196634          0.00709005
         0         1            0.180818          0.00710655
         0         1            0.167357          0.00715905
         0         1            0.155761          0.00723288
         0         1            0.145668          0.00721667
         0         1            0.136803          0.00709168
         0         1            0.128956          0.00702201
         0         1             0.12196          0.00708396
         0         1            0.115684          0.00716083
         0         1            0.110022          0.00712928
         0         1            0.104889          0.00703382
         0         1            0.100213          0.00698359
         0         2             0.75489          0.00739619
         0         2            0.571432          0.00742193
         0         2             0.45971          0.00747103
         0         2             0.38453          0.00749283
         0         2            0.330483          0.00746695
         0         2            0.289757          0.00743209
         0         2            0.257968          0.00742329
         0         2            0.232464          0.00744805
         0         2            0.211549          0.00752131
         0         2            0.194087          0.00761663
         0         2            0.179288          0.00762212
         0         2            0.166586          0.00753552
         0         2            0.155564          0.00745709
         0         2            0.145911          0.00741322
         0         2            0.137385            0.007431
         0         2            0.129801          0.00752494
         0         2             0.12301          0.00760417
         0         2            0.116895          0.00755973
         0         2            0.111359          0.00744115
         0         2            0.106323          0.00737847
         0         3            0.483414          0.00751789
         0         3            0.397997          0.00749565
         0         3            0.338233          0.00745624
         0         3            0.294074          0.00747249
         0         3            0.260115          0.00756643
         0         3            0.233186           0.0076125
         0         3             0.21131          0.00753377
         0         3            0.193187           0.0074199
         0         3            0.177927          0.00738396
         0         3            0.164901          0.00739677
         0         3            0.153652          0.00738239
         0         3             0.14384          0.00734858
         0         3            0.135206          0.00736021
         0         3            0.127549          0.00742106
         0         3            0.120714          0.00742386
         0         3            0.114574          0.00733003
         0         3            0.109028           0.0072293
         0         3            0.103994          0.00719819
         0         3           0.0994046          0.00721305
         0         3           0.0952032          0.00722143
         1         0            0.946374          0.00743086
         1         0            0.680677          0.00746855
         1         0            0.531466          0.00754205
         1         0             0.43591          0.00760796
         1         0            0.369479          0.00764803
         1         0            0.320618          0.00766356
         1         0            0.283171          0.00765543
         1         0            0.253556          0.00760822
         1         0             0.22955          0.00750149
         1         0            0.209696          0.00738973
         1         0            0.193002          0.00741347
         1         0            0.178771          0.00753862
         1         0            0.166495          0.00753709
         1         0            0.155796          0.00738579
         1         0            0.146389          0.00728726
         1         0            0.138053          0.00731419
         1         0            0.130616           0.0073648
         1         0            0.123939          0.00735188
         1         0            0.117911          0.00730242
         1         0            0.112442          0.00727658
         1         1            0.775347          0.00728959
         1         1            0.585537          0.00731541
         1         1            0.470383          0.00736309
         1         1            0.393079           0.0073572
         1         1            0.337598          0.00726915
         1         1            0.295841          0.00721896
         1         1            0.263277          0.00730811
         1         1            0.237171          0.00743857
         1         1            0.215775          0.00742515
         1         1             0.19792          0.00730484
         1         1            0.182794           0.0072416
         1         1            0.169816          0.00725001
         1         1            0.158558           0.0073084
         1         1            0.148701          0.00740862
         1         1            0.139997          0.00743597
         1         1            0.132256          0.00733044
         1         1            0.125326          0.00721418
         1         1            0.119086          0.00723141
         1         1            0.113438          0.00733219
         1         1            0.108302          0.00738595
         1         2            0.654232          0.00753937
         1         2            0.510653          0.00750131
         1         2            0.418752          0.00743066
         1         2            0.354885          0.00742154
         1         2            0.307921          0.00750738
         1         2            0.271935           0.0075703
         1         2             0.24348          0.00752252
         1         2            0.220415          0.00742556
         1         2            0.201343          0.00737905
         1         2            0.185308          0.00738437
         1         2            0.171639          0.00744161
         1         2            0.159847          0.00753524
         1         2            0.149572           0.0075476
         1         2            0.140538          0.00745802
         1         2            0.132533          0.00736647
         1         2            0.125391          0.00731794
         1         2            0.118979           0.0073111
         1         2            0.113192          0.00734459
         1         2            0.107941          0.00739905
         1         2            0.103155          0.00742733
         1         3            0.817655            0.007205
         1         3             0.60002          0.00718231
         1         3            0.473886          0.00713859
         1         3            0.391571           0.0071156
         1         3            0.333621           0.0071314
         1         3            0.290612          0.00718254
         1         3            0.257425          0.00726582
         1         3            0.231042          0.00733909
         1         3            0.209563          0.00732069
         1         3            0.191739          0.00723321
         1         3            0.176709           0.0071712
         1         3            0.163864           0.0071456
         1         3             0.15276          0.00717072
         1         3            0.143065          0.00724671
         1         3            0.134527          0.00727554
         1         3            0.126951          0.00721053
         1         3            0.120183          0.00711687
         1         3              0.1141           0.0070642
         1         3            0.108603          0.00704376
         1         3            0.103611          0.00703403
         2         0            0.681716          0.00747171
         2         0            0.527962          0.00738714
         2         0            0.430799          0.00723077
         2         0            0.363841          0.00716963
         2         0            0.314897          0.00725251
         2         0            0.277559          0.00729746
         2         0            0.248137          0.00719597
         2         0            0.224355          0.00707879
         2         0            0.204733          0.00711774
         2         0            0.188267          0.00724364
         2         0            0.174253          0.00725795
         2         0             0.16218          0.00716655
         2         0            0.151672          0.00708748
         2         0            0.142443          0.00704324
         2         0            0.134273          0.00705748
         2         0            0.126988          0.00714006
         2         0            0.120454          0.00720198
         2         0            0.114559          0.00715583
         2         0            0.109214          0.00704864
         2         0            0.104346          0.00699262
         2         1            0.906602          0.00676392
         2         1             0.63007          0.00678711
         2         1            0.482805          0.00683065
         2         1            0.391338           0.0068459
         2         1            0.329008           0.0068164
         2         1            0.283805          0.00680582
         2         1            0.249523          0.00685099
         2         1             0.22263          0.00687405
         2         1             0.20097          0.00679608
         2         1            0.183151          0.00666897
         2         1            0.168235          0.00659403
         2         1            0.155565          0.00656906
         2         1             0.14467          0.00657468
         2         1            0.135201          0.00660295
         2         1            0.126895           0.0065911
         2         1            0.119551          0.00652266
         2         1            0.113011          0.00644221
         2         1            0.107149           0.0063795
         2         1            0.101865          0.00633589
         2         1           0.0970777          0.00631405
         2         2            0.650702          0.00744131
         2         2             0.51091           0.0074077
         2         2             0.42056          0.00734547
         2         2            0.357364          0.00736144
         2         2            0.310679          0.00749868
         2         2            0.274782          0.00761711
         2         2            0.246321           0.0075942
         2         2            0.223203          0.00749581
         2         2            0.204052          0.00744483
         2         2            0.187927          0.00744585
         2         2            0.174165          0.00750553
         2         2             0.16228          0.00760829
         2         2            0.151914          0.00761884
         2         2            0.142793          0.00751079
         2         2            0.134705          0.00740395
         2         2            0.127484           0.0073545
         2         2            0.120998          0.00735354
         2         2             0.11514          0.00739175
         2         2            0.109823           0.0074496
         2         2            0.104975           0.0074796
         2         3            0.870035          0.00719457
         2         3            0.626643          0.00724375
         2         3            0.489661          0.00733467
         2         3            0.401824          0.00734711
         2         3            0.340706          0.00724112
         2         3            0.295726          0.00716494
         2         3            0.261238          0.00720932
         2         3            0.233953          0.00727371
         2         3            0.211829          0.00723408
         2         3            0.193528          0.00712889
         2         3            0.178138          0.00705723
         2         3            0.165015          0.00702674
         2         3            0.153693          0.00705284
         2         3            0.143825          0.00713212
         2         3            0.135147          0.00715925
         2         3            0.127457           0.0070953
         2         3            0.120596          0.00700828
         2         3            0.114435          0.00695808
         2         3            0.108873          0.00693678
         2         3            0.103826          0.00692647
         3         0            0.705626          0.00738837
         3         0            0.545496          0.00739771
         3         0            0.444601          0.00741746
         3         0            0.375204          0.00746528
         3         0            0.324546          0.00754665
         3         0             0.28594          0.00756462
         3         0            0.255542          0.00745351
         3         0            0.230986          0.00733451
         3         0            0.210736          0.00737875
         3         0             0.19375           0.0075107
         3         0            0.179298          0.00750859
         3         0            0.166853          0.00738304
         3         0            0.156023          0.00729251
         3         0            0.146513          0.00726474
         3         0            0.138096          0.00728751
         3         0            0.130593          0.00735588
         3         0            0.123864          0.00739578
         3         0            0.117794          0.00733727
         3         0            0.112291          0.00722592
         3         0             0.10728          0.00716807
         3         1            0.956539          0.00725272
         3         1            0.677743          0.00730645
         3         1            0.524787          0.00741096
         3         1            0.428158          0.00748174
         3         1             0.36158          0.00747995
         3         1            0.312922          0.00748013
         3         1            0.275806          0.00755853
         3         1            0.246561           0.0076618
         3         1            0.222924          0.00768452
         3         1            0.203422          0.00763648
         3         1            0.187058          0.00756289
         3         1            0.173131          0.00747821
         3         1            0.161133           0.0074574
         3         1            0.150691          0.00751009
         3         1             0.14152          0.00752678
         3         1            0.133401           0.0074636
         3         1            0.126163          0.00737068
         3         1             0.11967          0.00729226
         3         1            0.113813          0.00723301
         3         1            0.108502           0.0072032
         3         2            0.633148          0.00512829
         3         2            0.457294          0.00518758
         3         2            0.357891          0.00530003
         3         2            0.293987          0.00535268
         3         2            0.249446          0.00530434
         3         2            0.216626          0.00527008
         3         2            0.191438          0.00532597
