*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0569289         0     13.6081           0
    0      0       0.172259         0     29.7117           0
    0      0       0.287328         0     45.7418           0
    0      0       0.403475         0     61.9405           0
    0      0       0.519582         0     78.2608           0
    0      0       0.635073         0     94.6544           0
    0      0       0.750685         0     111.109           0
    0      0       0.866084         0     127.631           0
    0      0       0.983052         0     144.231           0
    0      0        1.10189         0     160.926           0
    0      1      0.0750385         0       15.57           0
    0      1       0.195574         0     33.1149           0
    0      1        0.31571         0     50.4087           0
    0      1       0.436211         0     67.4744           0
    0      1       0.556943         0     84.4263           0
    0      1       0.677323         0      101.32           0
    0      1         0.7981         0     118.199           0
    0      1       0.919119         0     135.096           0
    0      1        1.04181         0     152.039           0
    0      1         1.1667         0     169.052           0
    0      2      0.0608259         0      13.204           0
    0      2       0.181962         0     30.1628           0
    0      2       0.302795         0      46.887           0
    0      2       0.423872         0      63.352           0
    0      2       0.545262         0     79.6707           0
    0      2       0.666381         0     95.8904           0
    0      2       0.787814         0     112.049           0
    0      2       0.909505         0     128.176           0
    0      2        1.03274         0       144.3           0
    0      2        1.15803         0     160.444           0
    0      3       0.121455         0     22.2747           0
    0      3       0.246626         0     39.4884           0
    0      3       0.371769         0     56.5092           0
    0      3       0.496871         0     73.4702           0
    0      3       0.621546         0     90.4133           0
    0      3        0.74739         0     107.369           0
    0      3       0.872061         0     124.363           0
    0      3       0.999198         0     141.416           0
    0      3        1.12706         0     158.548           0
    0      3        1.25903         0      175.78           0
    1      0       0.044639         0     10.7481           0
    1      0       0.162924         0     26.9794           0
    1      0       0.279288         0     42.5434           0
    1      0       0.396552         0     58.1921           0
    1      0       0.513945         0     73.9286           0
    1      0       0.630901         0     89.7079           0
    1      0       0.747991         0     105.517           0
    1      0       0.865237         0     121.359           0
    1      0       0.983785         0     137.247           0
    1      0         1.1038         0     153.193           0
    1      1      0.0606827         0     12.5968           0
    1      1       0.177366         0     29.0667           0
    1      1       0.293577         0     45.4413           0
    1      1       0.410596         0     61.5922           0
    1      1        0.52663         0     77.6111           0
    1      1       0.643844         0     93.5362           0
    1      1       0.760423         0     109.399           0
    1      1       0.877003         0     125.227           0
    1      1       0.994689         0     141.044           0
    1      1        1.11376         0     156.871           0
    1      2      0.0789252         0     15.6749           0
    1      2       0.201774         0      32.505           0
    1      2       0.323113         0     49.2115           0
    1      2       0.444459         0     65.7454           0
    1      2       0.566451         0     82.1911           0
    1      2       0.688121         0     98.5851           0
    1      2       0.809957         0     114.959           0
    1      2       0.932263         0     131.337           0
    1      2        1.05651         0     147.744           0
    1      2        1.18285         0       164.2           0
    1      3       0.047036         0     11.8247           0
    1      3       0.169857         0     29.5944           0
    1      3       0.290004         0     46.8515           0
    1      3       0.411644         0     63.8377           0
    1      3       0.532495         0     80.7212           0
    1      3       0.654422         0     97.5654           0
    1      3       0.775111         0     114.413           0
    1      3       0.897523         0     131.297           0
    1      3        1.01975         0     148.243           0
    1      3        1.14539         0     165.275           0
    2      0      0.0843587         0     15.8266           0
    2      0       0.201927         0     31.8887           0
    2      0        0.31834         0     48.2332           0
    2      0       0.434681         0     64.5586           0
    2      0       0.551473         0     80.8116           0
    2      0       0.668177         0     96.9904           0
    2      0       0.785187         0     113.123           0
    2      0        0.90314         0      129.24           0
    2      0        1.02095         0     145.374           0
