*tel  numcsi      CsIV    errCsIV        CsIE    errCsIE
    0      0      0.0332441         0     5.78854           0
    0      0      0.0813416         0     11.8278           0
    0      0       0.126701         0     18.4772           0
    0      0       0.172259         0     25.4529           0
    0      0       0.218767         0     32.6417           0
    0      0       0.264713         0     39.9939           0
    0      0       0.310319         0     47.4769           0
    0      0       0.357205         0     55.0723           0
    0      0       0.403475         0     62.7696           0
    0      0       0.449131         0     70.5626           0
    0      1        0.05041         0     7.60656           0
    0      1       0.100272         0     14.5907           0
    0      1       0.147286         0     21.8664           0
    0      1       0.195574         0     29.2509           0
    0      1       0.242858         0     36.7526           0
    0      1       0.291219         0     44.3574           0
    0      1       0.339963         0     52.0551           0
    0      1       0.387516         0     59.8404           0
    0      1       0.436211         0     67.7105           0
    0      1       0.484001         0     75.6644           0
    0      2      0.0360873         0     5.57253           0
    0      2      0.0864661         0     12.2299           0
    0      2       0.133991         0     19.2003           0
    0      2       0.181962         0     26.2691           0
    0      2       0.230925         0     33.4436           0
    0      2       0.278758         0     40.7131           0
    0      2       0.327308         0     48.0705           0
    0      2       0.375477         0     55.5114           0
    0      2       0.423872         0     63.0348           0
    0      2       0.473181         0     70.6405           0
    0      3      0.0956879         0     13.7651           0
    0      3       0.146992         0     21.0099           0
    0      3       0.196261         0     28.4218           0
    0      3       0.246626         0     36.0047           0
    0      3       0.295752         0     43.7319           0
    0      3       0.346277         0     51.5851           0
    0      3       0.396849         0     59.5523           0
    0      3       0.446138         0     67.6261           0
    0      3       0.496871         0     75.8019           0
    0      3        0.54625         0     84.0767           0
    1      0      0.0199525         0     3.88909           0
    1      0      0.0698085         0      9.7771           0
    1      0       0.116183         0      16.183           0
    1      0       0.162924         0     22.9988           0
    1      0       0.208845         0     30.0098           0
    1      0       0.256027         0     37.1706           0
    1      0       0.302518         0     44.4416           0
    1      0       0.349493         0     51.7995           0
    1      0       0.396552         0     59.2311           0
    1      0        0.44265         0     66.7281           0
    1      1      0.0369808         0     5.70208           0
    1      1      0.0854871         0     12.3915           0
    1      1       0.130968         0     19.3658           0
    1      1       0.177366         0     26.3989           0
    1      1       0.224519         0     33.5089           0
    1      1       0.270695         0     40.6887           0
    1      1       0.316873         0     47.9346           0
    1      1       0.364183         0      55.245           0
    1      1       0.410596         0     62.6203           0
    1      1       0.456714         0     70.0614           0
