      *tel    numcsi         Z         A               AZ2/E               Leff
         0         0         1         3            0.427515          0.00803475
         0         0         1         3             0.22169           0.0071626
         0         0         1         3            0.149644          0.00665212
         0         0         1         3            0.112941           0.0064983
         0         0         1         3           0.0906954          0.00648563
         0         0         1         3           0.0757712          0.00621303
         0         0         1         3           0.0650647          0.00631518
         0         0         1         3           0.0570092          0.00634319
         0         0         1         3           0.0507286          0.00616827
         0         0         1         3           0.0456946          0.00606678
         0         0         1         3           0.0415694          0.00622573
         0         0         1         3           0.0381274          0.00616811
         0         0         1         3           0.0352118          0.00596719
         0         0         1         3           0.0327105          0.00600311
         0         0         1         3           0.0305409          0.00603287
         0         0         1         3           0.0286413          0.00581638
         0         0         1         3           0.0269641          0.00595827
         0         0         1         3           0.0254725          0.00600219
         0         0         1         3           0.0241372          0.00582951
         0         0         1         3            0.022935          0.00570202
         0         1         1         3            0.536557           0.0073196
         0         1         1         3            0.238837          0.00714161
         0         1         1         3            0.153605          0.00606281
         0         1         1         3            0.113206          0.00653099
         0         1         1         3           0.0896327          0.00623727
         0         1         1         3           0.0741847          0.00643243
         0         1         1         3           0.0632787          0.00643529
         0         1         1         3           0.0551684          0.00620958
         0         1         1         3           0.0489008          0.00633977
         0         1         1         3           0.0439121          0.00624472
         0         1         1         3            0.039847          0.00616805
         0         1         1         3           0.0364707          0.00629281
         0         1         1         3            0.033622          0.00620881
         0         1         1         3            0.031186          0.00602824
         0         1         1         3           0.0290791            0.006148
         0         1         1         3           0.0272389          0.00619258
         0         1         1         3           0.0256178          0.00596158
         0         1         1         3           0.0241788          0.00601325
         0         1         1         3           0.0228928          0.00600704
         0         1         1         3           0.0217367          0.00588677
         0         2         1         3            0.482347           0.0073903
         0         2         1         3              0.2348          0.00699356
         0         2         1         3            0.155166          0.00665356
         0         2         1         3            0.115869          0.00672116
         0         2         1         3           0.0924539          0.00676473
         0         2         1         3           0.0769115          0.00653135
         0         2         1         3           0.0658428          0.00672258
         0         2         1         3           0.0575591          0.00652168
         0         2         1         3           0.0511268          0.00657745
         0         2         1         3           0.0459877          0.00668434
         0         2         1         3           0.0417873          0.00651297
         0         2         1         3             0.03829          0.00641457
         0         2         1         3           0.0353329          0.00658333
         0         2         1         3           0.0327998          0.00629489
         0         2         1         3           0.0306057          0.00645132
         0         2         1         3           0.0286866          0.00651505
         0         2         1         3            0.026994          0.00626812
         0         2         1         3           0.0254901          0.00624023
         0         2         1         3           0.0241448          0.00635853
         0         2         1         3           0.0229345          0.00617088
         0         3         1         3            0.453683          0.00802902
         0         3         1         3            0.213108          0.00728089
         0         3         1         3            0.139261          0.00670512
         0         3         1         3            0.103423           0.0065749
         0         3         1         3           0.0822551           0.0064926
         0         3         1         3             0.06828          0.00647007
         0         3         1         3           0.0583639          0.00657801
         0         3         1         3           0.0509628          0.00630703
         0         3         1         3           0.0452275          0.00637196
         0         3         1         3           0.0406525          0.00630561
         0         3         1         3           0.0369181          0.00621927
         0         3         1         3            0.033812          0.00626676
         0         3         1         3           0.0311881          0.00612002
         0         3         1         3            0.028942          0.00622834
         0         3         1         3           0.0269978          0.00616735
         0         3         1         3           0.0252983          0.00595195
         0         3         1         3           0.0238001          0.00614503
         0         3         1         3           0.0224694          0.00591631
         0         3         1         3           0.0212797          0.00607089
         0         3         1         3           0.0202096          0.00610957
         1         0         1         3             0.44276          0.00801456
         1         0         1         3            0.230364          0.00735965
         1         0         1         3            0.155682          0.00699636
         1         0         1         3            0.117567          0.00650288
         1         0         1         3           0.0944452          0.00674641
         1         0         1         3           0.0789232          0.00652623
         1         0         1         3            0.067783          0.00649182
         1         0         1         3           0.0593988          0.00653473
         1         0         1         3           0.0528604          0.00642613
         1         0         1         3           0.0476187          0.00629834
         1         0         1         3           0.0433228          0.00648478
         1         0         1         3           0.0397378          0.00646991
         1         0         1         3           0.0367008          0.00624877
         1         0         1         3           0.0340951           0.0062646
         1         0         1         3           0.0318348          0.00641056
         1         0         1         3           0.0298556            0.006286
         1         0         1         3           0.0281081          0.00617497
         1         0         1         3           0.0265538          0.00630149
         1         0         1         3           0.0251625          0.00621695
         1         0         1         3           0.0239096          0.00609161
         1         1         1         3            0.519436          0.00708355
         1         1         1         3            0.246499          0.00659735
         1         1         1         3            0.161591          0.00650886
         1         1         1         3            0.120191          0.00654136
         1         1         1         3           0.0956776          0.00664416
         1         1         1         3           0.0794697          0.00641048
         1         1         1         3           0.0679576          0.00645931
         1         1         1         3           0.0593588          0.00659815
         1         1         1         3           0.0526916          0.00648724
         1         1         1         3           0.0473709          0.00631039
         1         1         1         3           0.0430262          0.00653361
         1         1         1         3           0.0394115          0.00633539
         1         1         1         3           0.0363571          0.00636088
         1         1         1         3           0.0337421          0.00647903
         1         1         1         3            0.031478          0.00637242
         1         1         1         3           0.0294986          0.00617962
         1         1         1         3           0.0277534          0.00635405
         1         1         1         3           0.0262032          0.00636272
         1         1         1         3           0.0248171          0.00617443
         1         1         1         3           0.0235702          0.00615275
         1         2         1         3            0.491234          0.00749637
         1         2         1         3            0.233445          0.00831052
         1         2         1         3            0.153101          0.00644029
         1         2         1         3              0.1139          0.00678364
         1         2         1         3           0.0906814          0.00650585
         1         2         1         3           0.0753262          0.00673199
         1         2         1         3           0.0644181          0.00664988
         1         2         1         3           0.0562697          0.00643212
         1         2         1         3           0.0499512          0.00661379
         1         2         1         3           0.0449084          0.00641326
         1         2         1         3           0.0407905          0.00644641
