      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
*         5         0         1         2           0.0215961             7.68835
*         5         0         1         2           0.0142249              7.1899
*         5         0         1         2           0.0109588             6.86543
*         5         0         1         2          0.00917767             6.76511
         5         0         1         2          0.00795274              6.6807
         5         0         1         2          0.00702496             6.61411
         5         0         1         2          0.00630229             6.56052
         5         0         1         2          0.00572452             6.51476
         5         0         1         2          0.00525229             6.47396
         5         0         1         2          0.00485911             6.43626
         5         0         1         2          0.00452661             6.40061
         5         0         1         2          0.00424168             6.36657
         5         0         1         2          0.00399471             6.33345
         5         0         1         2          0.00377855             6.30141
         5         0         1         2           0.0035877             6.26963
         5         0         1         2          0.00341793             6.23796
         5         0         1         2           0.0032659             6.20716
         5         0         1         2          0.00312893             6.17725
         5         0         1         2          0.00300486             6.14609
         5         0         1         2          0.00289196             6.11567
         5         0         1         2          0.00278874              6.0863
         5         0         1         2          0.00269401             6.05683
         5         0         1         2          0.00260674             6.02688
         5         0         1         2          0.00252608             5.99832
         5         0         1         2          0.00245129             5.96814
         5         0         1         2          0.00238175             5.94007
         5         0         1         2          0.00231692             5.91172
         5         0         1         2          0.00225633             5.88307
         5         0         1         2          0.00219959              5.8549
         5         0         1         2          0.00214631             5.82625
         5         0         1         2           0.0020962             5.79823
         5         0         1         2          0.00204897             5.77151
         5         0         1         2          0.00200439             5.74398
         5         0         1         2          0.00196223             5.71637
         5         0         1         2           0.0019223              5.6889
         5         0         1         2          0.00188444             5.66173
         5         0         1         2          0.00184847             5.63545
         5         0         1         2          0.00181425             5.60881
         5         0         1         2          0.00178167             5.58213
         5         0         1         2          0.00175061             5.55571
         5         0         1         2          0.00172095             5.53009
         5         0         1         2          0.00169261             5.50458
         5         0         1         2          0.00166551             5.47887
         5         0         1         2          0.00163956             5.45296
         5         0         1         2          0.00161468             5.42724
         5         0         1         2          0.00159082             5.40128
         5         0         1         2           0.0015679             5.37617
         5         0         1         2          0.00154588             5.35085
         5         0         1         2          0.00152471             5.32705
         5         0         1         2          0.00150433             5.30405
         5         1         1         2           0.0247123              8.6803
         5         1         1         2           0.0151461             8.49596
         5         1         1         2           0.0113774             8.31615
         5         1         1         2          0.00939202             8.28302
         5         1         1         2          0.00808135             8.22351
         5         1         1         2          0.00710393             8.13967
         5         1         1         2           0.0063491             8.05101
         5         1         1         2          0.00574992             7.96044
         5         1         1         2          0.00526303             7.86996
         5         1         1         2          0.00485958             7.77978
         5         1         1         2          0.00451975             7.69054
         5         1         1         2          0.00422954             7.60273
         5         1         1         2          0.00397872             7.51595
         5         1         1         2          0.00375973             7.43116
         5         1         1         2          0.00356681             7.34727
         5         1         1         2          0.00339553             7.26451
         5         1         1         2          0.00324241             7.18386
         5         1         1         2          0.00310468             7.10519
         5         1         1         2          0.00298008             7.02601
         5         1         1         2          0.00286684             6.94961
         5         1         1         2          0.00276343             6.87383
         5         1         1         2          0.00266862              6.8003
         5         1         1         2          0.00258136             6.72719
         5         1         1         2          0.00250078             6.65549
         5         1         1         2          0.00242612             6.58524
         5         1         1         2          0.00235676             6.51588
         5         1         1         2          0.00229214             6.44825
         5         1         1         2          0.00223178             6.38113
         5         1         1         2          0.00217529             6.31504
         5         1         1         2          0.00212228             6.25029
         5         1         1         2          0.00207244             6.18731
         5         1         1         2           0.0020255             6.12427
         5         1         1         2          0.00198121             6.06305
         5         1         1         2          0.00193934             6.00161
         5         1         1         2          0.00189971             5.94182
         5         1         1         2          0.00186213              5.8827
         5         1         1         2          0.00182645             5.82514
         5         1         1         2          0.00179253             5.76794
         5         1         1         2          0.00176023             5.71151
         5         1         1         2          0.00172945             5.65642
         5         1         1         2          0.00170007             5.60204
         5         1         1         2          0.00167201             5.54817
         5         1         1         2          0.00164518              5.4951
         5         1         1         2          0.00161949              5.4427
         5         1         1         2          0.00159487              5.3908
         5         1         1         2          0.00157126             5.33941
         5         1         1         2           0.0015486             5.28931
         5         1         1         2          0.00152683             5.24005
         5         1         1         2           0.0015059             5.19335
         5         1         1         2          0.00148576             5.14552
         5         2         1         2           0.0221921              9.4378
         5         2         1         2           0.0144054               8.753
         5         2         1         2           0.0110375             8.28107
         5         2         1         2          0.00921479             8.13116
         5         2         1         2           0.0079723             8.00933
         5         2         1         2          0.00703423             7.90609
         5         2         1         2          0.00630505             7.81652
         5         2         1         2          0.00572308             7.73443
         5         2         1         2          0.00524807             7.65687
         5         2         1         2          0.00485302             7.58182
         5         2         1         2          0.00451925              7.5086
         5         2         1         2          0.00423347             7.43664
         5         2         1         2          0.00398594             7.36582
         5         2         1         2           0.0037694             7.29614
         5         2         1         2          0.00357833             7.22698
         5         2         1         2          0.00340843             7.15815
         5         2         1         2          0.00325635             7.09076
         5         2         1         2          0.00311939             7.02499
         5         2         1         2          0.00299537             6.95768
         5         2         1         2          0.00288254             6.89206
         5         2         1         2          0.00277942             6.82815
         5         2         1         2           0.0026848             6.76494
         5         2         1         2          0.00259764              6.7011
         5         2         1         2          0.00251711             6.63925
         5         2         1         2          0.00244246             6.57744
         5         2         1         2          0.00237306             6.51724
         5         2         1         2          0.00230836             6.45738
         5         2         1         2          0.00224792             6.39841
         5         2         1         2          0.00219131             6.33962
         5         2         1         2          0.00213817             6.28216
         5         2         1         2          0.00208819             6.22516
         5         2         1         2          0.00204109             6.16934
         5         2         1         2          0.00199664             6.11434
         5         2         1         2          0.00195461             6.05947
         5         2         1         2          0.00191481             6.00479
         5         2         1         2          0.00187706             5.95122
         5         2         1         2          0.00184121             5.89913
         5         2         1         2          0.00180711              5.8478
         5         2         1         2          0.00177464             5.79543
         5         2         1         2          0.00174369             5.74516
         5         2         1         2          0.00171414             5.69533
         5         2         1         2           0.0016859             5.64627
         5         2         1         2           0.0016589             5.59808
         5         2         1         2          0.00163305             5.54912
         5         2         1         2          0.00160827             5.50115
         5         2         1         2           0.0015845             5.45455
         5         2         1         2          0.00156168              5.4072
         5         2         1         2          0.00153975             5.36173
         5         2         1         2          0.00151866              5.3176
         5         2         1         2          0.00149837             5.27412
