      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         8        16            0.984197             1.95627
         5         0         8        16            0.930851             2.06037
         5         0         8        16            0.883751             2.16411
         5         0         8        16            0.841882              2.2681
         5         0         8        16             0.80435             2.37285
         5         0         8        16            0.770469             2.47843
         5         0         8        16            0.739698             2.58483
         5         0         8        16            0.711615             2.69152
         5         0         8        16            0.685832             2.79801
         5         0         8        16              0.6622             2.90406
         5         0         8        16            0.639979             3.00856
         5         0         8        16            0.620815             3.12366
         5         0         8        16            0.605985             3.22855
         5         0         8        16            0.590208             3.32188
         5         0         8        16            0.574523             3.41658
         5         0         8        16            0.560015             3.51103
         5         0         8        16            0.546342             3.60135
         5         0         8        16            0.533163              3.6863
         5         0         8        16            0.520526             3.76809
         5         0         8        16             0.50849             3.84705
         5         0         8        16            0.497006             3.92141
         5         0         8        16             0.48602             3.99378
         5         0         8        16            0.475509             4.06225
         5         0         8        16            0.465452             4.12838
         5         0         8        16            0.455823             4.19155
         5         0         8        16            0.446596             4.25201
         5         0         8        16             0.43775             4.31029
         5         0         8        16            0.429262             4.36725
         5         0         8        16            0.421113             4.42122
         5         0         8        16            0.413285             4.47523
         5         0         8        16            0.405759             4.52755
         5         0         8        16            0.398519             4.57491
         5         0         8        16             0.39155             4.62528
         5         0         8        16            0.384838             4.67256
         5         0         8        16            0.378369              4.7211
         5         0         8        16            0.372131             4.76615
         5         0         8        16            0.366112              4.8142
         5         0         8        16            0.360301             4.85685
         5         0         8        16            0.354687             4.89988
         5         0         8        16            0.349261              4.9417
         5         0         8        16            0.344014             4.98959
         5         0         8        16            0.338937             5.02912
         5         0         8        16            0.334022              5.0714
         5         0         8        16            0.329262              5.1168
         5         0         8        16            0.324649             5.15451
         5         0         8        16            0.320177             5.19647
         5         0         8        16             0.31584             5.24035
         5         0         8        16            0.311632             5.27686
         5         0         8        16            0.307546             5.31685
         5         0         8        16            0.303579             5.36481
