 *tel    numcsi         Z         A           CsIV        errCsIV           CsIE       errCsIE
    5         3         1         2       0.621633              0        55.7724              0
    5         3         1         2       0.728329              0        65.6678              0
    5         3         1         2       0.834008              0        75.6864              0
    5         3         1         2       0.940851              0        85.8311              0
    5         3         1         2        1.04026              0        95.3104              0
    6         0         1         2      0.0321303              0        5.53792              0
    6         0         1         2        0.10252              0        15.4859              0
    6         0         1         2       0.165837              0        25.4526              0
    6         0         1         2       0.228632              0        35.6714              0
    6         0         1         2       0.287446              0        45.2652              0
    6         0         1         2       0.351295              0        55.7867              0
    6         0         1         2       0.409227              0        65.5953              0
    6         0         1         2       0.468181              0        75.4832              0
    6         0         1         2       0.527161              0        85.4417              0
    6         0         1         2       0.584889              0        95.4657              0
    6         1         1         2       0.038779              0         5.9352              0
    6         1         1         2       0.111881              0        15.8165              0
    6         1         1         2       0.178962              0        25.6651              0
    6         1         1         2       0.246299              0        35.6749              0
    6         1         1         2       0.313787              0        45.8486              0
    6         1         1         2       0.376873              0         55.567              0
    6         1         1         2       0.440703              0         65.423              0
    6         1         1         2        0.50435              0        75.4164              0
    6         1         1         2       0.567152              0         85.547              0
    6         1         1         2       0.630912              0        95.8168              0
    6         2         1         2      0.0346359              0        5.53118              0
    6         2         1         2       0.103755              0         15.509              0
    6         2         1         2       0.171305              0        25.8177              0
    6         2         1         2        0.23448              0        35.7541              0
    6         2         1         2       0.298363              0        45.9593              0
    6         2         1         2       0.358841              0        55.8182              0
    6         2         1         2       0.418686              0        65.9221              0
    6         2         1         2       0.474737              0        75.6123              0
    6         2         1         2       0.531485              0        85.5082              0
    6         2         1         2       0.588017              0        95.6066              0
    6         3         1         2      0.0330103              0        5.64488              0
    6         3         1         2       0.104052              0        15.9088              0
    6         3         1         2       0.166136              0        25.6317              0
    6         3         1         2       0.227293              0        35.5795              0
    6         3         1         2       0.288885              0        45.6921              0
    6         3         1         2       0.351025              0        55.9332              0
    6         3         1         2        0.40886              0         65.639              0
    6         3         1         2       0.466313              0        75.4425              0
    6         3         1         2       0.524467              0        85.3429              0
    6         3         1         2       0.582607              0        95.3431              0
    7         0         1         2      0.0380781              0        5.91361              0
    7         0         1         2       0.109232              0        15.9708              0
    7         0         1         2       0.175881              0          25.86              0
    7         0         1         2       0.241299              0        35.9659              0
    7         0         1         2       0.304064              0        45.6862              0
    7         0         1         2       0.366988              0        55.5977              0
    7         0         1         2       0.428939              0        65.6966              0
    7         0         1         2       0.491507              0        75.9837              0
    7         0         1         2       0.550412              0        85.8016              0
    7         0         1         2       0.608672              0        95.7932              0
    7         1         1         2       0.036754              0        5.54788              0
    7         1         1         2       0.115418              0         15.724              0
    7         1         1         2        0.18282              0        25.3317              0
    7         1         1         2       0.249101              0        35.2875              0
    7         1         1         2       0.316744              0         45.506              0
    7         1         1         2        0.38442              0        55.9298              0
    7         1         1         2       0.446061              0        65.7686              0
    7         1         1         2       0.509006              0        75.7492              0
    7         1         1         2       0.571767              0        85.8656              0
    7         1         1         2       0.628743              0        95.3231              0
    7         2         1         2      0.0391339              0        5.90186              0
    7         2         1         2       0.112125              0        15.9323              0
    7         2         1         2       0.176678              0        25.5301              0
    7         2         1         2       0.245488              0        35.9364              0
    7         2         1         2       0.309498              0        45.9442              0
    7         2         1         2       0.370863              0        55.4861              0
    7         2         1         2       0.435917              0         65.733              0
    7         2         1         2       0.496918              0        75.4659              0
    7         2         1         2       0.561288              0        85.8908              0
    7         2         1         2       0.622516              0         95.775              0
    7         3         1         2      0.0359918              0        5.62408              0
    7         3         1         2       0.114207              0        15.9955              0
    7         3         1         2       0.178159              0        25.4702              0
    7         3         1         2       0.246595              0        35.8865              0
    7         3         1         2       0.311252              0        45.9512              0
    7         3         1         2       0.371493              0        55.5668              0
    7         3         1         2       0.435847              0        65.9826              0
    7         3         1         2        0.49669              0        75.8756              0
    7         3         1         2       0.556354              0        85.8773              0
    7         3         1         2       0.617178              0        95.9779              0
    8         0         1         2      0.0454148              0        5.90346              0
    8         0         1         2        0.10714              0        15.5863              0
    8         0         1         2       0.168866              0         25.564              0
    8         0         1         2       0.231802              0         35.708              0
    8         0         1         2       0.291968              0        45.3476              0
    8         0         1         2       0.356241              0        55.8333              0
    8         0         1         2       0.415739              0        65.7424              0
    8         0         1         2       0.475891              0        75.7478              0
    8         0         1         2       0.536103              0         85.831              0
    8         0         1         2       0.596281              0        95.9776              0
    8         1         1         2      0.0364395              0         5.6238              0
    8         1         1         2        0.10619              0        15.9245              0
    8         1         1         2       0.172454              0        25.5664              0
    8         1         1         2       0.242204              0        35.8868              0
    8         1         1         2       0.308467              0        45.9466              0
    8         1         1         2       0.371266              0        55.6962              0
    8         1         1         2       0.434183              0        65.6456              0
    8         1         1         2       0.495982              0        75.7846              0
    8         1         1         2        0.55554              0        85.5287              0
    8         1         1         2       0.614835              0        95.4345              0
    8         2         1         2      0.0445941              0         5.9892              0
    8         2         1         2       0.109818              0        15.8808              0
    8         2         1         2       0.175568              0        25.8875              0
    8         2         1         2       0.242243              0        35.9679              0
    8         2         1         2       0.305485              0        45.6425              0
    8         2         1         2       0.367788              0        55.4885              0
    8         2         1         2       0.431068              0        65.5156              0
    8         2         1         2       0.494482              0        75.7279              0
    8         2         1         2       0.553055              0        85.5105              0
    8         2         1         2        0.61293              0        95.4615              0
    8         3         1         2      0.0427453              0        5.94473              0
    8         3         1         2       0.105183              0        15.7777              0
    8         3         1         2       0.167707              0        25.7925              0
    8         3         1         2       0.231073              0        35.8706              0
    8         3         1         2       0.291517              0        45.5956              0
    8         3         1         2       0.355502              0        55.9569              0
    8         3         1         2       0.415992              0        65.9739              0
    8         3         1         2       0.473134              0        75.6266              0
    8         3         1         2       0.534271              0        85.9314              0
    8         3         1         2       0.592097              0        95.8588              0
    9         0         1         2      0.0264696              0        5.66488              0
    9         0         1         2      0.0948587              0        15.4772              0
    9         0         1         2       0.163249              0        25.5116              0
    9         0         1         2       0.224419              0         35.659              0
    9         0         1         2       0.287776              0        45.9605              0
    9         0         1         2       0.347019              0        55.8402              0
    9         0         1         2       0.406301              0        65.8793              0
    9         0         1         2       0.461481              0        75.4856              0
    9         0         1         2       0.521165              0         85.872              0
    9         0         1         2       0.577139              0        95.8282              0
    9         1         1         2      0.0381306              0        5.56382              0
    9         1         1         2       0.100558              0        15.8547              0
    9         1         1         2       0.159584              0        25.7332              0
    9         1         1         2       0.218436              0        35.6945              0
    9         1         1         2       0.279394              0        45.8112              0
    9         1         1         2        0.33489              0        55.4802              0
    9         1         1         2       0.394707              0        65.9048              0
    9         1         1         2       0.451221              0        75.8501              0
    9         1         1         2        0.50781              0        85.9162              0
    9         1         1         2       0.561019              0        95.4566              0
    9         2         1         2      0.0368158              0        5.82935              0
    9         2         1         2       0.101506              0        15.5118              0
    9         2         1         2       0.169613              0        25.7952              0
    9         2         1         2       0.231139              0        35.5662              0
    9         2         1         2        0.29392              0        45.4668              0
    9         2         1         2       0.356577              0        55.5258              0
    9         2         1         2       0.419273              0        65.7566              0
    9         2         1         2       0.477743              0        75.5828              0
    9         2         1         2       0.536801              0         85.571              0
    9         2         1         2       0.596091              0        95.7249              0
    9         3         1         2      0.0398737              0        5.54946              0
    9         3         1         2       0.109964              0        15.8273              0
    9         3         1         2       0.176394              0        25.5283              0
    9         3         1         2       0.246901              0        35.8075              0
    9         3         1         2       0.312405              0        45.6295              0
    9         3         1         2       0.379332              0        55.5931              0
    9         3         1         2       0.446094              0        65.7133              0
    9         3         1         2       0.511761              0        75.9981              0
    9         3         1         2       0.574839              0        85.8324              0
    9         3         1         2       0.637834              0        95.8208              0
   10         0         1         2      0.0461511              0        5.80664              0
   10         0         1         2       0.110532              0        15.6739              0
   10         0         1         2       0.175837              0        25.6469              0
   10         0         1         2       0.240381              0        35.5567              0
   10         0         1         2         0.3057              0        45.5104              0
   10         0         1         2       0.371198              0        55.5533              0
   10         0         1         2       0.436539              0        65.7132              0
   10         0         1         2       0.498088              0        75.3598              0
   10         0         1         2        0.56329              0        85.7906              0
   10         0         1         2       0.624228              0        95.7108              0
   10         1         1         2      0.0448435              0        5.51464              0
   10         1         1         2       0.116286              0         15.728              0
   10         1         1         2       0.185218              0        25.6006              0
   10         1         1         2       0.254298              0        35.5139              0
   10         1         1         2       0.323203              0        45.5397              0
   10         1         1         2       0.392433              0        55.6905              0
   10         1         1         2       0.462113              0        65.9689              0
   10         1         1         2        0.52825              0        75.8223              0
   10         1         1         2        0.59318              0        85.7856              0
   10         1         1         2       0.659381              0        95.8569              0
   10         2         1         2       0.032224              0        5.54929              0
   10         2         1         2         0.1167              0        15.5852              0
   10         2         1         2       0.195013              0        25.7348              0
   10         2         1         2       0.269443              0        35.9228              0
   10         2         1         2       0.339558              0        45.6185              0
   10         2         1         2       0.409768              0        55.4288              0
   10         2         1         2       0.483597              0        65.9795              0
   10         2         1         2       0.549464              0        75.3957              0
   10         2         1         2       0.619831              0        85.5463              0
   10         2         1         2       0.690114              0        95.8047              0
   10         3         1         2      0.0473849              0        5.79828              0
   10         3         1         2       0.112899              0        15.9135              0
   10         3         1         2       0.175094              0        25.5977              0
   10         3         1         2       0.242835              0        35.8359              0
   10         3         1         2       0.305506              0        45.5787              0
   10         3         1         2       0.369565              0        55.4285              0
   10         3         1         2       0.437219              0        65.9996              0
   10         3         1         2       0.496565              0        75.5333              0
   10         3         1         2       0.560495              0        85.8155              0
   10         3         1         2       0.620561              0         95.646              0
   11         0         1         2      0.0441777              0        5.47976              0
   11         0         1         2       0.106865              0        15.6664              0
   11         0         1         2       0.169637              0        25.7657              0
   11         0         1         2       0.233107              0         35.782              0
   11         0         1         2       0.298154              0        45.8537              0
   11         0         1         2       0.359447              0        55.4601              0
   11         0         1         2       0.423651              0        65.7545              0
   11         0         1         2       0.484666              0        75.6042              0
   11         0         1         2       0.546051              0        85.5837              0
   11         0         1         2       0.607401              0        95.6983              0
   11         1         1         2      0.0478846              0        5.87331              0
   11         1         1         2       0.111022              0        15.7084              0
   11         1         1         2       0.174255              0        25.8025              0
   11         1         1         2       0.238781              0        35.9263              0
   11         1         1         2       0.300016              0        45.6591              0
   11         1         1         2       0.364996              0        55.9331              0
   11         1         1         2       0.426819              0        65.8147              0
   11         1         1         2       0.488091              0         75.767              0
   11         1         1         2       0.550191              0        85.7866              0
   11         1         1         2       0.612158              0        95.8714              0
   11         2         1         2      0.0421262              0        5.79536              0
   11         2         1         2       0.109094              0        15.9597              0
   11         2         1         2       0.173037              0        25.6565              0
   11         2         1         2       0.240858              0        35.8167              0
   11         2         1         2       0.305341              0        45.5509              0
   11         2         1         2       0.372627              0        55.8578              0
   11         2         1         2       0.437558              0        65.7728              0
   11         2         1         2       0.502646              0        75.7967              0
   11         2         1         2       0.567491              0          85.94              0
   11         2         1         2       0.629023              0        95.6964              0
   11         3         1         2      0.0431297              0        5.71327              0
   11         3         1         2       0.110812              0        15.7154              0
   11         3         1         2       0.179625              0        25.8635              0
   11         3         1         2       0.244466              0        35.6113              0
   11         3         1         2       0.309926              0        45.4961              0
   11         3         1         2       0.374906              0        55.4833              0
   11         3         1         2        0.44081              0        65.5473              0
   11         3         1         2        0.50671              0        75.6695              0
   11         3         1         2       0.571951              0        85.8368              0
   11         3         1         2       0.633765              0        95.4731              0
