 *tel    numcsi           CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0356784    0.000356784        5.99677      0.0599677
    0         0      0.0927581    0.000927581         13.684        0.13684
    0         0       0.142527     0.00142527        21.3998       0.213998
    0         0       0.197767     0.00197767        30.3219       0.303219
    0         0       0.257925     0.00257925        40.4366       0.404366
    0         0        0.31731      0.0031731        50.9491       0.509491
    0         0       0.373554     0.00373554        60.9818       0.609818
    0         0       0.423911     0.00423911        70.4498       0.704498
    0         1      0.0331362    0.000331362        5.66423      0.0566423
    0         1      0.0920825    0.000920825        13.9009       0.139009
    0         1        0.14502      0.0014502        21.8739       0.218739
    0         1       0.202817     0.00202817        30.9541       0.309541
    0         1       0.259557     0.00259557        40.3758       0.403758
    0         1       0.323024     0.00323024        50.9367       0.509367
    0         1       0.375612     0.00375612         60.154        0.60154
    0         1       0.433776     0.00433776        70.5054       0.705054
    0         2      0.0348195    0.000348195         5.8146       0.058146
    0         2      0.0946633    0.000946633        13.7837       0.137837
    0         2        0.14698      0.0014698         21.451        0.21451
    0         2       0.210145     0.00210145        30.9103       0.309103
    0         2        0.27282      0.0027282        40.7566       0.407566
    0         2        0.33588      0.0033588        50.9744       0.509744
    0         2       0.393398     0.00393398        60.7393       0.607393
    0         2       0.452266     0.00452266        70.8344       0.708344
    0         3      0.0321746    0.000321746        5.81169      0.0581169
    0         3      0.0944084    0.000944084        13.9643       0.139643
    0         3       0.150751     0.00150751        21.9662       0.219662
    0         3       0.204998     0.00204998        30.3902       0.303902
    0         3       0.270013     0.00270013        40.7981       0.407981
    0         3         0.3297       0.003297        50.7911       0.507911
    0         3       0.385643     0.00385643        60.2581       0.602581
    0         3       0.444881     0.00444881        70.9142       0.709142
    1         0      0.0337714    0.000337714        5.50298      0.0550298
    1         0      0.0964491    0.000964491        13.7076       0.137076
    1         0        0.15259      0.0015259        21.9918       0.219918
    1         0       0.207673     0.00207673        30.7106       0.307106
    1         0       0.268842     0.00268842        40.4933       0.404933
    1         0       0.329441     0.00329441        50.5511       0.505511
    1         0       0.390742     0.00390742        60.8476       0.608476
    1         0       0.446152     0.00446152        70.5485       0.705485
    1         1      0.0333099    0.000333099        5.89877      0.0589877
    1         1      0.0911623    0.000911623        13.9681       0.139681
    1         1       0.141278     0.00141278        21.6678       0.216678
    1         1        0.19741      0.0019741        30.3613       0.303613
    1         1       0.262711     0.00262711        40.8566       0.408566
    1         1       0.322758     0.00322758        50.9337       0.509337
    1         1       0.379473     0.00379473        60.5245       0.605245
    1         1       0.434563     0.00434563        70.4031       0.704031
    1         2      0.0344103    0.000344103        5.62492      0.0562492
    1         2      0.0940749    0.000940749        13.6472       0.136472
    1         2       0.147953     0.00147953         21.415        0.21415
    1         2       0.206604     0.00206604         30.282        0.30282
    1         2       0.268853     0.00268853        40.3011       0.403011
    1         2       0.332887     0.00332887        50.7298       0.507298
    1         2       0.390486     0.00390486        60.7212       0.607212
    1         2       0.444459     0.00444459        70.1963       0.701963
    1         3      0.0295669    0.000295669        5.61525      0.0561525
    1         3      0.0899222    0.000899222        13.8098       0.138098
    1         3       0.143547     0.00143547        21.7335       0.217335
    1         3       0.200772     0.00200772        30.8131       0.308131
    1         3       0.259106     0.00259106        40.3052       0.403052
    1         3       0.316672     0.00316672        50.1906       0.501906
    1         3       0.375638     0.00375638         60.469        0.60469
    1         3       0.428312     0.00428312        70.2444       0.702444
    2         0      0.0322015    0.000322015        5.40688      0.0540688
    2         0      0.0891158    0.000891158        13.4702       0.134702
    2         0       0.140717     0.00140717        21.4643       0.214643
    2         0       0.197305     0.00197305         30.555        0.30555
    2         0       0.256982     0.00256982        40.6992       0.406992
    2         0       0.313624     0.00313624        50.2782       0.502782
    2         0       0.373964     0.00373964        60.8588       0.608588
