*tel numcsi          CsI V      err CsI V          energy    err energy
    0     0         1.16922      0.00922105         198.485           2.585
    0     1         1.18234       0.0130294         198.485           2.585
    0     2         1.22111       0.0108249         198.485           2.585
    0     3          1.2024       0.0108655         198.485           2.585
    1     0         1.20277       0.0124405         198.485           2.585
    1     1         1.20108       0.0117761         198.485           2.585
    1     2         1.18034       0.0130979         198.485           2.585
    1     3          1.1547       0.0129532         198.485           2.585
    2     0         1.16109       0.0115954         198.485           2.585
    2     1         1.07303       0.0116337         198.485           2.585
    2     2         1.20841      0.00942011         198.485           2.585
    2     3         1.14195       0.0104933         198.485           2.585
    3     0         1.17716       0.0144004         198.485           2.585
    3     1         1.21903       0.0113084         198.485           2.585
    3     2        0.804377      0.00936531         198.485           2.585
    3     3         1.21094       0.0111501         198.485           2.585
    4     0         1.15437      0.00941581         198.485           2.585
    4     1         1.17031      0.00933735         198.485           2.585
    4     2         1.26077        0.010404         198.485           2.585
    4     3         1.21738      0.00961039         198.485           2.585
    5     0         1.22314       0.0136003         198.485           2.585
    5     1         1.38015       0.0167838         198.485           2.585
    5     2         1.45786       0.0175074         198.485           2.585
    5     3         2.16882        0.018872         198.485           2.585
    6     0         1.13298      0.00922203         198.485           2.585
    6     1         1.20009      0.00795894         198.485           2.585
    6     2         1.13402       0.0091223         198.485           2.585
    6     3         1.12769      0.00996357         198.485           2.585
    7     0         1.18247       0.0111937         198.485           2.585
    7     1         1.21775       0.0113557         198.485           2.585
    7     2         1.19785      0.00710905         198.485           2.585
    7     3          1.1968       0.0068599         198.485           2.585
    8     0         1.16393       0.0100171         198.485           2.585
    8     1         1.19476       0.0147242         198.485           2.585
    8     2         1.18708      0.00899662         198.485           2.585
    8     3         1.16334      0.00805198         198.485           2.585
    9     0         1.11609       0.0126089         198.485           2.585
    9     1         1.12702       0.0107178         198.485           2.585
    9     2         1.16436      0.00581729         198.485           2.585
    9     3         1.25026      0.00953753         198.485           2.585
   10     0         1.17712       0.0100982         198.485           2.585
   10     1         1.24827       0.0106837         198.485           2.585
   10     2          1.2873      0.00738198         198.485           2.585
   10     3         1.17289      0.00551415         198.485           2.585
   11     0         1.16979      0.00567412         198.485           2.585
   11     1         1.20856      0.00830835         198.485           2.585
   11     2         1.21779       0.0105093         198.485           2.585
   11     3         1.23171      0.00686717         198.485           2.585
