      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         6        12            0.665768             2.50347
         5         0         6        12             0.61635             2.65866
         5         0         6        12            0.575139             2.81371
         5         0         6        12            0.539973             2.96914
         5         0         6        12            0.509487             3.12571
         5         0         6        12            0.482738             3.28117
         5         0         6        12            0.459041             3.43603
         5         0         6        12            0.437879             3.58868
         5         0         6        12            0.418848             3.73752
         5         0         6        12            0.401633             3.88263
         5         0         6        12            0.385966             4.02162
         5         0         6        12             0.37167             4.15401
         5         0         6        12            0.358504             4.28847
         5         0         6        12            0.348735             4.42421
         5         0         6        12            0.338984             4.53364
         5         0         6        12            0.329111             4.63625
         5         0         6        12            0.319988             4.73857
         5         0         6        12            0.311483             4.83501
         5         0         6        12            0.303339             4.92288
         5         0         6        12             0.29557             5.00592
         5         0         6        12            0.288208             5.08477
         5         0         6        12            0.281217              5.1602
         5         0         6        12            0.274559             5.23086
         5         0         6        12            0.268217             5.29662
         5         0         6        12            0.262173             5.36323
         5         0         6        12            0.256409              5.4245
         5         0         6        12            0.250904             5.48453
         5         0         6        12            0.245645             5.54237
         5         0         6        12            0.240614             5.59753
         5         0         6        12            0.235799             5.65089
         5         0         6        12            0.231186             5.70956
         5         0         6        12            0.226764             5.75966
         5         0         6        12            0.222521             5.80978
         5         0         6        12            0.218446             5.85782
         5         0         6        12             0.21453             5.91217
         5         0         6        12            0.210765             5.95078
         5         0         6        12            0.207142             6.00568
         5         0         6        12            0.203652             6.04625
         5         0         6        12            0.200289             6.09879
         5         0         6        12            0.197046             6.14866
         5         0         6        12            0.193917             6.19122
         5         0         6        12            0.190897             6.22098
         5         0         6        12            0.187979             6.29333
         5         0         6        12            0.185158              6.3458
         5         0         6        12            0.182429             6.36871
         5         0         6        12             0.17979             6.41206
         5         0         6        12            0.177234             6.45504
         5         0         6        12            0.174759             6.49755
         5         0         6        12            0.172359             6.53966
         5         0         6        12            0.170033             6.58128
         5         1         6        12            0.758074             2.62728
         5         1         6        12            0.695609             2.78713
         5         1         6        12            0.644673             2.94872
         5         1         6        12             0.60219             3.11481
         5         1         6        12            0.565965             3.28544
         5         1         6        12            0.534539             3.46091
         5         1         6        12             0.50693             3.64105
         5         1         6        12            0.482435             3.82356
         5         1         6        12            0.460526             4.00851
         5         1         6        12            0.440794             4.19335
         5         1         6        12            0.422916             4.37708
         5         1         6        12             0.40664             4.55794
         5         1         6        12            0.391723             4.73418
         5         1         6        12            0.378099             4.90444
