 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0344648    0.000344648        5.93318      0.0593318
    0         0       0.139129     0.00139129        20.3784       0.203784
    0         0       0.237345     0.00237345        35.5652       0.355652
    0         0       0.329021     0.00329021        50.5023       0.505023
    0         0        0.42164      0.0042164        65.8756       0.658756
    0         0       0.509055     0.00509055        80.6324       0.806324
    0         0       0.595338     0.00595338        95.7087       0.957087
    0         0       0.676032     0.00676032        110.067        1.10067
    0         0       0.763608     0.00763608        125.764        1.25764
    0         0       0.843788     0.00843788        140.714        1.40714
    0         0       0.926476     0.00926476        155.961        1.55961
    0         0        1.00197      0.0100197        170.396        1.70396
    0         0        1.07965      0.0107965        185.101        1.85101
    0         0        1.15726      0.0115726         200.09         2.0009
    0         0        1.23604      0.0123604        215.368        2.15368
    0         0        1.31776      0.0131776        230.947        2.30947
    0         0        1.39274      0.0139274        245.602        2.45602
    0         0        1.46907      0.0146907        260.532        2.60532
    0         0        1.54656      0.0154656        275.742        2.75742
    0         0         1.6186       0.016186        289.938        2.89938
    0         0        1.69745      0.0169745        305.712        3.05712
    0         1      0.0253888    0.000253888        4.27278      0.0427278
    0         1       0.130516     0.00130516        19.1313       0.191313
    0         1       0.231112     0.00231112         34.867        0.34867
    0         1       0.321806     0.00321806         49.158        0.49158
    0         1       0.417875     0.00417875        64.7494       0.647494
    0         1       0.508031     0.00508031        79.6726       0.796726
    0         1       0.599325     0.00599325        94.8934       0.948934
    0         1       0.683455     0.00683455        109.376        1.09376
    0         1       0.768122     0.00768122        124.136        1.24136
    0         1       0.852601     0.00852601        139.187        1.39187
    0         1       0.937717     0.00937717         154.54         1.5454
    0         1        1.01718      0.0101718        169.081        1.69081
    0         1         1.0978       0.010978        183.905        1.83905
    0         1        1.17954      0.0117954        199.027        1.99027
    0         1        1.26246      0.0126246        214.456        2.14456
    0         1        1.34095      0.0134095        228.984        2.28984
    0         1        1.42034      0.0142034        243.794        2.43794
    0         1            1.5          0.015        258.902        2.58902
    0         1        1.58081      0.0158081        274.315        2.74315
    0         1        1.65595      0.0165595        288.719        2.88719
    0         1        1.73942      0.0173942        304.751        3.04751
