 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0221579    0.000221579        15.7838       0.157838
    0         0      0.0825944    0.000825944        28.3664       0.283664
    0         0        0.15048      0.0015048        40.8104       0.408104
    0         0       0.219933     0.00219933        52.2573       0.522573
    0         0       0.294168     0.00294168        64.2253       0.642253
    0         0       0.375879     0.00375879        76.8531       0.768531
    0         0       0.450292     0.00450292        88.3316       0.883316
    0         0       0.532359     0.00532359        100.529        1.00529
    0         0       0.612884     0.00612884        112.564        1.12564
    0         0       0.693177     0.00693177        124.452        1.24452
    0         0       0.775267     0.00775267        136.203        1.36203
    0         0        0.86136      0.0086136        148.651        1.48651
    0         0       0.949604     0.00949604        160.965        1.60965
    0         0        1.03196      0.0103196        172.346        1.72346
    0         0        1.12074      0.0112074        184.431        1.84431
    0         0         1.2118       0.012118        196.414        1.96414
    0         0        1.30517      0.0130517        208.304        2.08304
    0         0        1.40572      0.0140572        220.895        2.20895
    0         0        1.50147      0.0150147        232.621        2.32621
    0         0        1.59855      0.0159855        244.281        2.44281
    0         0        1.70392      0.0170392        256.652        2.56652
    0         1      0.0279281    0.000279281         14.952        0.14952
    0         1       0.102956     0.00102956        28.2581       0.282581
    0         1       0.180861     0.00180861        42.2492       0.422492
    0         1       0.266808     0.00266808        56.9667       0.569667
    0         1       0.347151     0.00347151        70.0438       0.700438
    0         1       0.433776     0.00433776        83.8773       0.838773
    0         1       0.527523     0.00527523        98.4033       0.984033
    0         1       0.621866     0.00621866        112.567        1.12567
    0         1        0.71662      0.0071662        126.426        1.26426
    0         1       0.810296     0.00810296        140.026        1.40026
    0         1        0.91171      0.0091171        154.426        1.54426
    0         1        1.01476      0.0101476        168.607        1.68607
    0         1        1.11859      0.0111859        182.599        1.82599
    0         1        1.22535      0.0122535        196.429        1.96429
    0         1        1.33454      0.0133454        210.119        2.10119
    0         1        1.45306      0.0145306        224.653        2.24653
    0         1        1.56581      0.0156581        238.109        2.38109
    0         1         1.6888       0.016888        252.428        2.52428
    0         1        1.81348      0.0181348        266.658        2.66658
    0         1        1.93876      0.0193876        280.812        2.80812
    0         1        2.06486      0.0206486        294.904        2.94904
    0         2       0.032262     0.00032262        15.4538       0.154538
    0         2       0.106761     0.00106761        28.4902       0.284902
    0         2       0.184405     0.00184405        41.8357       0.418357
    0         2        0.26333      0.0026333        54.7651       0.547651
    0         2        0.34197      0.0034197        67.3579       0.673579
    0         2       0.426334     0.00426334        80.5769       0.805769
    0         2        0.51169      0.0051169        93.4083       0.934083
    0         2       0.602736     0.00602736        106.852        1.06852
    0         2       0.687381     0.00687381        119.147        1.19147
    0         2        0.78419      0.0078419        132.938        1.32938
    0         2       0.875301     0.00875301        145.646        1.45646
    0         2       0.974145     0.00974145        158.993        1.58993
    0         2         1.0667       0.010667        171.332        1.71332
    0         2        1.16708      0.0116708        184.329        1.84329
    0         2        1.27626      0.0127626        197.973        1.97973
    0         2        1.38132      0.0138132        210.676        2.10676
    0         2        1.48861      0.0148861        223.259        2.23259
    0         2         1.6043       0.016043        236.512        2.36512
    0         2        1.72174      0.0172174        249.656        2.49656
    0         2        1.84035      0.0184035        262.706        2.62706
    0         2        1.95946      0.0195946         275.67         2.7567
    0         2        2.07887      0.0207887        288.559        2.88559
    0         3      0.0233842    0.000233842        15.1523       0.151523
    0         3        0.10082      0.0010082        28.7741       0.287741
    0         3       0.176602     0.00176602        41.3507       0.413507
    0         3       0.257764     0.00257764        54.5411       0.545411
    0         3       0.338618     0.00338618        67.3796       0.673796
    0         3       0.426285     0.00426285        80.8629       0.808629
    0         3       0.514147     0.00514147        93.9617       0.939617
    0         3        0.60174      0.0060174         106.79         1.0679
    0         3       0.689275     0.00689275        119.382        1.19382
    0         3       0.783011     0.00783011        132.645        1.32645
    0         3       0.877021     0.00877021        145.703        1.45703
    0         3       0.972897     0.00972897         158.58         1.5858
    0         3        1.06831      0.0106831        171.299        1.71299
    0         3        1.17205      0.0117205        184.711        1.84711
    0         3         1.2782       0.012782        197.983        1.97983
    0         3        1.37976      0.0137976        210.314        2.10314
    0         3        1.49036      0.0149036         223.36         2.2336
    0         3        1.60289      0.0160289        236.309        2.36309
    0         3        1.72381      0.0172381        249.975        2.49975
    0         3        1.83828      0.0183828         262.76         2.6276
    0         3        1.95338      0.0195338        275.479        2.75479
    1         0      0.0274619    0.000274619        14.1835       0.141835
    1         0       0.103343     0.00103343        29.8773       0.298773
    1         0       0.200668     0.00200668        46.6059       0.466059
    1         0       0.299025     0.00299025        61.9254       0.619254
    1         0       0.405787     0.00405787        77.9427       0.779427
    1         0       0.521057     0.00521057        94.6854       0.946854
    1         0       0.627323     0.00627323        109.925        1.09925
    1         0        0.74207      0.0074207        126.047        1.26047
    1         0       0.856863     0.00856863        141.895        1.41895
    1         0       0.981406     0.00981406        158.603        1.58603
    1         0        1.09893      0.0109893        173.969        1.73969
    1         0        1.22812      0.0122812        190.215        1.90215
    1         0        1.36069      0.0136069        206.263        2.06263
    1         0        1.49692      0.0149692        222.138        2.22138
    1         0        1.64445      0.0164445        238.903        2.38903
    1         0        1.78481      0.0178481        254.485        2.54485
    1         0        1.93624      0.0193624        270.981        2.70981
    1         0        2.07886      0.0207886        286.346        2.86346
    1         0        2.23129      0.0223129        302.644        3.02644
    1         0        2.38488      0.0238488        318.864        3.18864
    1         1      0.0271093    0.000271093        13.8847       0.138847
    1         1       0.126403     0.00126403        30.6043       0.306043
    1         1       0.224519     0.00224519        46.7584       0.467584
    1         1       0.321579     0.00321579        62.4888       0.624888
    1         1       0.419703     0.00419703        77.8222       0.778222
    1         1       0.525485     0.00525485        93.9248       0.939248
    1         1       0.640387     0.00640387         110.84         1.1084
    1         1       0.746247     0.00746247        126.206        1.26206
    1         1       0.860356     0.00860356        142.438        1.42438
    1         1        0.97558      0.0097558        158.384        1.58384
    1         1        1.09194      0.0109194        174.082        1.74082
    1         1        1.22014      0.0122014        190.659        1.90659
    1         1        1.34245      0.0134245        205.933        2.05933
    1         1        1.47709      0.0147709        222.114        2.22114
    1         1        1.61464      0.0161464        238.126        2.38126
    1         1        1.75311      0.0175311        253.992        2.53992
    1         1        1.90327      0.0190327        270.774        2.70774
    1         1        2.04505      0.0204505        286.392        2.86392
    1         1        2.19603      0.0219603        302.945        3.02945
    1         1        2.33892      0.0233892        318.378        3.18378
    1         1        2.49225      0.0249225         334.76         3.3476
    1         2      0.0255399    0.000255399        14.9834       0.149834
    1         2        0.10785      0.0010785        28.5361       0.285361
    1         2       0.185781     0.00185781        41.6538       0.416538
    1         2       0.263956     0.00263956        54.4383       0.544383
    1         2       0.349808     0.00349808        67.8802       0.678802
    1         2       0.428543     0.00428543        80.0815       0.800815
    1         2       0.519344     0.00519344        93.7741       0.937741
    1         2       0.605401     0.00605401        106.294        1.06294
    1         2       0.696571     0.00696571        119.461        1.19461
    1         2       0.787734     0.00787734        132.404        1.32404
    1         2       0.885226     0.00885226        145.994        1.45994
    1         2       0.977337     0.00977337        158.556        1.58556
    1         2        1.07788      0.0107788        171.787        1.71787
    1         2        1.17902      0.0117902        184.862        1.84862
    1         2        1.28239      0.0128239        197.801        1.97801
    1         2        1.38817      0.0138817        210.618        2.10618
    1         2        1.49585      0.0149585        223.327        2.23327
    1         2        1.61237      0.0161237        236.724        2.36724
    1         2        1.72296      0.0172296        249.246        2.49246
    1         2        1.84127      0.0184127        262.466        2.62466
    1         2        1.96031      0.0196031        275.612        2.75612
    1         2        2.08055      0.0208055        288.691        2.88691
    1         3      0.0321544    0.000321544        14.9916       0.149916
    1         3       0.100723     0.00100723        28.0798       0.280798
    1         3       0.179311     0.00179311        42.0755       0.420755
    1         3       0.263865     0.00263865         56.408        0.56408
    1         3       0.348695     0.00348695        70.2208       0.702208
    1         3       0.439123     0.00439123        84.5299       0.845299
    1         3       0.530109     0.00530109        98.4029       0.984029
    1         3       0.627987     0.00627987        112.842        1.12842
    1         3       0.724676     0.00724676        126.975        1.26975
    1         3       0.821264     0.00821264        140.853        1.40853
    1         3       0.919152     0.00919152        154.514        1.54514
    1         3         1.0234       0.010234        168.828        1.68828
    1         3         1.1305       0.011305        182.962        1.82962
    1         3        1.23845      0.0123845        196.945        1.96945
    1         3        1.34911      0.0134911        210.796        2.10796
    1         3        1.46315      0.0146315        224.534        2.24534
    1         3        1.58498      0.0158498        238.976        2.38976
    1         3        1.70123      0.0170123         252.53         2.5253
    1         3        1.82625      0.0182625        266.805        2.66805
    1         3        1.94534      0.0194534        280.225        2.80225
    1         3        2.07198      0.0207198        294.381        2.94381
    2         0      0.0284385    0.000284385        14.3526       0.143526
    2         0      0.0938263    0.000938263        27.7029       0.277029
    2         0        0.17033      0.0017033        40.6131       0.406131
    2         0       0.251166     0.00251166          53.79         0.5379
    2         0       0.333598     0.00333598         66.737        0.66737
    2         0       0.414573     0.00414573        79.4986       0.794986
    2         0       0.502947     0.00502947        92.8576       0.928576
    2         0       0.590584     0.00590584        105.971        1.05971
    2         0       0.677661     0.00677661         118.84         1.1884
    2         0       0.765584     0.00765584        131.479        1.31479
    2         0       0.859805     0.00859805        144.725        1.44725
    2         0       0.953571     0.00953571        157.751        1.57751
    2         0        1.04839      0.0104839        170.578        1.70578
    2         0        1.14575      0.0114575        183.225        1.83225
    2         0         1.2502       0.012502        196.487        1.96487
    2         0        1.35791      0.0135791        209.588        2.09588
    2         0         1.4672       0.014672        222.547        2.22547
    2         0        1.57799      0.0157799        235.379        2.35379
    2         0        1.69745      0.0169745        248.844        2.48844
    2         0        1.81137      0.0181137        261.459        2.61459
    2         0        1.93186      0.0193186        274.723        2.74723
    2         1      0.0228025    0.000228025         12.592        0.12592
    2         1      0.0747204    0.000747204        24.3999       0.243999
    2         1       0.135556     0.00135556        36.7869       0.367869
    2         1        0.19594      0.0019594        48.0083       0.480083
    2         1       0.269366     0.00269366        60.7444       0.607444
    2         1       0.336636     0.00336636         72.005        0.72005
    2         1       0.416461     0.00416461        84.9239       0.849239
    2         1       0.490276     0.00490276        96.5596       0.965596
    2         1       0.569436     0.00569436        108.932        1.08932
    2         1       0.643726     0.00643726        120.173        1.20173
    2         1       0.723158     0.00723158        132.185        1.32185
    2         1       0.808365     0.00808365        144.952        1.44952
    2         1       0.889499     0.00889499         156.67         1.5667
    2         1       0.969703     0.00969703        168.274        1.68274
    2         1        1.05692      0.0105692        180.656        1.80656
    2         1         1.1451       0.011451        192.937        1.92937
    2         1        1.23022      0.0123022         204.26         2.0426
