 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0258517    0.000258517        20.7233       0.207233
    0         0      0.0639589    0.000639589         29.915        0.29915
    0         0       0.106359     0.00106359        38.9359       0.389359
    0         0       0.147067     0.00147067        47.1435       0.471435
    0         0       0.197767     0.00197767        56.5102       0.565102
    0         0       0.248828     0.00248828        65.4219       0.654219
    0         0       0.303366     0.00303366        74.7733       0.747733
    0         0       0.359547     0.00359547        83.8804       0.838804
    0         0       0.414831     0.00414831        92.7937       0.927937
    0         0       0.470186     0.00470186        101.558        1.01558
    0         0       0.531202     0.00531202        110.926        1.10926
    0         0       0.586076     0.00586076        119.464        1.19464
    0         0       0.646566     0.00646566        128.608        1.28608
    0         0       0.705947     0.00705947        137.653        1.37653
    0         0       0.767116     0.00767116        146.605        1.46605
    0         0        0.82653      0.0082653        155.473        1.55473
    0         0       0.892206     0.00892206        164.933        1.64933
    0         0       0.953046     0.00953046        173.641        1.73641
    0         0        1.01874      0.0101874         182.94         1.8294
    0         0        1.08082      0.0108082        191.508        1.91508
    0         0        1.14741      0.0114741        200.666        2.00666
    0         0         1.2154       0.012154        209.758        2.09758
    0         1      0.0191725    0.000191725        21.9152       0.219152
    0         1      0.0870263    0.000870263        34.9202       0.349202
    0         1       0.158949     0.00158949        48.4022       0.484022
    0         1       0.231112     0.00231112        61.3606       0.613606
    0         1       0.309598     0.00309598        74.8655       0.748655
    0         1       0.387516     0.00387516          87.91         0.8791
    0         1       0.466187     0.00466187        100.564        1.00564
    0         1       0.550814     0.00550814        113.845        1.13845
    0         1       0.634938     0.00634938        126.807        1.26807
    0         1       0.720284     0.00720284        139.495        1.39495
    0         1       0.810296     0.00810296        152.823        1.52823
    0         1       0.900652     0.00900652        165.911        1.65911
    0         1       0.993025     0.00993025         178.79         1.7879
    0         1        1.08555      0.0108555        191.483        1.91483
    0         1        1.18593      0.0118593        204.844        2.04844
    0         1        1.28205      0.0128205        217.221        2.17221
    0         1        1.38655      0.0138655        230.283        2.30283
    0         1        1.49315      0.0149315        243.218        2.43218
    0         1        1.60854      0.0160854        256.837        2.56837
    0         1        1.71827      0.0171827        269.552        2.69552
    0         1        1.83597      0.0183597        282.966        2.82966
    0         2      0.0258548    0.000258548        22.8664       0.228664
    0         2      0.0946633    0.000946633        35.6458       0.356458
    0         2       0.160127     0.00160127        47.5613       0.475613
    0         2       0.227272     0.00227272        59.0661       0.590661
    0         2       0.299148     0.00299148        71.2201       0.712201
    0         2       0.377857     0.00377857        83.9966       0.839966
    0         2       0.451031     0.00451031        95.4683       0.954683
    0         2       0.529554     0.00529554         107.63         1.0763
    0         2       0.608687     0.00608687        119.534        1.19534
