 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0233877    0.000233877        15.1955       0.151955
    0         0      0.0883465    0.000883465        28.1193       0.281193
    0         0       0.163056     0.00163056         41.227        0.41227
    0         0       0.246542     0.00246542        54.4725       0.544725
    0         0       0.329021     0.00329021         67.303        0.67303
    0         0        0.41937      0.0041937        80.8778       0.808778
    0         0       0.503185     0.00503185        93.2273       0.932273
    0         0       0.593013     0.00593013        106.437        1.06437
    0         0       0.682854     0.00682854        119.486        1.19486
    0         0       0.774106     0.00774106        132.388        1.32388
    0         0        0.86372      0.0086372        145.156        1.45156
    0         0       0.962224     0.00962224        158.769        1.58769
    0         0        1.05474      0.0105474        171.295        1.71295
    0         0        1.15479      0.0115479        184.675        1.84675
    0         0        1.25712      0.0125712        197.954        1.97954
    0         0         1.3548       0.013548        210.205        2.10205
    0         0        1.46147      0.0146147        223.323        2.23323
    0         0        1.56961      0.0156961        236.374        2.36374
    0         0         1.6807       0.016807        249.368        2.49368
    0         0        1.79139      0.0179139        262.313        2.62313
    0         0         1.9027       0.019027        275.217        2.75217
    0         0         2.0149       0.020149        288.089        2.88089
    0         1      0.0204121    0.000204121         13.882        0.13882
    0         1       0.110657     0.00110657        29.3274       0.293274
    0         1       0.195574     0.00195574        44.0444       0.440444
    0         1       0.288769     0.00288769        59.4167       0.594167
    0         1       0.382742     0.00382742        74.2583       0.742583
    0         1       0.484001     0.00484001        89.7195       0.897195
    0         1       0.586151     0.00586151        104.775        1.04775
    0         1        0.68714      0.0068714        119.498        1.19498
    0         1       0.795669     0.00795669         134.97         1.3497
    0         1       0.896985     0.00896985        149.173        1.49173
    0         1         1.0075       0.010075        164.178        1.64178
    0         1        1.12601      0.0112601         179.98         1.7998
    0         1        1.24063      0.0124063        194.636        1.94636
    0         1         1.3576       0.013576        209.161        2.09161
    0         1        1.48495      0.0148495        224.536        2.24536
    0         1        1.61543      0.0161543        239.809        2.39809
    0         1        1.74784      0.0174784        254.999        2.54999
