 *tel    csi      Z      A           Jerzy's Formula                 NumParPar0             Par1        Par2       Par3
    9      1      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00302137  0.00649423     1.68533   1.75979
    9      1      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00302137  0.00649423     1.68533   1.75979
    9      1      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00302137  0.00649423     1.68533   1.75979
    9      2      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00751972   0.0069242     1.94861   2.04196
    9      2      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00751972   0.0069242     1.94861   2.04196
    9      2      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00751972   0.0069242     1.94861   2.04196
    9      3      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00839726  0.00721412     1.64595   1.71553
    9      3      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00839726  0.00721412     1.64595   1.71553
    9      3      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00839726  0.00721412     1.64595   1.71553
   10      0      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00309299  0.00762197     1.99306   2.15485
   10      0      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00309299  0.00762197     1.99306   2.15485
   10      0      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00309299  0.00762197     1.99306   2.15485
   10      1      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00435141  0.00796084     1.99616   2.14668
   10      1      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00435141  0.00796084     1.99616   2.14668
   10      1      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00435141  0.00796084     1.99616   2.14668
   10      2      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  -0.00280006  0.00889288     1.98872   2.17263
   10      2      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  -0.00280006  0.00889288     1.98872   2.17263
   10      2      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  -0.00280006  0.00889288     1.98872   2.17263
   10      3      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4   0.0113889  0.00723624     1.65043   1.75794
   10      3      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4   0.0113889  0.00723624     1.65043   1.75794
   10      3      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4   0.0113889  0.00723624     1.65043   1.75794
   11      0      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00882431  0.00684406     1.96562   2.06081
   11      0      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00882431  0.00684406     1.96562   2.06081
   11      0      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00882431  0.00684406     1.96562   2.06081
   11      1      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00591851  0.00708288     1.65747   1.73551
   11      1      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00591851  0.00708288     1.65747   1.73551
   11      1      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00591851  0.00708288     1.65747   1.73551
   11      2      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4   0.0227222  0.00643588     1.71201   1.74873
   11      2      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4   0.0227222  0.00643588     1.71201   1.74873
   11      2      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4   0.0227222  0.00643588     1.71201   1.74873
   11      3      1      1  [0]+[1].(pow(x,2)+[2].1.x)/(x+[3].1)                4  0.00875351  0.00716341    0.564774    0.6043
   11      3      1      2  [0]+[1].(pow(x,2)+[2].2.x)/(x+[3].2)                4  0.00875351  0.00716341    0.564774    0.6043
   11      3      1      3  [0]+[1].(pow(x,2)+[2].3.x)/(x+[3].3)                4  0.00875351  0.00716341    0.564774    0.6043
