 *tel    numcsi           CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0344648    0.000344648        5.93318      0.0593318
    0         0      0.0938781    0.000938781        13.6013       0.136013
    0         0       0.144796     0.00144796        21.2413       0.212413
    0         0        0.20243      0.0020243        30.1047       0.301047
    0         0       0.265842     0.00265842        40.1795       0.401795
    0         0       0.329021     0.00329021        50.5023       0.505023
    0         0        0.38745      0.0038745        60.0644       0.600644
    0         0       0.450292     0.00450292        70.7586       0.707586
    0         0       0.509055     0.00509055        80.6324       0.806324
    0         1      0.0382516    0.000382516        5.92622      0.0592622
    0         1      0.0934206    0.000934206        13.6969       0.136969
    0         1       0.147286     0.00147286        21.8664       0.218664
    0         1       0.201617     0.00201617        30.1825       0.301825
    0         1       0.266808     0.00266808        40.5429       0.405429
    0         1       0.327884     0.00327884        50.1224       0.501224
    0         1       0.393518     0.00393518        60.8196       0.608196
    0         1       0.454285     0.00454285        70.6833       0.706833
    0         1       0.514103     0.00514103        80.6779       0.806779
    0         2      0.0385901    0.000385901         5.8974       0.058974
    0         2      0.0946633    0.000946633        13.4298       0.134298
    0         2       0.148168     0.00148168          21.31         0.2131
    0         2       0.208919     0.00208919        30.2027       0.302027
    0         2       0.275194     0.00275194        40.1648       0.401648
    0         2        0.34197      0.0034197        50.2941       0.502941
    0         2       0.407938     0.00407938        60.5807       0.605807
    0         2       0.469506     0.00469506        70.0672       0.700672
    0         2       0.535558     0.00535558         80.653        0.80653
    0         3      0.0321746    0.000321746        5.41567      0.0541567
    0         3      0.0944084    0.000944084        13.5881       0.135881
    0         3       0.150751     0.00150751        21.5576       0.215576
    0         3       0.210031     0.00210031        30.4914       0.304914
    0         3       0.274897     0.00274897        40.4316       0.404316
    0         3       0.339893     0.00339893         50.597        0.50597
    0         3       0.405468     0.00405468        60.9577       0.609577
    0         3       0.465193     0.00465193        70.6801       0.706801
    0         3       0.525188     0.00525188        80.5478       0.805478
    1         0      0.0374951    0.000374951        5.93139      0.0593139
    1         0      0.0975926    0.000975926        13.5521       0.135521
    1         0       0.156048     0.00156048        21.9633       0.219633
    1         0       0.213548     0.00213548          30.72         0.3072
    1         0       0.278128     0.00278128        40.6123       0.406123
    1         0       0.342402     0.00342402        50.6909       0.506909
    1         0       0.406938     0.00406938        60.9124       0.609124
    1         0       0.465026     0.00465026        70.3104       0.703104
    1         0       0.530486     0.00530486        80.7537       0.807537
    1         1      0.0369808    0.000369808        5.70208      0.0570208
    1         1      0.0911623    0.000911623        13.2501       0.132501
    1         1       0.148191     0.00148191        21.9924       0.219924
    1         1       0.206856     0.00206856        30.8342       0.308342
    1         1       0.270695     0.00270695        40.6887       0.406887
    1         1       0.334573     0.00334573        50.6685       0.506685
    1         1       0.399175     0.00399175        60.7703       0.607703
    1         1       0.462622     0.00462622        70.9963       0.709963
    1         1       0.520907     0.00520907        80.4042       0.804042
    1         2      0.0382155    0.000382155        5.66476      0.0566476
    1         2      0.0940749    0.000940749        13.1797       0.131797
    1         2       0.155022     0.00155022        21.9839       0.219839
    1         2       0.216161     0.00216161        30.9721       0.309721
    1         2       0.276231     0.00276231        40.1397       0.401397
    1         2       0.343795     0.00343795        50.4087       0.504087
    1         2       0.410041     0.00410041        60.8585       0.608585
    1         2       0.470894     0.00470894        70.5121       0.705121
    1         2       0.531698     0.00531698        80.3129       0.803129
    1         3      0.0347221    0.000347221        5.93308      0.0593308
    1         3      0.0899222    0.000899222        13.4932       0.134932
    1         3       0.143547     0.00143547        21.3985       0.213985
    1         3       0.205618     0.00205618        30.9439       0.309439
    1         3       0.268613     0.00268613        40.7238       0.407238
