      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         2         3         8           0.0534062              9.3359
         5         2         3         8           0.0524815             9.38542
         5         2         3         8           0.0515915             9.43378
         5         2         3         8           0.0507344             9.47972
         5         2         3         8           0.0499083             9.52547
         5         2         3         8           0.0491115               9.571
         5         2         3         8           0.0483425             9.61295
         5         2         3         8           0.0475999             9.65435
         5         2         3         8           0.0468824             9.69435
         5         2         3         8           0.0461886             9.73293
         5         2         3         8           0.0455174             9.77069
         5         2         3         8           0.0448678             9.80653
