 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0221579    0.000221579        14.9153       0.149153
    0         0      0.0825944    0.000825944        27.0459       0.270459
    0         0        0.15048      0.0015048        39.1359       0.391359
    0         0       0.225754     0.00225754        51.2087       0.512087
    0         0       0.305679     0.00305679        63.7628       0.637628
    0         0       0.381677     0.00381677        75.1601       0.751601
    0         0       0.461964     0.00461964        87.2442       0.872442
    0         0       0.543866     0.00543866        99.1754       0.991754
    0         0        0.63043      0.0063043        111.809        1.11809
    0         0       0.710624     0.00710624        123.471        1.23471
    0         0       0.798201     0.00798201        135.838        1.35838
    0         0       0.879127     0.00879127        147.271        1.47271
    0         0       0.966823     0.00966823        159.414        1.59414
    0         0        1.05593      0.0105593        171.455        1.71455
    0         0        1.14495      0.0114495        183.406        1.83406
    0         0        1.23604      0.0123604        195.274        1.95274
    0         0        1.33636      0.0133636        207.855        2.07855
    0         0        1.43137      0.0143137        219.582        2.19582
    0         0        1.52743      0.0152743        231.254        2.31254
    0         0        1.63199      0.0163199        243.651        2.43651
    0         0        1.73032      0.0173032        255.229        2.55229
    0         1      0.0204121    0.000204121         13.882        0.13882
    0         1       0.102956     0.00102956        28.0751       0.280751
    0         1        0.18824      0.0018824        42.8417       0.428417
    0         1       0.266808     0.00266808         55.924        0.55924
    0         1       0.361405     0.00361405        70.8888       0.708888
    0         1       0.448298     0.00448298        84.2498       0.842498
    0         1       0.542227     0.00542227         98.367        0.98367
    0         1       0.636131     0.00636131        112.174        1.12174
    0         1        0.73844      0.0073844        126.754        1.26754
    0         1       0.832221     0.00832221        140.066        1.40066
    0         1       0.933993     0.00933993        154.197        1.54197
    0         1        1.03682      0.0103682        168.147        1.68147
    0         1        1.14873      0.0114873        182.923        1.82923
    0         1          1.256        0.01256        196.579        1.96579
    0         1        1.36536      0.0136536        210.126        2.10126
    0         1        1.48495      0.0148495        224.536        2.24536
    0         1        1.60716      0.0160716        238.857        2.38857
    0         1         1.7225       0.017225        252.157        2.52157
    0         1        1.84731      0.0184731        266.347        2.66347
    0         1        1.97253      0.0197253        280.488        2.80488
    0         1        2.09764      0.0209764        294.589        2.94589
    0         2       0.032262     0.00032262         15.677        0.15677
    0         2       0.106761     0.00106761        28.2447       0.282447
    0         2       0.184405     0.00184405        41.1535       0.411535
    0         2       0.269261     0.00269261        54.6395       0.546395
    0         2       0.354028     0.00354028        67.7538       0.677538
    0         2       0.438675     0.00438675         80.482        0.80482
