      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         7        14            0.820627              2.1945
         5         0         7        14             0.76947              2.3193
         5         0         7        14            0.725223             2.44388
         5         0         7        14            0.686624              2.5694
         5         0         7        14            0.652499             2.69539
         5         0         7        14            0.622074             2.82209
         5         0         7        14             0.59474             2.94919
         5         0         7        14            0.570023             3.07565
         5         0         7        14             0.54756             3.20098
         5         0         7        14            0.527004             3.32515
         5         0         7        14             0.50826             3.44575
         5         0         7        14            0.490548              3.5651
         5         0         7        14            0.476396             3.69387
         5         0         7        14            0.464345             3.80502
         5         0         7        14             0.45154             3.90555
         5         0         7        14            0.439248             4.00641
         5         0         7        14            0.427906             4.10536
         5         0         7        14            0.417133             4.19588
         5         0         7        14            0.406777              4.2828
         5         0         7        14            0.396903              4.3656
         5         0         7        14            0.387519             4.44402
         5         0         7        14            0.378572             4.51833
         5         0         7        14            0.370028             4.58977
         5         0         7        14            0.361868             4.65781
         5         0         7        14            0.354074             4.72199
         5         0         7        14            0.346621             4.78488
         5         0         7        14            0.339488              4.8443
         5         0         7        14            0.332657             4.90314
         5         0         7        14             0.32611              4.9585
         5         0         7        14            0.319831             5.01337
         5         0         7        14            0.313804             5.06665
         5         0         7        14            0.308016             5.11821
         5         0         7        14            0.302453             5.16846
         5         0         7        14            0.297102             5.21869
         5         0         7        14            0.291952             5.26809
         5         0         7        14            0.286992             5.31443
         5         0         7        14            0.282212             5.36432
         5         0         7        14            0.277602             5.41149
         5         0         7        14            0.273154              5.4535
         5         0         7        14             0.26886             5.49622
         5         0         7        14            0.264712             5.54063
         5         0         7        14            0.260702             5.59553
         5         0         7        14            0.256824             5.63297
         5         0         7        14            0.253072             5.67321
         5         0         7        14            0.249439             5.71715
         5         0         7        14            0.245921             5.76822
         5         0         7        14            0.242511             5.81263
         5         0         7        14            0.239205             5.84415
         5         0         7        14            0.235999             5.88967
         5         0         7        14            0.232887             5.92105
