 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             90            0.5        21.7875       0.217875
    0         0            126            0.5        33.1687       0.331687
    0         0            170            0.5        44.9062       0.449062
    0         0            214            0.5        55.3771       0.553771
    0         0            266            0.5        66.8609       0.668609
    0         0            318            0.5        77.7687       0.777687
    0         0            370            0.5        88.3057       0.883057
    0         0            426            0.5        99.3148       0.993148
    0         0            486            0.5        110.838        1.10838
    0         0            542            0.5        121.396        1.21396
    0         0            602            0.5        132.526        1.32526
    0         0            662            0.5        143.484        1.43484
    0         0            722            0.5        154.285        1.54285
    0         0            786            0.5        165.647        1.65647
    0         0            850            0.5        176.858        1.76858
    0         0            914            0.5        187.927        1.87927
    0         0            978            0.5        198.864        1.98864
    0         0           1042            0.5        209.678        2.09678
    0         0           1106            0.5        220.378        2.20378
    0         0           1174            0.5        231.628        2.31628
    0         0           1242            0.5        242.766        2.42766
    0         0           1310            0.5        253.799        2.53799
    0         1             76            0.5        21.6496       0.216496
    0         1            136            0.5        36.8999       0.368999
    0         1            202            0.5        52.7371       0.527371
    0         1            268            0.5        67.8652       0.678652
    0         1            334            0.5        82.4109       0.824109
    0         1            406            0.5        97.6395       0.976395
    0         1            478            0.5        112.338        1.12338
    0         1            556            0.5        127.745        1.27745
    0         1            634            0.5        142.717        1.42717
    0         1            712            0.5        157.306        1.57306
    0         1            796            0.5        172.646        1.72646
    0         1            880            0.5        187.649        1.87649
    0         1            964            0.5         202.36         2.0236
    0         1           1054            0.5        217.835        2.17835
    0         1           1138            0.5        232.043        2.32043
    0         1           1228            0.5        247.043        2.47043
    0         1           1324            0.5        262.817        2.62817
    0         1           1414            0.5         277.42         2.7742
    0         1           1510            0.5        292.818        2.92818
    0         1           1600            0.5        307.108        3.07108
    0         1           1696            0.5         322.21         3.2221
    0         2             97            0.5        23.8567       0.238567
    0         2            152            0.5        37.5439       0.375439
    0         2            212            0.5        51.4768       0.514768
    0         2            277            0.5        65.9663       0.659663
    0         2            342            0.5        79.9581       0.799581
    0         2            407            0.5        93.4849       0.934849
    0         2            477            0.5        107.615        1.07615
    0         2            547            0.5        121.333        1.21333
    0         2            622            0.5        135.671        1.35671
    0         2            697            0.5        149.668        1.49668
    0         2            772            0.5        163.361        1.63361
    0         2            852            0.5         177.67         1.7767
    0         2            932            0.5        191.704        1.91704
    0         2           1012            0.5        205.491        2.05491
    0         2           1097            0.5        219.896        2.19896
    0         2           1177            0.5        233.246        2.33246
    0         2           1262            0.5        247.231        2.47231
    0         2           1352            0.5        261.836        2.61836
    0         2           1437            0.5        275.455        2.75455
    0         2           1527            0.5        289.709        2.89709
    0         2           1617            0.5        303.807        3.03807
    0         3             44            0.5        23.8961       0.238961
    0         3             94            0.5        37.1033       0.371033
    0         3            149            0.5         50.212        0.50212
    0         3            209            0.5        63.9127       0.639127
    0         3            264            0.5        76.0639       0.760639
    0         3            329            0.5        89.9918       0.899918
    0         3            389            0.5        102.423        1.02423
    0         3            454            0.5        115.559        1.15559
    0         3            519            0.5        128.381        1.28381
    0         3            589            0.5        141.879        1.41879
    0         3            654            0.5        154.158        1.54158
    0         3            724            0.5        167.135        1.67135
    0         3            799            0.5        180.784        1.80784
    0         3            869            0.5         193.31         1.9331
    0         3            944            0.5        206.525        2.06525
    0         3           1019            0.5        219.547        2.19547
    0         3           1094            0.5        232.395        2.32395
    0         3           1174            0.5        245.924        2.45924
    0         3           1249            0.5        258.459        2.58459
    0         3           1329            0.5        271.684        2.71684
    0         3           1409            0.5        284.774        2.84774
    1         0   6.95281e-310   4.94066e-324              0   6.95281e-310
    1         0            153            0.5        34.1429       0.341429
    1         0            219            0.5        50.9545       0.509545
    1         0            291            0.5        66.9435       0.669435
    1         0            369            0.5         82.945        0.82945
    1         0            447            0.5        98.1244       0.981244
    1         0            531            0.5        113.917        1.13917
    1         0            621            0.5        130.338        1.30338
    1         0            711            0.5        146.372        1.46372
    1         0            801            0.5        162.064        1.62064
    1         0            897            0.5        178.465        1.78465
    1         0            993            0.5        194.555        1.94555
    1         0           1089            0.5        210.363        2.10363
    1         0           1191            0.5        226.879        2.26879
    1         0           1287            0.5        242.184        2.42184
    1         0           1389            0.5        258.214        2.58214
    1         0           1497            0.5        274.952        2.74952
    1         0           1599            0.5        290.559        2.90559
