      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         4         9            0.382551             3.45171
         5         0         4         9            0.339904              3.7686
         5         0         4         9            0.307895             4.05855
         5         0         4         9            0.282375             4.32115
         5         0         4         9             0.26136             4.55572
         5         0         4         9            0.243686             4.76277
         5         0         4         9            0.228584             4.94402
         5         0         4         9            0.215514             5.10511
         5         0         4         9             0.20408             5.24745
         5         0         4         9            0.193982             5.37584
         5         0         4         9            0.184993             5.49321
         5         0         4         9            0.176923             5.59962
         5         0         4         9            0.169678             5.70338
         5         0         4         9            0.162957             5.80042
         5         0         4         9            0.157747             5.91511
         5         0         4         9            0.153099             6.01212
         5         0         4         9            0.148302             6.09857
         5         0         4         9            0.143849             6.17693
         5         0         4         9            0.139745             6.26777
         5         0         4         9            0.135843             6.34238
         5         0         4         9            0.132138             6.42058
         5         0         4         9            0.128643             6.50592
         5         0         4         9            0.125338             6.56951
         5         0         4         9            0.122205             6.64214
         5         0         4         9            0.119231             6.71355
         5         0         4         9            0.116407             6.78414
         5         0         4         9            0.113723             6.85344
         5         0         4         9            0.111167             6.92104
         5         0         4         9            0.108732             6.98761
         5         0         4         9            0.106409             7.05345
         5         0         4         9            0.104191             7.11706
         5         0         4         9            0.102071             7.18012
         5         0         4         9            0.100043             7.24185
         5         0         4         9           0.0981019             7.30223
         5         0         4         9            0.096241             7.36256
         5         0         4         9            0.094456             7.42116
         5         0         4         9           0.0927424             7.47757
         5         0         4         9           0.0910961             7.53397
         5         0         4         9           0.0895131             7.58893
         5         0         4         9           0.0879899             7.64278
         5         0         4         9           0.0865232             7.69525
         5         0         4         9           0.0851099             7.74706
         5         0         4         9           0.0837471             7.79762
         5         0         4         9           0.0824321             7.84621
         5         0         4         9           0.0811624             7.89449
         5         0         4         9           0.0799358             7.94179
         5         0         4         9           0.0787502             7.98808
         5         0         4         9           0.0776035             8.03267
         5         0         4         9           0.0764936             8.07663
         5         0         4         9           0.0754191             8.11969
         5         1         4         9            0.439896             4.33984
         5         1         4         9            0.385382             4.55304
         5         1         4         9            0.347303              4.7679
         5         1         4         9             0.31794             4.97782
         5         1         4         9            0.294065               5.185
         5         1         4         9            0.274078             5.38816
         5         1         4         9            0.257024             5.58867
         5         1         4         9             0.24227             5.78572
         5         1         4         9            0.229363             5.97935
         5         1         4         9            0.217964             6.16827
         5         1         4         9            0.207816             6.35238
         5         1         4         9            0.198718             6.53494
         5         1         4         9            0.190507             6.70927
         5         1         4         9             0.18306             6.88287
         5         1         4         9            0.176257             7.04972
         5         1         4         9            0.170062             7.21405
         5         1         4         9            0.164229             7.37215
         5         1         4         9            0.159323             7.54887
         5         1         4         9            0.155399             7.71388
         5         1         4         9            0.151296             7.86137
         5         1         4         9            0.147236             7.99896
         5         1         4         9            0.143479             8.13229
         5         1         4         9            0.139966             8.26171
         5         1         4         9            0.136602             8.38646
         5         1         4         9            0.133378             8.50287
         5         1         4         9            0.130309             8.65905
         5         1         4         9            0.127389             8.73812
         5         1         4         9            0.124602             8.84273
         5         1         4         9            0.121938             8.94406
         5         1         4         9            0.119392             9.03994
         5         1         4         9            0.116956             9.13093
         5         1         4         9            0.114624              9.2193
         5         1         4         9            0.112388             9.30057
         5         1         4         9            0.110245             9.38093
         5         1         4         9            0.108187             9.45623
         5         1         4         9            0.106211             9.52787
         5         1         4         9            0.104311             9.59573
         5         1         4         9            0.102484             9.66092
         5         1         4         9            0.100725             9.72244
         5         1         4         9           0.0990313              9.7805
         5         1         4         9           0.0973985             9.83614
         5         1         4         9           0.0958235             9.88855
         5         1         4         9           0.0943036             9.93845
         5         1         4         9           0.0928358             9.98565
         5         1         4         9           0.0914176             10.0296
         5         1         4         9           0.0900464             10.0729
         5         1         4         9           0.0887201             10.1124
         5         1         4         9           0.0874364             10.1496
         5         1         4         9           0.0861933              10.185
         5         1         4         9           0.0849889             10.2188
