      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         5        10            0.509892              2.9525
         5         0         5        10            0.463896             3.19422
         5         0         5        10            0.427289             3.42108
         5         0         5        10            0.397046             3.63451
         5         0         5        10             0.37144             3.83311
         5         0         5        10            0.349414             4.01704
         5         0         5        10            0.330222             4.18708
         5         0         5        10            0.313328             4.34204
         5         0         5        10            0.298325              4.4853
         5         0         5        10            0.284907             4.61698
         5         0         5        10            0.272805             4.73916
         5         0         5        10            0.261898             4.85242
         5         0         5        10            0.251787             4.96502
         5         0         5        10             0.24422              5.0871
         5         0         5        10            0.236981             5.18181
         5         0         5        10             0.22963             5.27076
         5         0         5        10            0.222868             5.36029
         5         0         5        10            0.216584             5.45097
         5         0         5        10            0.210589             5.52996
         5         0         5        10              0.2049             5.61521
         5         0         5        10            0.199529             5.69338
         5         0         5        10            0.194444             5.77053
         5         0         5        10            0.189617             5.84822
         5         0         5        10            0.185033             5.92111
         5         0         5        10            0.180677             5.99679
         5         0         5        10            0.176533             6.07339
         5         0         5        10            0.172586             6.13718
         5         0         5        10            0.168824             6.20323
         5         0         5        10            0.165234             6.27892
         5         0         5        10            0.161804             6.35754
         5         0         5        10            0.158525             6.43436
         5         0         5        10            0.155387             6.48656
         5         0         5        10            0.152382             6.55301
         5         0         5        10              0.1495             6.61793
         5         0         5        10            0.146736             6.68359
         5         0         5        10            0.144081             6.74759
         5         0         5        10             0.14153             6.81053
         5         0         5        10            0.139077             6.87311
         5         0         5        10            0.136716             6.93497
         5         0         5        10            0.134442             6.99529
         5         0         5        10            0.132251             7.05565
         5         0         5        10            0.130138             7.11517
         5         0         5        10            0.128098             7.17366
         5         0         5        10            0.126129             7.23103
         5         0         5        10            0.124226             7.28776
         5         0         5        10            0.122387             7.34395
         5         0         5        10            0.120608             7.39915
         5         0         5        10            0.118886             7.45341
         5         0         5        10            0.117219             7.50661
         5         0         5        10            0.115603             7.55977
         5         1         5        10            0.555848             3.71928
         5         1         5        10            0.506298             3.89159
         5         1         5        10            0.467787             4.06606
         5         1         5        10            0.436098             4.23949
         5         1         5        10            0.409172             4.41343
         5         1         5        10            0.385953              4.5876
         5         1         5        10            0.365617             4.76194
         5         1         5        10            0.347637             4.93588
         5         1         5        10            0.331598             5.10937
         5         1         5        10            0.317191             5.28193
         5         1         5        10            0.304167             5.45432
         5         1         5        10            0.292329             5.62619
         5         1         5        10            0.281517             5.79507
         5         1         5        10            0.271588             5.96344
         5         1         5        10            0.262495              6.1308
         5         1         5        10            0.253863              6.2952
         5         1         5        10            0.246879             6.48052
         5         1         5        10            0.241014              6.6536
         5         1         5        10            0.234822             6.80556
         5         1         5        10            0.228741             6.95939
         5         1         5        10            0.223109             7.10747
         5         1         5        10            0.217819             7.26626
         5         1         5        10            0.212738             7.41045
         5         1         5        10             0.20786             7.55207
         5         1         5        10            0.203207             7.69022
         5         1         5        10            0.198771             7.82363
         5         1         5        10            0.194532             7.95988
         5         1         5        10            0.190473             8.08969
         5         1         5        10            0.186586             8.20442
         5         1         5        10            0.182862             8.32947
         5         1         5        10            0.179292             8.45428
         5         1         5        10            0.175868             8.56084
         5         1         5        10            0.172579             8.66385
         5         1         5        10             0.16942              8.7677
         5         1         5        10            0.166383             8.88683
         5         1         5        10             0.16346             8.96682
         5         1         5        10            0.160646             9.08094
         5         1         5        10            0.157935             9.17905
         5         1         5        10            0.155321             9.24954
         5         1         5        10            0.152801             9.33376
         5         1         5        10            0.150368             9.41648
         5         1         5        10            0.148018              9.4945
         5         1         5        10            0.145747             9.57081
         5         1         5        10            0.143551             9.64333
         5         1         5        10            0.141428             9.71279
         5         1         5        10            0.139372             9.78157
         5         1         5        10            0.137382             9.84478
         5         1         5        10            0.135453             9.90801
         5         1         5        10            0.133584             9.96609
         5         1         5        10            0.131771             10.0246
