      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0        10        20             1.33089             1.61155
         5         0        10        20               1.273             1.68875
         5         0        10        20              1.2206             1.76523
         5         0        10        20             1.17285             1.84168
         5         0        10        20             1.12916             1.91881
         5         0        10        20             1.08903             1.99642
         5         0        10        20             1.05201             2.07502
         5         0        10        20             1.01777             2.15443
         5         0        10        20            0.985886             2.23271
         5         0        10        20            0.956262             2.31995
         5         0        10        20            0.934478             2.40674
         5         0        10        20            0.912497             2.48115
         5         0        10        20            0.889599             2.55788
         5         0        10        20            0.868047               2.638
         5         0        10        20            0.847886             2.71573
         5         0        10        20            0.828466             2.79117
         5         0        10        20            0.809698             2.86438
         5         0        10        20            0.791725             2.93661
         5         0        10        20             0.77454             3.00627
         5         0        10        20            0.758062             3.07423
         5         0        10        20            0.742246             3.13979
         5         0        10        20            0.727071             3.20265
         5         0        10        20            0.712509             3.26399
         5         0        10        20            0.698525             3.32277
         5         0        10        20            0.685087             3.37987
         5         0        10        20             0.67217             3.43481
         5         0        10        20            0.659747             3.48799
         5         0        10        20            0.647791             3.53967
         5         0        10        20            0.636278             3.58881
         5         0        10        20            0.625186             3.63762
         5         0        10        20            0.614495             3.68414
         5         0        10        20            0.604184             3.72995
         5         0        10        20            0.594234             3.77409
         5         0        10        20            0.584627             3.81788
         5         0        10        20            0.575347             3.85962
         5         0        10        20            0.566377             3.90174
         5         0        10        20            0.557703             3.94206
         5         0        10        20            0.549312             3.98265
         5         0        10        20             0.54119             4.02096
         5         0        10        20            0.533324             4.05976
         5         0        10        20            0.525703             4.09758
         5         0        10        20            0.518317              4.1356
         5         0        10        20            0.511153             4.17399
         5         0        10        20            0.504204             4.20956
         5         0        10        20            0.497459             4.24677
         5         0        10        20            0.490911             4.28226
         5         0        10        20             0.48455             4.31788
         5         0        10        20            0.478368              4.3552
         5         0        10        20            0.472359             4.38822
         5         0        10        20            0.466515             4.42649
         5         1        10        20             1.46464             1.69576
         5         1        10        20             1.39724             1.77346
         5         1        10        20              1.3367             1.85145
         5         1        10        20             1.28197             1.93029
         5         1        10        20             1.23214             2.01092
         5         1        10        20             1.18652             2.09352
         5         1        10        20             1.14456             2.17831
         5         1        10        20             1.10585             2.26562
         5         1        10        20             1.07003             2.35506
         5         1        10        20             1.03669             2.44643
         5         1        10        20             1.00583             2.54031
         5         1        10        20             0.97635             2.63445
         5         1        10        20            0.950563             2.74269
         5         1        10        20             0.93094             2.84412
         5         1        10        20            0.910156              2.9362
         5         1        10        20            0.888809              3.0329
         5         1        10        20            0.868704             3.13238
         5         1        10        20            0.849833             3.23137
         5         1        10        20             0.83164             3.32673
         5         1        10        20            0.813995             3.42072
         5         1        10        20             0.79702             3.51336
         5         1        10        20            0.780749             3.60341
         5         1        10        20            0.765119             3.69067
         5         1        10        20            0.750075             3.77577
         5         1        10        20            0.735599             3.85843
         5         1        10        20            0.721672             3.93764
         5         1        10        20            0.708267             4.01445
         5         1        10        20            0.695357             4.08829
         5         1        10        20            0.682918             4.15936
         5         1        10        20            0.670928             4.22839
         5         1        10        20            0.659365             4.29435
         5         1        10        20            0.648208              4.3587
         5         1        10        20            0.637438             4.42052
         5         1        10        20            0.627037             4.47993
         5         1        10        20            0.616987             4.53817
         5         1        10        20            0.607272              4.5943
         5         1        10        20            0.597876             4.65026
         5         1        10        20            0.588785             4.70264
         5         1        10        20            0.579984             4.75474
         5         1        10        20            0.571461             4.80565
         5         1        10        20            0.563203             4.85595
         5         1        10        20            0.555198             4.90465
         5         1        10        20            0.547435             4.95398
         5         1        10        20            0.539903             5.00158
         5         1        10        20            0.532594             5.04722
         5         1        10        20            0.525497             5.09312
         5         1        10        20            0.518603             5.13885
         5         1        10        20            0.511905             5.18361
         5         1        10        20            0.505393             5.22971
         5         1        10        20            0.499061             5.27381
         5         2        10        20             1.21615             3.02437
         5         2        10        20             1.17794             3.05626
         5         2        10        20             1.14237             3.08805
         5         2        10        20             1.10916             3.11985
         5         2        10        20             1.07809             3.15228
         5         2        10        20             1.04892             3.18471
         5         2        10        20              1.0215             3.21835
         5         2        10        20            0.995806             3.25038
         5         2        10        20            0.970741             3.28544
         5         2        10        20            0.949447             3.33342
         5         2        10        20            0.932721             3.37142
         5         2        10        20            0.915144             3.39993
         5         2        10        20            0.896783             3.43129
         5         2        10        20            0.878968              3.4677
         5         2        10        20             0.86224             3.50602
         5         2        10        20             0.84627             3.54315
         5         2        10        20            0.830734             3.57973
         5         2        10        20            0.815603             3.61665
         5         2        10        20            0.800957              3.6543
         5         2        10        20            0.786836             3.69213
         5         2        10        20            0.773204             3.73097
         5         2        10        20            0.760018             3.76926
         5         2        10        20            0.747258             3.80807
         5         2        10        20            0.734911             3.84713
         5         2        10        20            0.722968             3.88675
         5         2        10        20             0.71141             3.92643
         5         2        10        20            0.700219             3.96644
         5         2        10        20            0.689381              4.0074
         5         2        10        20             0.67888             4.04764
         5         2        10        20            0.668703             4.08863
         5         2        10        20            0.658838             4.12952
         5         2        10        20             0.64927             4.17172
         5         2        10        20            0.639987             4.21292
         5         2        10        20            0.630978             4.25507
         5         2        10        20            0.622232             4.29724
         5         2        10        20            0.613738              4.3392
         5         2        10        20            0.605486              4.3811
         5         2        10        20            0.597467             4.42489
         5         2        10        20             0.58967             4.46727
         5         2        10        20            0.582088             4.50953
         5         2        10        20            0.574711             4.55469
         5         2        10        20            0.567533             4.59707
         5         2        10        20            0.560545             4.63995
         5         2        10        20             0.55374              4.6834
         5         2        10        20            0.547111             4.72694
         5         2        10        20            0.540652             4.77068
         5         2        10        20            0.534357             4.81632
         5         2        10        20             0.52822             4.85751
         5         2        10        20            0.522234              4.9031
         5         2        10        20            0.516395             4.94395
         5         3        10        20             1.42317             2.03511
         5         3        10        20             1.36179             2.17848
         5         3        10        20             1.30627             2.32622
         5         3        10        20             1.25575             2.47818
         5         3        10        20             1.20949             2.63515
         5         3        10        20             1.16693             2.79634
         5         3        10        20             1.12764             2.96146
         5         3        10        20             1.09125             3.12893
         5         3        10        20             1.05745             3.29786
         5         3        10        20             1.02591             3.46756
         5         3        10        20            0.996623             3.63461
         5         3        10        20            0.968325             3.80321
         5         3        10        20            0.945359             3.98376
         5         3        10        20            0.926447             4.14212
         5         3        10        20            0.905975             4.28846
         5         3        10        20            0.885368             4.43589
         5         3        10        20            0.866067              4.5825
         5         3        10        20            0.847853             4.72266
         5         3        10        20            0.830235             4.85537
         5         3        10        20            0.813141             4.98324
         5         3        10        20            0.796684             5.10804
         5         3        10        20            0.780891             5.22831
         5         3        10        20            0.765701             5.34424
         5         3        10        20            0.751066              5.4574
         5         3        10        20            0.736967             5.56808
         5         3        10        20            0.723387             5.67559
         5         3        10        20            0.710304             5.78211
         5         3        10        20             0.69769             5.88612
         5         3        10        20            0.685524             5.98893
         5         3        10        20            0.673785             6.09034
         5         3        10        20            0.662454             6.19108
         5         3        10        20            0.651512              6.2916
         5         3        10        20            0.640939             6.39062
         5         3        10        20            0.630719             6.48914
         5         3        10        20            0.620837             6.58817
         5         3        10        20            0.611276             6.68709
         5         3        10        20            0.602022             6.78659
         5         3        10        20            0.593061             6.88388
         5         3        10        20             0.58438             6.98316
         5         3        10        20            0.575967             7.08209
         5         3        10        20            0.567809             7.18149
         5         3        10        20            0.559897             7.28037
         5         3        10        20            0.552219             7.37873
         5         3        10        20            0.544765             7.48011
         5         3        10        20            0.537526             7.57875
         5         3        10        20            0.530494              7.6808
         5         3        10        20            0.523659             7.78034
         5         3        10        20            0.517014             7.88072
         5         3        10        20            0.510551             7.98291
         5         3        10        20            0.504263             8.08465
