 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0307874    0.000307874        8.99954      0.0899954
    0         0       0.142527     0.00142527        24.4547       0.244547
    0         0        0.26019      0.0026019        40.4516       0.404516
    0         0       0.378201     0.00378201        56.8057       0.568057
    0         0       0.489052     0.00489052        72.4586       0.724586
    0         0       0.600001     0.00600001        88.3059       0.883059
    0         0       0.710624     0.00710624        104.327        1.04327
    0         0       0.821981     0.00821981        120.523        1.20523
    0         0       0.934624     0.00934624        136.902        1.36902
    0         0        1.04037      0.0104037        152.434        1.52434
    0         0        1.14741      0.0114741        168.152        1.68152
    0         0        1.25712      0.0125712        184.068        1.84068
    0         0        1.36971      0.0136971        200.193        2.00193
    0         0        1.48451      0.0148451        216.542        2.16542
    0         0        1.59324      0.0159324        232.013        2.32013
    0         0        1.71174      0.0171174        248.828        2.48828
    0         0        1.82302      0.0182302        264.755        2.64755
    0         0        1.93489      0.0193489        280.919        2.80919
    0         0        2.03946      0.0203946        296.148        2.96148
    0         0         2.1525       0.021525        312.794        3.12794
    0         0        2.25762      0.0225762        328.489        3.28489
    0         1      0.0279281    0.000279281        9.18256      0.0918256
    0         1       0.138308     0.00138308        24.4968       0.244968
    0         1       0.245222     0.00245222        39.7124       0.397124
    0         1       0.354293     0.00354293        54.8608       0.548608
    0         1       0.455479     0.00455479        69.0095       0.690095
    0         1       0.564287     0.00564287        84.2132       0.842132
    0         1       0.672427     0.00672427        99.4888       0.994888
    0         1       0.781204     0.00781204        114.859        1.14859
    0         1       0.882434     0.00882434        129.309        1.29309
    0         1       0.993025     0.00993025        144.919        1.44919
    0         1        1.09658      0.0109658        159.625        1.59625
    0         1        1.20249      0.0120249        174.475        1.74475
    0         1        1.31113      0.0131113        189.482        1.89482
    0         1        1.42167      0.0142167        204.658        2.04658
    0         1        1.52584      0.0152584        218.912        2.18912
    0         1        1.63983      0.0163983        234.445        2.34445
    0         1        1.74784      0.0174784        249.048        2.49048
    0         1        1.86414      0.0186414        264.978        2.64978
    0         1        1.97253      0.0197253        279.968        2.79968
    0         1         2.0731       0.020731         293.98         2.9398
    0         2      0.0348195    0.000348195        9.86803      0.0986803
    0         2        0.14461      0.0014461        24.6409       0.246409
    0         2       0.253816     0.00253816         39.254        0.39254
    0         2       0.369531     0.00369531         54.752        0.54752
    0         2       0.479286     0.00479286        69.2666       0.692666
    0         2       0.595552     0.00595552        84.7639       0.847639
    0         2       0.704715     0.00704715         99.329        0.99329
    0         2       0.820922     0.00820922        114.926        1.14926
    0         2       0.930631     0.00930631        129.627        1.29627
    0         2        1.04148      0.0104148        144.418        1.44418
    0         2        1.15416      0.0115416        159.318        1.59318
    0         2        1.26979      0.0126979        174.341        1.74341
    0         2        1.38805      0.0138805        189.501        1.89501
    0         2        1.50924      0.0150924        204.811        2.04811
    0         2        1.62392      0.0162392        219.247        2.19247
    0         2        1.74857      0.0174857        234.882        2.34882
    0         2        1.86581      0.0186581        249.643        2.49643
    0         2        1.98317      0.0198317        264.574        2.64574
