 *tel    numcsi           CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0307874              0        5.49952              0
    0         0      0.0927581              0        13.4381              0
    0         0       0.147067              0        21.5879              0
    0         0       0.207098              0        30.8274              0
    0         0       0.266972              0        40.3651              0
    0         0       0.331369              0        50.8817              0
    0         0        0.39205              0        60.8361              0
    0         0       0.451454              0        70.9547              0
    0         0       0.507882              0        80.4335              0
    0         1      0.0382516              0        5.92622              0
    0         1      0.0920825              0        13.5188              0
    0         1        0.14502              0        21.5013              0
    0         1       0.202817              0         30.369              0
    0         1       0.269235              0        40.9233              0
    0         1       0.332729              0        50.8948              0
    0         1       0.389912              0        60.2319              0
    0         1        0.45309              0        70.4847              0
    0         1       0.515319              0        80.8791              0
    0         2      0.0348195              0        5.41036              0
    0         2      0.0946633              0        13.4298              0
    0         2        0.15174              0        21.8376              0
    0         2       0.210145              0        30.3822              0
    0         2       0.277569              0        40.5303              0
    0         2       0.345605              0        50.8512              0
    0         2       0.407938              0        60.5807              0
    0         2       0.471957              0        70.4493              0
    0         2       0.534354              0        80.4591              0
    0         3      0.0321746              0        5.41567              0
    0         3      0.0944084              0        13.5881              0
    0         3       0.150751              0        21.5576              0
    0         3       0.210031              0        30.4914              0
    0         3       0.274897              0        40.4316              0
    0         3       0.339893              0         50.597              0
    0         3       0.405468              0        60.9577              0
    0         3       0.465193              0        70.6801              0
    0         3       0.525188              0        80.5478              0
    1         0      0.0337714              0        5.49752              0
    1         0      0.0964491              0        13.3905              0
    1         0        0.15259              0        21.4487              0
    1         0       0.212371              0        30.5423              0
    1         0       0.278128              0        40.6123              0
    1         0       0.343582              0        50.8756              0
    1         0       0.404636              0        60.5385              0
    1         0       0.465026              0        70.3104              0
    1         0       0.531659              0        80.9446              0
    1         1      0.0381734              0         5.8651              0
    1         1      0.0956761              0        13.9401              0
    1         1       0.145883              0        21.6418              0
    1         1       0.206856              0        30.8342              0
    1         1       0.271835              0        40.8691              0
    1         1       0.332207              0        50.3034              0
    1         1       0.398027              0        60.5855              0
    1         1       0.462622              0        70.9963              0
    1         1       0.523196              0        80.7828              0
    1         2      0.0394564              0        5.82612              0
    1         2      0.0997195              0        13.8709              0
    1         2       0.152644              0         21.629              0
    1         2       0.216161              0        30.9721              0
    1         2       0.278696              0        40.5098              0
    1         2       0.347406              0         50.974              0
    1         2       0.410041              0        60.8585              0
    1         2       0.473284              0        70.9013              0
    1         2       0.531698              0        80.3129              0
    1         3      0.0347221              0        5.93308              0
    1         3      0.0899222              0        13.4932              0
    1         3       0.143547              0        21.3985              0
    1         3       0.205618              0        30.9439              0
    1         3       0.268613              0        40.7238              0
    1         3       0.331435              0        50.7133              0
    1         3       0.394959              0        60.8987              0
    1         3       0.452529              0        70.4696              0
    1         3       0.511081              0        80.2022              0
    2         0      0.0369322              0        5.78982              0
    2         0      0.0938263              0        13.4793              0
    2         0       0.150185              0        21.9957              0
    2         0       0.206526              0        30.7638              0
    2         0       0.266346              0        40.4395              0
    2         0       0.327745              0        50.2441              0
    2         0       0.392378              0        60.9191              0
