 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0209298    0.000209298        21.7875       0.217875
    0         0      0.0593211    0.000593211        32.0055       0.320055
    0         0       0.106359     0.00106359         42.889        0.42889
    0         0       0.151619     0.00151619         52.609        0.52609
    0         0        0.20243      0.0020243        62.5288       0.625288
    0         0       0.257925     0.00257925        72.7879       0.727879
    0         0       0.312646     0.00312646        82.6754       0.826754
    0         0       0.368896     0.00368896          92.27         0.9227
    0         0        0.42846      0.0042846        102.412        1.02412
    0         0       0.489052     0.00489052        112.373        1.12373
    0         0       0.554137     0.00554137        122.891        1.22891
    0         0       0.614057     0.00614057        132.526        1.32526
    0         0       0.678302     0.00678302        142.758        1.42758
    0         0        0.74361      0.0074361        152.853        1.52853
    0         0       0.808392     0.00808392        162.821        1.62821
    0         0       0.873191     0.00873191        172.671        1.72671
    0         0        0.93925      0.0093925        182.409        1.82409
    0         0        1.00914      0.0100914        192.727        1.92727
    0         0        1.08082      0.0108082        202.933        2.02933
    0         0        1.14741      0.0114741        212.363        2.12363
    0         0        1.22022      0.0122022        222.372        2.22372
    0         1      0.0253888    0.000253888        22.7074       0.227074
    0         1      0.0934206    0.000934206        36.6535       0.366535
    0         1       0.158949     0.00158949        49.9137       0.499137
    0         1       0.236973     0.00236973        64.9355       0.649355
    0         1       0.309598     0.00309598        78.2758       0.782758
    0         1       0.387516     0.00387516        92.2076       0.922076
    0         1       0.472121     0.00472121        106.686        1.06686
    0         1       0.556943     0.00556943        120.689        1.20689
    0         1       0.640916     0.00640916        134.322        1.34322
    0         1       0.732425     0.00732425        148.558        1.48558
    0         1       0.822504     0.00822504        162.459        1.62459
    0         1       0.919119     0.00919119        176.965        1.76965
    0         1        1.01112      0.0101112        190.297        1.90297
    0         1        1.11001      0.0111001        204.266        2.04266
    0         1        1.21773      0.0121773        218.857        2.18857
    0         1        1.32162      0.0132162        232.379        2.32379
    0         1        1.43354      0.0143354        246.546        2.46546
    0         1        1.54712      0.0154712         260.53         2.6053
    0         1         1.6627       0.016627        274.351        2.74351
    0         1        1.78759      0.0178759        288.825        2.88825
    0         1        1.90499      0.0190499        302.359        3.02359
    0         2       0.032262     0.00032262        23.8567       0.238567
    0         2      0.0946633    0.000946633        36.3501       0.363501
    0         2       0.160127     0.00160127        49.1969       0.491969
    0         2       0.233356     0.00233356         62.668        0.62668
    0         2       0.305233     0.00305233        75.7015       0.757015
