 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             98            0.5        10.9139       0.109139
    0         0            182            0.5        25.7561       0.257561
    0         0            272            0.5        40.5876       0.405876
    0         0            362            0.5        55.6468       0.556468
    0         0            452            0.5        70.6808       0.706808
    0         0            542            0.5        85.6557       0.856557
    0         0            632            0.5        100.567        1.00567
    0         0            722            0.5        115.414        1.15414
    0         0            812            0.5        130.202        1.30202
    0         0            908            0.5        145.927        1.45927
    0         0            998            0.5        160.638        1.60638
    0         0           1088            0.5        175.332        1.75332
    0         0           1178            0.5        190.023        1.90023
    0         0           1274            0.5          205.7          2.057
    0         0           1364            0.5        220.419        2.20419
    0         0           1454            0.5        235.167        2.35167
    0         0           1550            0.5        250.941        2.50941
    0         0           1640            0.5        265.776        2.65776
    0         0           1730            0.5        280.665        2.80665
    0         0           1820            0.5        295.615        2.95615
    0         0           1910            0.5        310.631        3.10631
    0         1             76            0.5        7.05907      0.0705907
    0         1            160            0.5        22.9123       0.229123
    0         1            238            0.5        37.3095       0.373095
    0         1            322            0.5        52.6328       0.526328
    0         1            406            0.5        67.6494       0.676494
    0         1            490            0.5        82.3872       0.823872
    0         1            580            0.5        97.9712       0.979712
    0         1            664            0.5        112.369        1.12369
    0         1            754            0.5        127.676        1.27676
    0         1            844            0.5        142.888        1.42888
    0         1            928            0.5        157.026        1.57026
    0         1           1018            0.5        172.128        1.72128
    0         1           1108            0.5          187.2          1.872
    0         1           1198            0.5        202.259        2.02259
    0         1           1288            0.5        217.319        2.17319
    0         1           1378            0.5        232.392        2.32392
    0         1           1468            0.5        247.489        2.47489
    0         1           1558            0.5        262.618        2.62618
    0         1           1648            0.5        277.787        2.77787
    0         1           1732            0.5         291.99         2.9199
    0         1           1822            0.5        307.259        3.07259
    0         2             93            0.5        7.88043      0.0788043
    0         2            171            0.5        22.2456       0.222456
    0         2            249            0.5        36.2061       0.362061
    0         2            327            0.5        50.0182       0.500182
    0         2            411            0.5        64.6444       0.646444
    0         2            495            0.5        78.9694       0.789694
    0         2            573            0.5        92.0899       0.920899
    0         2            657            0.5         106.06         1.0606
    0         2            747            0.5        120.876        1.20876
    0         2            831            0.5        134.588        1.34588
    0         2            915            0.5         148.21         1.4821
    0         2           1005            0.5        162.725        1.62725
    0         2           1089            0.5        176.213        1.76213
    0         2           1179            0.5        190.616        1.90616
    0         2           1269            0.5        204.984        2.04984
    0         2           1353            0.5        218.373        2.18373
    0         2           1443            0.5        232.708        2.32708
    0         2           1527            0.5        246.086        2.46086
    0         2           1617            0.5        260.425        2.60425
    0         2           1707            0.5        274.778        2.74778
    0         2           1791            0.5        288.195        2.88195
    0         2           1881            0.5        302.598        3.02598
    0         3             49            0.5        9.15623      0.0915623
    0         3            114            0.5        21.3814       0.213814
    0         3            179            0.5        33.2498       0.332498
    0         3            249            0.5        45.9481       0.459481
    0         3            314            0.5        57.6684       0.576684
    0         3            379            0.5        69.1811       0.691811
    0         3            449            0.5        81.4598       0.814598
    0         3            519            0.5        93.6369       0.936369
    0         3            589            0.5        105.732        1.05732
    0         3            659            0.5        117.759        1.17759
    0         3            729            0.5        129.733        1.29733
    0         3            799            0.5        141.663        1.41663
    0         3            869            0.5         153.56         1.5356
    0         3            939            0.5        165.433        1.65433
    0         3           1009            0.5        177.289        1.77289
    0         3           1084            0.5        189.982        1.89982
    0         3           1154            0.5        201.825        2.01825
    0         3           1224            0.5        213.671        2.13671
    0         3           1294            0.5        225.526        2.25526
    0         3           1364            0.5        237.395        2.37395
    0         3           1434            0.5        249.282        2.49282
    0         3           1504            0.5        261.191        2.61191
    1         0            111            0.5        9.96132      0.0996132
    1         0            189            0.5         23.911        0.23911
    1         0            273            0.5        37.4517       0.374517
    1         0            357            0.5        51.0689       0.510689
    1         0            447            0.5        65.6728       0.656728
    1         0            531            0.5        79.2073       0.792073
    1         0            621            0.5        93.6262       0.936262
    1         0            711            0.5        107.958        1.07958
    1         0            795            0.5        121.262        1.21262
    1         0            885            0.5         135.45         1.3545
    1         0            975            0.5        149.583        1.49583
    1         0           1065            0.5        163.676        1.63676
    1         0           1155            0.5         177.74         1.7774
    1         0           1245            0.5         191.79         1.9179
    1         0           1335            0.5        205.834        2.05834
    1         0           1425            0.5        219.885        2.19885
    1         0           1515            0.5        233.953        2.33953
    1         0           1599            0.5        247.104        2.47104
    1         0           1689            0.5        261.223        2.61223
    1         0           1779            0.5        275.379        2.75379
    1         0           1869            0.5        289.581        2.89581
    1         1             97            0.5         7.9188       0.079188
    1         1            169            0.5        20.5114       0.205114
    1         1            241            0.5        32.9815       0.329815
    1         1            319            0.5        46.4165       0.464165
    1         1            397            0.5        59.7327       0.597327
    1         1            475            0.5        72.7618       0.727618
    1         1            553            0.5        85.6304       0.856304
    1         1            631            0.5        98.3585       0.983585
    1         1            715            0.5        111.932        1.11932
    1         1            793            0.5        124.431        1.24431
    1         1            877            0.5        137.796        1.37796
    1         1            955            0.5        150.133        1.50133
    1         1           1039            0.5        163.355        1.63355
    1         1           1123            0.5        176.522        1.76522
    1         1           1207            0.5        189.645        1.89645
    1         1           1291            0.5        202.736        2.02736
    1         1           1375            0.5        215.803        2.15803
    1         1           1459            0.5        228.857        2.28857
    1         1           1543            0.5        241.903        2.41903
    1         1           1627            0.5         254.95         2.5495
    1         1           1705            0.5        267.068        2.67068
    1         1           1789            0.5         280.13         2.8013
    1         2             82            0.5         8.7011       0.087011
    1         2            152            0.5        21.2492       0.212492
    1         2            227            0.5        34.5594       0.345594
    1         2            302            0.5        47.7986       0.477986
    1         2            377            0.5        60.9164       0.609164
    1         2            452            0.5         73.776        0.73776
    1         2            527            0.5        86.4968       0.864968
    1         2            607            0.5        99.9341       0.999341
    1         2            682            0.5        112.429        1.12429
    1         2            762            0.5        125.666        1.25666
    1         2            842            0.5        138.826        1.38826
    1         2            922            0.5        151.926        1.51926
    1         2           1002            0.5        164.978        1.64978
    1         2           1082            0.5        177.994        1.77994
    1         2           1162            0.5        190.985        1.90985
    1         2           1242            0.5        203.959        2.03959
    1         2           1322            0.5        216.926        2.16926
    1         2           1402            0.5        229.893        2.29893
    1         2           1482            0.5        242.868        2.42868
    1         2           1562            0.5        255.856        2.55856
    1         2           1642            0.5        268.861        2.68861
    1         3            103            0.5        7.96829      0.0796829
    1         3            173            0.5        21.7021       0.217021
    1         3            243            0.5        34.6424       0.346424
    1         3            313            0.5         47.379        0.47379
    1         3            388            0.5        60.8463       0.608463
    1         3            458            0.5        73.1506       0.731506
    1         3            533            0.5        86.1898       0.861898
    1         3            613            0.5        99.9676       0.999676
    1         3            688            0.5        112.789        1.12789
    1         3            763            0.5        125.539        1.25539
    1         3            838            0.5        138.235        1.38235
    1         3            918            0.5        151.734        1.51734
    1         3            993            0.5        164.361        1.64361
    1         3           1073            0.5        177.812        1.77812
    1         3           1148            0.5        190.416        1.90416
    1         3           1228            0.5         203.86         2.0386
    1         3           1303            0.5        216.474        2.16474
    1         3           1383            0.5        229.948        2.29948
    1         3           1458            0.5        242.602        2.42602
    1         3           1533            0.5        255.284        2.55284
    1         3           1613            0.5        268.845        2.68845
    2         0             78            0.5        10.0833       0.100833
    2         0            153            0.5        22.6374       0.226374
    2         0            228            0.5        34.9543       0.349543
    2         0            298            0.5        46.7286       0.467286
    2         0            368            0.5        58.5817       0.585817
    2         0            438            0.5        70.2599       0.702599
    2         0            513            0.5        82.6489       0.826489
    2         0            588            0.5        94.9067       0.949067
    2         0            658            0.5         106.24         1.0624
    2         0            733            0.5        118.283        1.18283
    2         0            808            0.5         130.24         1.3024
    2         0            888            0.5        142.917        1.42917
    2         0            963            0.5        154.745        1.54745
    2         0           1038            0.5        166.532        1.66532
    2         0           1113            0.5        178.288        1.78288
    2         0           1193            0.5        190.808        1.90808
    2         0           1268            0.5        202.533        2.02533
    2         0           1343            0.5        214.257        2.14257
    2         0           1423            0.5        226.769        2.26769
    2         0           1498            0.5        238.512        2.38512
    2         0           1573            0.5        250.273        2.50273
    2         1            102            0.5        8.15217      0.0815217
    2         1            157            0.5         20.078        0.20078
    2         1            222            0.5        32.3754       0.323754
    2         1            287            0.5        44.4345       0.444345
    2         1            352            0.5        56.5025       0.565025
    2         1            417            0.5         68.455        0.68455
    2         1            482            0.5        80.3555       0.803555
    2         1            547            0.5        92.2181       0.922181
    2         1            617            0.5        104.961        1.04961
    2         1            682            0.5        116.771        1.16771
    2         1            747            0.5        128.569        1.28569
    2         1            812            0.5        140.363        1.40363
    2         1            877            0.5        152.161        1.52161
    2         1            947            0.5        164.879        1.64879
    2         1           1012            0.5        176.707        1.76707
    2         1           1077            0.5         188.56         1.8856
    2         1           1142            0.5        200.442        2.00442
    2         1           1207            0.5         212.36         2.1236
    2         1           1272            0.5        224.318        2.24318
    2         1           1337            0.5        236.321        2.36321
    2         1           1402            0.5        248.374        2.48374
    2         1           1467            0.5        260.478        2.60478
    2         2             76            0.5        7.12497      0.0712497
    2         2            146            0.5        19.8955       0.198955
    2         2            211            0.5        31.4136       0.314136
    2         2            281            0.5        43.5994       0.435994
    2         2            351            0.5        55.6021       0.556021
    2         2            421            0.5         67.332        0.67332
    2         2            496            0.5        79.6943       0.796943
    2         2            571            0.5        91.9072       0.919072
    2         2            641            0.5        103.206        1.03206
    2         2            716            0.5         115.23         1.1523
    2         2            796            0.5         127.99         1.2799
    2         2            871            0.5        139.908        1.39908
    2         2            946            0.5        151.799        1.51799
    2         2           1021            0.5        163.677        1.63677
    2         2           1096            0.5        175.549        1.75549
    2         2           1171            0.5        187.427        1.87427
    2         2           1246            0.5        199.318        1.99318
    2         2           1321            0.5        211.227        2.11227
    2         2           1401            0.5         223.96         2.2396
    2         2           1476            0.5         235.93         2.3593
    2         3            102            0.5        8.86831      0.0886831
    2         3            150            0.5        18.3542       0.183542
    2         3            210            0.5        28.8064       0.288064
