*telnum      csinum    CsIV (V)    err_CsIVEnergy(MeV)  err_Energy     Z     A
5		  	0			3.48E-03			4.19E-05		   	1.466		  	0.01466			2			4
5		  	0			0.01130958			0.00013626			3.248		  	0.03248			2			4
5		  	0			0.02013082			0.00024254			5.255		  	0.05255			2			4
5		  	0			0.02976546			0.00035862			7.28		  	0.0728			2			4
5		  	0			0.03988316			0.00048052			9.283			0.09283			2			4
5		  	0			5.06E-02			6.10E-04		  	11.271			0.11271			2			4
5		  	0			0.06172461			0.00074367			13.247			0.13247			2			4
5		  	1			0.003806			3.81E-05		  	1.452		  	0.01452			2			4
5		  	1			0.012728			0.00012728			3.215		  	0.03215			2			4
5		  	1			0.022689			0.00022689			5.203		  	0.05203			2			4
5		  	1			3.37E-02			3.37E-04		  	7.21		  	0.0721			2			4
5		  	1			0.045503			0.00045503			9.198		  	0.09198			2			4
5		  	1			0.057821			0.00057821			11.169			0.11169			2			4
5			  1			0.070469			0.00070469			13.129			0.13129			2			4
*5		  	2			0.003705			3.71E-05		  	1.355		  	0.01355			2			4
*5		  	2			1.27E-02		 	1.27E-04			  2.982		  	0.02982			2			4
*5		  	2			0.022674			0.00022674			4.834		  	0.04834			2			4
*5		  	2			0.033636			0.00033636			6.721		  	0.06721			2			4
*5		  	2			0.044916			0.00044916			8.591		  	0.08591			2			4
*5		  	2			0.057011			0.00057011			10.448			0.10448			2			4
*5		  	2			0.070518			0.00070518			12.29		  	0.1229			2			4
*5			3			0.003424			3.42E-05			  1.368			  0.01368			2			4
*5			3			0.012035			0.00012035			3.013		  	0.03013			2			4
*5			3			0.021625			0.00021625			4.882			  0.04882			2			4
*5			3			0.03229		  	0.0003229		  	6.785			  0.06785			2			4
*5			3			0.043035			0.00043035			8.671		  	0.08671			2			4
*5			3			0.054878			0.00054878			10.542			0.10542			2			4
*5			3			0.068252			0.00068252			12.402			0.12402			2			4
