 *tel    numcsi           CsIV        errCsIV           CsIE       errCsIE
    0         0   6.95288e-310   6.95288e-310   2.83068e-316              0
    0         0      0.0593211    0.000593211        13.9479       0.139479
    0         0       0.115411     0.00115411        21.7717       0.217717
    0         0       0.176876     0.00176876        30.3485       0.303485
    0         0       0.253385     0.00253385        40.9222       0.409222
    0         0       0.321988     0.00321988        50.5838       0.505838
    0         0        0.39205      0.0039205        60.3139       0.603139
    0         0       0.460792     0.00460792        70.0896       0.700896
    0         0       0.538127     0.00538127        80.8795       0.808795
    0         1    2.8307e-316   6.95288e-310              0   6.95272e-310
    0         1      0.0566613    0.000566613        12.9213       0.129213
    0         1       0.117926     0.00117926        21.5486       0.215486
    0         1       0.174713     0.00174713        30.1411       0.301411
    0         1       0.241679     0.00241679         39.912        0.39912
    0         1        0.31815      0.0031815        50.7515       0.507515
    0         1       0.385127     0.00385127        60.3246       0.603246
    0         1        0.45309      0.0045309         69.853        0.69853
    0         1       0.528747     0.00528747        80.5342       0.805342
    0         2   2.83068e-316              0   3.16202e-322   6.95288e-310
    0         2      0.0632838    0.000632838        13.5484       0.135484
    0         2       0.123394     0.00123394        21.8804       0.218804
    0         2       0.181962     0.00181962        30.1628       0.301628
    0         2       0.258579     0.00258579        40.7469       0.407469
    0         2        0.32608      0.0032608        50.0293       0.500293
    0         2       0.401856     0.00401856        60.4007       0.604007
    0         2       0.479286     0.00479286        70.7104       0.707104
    0         2       0.555079     0.00555079        80.9714       0.809714
    0         3   6.94008e-310              0   2.90524e-316   2.93298e-316
    0         3      0.0561592    0.000561592        13.4513       0.134513
    0         3       0.117585     0.00117585        21.7577       0.217577
    0         3       0.177824     0.00177824        30.0257       0.300257
    0         3       0.252832     0.00252832        40.3419       0.403419
    0         3       0.327157     0.00327157        50.5611       0.505611
    0         3       0.403012     0.00403012        60.7531       0.607531
    0         3       0.477959     0.00477959         70.928        0.70928
    0         3       0.544997     0.00544997        80.0783       0.800783
    1         0   6.95288e-310   6.95288e-310   1.97626e-323   6.95288e-310
    1         0      0.0624423    0.000624423        13.2449       0.132449
    1         0       0.119715     0.00119715        21.2159       0.212159
    1         0       0.184563     0.00184563        29.9283       0.299283
    1         0       0.266517     0.00266517        40.8336       0.408336
    1         0       0.340041     0.00340041        50.6658       0.506658
    1         0       0.413831     0.00413831        60.5484       0.605484
    1         0       0.487695     0.00487695        70.4618       0.704618
    1         0       0.561745     0.00561745        80.3942       0.803942
    1         1   6.94008e-310              0              0   6.94008e-310
    1         1      0.0687231    0.000687231        13.7497       0.137497
    1         1       0.126403     0.00126403        21.8182       0.218182
    1         1       0.183251     0.00183251        29.8903       0.298903
    1         1       0.256996     0.00256996        40.2415       0.402415
    1         1       0.329841     0.00329841        50.4653       0.504653
    1         1       0.403753     0.00403753        60.6273       0.606273
    1         1       0.476831     0.00476831        70.7365       0.707365
    1         1       0.549703     0.00549703        80.8025       0.808025
    1         2   6.95288e-310   6.95288e-310   6.95272e-310   6.95288e-310
    1         2       0.064277     0.00064277        13.6533       0.136533
    1         2       0.125052     0.00125052        21.7294       0.217294
    1         2       0.189503     0.00189503        30.8214       0.308214
    1         2       0.261515     0.00261515        40.8983       0.408983
    1         2       0.335319     0.00335319        50.8699       0.508699
    1         2       0.407579     0.00407579        60.7963       0.607963
    1         2       0.480462     0.00480462        70.6865       0.706865
    1         2       0.554047     0.00554047        80.5494       0.805494
    1         3   2.96439e-323   6.94008e-310              0   6.95288e-310
    1         3      0.0568169    0.000568169        13.3003       0.133003
    1         3        0.11656      0.0011656        21.8823       0.218823
    1         3       0.174584     0.00174584         30.292        0.30292
    1         3       0.247121     0.00247121        40.6931       0.406931
    1         3       0.319126     0.00319126        50.9423       0.509423
    1         3       0.385335     0.00385335        60.1124       0.601124
    1         3       0.457449     0.00457449        70.2614       0.702614
    1         3       0.530109     0.00530109        80.3841       0.803841
    2         0   6.95288e-310   4.94066e-324   6.95288e-310   6.95288e-310
    2         0      0.0656304    0.000656304        13.2303       0.132303
    2         0       0.128919     0.00128919        21.8893       0.218893
    2         0       0.192659     0.00192659        30.5871       0.305871
    2         0       0.261656     0.00261656        40.3938       0.403938
    2         0       0.332429     0.00332429        50.1942       0.501942
    2         0       0.408697     0.00408697        60.9721       0.609721
    2         0       0.479747     0.00479747        70.7445       0.707445
    2         0       0.549109     0.00549109        80.4873       0.804873
    2         1      0.0161932    0.000161932        5.92978      0.0592978
    2         1      0.0610143    0.000610143        13.4582       0.134582
    2         1       0.116962     0.00116962        21.9267       0.219267
    2         1       0.177957     0.00177957        30.9864       0.309864
    2         1       0.245166     0.00245166        40.9062       0.409062
    2         1       0.311803     0.00311803        50.7962       0.507962
    2         1       0.380187     0.00380187        60.7248       0.607248
    2         1       0.446687     0.00446687        70.6929       0.706929
    2         1       0.514585     0.00514585        80.7001       0.807001
    2         2   6.95288e-310   4.94066e-324   6.95288e-310   2.83068e-316
    2         2      0.0701982    0.000701982        13.6242       0.136242
    2         2       0.127557     0.00127557        21.7145       0.217145
    2         2       0.192566     0.00192566          30.73         0.3073
    2         2        0.26327      0.0026327        40.6392       0.406392
    2         2       0.335747     0.00335747        50.3832       0.503832
    2         2        0.40678      0.0040678        60.0469       0.600469
    2         2       0.485495     0.00485495        70.6138       0.706138
    2         2       0.558078     0.00558078        80.1842       0.801842
    2         3   6.95288e-310   6.95288e-310   2.83068e-316   6.95288e-310
    2         3      0.0624328    0.000624328        13.3293       0.133293
    2         3       0.123762     0.00123762        21.9187       0.219187
    2         3        0.18382      0.0018382        30.3217       0.303217
    2         3       0.256965     0.00256965        40.4938       0.404938
    2         3       0.329238     0.00329238        50.6684       0.506684
    2         3       0.402627     0.00402627        60.8641       0.608641
    2         3       0.469046     0.00469046        70.2093       0.702093
    2         3       0.541361     0.00541361        80.3957       0.803957
    3         0   6.95288e-310              0   6.95288e-310   6.95272e-310
    3         0      0.0682025    0.000682025         13.728        0.13728
    3         0       0.128234     0.00128234        21.9003       0.219003
    3         0       0.191274     0.00191274        30.6414       0.306414
    3         0       0.266281     0.00266281        40.9649       0.409649
    3         0       0.337323     0.00337323        50.4496       0.504496
    3         0       0.412663     0.00412663        60.7204       0.607204
    3         0        0.48979      0.0048979        70.9791       0.709791
    3         0       0.559459     0.00559459        80.4372       0.804372
    3         1   6.95288e-310   2.65249e-315    2.8307e-316   6.95288e-310
    3         1      0.0749743    0.000749743        13.7405       0.137405
    3         1       0.129082     0.00129082         21.699        0.21699
    3         1       0.189589     0.00189589         30.279        0.30279
    3         1       0.262816     0.00262816        40.3009       0.403009
    3         1       0.341913     0.00341913        50.8508       0.508508
    3         1       0.415022     0.00415022        60.4594       0.604594
    3         1       0.494792     0.00494792        70.8017       0.708017
    3         1       0.567453     0.00567453        80.3321       0.803321
    3         2   6.95288e-310    2.6525e-315              0   6.95288e-310
    3         2      0.0504501    0.000504501        13.9436       0.139436
    3         2      0.0899634    0.000899634        21.7254       0.217254
    3         2       0.132187     0.00132187        30.2836       0.302836
    3         2       0.184414     0.00184414        40.5446       0.405446
    3         2        0.23769      0.0023769        50.5852       0.505852
    3         2       0.289608     0.00289608        60.5296       0.605296
    3         2       0.342564     0.00342564        70.4244       0.704244
    3         2       0.395784     0.00395784        80.3031       0.803031
    3         3      0.0169013    0.000169013        5.77072      0.0577072
    3         3      0.0675149    0.000675149        13.5091       0.135091
    3         3        0.12607      0.0012607        21.5207       0.215207
    3         3       0.187955     0.00187955         30.349        0.30349
    3         3       0.257745     0.00257745        40.0675       0.400675
    3         3       0.336532     0.00336532        50.5808       0.505808
    3         3       0.413497     0.00413497        60.9986       0.609986
    3         3       0.485298     0.00485298         70.407        0.70407
    3         3       0.562677     0.00562677        80.7101       0.807101
    4         0      0.0161276    0.000161276        5.56732      0.0556732
    4         0      0.0638729    0.000638729        13.5625       0.135625
    4         0       0.115326     0.00115326        21.5068       0.215068
    4         0       0.173846     0.00173846        30.1581       0.301581
    4         0       0.245319     0.00245319        40.6284       0.406284
    4         0        0.31672      0.0031672        50.9454       0.509454
    4         0       0.381305     0.00381305        60.2498       0.602498
    4         0       0.453052     0.00453052        70.4129       0.704129
    4         0       0.524821     0.00524821        80.5159       0.805159
    4         1       0.014269     0.00014269        5.02751      0.0502751
    4         1      0.0592872    0.000592872        13.2523       0.132523
    4         1        0.11673      0.0011673        21.9591       0.219591
    4         1       0.179705     0.00179705        30.9346       0.309346
    4         1       0.247799     0.00247799        40.6416       0.406416
    4         1       0.317142     0.00317142        50.2873       0.502873
    4         1       0.392741     0.00392741        60.8446       0.608446
    4         1       0.462112     0.00462112        70.5561       0.705561
    4         1       0.530454     0.00530454        80.2974       0.802974
    4         2      0.0146976    0.000146976        5.04238      0.0504238
    4         2      0.0688558    0.000688558        13.4831       0.134831
    4         2       0.126932     0.00126932        21.6511       0.216511
    4         2       0.190368     0.00190368        30.2055       0.302055
    4         2       0.268235     0.00268235         40.246        0.40246
    4         2       0.352335     0.00352335        50.9564       0.509564
    4         2        0.42917      0.0042917        60.8088       0.608088
    4         2       0.506826     0.00506826        70.6488       0.706488
    4         2       0.583688     0.00583688        80.4869       0.804869
    4         3      0.0154856    0.000154856        5.34444      0.0534444
    4         3       0.067046     0.00067046         13.622        0.13622
    4         3       0.122238     0.00122238        21.6579       0.216579
    4         3        0.18424      0.0018424        30.1681       0.301681
    4         3       0.256741     0.00256741        40.2047       0.402047
    4         3       0.337165     0.00337165        50.9007       0.509007
    4         3       0.409948     0.00409948        60.7091       0.607091
    4         3       0.484172     0.00484172        70.4739       0.704739
    4         3       0.557834     0.00557834        80.2091       0.802091
*    5         0      0.0149278    0.000149278        5.83238      0.0583238
    5         0      0.0644985    0.000644985        13.3916       0.133916
    5         0       0.120808     0.00120808        21.2591       0.212591
    5         0       0.189814     0.00189814        30.8715       0.308715
    5         0       0.258587     0.00258587        40.4014       0.404014
    5         0       0.335166     0.00335166        50.7347       0.507347
    5         0         0.4105       0.004105        60.9871       0.609871
    5         0       0.480177     0.00480177        70.2487       0.702487
    5         0       0.556184     0.00556184         80.386        0.80386
