 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0307874    0.000307874        8.99954      0.0899954
    0         0       0.128958     0.00128958        22.5878       0.225878
    0         0       0.232719     0.00232719        36.6571       0.366571
    0         0       0.336068     0.00336068         50.996        0.50996
    0         0       0.433021     0.00433021        64.6055       0.646055
    0         0       0.531202     0.00531202        78.3802       0.783802
    0         0         0.6281       0.006281        92.2951       0.922951
    0         0       0.724728     0.00724728        106.342        1.06342
    0         0       0.821981     0.00821981        120.523        1.20523
    0         0       0.920616     0.00920616        134.844        1.34844
    0         0        1.01153      0.0101153        148.274        1.48274
    0         0        1.11128      0.0111128        162.892        1.62892
    0         0         1.2058       0.012058        176.615        1.76615
    0         0        1.30264      0.0130264        190.492        1.90492
    0         0        1.40053      0.0140053        204.531        2.04531
    0         0        1.50017      0.0150017        218.739        2.18739
    0         0        1.59324      0.0159324        232.013        2.32013
    0         0        1.69616      0.0169616        246.571        2.46571
    0         0        1.79139      0.0179139        260.181        2.60181
    0         0        1.88705      0.0188705        273.962        2.73962
    0         0        1.98314      0.0198314        287.921        2.87921
    0         1      0.0318289    0.000318289        9.69528      0.0969528
    0         1       0.124878     0.00124878        22.4561       0.224561
    0         1       0.213513     0.00213513        35.1626       0.351626
    0         1       0.309598     0.00309598        48.6342       0.486342
    0         1       0.399563     0.00399563        61.2581       0.612581
    0         1       0.495959     0.00495959        74.7462       0.747462
    0         1       0.587355     0.00587355        87.4313       0.874313
    0         1       0.677323     0.00677323         100.17         1.0017
    0         1       0.774054     0.00774054        113.831        1.13831
    0         1       0.864501     0.00864501         126.72         1.2672
    0         1       0.956322     0.00956322          139.7          1.397
    0         1        1.04807      0.0104807         152.78         1.5278
    0         1        1.14109      0.0114109        165.971        1.65971
    0         1        1.23043      0.0123043         178.39         1.7839
    0         1        1.32811      0.0132811         191.82         1.9182
    0         1        1.42034      0.0142034        204.477        2.04477
    0         1        1.51368      0.0151368        217.259        2.17259
    0         1        1.60854      0.0160854        230.172        2.30172
    0         1        1.70419      0.0170419        243.223        2.43223
    0         1        1.80113      0.0180113        256.418        2.56418
    0         2       0.032262     0.00032262        9.53186      0.0953186
    0         2       0.130461     0.00130461        22.6796       0.226796
    0         2       0.227272     0.00227272        35.6955       0.356955
    0         2       0.323625     0.00323625        48.6216       0.486216
    0         2       0.420182     0.00420182        61.5254       0.615254
    0         2       0.517631     0.00517631        74.4293       0.744293
    0         2       0.614618     0.00614618        87.3501       0.873501
    0         2        0.71212      0.0071212        100.302        1.00302
    0         2       0.808611     0.00808611        113.298        1.13298
    0         2       0.905798     0.00905798        126.352        1.26352
    0         2         1.0046       0.010046        139.477        1.39477
    0         2        1.10398      0.0110398        152.681        1.52681
    0         2        1.20615      0.0120615        165.979        1.65979
    0         2         1.3028       0.013028        178.538        1.78538
    0         2        1.40162      0.0140162        191.195        1.91195
    0         2        1.50924      0.0150924        204.811        2.04811
    0         2        1.61129      0.0161129        217.693        2.17693
    0         2        1.71478      0.0171478        230.695        2.30695
    0         2        1.81906      0.0181906        243.824        2.43824
    0         2        1.91678      0.0191678        256.198        2.56198
    0         2        2.02236      0.0202236         269.59         2.6959
    0         3      0.0321746    0.000321746        10.6344       0.106344
    0         3       0.120166     0.00120166        21.9934       0.219934
    0         3       0.199993     0.00199993        32.6356       0.326356
    0         3       0.284678     0.00284678        43.9313       0.439313
    0         3       0.365417     0.00365417        54.6023       0.546023
    0         3       0.449923     0.00449923        65.9959       0.659959
    0         3       0.530106     0.00530106        76.7773       0.767773
    0         3       0.610421     0.00610421        87.6193       0.876193
    0         3       0.690551     0.00690551        98.5256       0.985256
    0         3        0.77067      0.0077067          109.5          1.095
    0         3       0.851061     0.00851061        120.548        1.20548
    0         3       0.931708     0.00931708        131.673        1.31673
    0         3        1.01285      0.0101285         142.88         1.4288
    0         3        1.09023      0.0109023        153.465        1.53465
    0         3        1.17338      0.0117338        164.846        1.64846
    0         3        1.25224      0.0125224        175.602        1.75602
    0         3        1.33423      0.0133423        186.446        1.86446
    0         3        1.41607      0.0141607        197.382        1.97382
    0         3        1.49885      0.0149885        208.414        2.08414
    0         3        1.58279      0.0158279        219.546        2.19546
    0         3        1.66757      0.0166757        230.781        2.30781
    1         0      0.0312539    0.000312539         8.2088       0.082088
    1         0       0.115008     0.00115008        19.6959       0.196959
    1         0       0.196034     0.00196034        30.3599       0.303599
    1         0       0.283927     0.00283927        41.8169       0.418169
    1         0       0.366059     0.00366059        52.6544       0.526544
    1         0       0.447323     0.00447323        63.6062       0.636062
    1         0       0.530486     0.00530486         74.649        0.74649
    1         0       0.611827     0.00611827        85.7698       0.857698
    1         0       0.694375     0.00694375        96.9628       0.969628
    1         0       0.770566     0.00770566         107.42         1.0742
    1         0       0.852098     0.00852098        118.753        1.18753
    1         0       0.929939     0.00929939        129.345        1.29345
    1         0        1.01275      0.0101275         140.83         1.4083
    1         0        1.09045      0.0109045        151.572        1.51572
    1         0        1.17062      0.0117062        162.393        1.62393
    1         0         1.2508       0.012508        173.297        1.73297
    1         0        1.33235      0.0133235        184.288        1.84288
    1         0        1.41681      0.0141681         195.37         1.9537
    1         0        1.50091      0.0150091        206.547        2.06547
    1         0        1.58609      0.0158609        217.825        2.17825
    1         0        1.66548      0.0166548        228.326        2.28326
    1         0        1.75269      0.0175269        239.806        2.39806
    1         1      0.0369808    0.000369808        9.78154      0.0978154
    1         1       0.119568     0.00119568        20.9529       0.209529
    1         1       0.195048     0.00195048        31.3498       0.313498
    1         1       0.276396     0.00276396        42.4825       0.424825
    1         1       0.358271     0.00358271        53.5997       0.535997
    1         1       0.439175     0.00439175        64.7136       0.647136
    1         1       0.520907     0.00520907        75.8331       0.758331
    1         1       0.602817     0.00602817        86.9667       0.869667
    1         1       0.678106     0.00678106        97.3244       0.973244
    1         1       0.760423     0.00760423        108.507        1.08507
    1         1       0.841435     0.00841435        119.727        1.19727
    1         1       0.924016     0.00924016        130.991        1.30991
    1         1         1.0007       0.010007        141.496        1.41496
    1         1        1.08357      0.0108357        152.865        1.52865
    1         1        1.16317      0.0116317        163.479        1.63479
    1         1        1.24871      0.0124871        174.978        1.74978
    1         1        1.32978      0.0132978        185.723        1.85723
    1         1        1.41304      0.0141304        196.538        1.96538
    1         1        1.49686      0.0149686        207.428        2.07428
    1         1        1.58124      0.0158124        218.397        2.18397
    1         1        1.66668      0.0166668        229.448        2.29448
    1         1        1.75311      0.0175311        240.586        2.40586
    1         2      0.0318352    0.000318352        9.59202      0.0959202
    1         2       0.126216     0.00126216        21.7908       0.217908
    1         2       0.210201     0.00210201        33.2064       0.332064
    1         2       0.300945     0.00300945        45.4001       0.454001
    1         2       0.391696     0.00391696         57.606        0.57606
    1         2       0.482858     0.00482858        69.8394       0.698394
    1         2       0.568924     0.00568924        81.2907       0.812907
    1         2       0.659866     0.00659866        93.6051       0.936051
    1         2       0.750643     0.00750643        105.975        1.05975
    1         2       0.836818     0.00836818        117.578        1.17578
    1         2       0.922388     0.00922388        129.246        1.29246
    1         2        1.01468      0.0101468        141.826        1.41826
    1         2         1.1026       0.011026        153.649        1.53649
    1         2        1.19172      0.0119172        165.558        1.65558
    1         2        1.28239      0.0128239        177.559        1.77559
    1         2        1.37454      0.0137454        189.658        1.89658
    1         2        1.46849      0.0146849        201.863        2.01863
    1         2        1.55682      0.0155682        213.294        2.13294
    1         2          1.653        0.01653        225.717        2.25717
    1         2        1.74346      0.0174346        237.362        2.37362
    1         2        1.83444      0.0183444        249.116        2.49116
    1         3      0.0321544    0.000321544        9.84238      0.0984238
    1         3       0.112883     0.00112883        21.1854       0.211854
    1         3       0.203191     0.00203191        33.8667       0.338667
    1         3       0.287616     0.00287616        45.5784       0.455784
    1         3       0.373204     0.00373204        57.2781       0.572781
    1         3       0.463617     0.00463617        69.8389       0.698389
    1         3       0.548125     0.00548125        81.6057       0.816057
    1         3       0.634053     0.00634053        93.4276       0.934276
    1         3       0.718531     0.00718531        105.315        1.05315
    1         3       0.802845     0.00802845        117.278        1.17278
    1         3       0.889088     0.00889088        129.325        1.29325
    1         3       0.974721     0.00974721        141.464        1.41464
    1         3        1.06079      0.0106079        153.703        1.53703
    1         3        1.14291      0.0114291        165.166        1.65166
    1         3         1.2321       0.012321         177.62         1.7762
