 *tel    numcsi      CsIV        errCsIV           CsIE       errCsIE
    0         0      0.0307874    0.000307874        10.9139       0.109139
    0         0       0.115411     0.00115411        23.7661       0.237661
    0         0       0.204764     0.00204764        36.6122       0.366122
    0         0       0.294168     0.00294168        49.5995       0.495995
    0         0       0.385144     0.00385144        62.6769       0.626769
    0         0       0.474897     0.00474897        75.6783       0.756783
    0         0       0.565508     0.00565508        88.6433       0.886433
    0         0       0.655662     0.00655662        101.559        1.01559
    0         0        0.74597      0.0074597        114.426        1.14426
    0         0        0.83569      0.0083569        127.249        1.27249
    0         0       0.927644     0.00927644        140.035        1.40035
    0         0        1.02595      0.0102595        153.776        1.53776
    0         0        1.11837      0.0111837        166.517        1.66517
    0         0          1.213        0.01213         179.25         1.7925
    0         0        1.31776      0.0131776        192.961        1.92961
    0         0        1.41607      0.0141607          205.7          2.057
    0         0        1.51582      0.0151582        218.455        2.18455
    0         0        1.61726      0.0161726         231.23         2.3123
    0         0        1.71964      0.0171964        244.034        2.44034
    0         0        1.83112      0.0183112        257.858        2.57858
    0         0        1.93489      0.0193489        270.732        2.70732
    0         1      0.0253888    0.000253888        7.83483      0.0783483
    0         1       0.106868     0.00106868        20.1153       0.201153
    0         1       0.189467     0.00189467        33.0812       0.330812
    0         1       0.278981     0.00278981        46.8178       0.468178
    0         1       0.363773     0.00363773        59.4914       0.594914
    0         1       0.454285     0.00454285        72.7635       0.727635
    0         1        0.54468      0.0054468        85.8666       0.858666
    0         1       0.634938     0.00634938        98.8318       0.988318
    0         1       0.726371     0.00726371        111.686        1.11686
    0         1       0.816404     0.00816404        124.453        1.24453
    0         1       0.912943     0.00912943        137.995        1.37995
    0         1        1.00509      0.0100509        150.636        1.50636
    0         1         1.0978       0.010978        163.239        1.63239
    0         1        1.19867      0.0119867        176.652        1.76652
    0         1        1.29526      0.0129526        189.209        1.89209
    0         1        1.40009      0.0140009        202.594        2.02594
    0         1        1.50685      0.0150685         215.98         2.1598
    0         1        1.60854      0.0160854        228.538        2.28538
    0         1        1.71827      0.0171827         241.95         2.4195
    0         1        1.82184      0.0182184        254.545        2.54545
    0         1        1.92594      0.0192594        267.164        2.67164
    0         2       0.032262     0.00032262         8.6564       0.086564
    0         2       0.118669     0.00118669        21.5251       0.215251
    0         2       0.208919     0.00208919        34.9596       0.349596
    0         2       0.293105     0.00293105        47.3733       0.473733
    0         2       0.383816     0.00383816        60.5186       0.605186
    0         2       0.475626     0.00475626        73.3695       0.733695
    0         2       0.572364     0.00572364        86.8941       0.868941
    0         2       0.662695     0.00662695        99.4262       0.994262
    0         2       0.760352     0.00760352        112.662        1.12662
    0         2       0.857301     0.00857301        125.785        1.25785
    0         2       0.955566     0.00955566        138.813        1.38813
    0         2        1.05407      0.0105407        151.765        1.51765
    0         2        1.15416      0.0115416        164.655        1.64655
    0         2        1.25704      0.0125704        177.495        1.77495
    0         2        1.36157      0.0136157        190.297        1.90297
    0         2        1.47497      0.0147497        203.867        2.03867
    0         2        1.58351      0.0158351         216.62         2.1662
    0         2        1.69432      0.0169432        229.363        2.29363
    0         2        1.81208      0.0181208          242.9          2.429
    0         2        1.92384      0.0192384        255.644        2.55644
    0         2        2.03668      0.0203668        268.397        2.68397
    0         3      0.0321746    0.000321746        9.55606      0.0955606
    0         3       0.109839     0.00109839        20.8264       0.208264
    0         3       0.185168     0.00185168        31.7938       0.317938
    0         3       0.260221     0.00260221        42.6898       0.426898
    0         3       0.334792     0.00334792        53.5297       0.535297
    0         3       0.415264     0.00415264        64.9424       0.649424
    0         3        0.49062      0.0049062        75.5102       0.755102
    0         3       0.570275     0.00570275        86.6898       0.866898
    0         3       0.650096     0.00650096        97.7922       0.977922
    0         3       0.731251     0.00731251         108.83         1.0883
    0         3       0.810783     0.00810783        119.815        1.19815
    0         3       0.890779     0.00890779        130.757        1.30757
    0         3       0.972897     0.00972897        141.663        1.41663
    0         3        1.05388      0.0105388        152.541        1.52541
    0         3        1.13618      0.0113618        163.399        1.63399
    0         3        1.22555      0.0122555        174.919        1.74919
    0         3        1.31265      0.0131265        185.752        1.85752
    0         3        1.39927      0.0139927         196.58         1.9658
    0         3        1.48754      0.0148754        207.409        2.07409
    0         3        1.58279      0.0158279         218.92         2.1892
    1         0      0.0312539    0.000312539        9.52949      0.0952949
    1         0       0.109153     0.00109153        21.4452       0.214452
    1         0       0.196034     0.00196034        33.5879       0.335879
    1         0       0.283927     0.00283927        45.7023       0.457023
    1         0       0.371965     0.00371965        57.9188       0.579188
    1         0       0.453195     0.00453195        69.2253       0.692253
    1         0       0.542161     0.00542161        81.2956       0.812956
    1         0       0.629708     0.00629708        93.3068       0.933068
    1         0       0.717515     0.00717515        105.257        1.05257
    1         0       0.811308     0.00811308        117.942        1.17942
    1         0       0.900131     0.00900131        129.782        1.29782
    1         0       0.988566     0.00988566         141.58         1.4158
    1         0        1.07845      0.0107845        153.344        1.53344
    1         0        1.17677      0.0117677        165.865        1.65865
    1         0        1.26983      0.0126983        177.584        1.77584
    1         0         1.3646       0.013646        189.293        1.89293
    1         0        1.46798      0.0146798        201.777        2.01777
    1         0        1.56619      0.0156619        213.483        2.13483
    1         0        1.67214      0.0167214        225.979        2.25979
    1         0        1.77269      0.0177269        237.708        2.37708
    1         0        1.87436      0.0187436        249.455        2.49455
    1         1      0.0308221    0.000308221        7.56424      0.0756424
    1         1        0.11388      0.0011388        19.8169       0.198169
    1         1       0.195048     0.00195048        31.9447       0.319447
    1         1       0.270695     0.00270695        43.1522       0.431522
    1         1       0.358271     0.00358271        55.9985       0.559985
    1         1       0.439175     0.00439175        67.7665       0.677665
    1         1       0.520907     0.00520907        79.3795       0.793795
    1         1       0.608743     0.00608743        91.6842       0.916842
    1         1       0.695433     0.00695433        103.868        1.03868
    1         1       0.783801     0.00783801        115.948        1.15948
    1         1       0.871059     0.00871059         127.94         1.2794
    1         1       0.959069     0.00959069        139.857        1.39857
    1         1         1.0483       0.010483        151.711        1.51711
    1         1         1.1384       0.011384        163.512        1.63512
    1         1        1.22996      0.0122996         175.27         1.7527
    1         1        1.32978      0.0132978        187.773        1.87773
    1         1         1.4258       0.014258        199.466        1.99466
    1         1        1.52951      0.0152951        211.916        2.11916
    1         1        1.62776      0.0162776        223.574        2.23574
    1         1        1.72693      0.0172693        235.225        2.35225
    1         1          1.834        0.01834         247.65         2.4765
    1         2      0.0318352    0.000318352         8.7011       0.087011
    1         2        0.10785      0.0010785        19.4682       0.194682
    1         2        0.17956      0.0017956        30.1301       0.301301
    1         2       0.257863     0.00257863        41.6303       0.416303
    1         2       0.331668     0.00331668        52.1917       0.521917
    1         2       0.410041     0.00410041        63.4958       0.634958
    1         2       0.488865     0.00488865        74.6281       0.746281
    1         2       0.568924     0.00568924        85.6527       0.856527
    1         2       0.647551     0.00647551        96.5862       0.965862
    1         2       0.726421     0.00726421        107.442        1.07442
    1         2       0.806265     0.00806265         118.23         1.1823
    1         2       0.891379     0.00891379        129.786        1.29786
    1         2       0.971228     0.00971228        140.467        1.40467
    1         2        1.05904      0.0105904        151.926        1.51926
    1         2        1.14025      0.0114025        162.534        1.62534
    1         2        1.22985      0.0122985         173.93         1.7393
    1         2        1.31472      0.0131472        184.492        1.84492
