 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0233877    0.000233877        14.2663       0.142663
    0         0      0.0950042    0.000950042        27.8964       0.278964
    0         0       0.169954     0.00169954        40.4665       0.404665
    0         0       0.253385     0.00253385        53.3065       0.533065
    0         0        0.34312      0.0034312        66.7817       0.667817
    0         0       0.426184     0.00426184        79.0023       0.790023
    0         0       0.517248     0.00517248        92.0818       0.920818
    0         0       0.607021     0.00607021        105.021        1.05021
    0         0       0.703614     0.00703614        118.813        1.18813
    0         0       0.794793     0.00794793        131.502        1.31502
    0         0        0.88507      0.0088507        144.086        1.44086
    0         0       0.983052     0.00983052        157.536        1.57536
    0         0        1.08317      0.0108317         170.89         1.7089
    0         0         1.1769       0.011769        183.218        1.83218
    0         0         1.2798       0.012798        196.425        1.96425
    0         0        1.38499      0.0138499        209.574        2.09574
    0         0        1.49232      0.0149232        222.673        2.22673
    0         0        1.60122      0.0160122        235.733        2.35733
    0         0        1.71174      0.0171174        248.762        2.48762
    0         0        1.82302      0.0182302        261.768        2.61768
    0         0        1.93489      0.0193489         274.76         2.7476
    0         1      0.0204121    0.000204121        14.1701       0.141701
    0         1       0.110657     0.00110657        29.0397       0.290397
    0         1       0.202817     0.00202817        44.4231       0.444231
    0         1       0.296123     0.00296123        59.2616       0.592616
    0         1        0.39714      0.0039714        74.6714       0.746714
    0         1       0.498365     0.00498365        89.6639       0.896639
    0         1       0.600516     0.00600516        104.321        1.04321
    0         1       0.709269     0.00709269        119.726        1.19726
    0         1       0.817625     0.00817625        134.877        1.34877
    0         1        0.92655      0.0092655        149.823        1.49823
    0         1        1.03682      0.0103682        164.599        1.64599
    0         1        1.14873      0.0114873        179.237        1.79237
    0         1        1.27155      0.0127155        194.727        1.94727
    0         1        1.38925      0.0138925        209.156        2.09156
    0         1        1.51775      0.0151775        224.467        2.24467
    0         1        1.64789      0.0164789        239.716        2.39716
    0         1        1.78083      0.0178083        254.918        2.54918
    0         1        1.90499      0.0190499         269.14         2.6914
    0         1        2.03946      0.0203946        284.291        2.84291
    0         1        2.17396      0.0217396        299.433        2.99433
    0         1        2.30811      0.0230811        314.578        3.14578
    0         2      0.0271294    0.000271294        15.0039       0.150039
    0         2       0.116301     0.00116301        29.4894       0.294894
    0         2       0.202785     0.00202785        43.2028       0.432028
    0         2       0.296725     0.00296725        57.6035       0.576035
    0         2       0.390995     0.00390995        71.5443       0.715443
    0         2       0.486571     0.00486571        85.1515       0.851515
    0         2       0.588301     0.00588301         99.497        0.99497
    0         2       0.689858     0.00689858        113.574        1.13574
    0         2       0.791456     0.00791456        127.423        1.27423
    0         2       0.893504     0.00893504        141.077        1.41077
    0         2         1.0046       0.010046        155.522        1.55522
    0         2        1.11631      0.0111631        169.803        1.69803
    0         2        1.23182      0.0123182        183.944        1.83944
    0         2        1.34868      0.0134868        197.965        1.97965
    0         2        1.46824      0.0146824        211.885        2.11885
    0         2        1.59041      0.0159041         225.72         2.2572
    0         2        1.71478      0.0171478        239.482        2.39482
    0         2        1.84035      0.0184035        253.184        2.53184
    0         2        1.97485      0.0197485        267.746        2.67746
    0         2        2.10099      0.0210099        281.358        2.81358
    0         2        2.23698      0.0223698        295.844        2.95844
    0         2        2.36467      0.0236467        309.403        3.09403
    0         3      0.0246106    0.000246106        16.2179       0.162179
    0         3       0.109839     0.00109839        29.9043       0.299043
    0         3       0.199993     0.00199993        43.8726       0.438726
    0         3       0.296991     0.00296991        58.5442       0.585442
    0         3       0.395612     0.00395612        72.7591       0.727591
    0         3       0.493127     0.00493127        86.6585       0.866585
    0         3       0.590502     0.00590502          100.3          1.003
    0         3       0.695659     0.00695659        114.751        1.14751
    0         3       0.800611     0.00800611        128.997        1.28997
    0         3       0.898366     0.00898366        142.069        1.42069
    0         3        1.01285      0.0101285        156.996        1.56996
    0         3        1.12063      0.0112063          170.8          1.708
    0         3        1.23083      0.0123083        184.501        1.84501
    0         3        1.34485      0.0134485        198.116        1.98116
    0         3        1.46799      0.0146799        212.625        2.12625
    0         3        1.58566      0.0158566        226.106        2.26106
    0         3        1.71386      0.0171386        240.499        2.40499
    0         3         1.8425       0.018425         254.85         2.5485
    0         3        1.96345      0.0196345        268.217        2.68217
    0         3        2.09472      0.0209472         282.52         2.8252
    0         3        2.22552      0.0222552         296.81         2.9681
    1         0      0.0274619    0.000274619        12.8682       0.128682
    1         0        0.11149      0.0011149        28.7906       0.287906
    1         0       0.225364     0.00225364        46.8491       0.468491
    1         0       0.340041     0.00340041        63.5711       0.635711
    1         0       0.462652     0.00462652         80.914        0.80914
    1         0       0.585926     0.00585926        97.9258       0.979258
    1         0        0.70941      0.0070941        114.675        1.14675
    1         0       0.832086     0.00832086        131.197        1.31197
    1         0       0.964944     0.00964944        148.599        1.48599
    1         0        1.09893      0.0109893        165.805        1.65805
    1         0        1.23689      0.0123689        182.844        1.82844
    1         0        1.37897      0.0137897        199.744        1.99744
    1         0        1.52466      0.0152466        216.529        2.16529
    1         0        1.67214      0.0167214        233.222        2.33222
    1         0        1.83253      0.0183253         250.88         2.5088
    1         0        1.98384      0.0198384        267.444        2.67444
    1         0        2.13619      0.0213619        283.971        2.83971
    1         0        2.29808      0.0229808        301.508        3.01508
    1         0          2.452        0.02452        318.006        3.18006
    1         0        2.61573      0.0261573        335.539        3.35539
    1         0        2.76945      0.0276945        352.056        3.52056
    1         1      0.0283392    0.000283392        14.8179       0.148179
    1         1       0.141278     0.00141278        32.6364       0.326364
    1         1       0.253558     0.00253558        49.8898       0.498898
    1         1       0.365364     0.00365364        66.6379       0.666379
    1         1       0.476831     0.00476831        82.9334       0.829334
    1         1       0.598071     0.00598071        100.196        1.00196
    1         1       0.718968     0.00718968        117.123        1.17123
    1         1       0.840262     0.00840262         133.77         1.3377
    1         1       0.972027     0.00972027        151.434        1.51434
    1         1        1.10523      0.0110523         168.87         1.6887
    1         1        1.23244      0.0123244        184.889        1.84889
    1         1        1.37323      0.0137323        201.985        2.01985
    1         1        1.51788      0.0151788        218.947        2.18947
    1         1        1.66405      0.0166405          235.8          2.358
    1         1        1.82444      0.0182444        253.758        2.53758
    1         1        1.97496      0.0197496        270.447        2.70447
    1         1         2.1258       0.021258        287.082        2.87082
    1         1        2.28854      0.0228854        304.862        3.04862
    1         1        2.44119      0.0244119        321.432        3.21432
