*tel numcsi          CsI V      err CsI V          energy    err energy
    0     0         1.63239       0.0112089          263.65            3.23
    0     1         1.65165       0.0123141          263.65            3.23
    0     2         1.70694        0.014265          263.65            3.23
    0     3         1.68618       0.0107941          263.65            3.23
    1     0         1.68477       0.0146465          263.65            3.23
    1     1         1.67897        0.014441          263.65            3.23
    1     2         1.65066       0.0143054          263.65            3.23
    1     3         1.61716       0.0103754          263.65            3.23
    2     0         1.62155        0.014754          263.65            3.23
    2     1         1.48883       0.0133173          263.65            3.23
    2     2         1.68721        0.016413          263.65            3.23
    2     3         1.59129       0.0133233          263.65            3.23
    3     0         1.64641       0.0190811          263.65            3.23
    3     1          1.7075       0.0113377          263.65            3.23
    3     2         1.09831       0.0137323          263.65            3.23
    3     3         1.68991       0.0135818          263.65            3.23
    4     0         1.61177       0.0109432          263.65            3.23
    4     1         1.63836       0.0082694          263.65            3.23
    4     2         1.76395       0.0146829          263.65            3.23
    4     3         1.70757      0.00645933          263.65            3.23
    5     0         1.71753       0.0132105          263.65            3.23
    5     1         1.91761       0.0427911          263.65            3.23
    5     2         2.05588       0.0199284          263.65            3.23
    6     0         1.57505       0.0138031          263.65            3.23
    6     1         1.67671       0.0089066          263.65            3.23
    6     2         1.57588       0.0109127          263.65            3.23
    6     3         1.57317      0.00300909          263.65            3.23
    7     0         1.65372      0.00878538          263.65            3.23
    7     1         1.70659      0.00927005          263.65            3.23
    7     2         1.67439       0.0105605          263.65            3.23
    7     3         1.66083       0.0136214          263.65            3.23
    8     0         1.60454       0.0259231          263.65            3.23
    8     1         1.57301       0.0507841          263.65            3.23
    9     1         1.53192       0.0353654          263.65            3.23
   10     0         1.59255       0.0315582          263.65            3.23
   10     1         1.68731       0.0394583          263.65            3.23
   11     0         1.57203       0.0373748          263.65            3.23
   11     3         1.77884       0.0164361          263.65            3.23
