      *tel    numcsi         Z         A     -dE/dx (MeV/um)               Leff
         5         0         9        19             1.16718             1.72144
         5         0         9        19             1.11245              1.8089
         5         0         9        19             1.06314              1.8954
         5         0         9        19             1.01825             1.98227
         5         0         9        19            0.977593             2.06991
         5         0         9        19            0.940523             2.15866
         5         0         9        19            0.906543             2.24822
         5         0         9        19            0.875272             2.33824
         5         0         9        19            0.846322              2.4293
         5         0         9        19            0.819662             2.51968
         5         0         9        19            0.794139             2.61105
         5         0         9        19            0.773578             2.71257
         5         0         9        19            0.756388             2.80168
         5         0         9        19            0.737862             2.88439
         5         0         9        19            0.719623             2.96955
         5         0         9        19            0.702697             3.05461
         5         0         9        19            0.686661             3.13624
         5         0         9        19            0.671149             3.21451
         5         0         9        19            0.656213             3.29016
         5         0         9        19            0.641933             3.36287
         5         0         9        19            0.628268              3.4334
         5         0         9        19            0.615157               3.501
         5         0         9        19            0.602571             3.56595
         5         0         9        19            0.590493             3.62796
         5         0         9        19            0.578898             3.68792
         5         0         9        19            0.567759             3.74618
         5         0         9        19            0.557051             3.80144
         5         0         9        19            0.546753             3.85537
         5         0         9        19            0.536844             3.90795
         5         0         9        19            0.527303              3.9577
         5         0         9        19            0.518112             4.00745
         5         0         9        19            0.509252             4.05451
         5         0         9        19            0.500708             4.10118
         5         0         9        19            0.492464             4.14644
         5         0         9        19            0.484504             4.19106
         5         0         9        19            0.476815             4.23417
         5         0         9        19            0.469384             4.27713
         5         0         9        19            0.462198             4.31936
         5         0         9        19            0.455247             4.36121
         5         0         9        19            0.448518             4.40055
         5         0         9        19            0.442001             4.44394
         5         0         9        19            0.435689             4.48271
         5         0         9        19             0.42957             4.52077
         5         0         9        19            0.423636             4.56009
         5         0         9        19             0.41788             4.60222
         5         0         9        19            0.412292              4.6379
         5         0         9        19            0.406868             4.67748
         5         0         9        19            0.401598             4.71477
         5         0         9        19            0.396478             4.75453
         5         0         9        19            0.391501             4.78842
         5         1         9        19             1.28439             1.80971
         5         1         9        19             1.22125             1.89744
         5         1         9        19             1.16476             1.98573
         5         1         9        19              1.1139             2.07602
         5         1         9        19             1.06776             2.16821
         5         1         9        19             1.02548             2.26253
         5         1         9        19            0.986907             2.36039
         5         1         9        19            0.951582             2.46067
         5         1         9        19            0.919036             2.56383
         5         1         9        19             0.88896             2.66936
         5         1         9        19            0.861024             2.77677
         5         1         9        19            0.835073             2.88669
         5         1         9        19             0.81082             2.99571
         5         1         9        19            0.787754             3.11262
         5         1         9        19            0.770139             3.23647
         5         1         9        19            0.753983             3.34498
         5         1         9        19            0.736689             3.45025
         5         1         9        19            0.719749             3.55845
         5         1         9        19            0.703964             3.66673
         5         1         9        19            0.688985             3.77108
         5         1         9        19            0.674471             3.87203
         5         1         9        19            0.660434              3.9687
         5         1         9        19            0.646956             4.06342
         5         1         9        19             0.63403             4.15342
         5         1         9        19            0.621604              4.2404
         5         1         9        19            0.609641             4.32409
         5         1         9        19            0.598126             4.40445
         5         1         9        19            0.587044             4.48159
         5         1         9        19            0.576372             4.55496
         5         1         9        19            0.566089             4.62598
         5         1         9        19            0.556177             4.69411
         5         1         9        19            0.546617             4.76032
         5         1         9        19            0.537393             4.82317
         5         1         9        19            0.528489             4.88499
         5         1         9        19             0.51989             4.94427
         5         1         9        19             0.51158             5.00296
         5         1         9        19            0.503547             5.05789
         5         1         9        19            0.495777             5.11333
         5         1         9        19            0.488259             5.16711
         5         1         9        19            0.480981             5.22128
         5         1         9        19            0.473932             5.27365
         5         1         9        19            0.467102             5.32324
         5         1         9        19            0.460481             5.37317
         5         1         9        19            0.454059             5.42244
         5         1         9        19            0.447829             5.47193
         5         1         9        19            0.441782             5.51894
         5         1         9        19            0.435911             5.56581
         5         1         9        19            0.430208             5.61407
         5         1         9        19            0.424666             5.66337
         5         1         9        19            0.419278             5.70568
         5         2         9        19             1.07415             3.19752
         5         2         9        19             1.03668             3.23242
         5         2         9        19             1.00204             3.26767
         5         2         9        19            0.970056             3.30368
         5         2         9        19            0.940328             3.33931
         5         2         9        19             0.91262             3.37593
         5         2         9        19            0.886735             3.41239
         5         2         9        19            0.862449             3.44978
         5         2         9        19            0.839651             3.48783
         5         2         9        19            0.818318             3.52538
         5         2         9        19            0.797554             3.56414
         5         2         9        19            0.779516              3.6163
         5         2         9        19             0.76549             3.66301
         5         2         9        19            0.751116             3.69824
         5         2         9        19            0.736022             3.73455
         5         2         9        19            0.721248             3.77586
         5         2         9        19            0.707372             3.81997
         5         2         9        19             0.69418             3.86281
         5         2         9        19            0.681397             3.90597
         5         2         9        19            0.668946             3.94855
         5         2         9        19            0.656882             3.99225
         5         2         9        19            0.645252             4.03614
         5         2         9        19            0.634034              4.0805
         5         2         9        19            0.623195             4.12553
         5         2         9        19            0.612708             4.16992
         5         2         9        19            0.602563             4.21544
         5         2         9        19             0.59275             4.26126
         5         2         9        19            0.583258             4.30735
         5         2         9        19             0.57407             4.35324
         5         2         9        19            0.565174             4.40004
         5         2         9        19            0.556557              4.4475
         5         2         9        19            0.548207             4.49346
         5         2         9        19            0.540114             4.54209
         5         2         9        19            0.532267             4.58869
         5         2         9        19            0.524655              4.6378
         5         2         9        19            0.517268             4.68488
         5         2         9        19            0.510098             4.73314
         5         2         9        19            0.503136             4.78199
         5         2         9        19            0.496372             4.82923
         5         2         9        19              0.4898              4.8783
         5         2         9        19            0.483411             4.92713
         5         2         9        19            0.477198             4.97722
         5         2         9        19            0.471154             5.02371
         5         2         9        19            0.465273             5.07416
         5         2         9        19            0.459549             5.12351
         5         2         9        19            0.453974             5.17109
         5         2         9        19            0.448545               5.219
         5         2         9        19            0.443255             5.26917
         5         2         9        19            0.438099             5.31926
         5         2         9        19            0.433073             5.36694
         5         3         9        19             1.23568             2.20607
         5         3         9        19             1.17971             2.37062
         5         3         9        19             1.12921             2.54102
         5         3         9        19             1.08338             2.71749
         5         3         9        19             1.04132             2.89949
         5         3         9        19             1.00274             3.08652
         5         3         9        19             0.96741             3.27752
         5         3         9        19            0.934822             3.47045
         5         3         9        19            0.904661             3.66416
         5         3         9        19             0.87666              3.8565
         5         3         9        19            0.850521             4.04648
         5         3         9        19            0.826265              4.2324
         5         3         9        19            0.803107             4.41014
         5         3         9        19            0.782107             4.59884
         5         3         9        19            0.766266             4.77851
         5         3         9        19            0.750365             4.93298
         5         3         9        19             0.73365             5.08097
         5         3         9        19            0.717494             5.22938
         5         3         9        19            0.702404             5.37327
         5         3         9        19            0.688021             5.50978
         5         3         9        19            0.674058             5.64063
         5         3         9        19             0.66054             5.76645
         5         3         9        19            0.647542             5.88982
         5         3         9        19            0.635058             6.00897
         5         3         9        19            0.623041             6.12548
         5         3         9        19            0.611456             6.24026
         5         3         9        19             0.60029              6.3526
         5         3         9        19            0.589528             6.46267
         5         3         9        19            0.579151             6.57378
         5         3         9        19            0.569142             6.68044
         5         3         9        19             0.55948             6.78955
         5         3         9        19            0.550152             6.89641
         5         3         9        19            0.541141             7.00444
         5         3         9        19            0.532433             7.10963
         5         3         9        19            0.524013             7.21672
         5         3         9        19            0.515869             7.32375
         5         3         9        19            0.507988             7.42869
         5         3         9        19            0.500359             7.53663
         5         3         9        19            0.492969             7.64319
         5         3         9        19            0.485809             7.75064
         5         3         9        19            0.478868             7.85732
         5         3         9        19            0.472137             7.96561
         5         3         9        19            0.465606             8.07263
         5         3         9        19            0.459268             8.18141
         5         3         9        19            0.453113              8.2872
         5         3         9        19            0.447135             8.39848
         5         3         9        19            0.441326             8.50688
         5         3         9        19            0.435679             8.61426
         5         3         9        19            0.430188             8.72345
         5         3         9        19            0.424847             8.83838
