 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0356784    0.000356784        5.99677      0.0599677
    0         0       0.133475     0.00133475        19.9593       0.199593
    0         0       0.216435     0.00216435        33.3886       0.333886
    0         0       0.298755     0.00298755        47.6744       0.476744
    0         0       0.378201     0.00378201        61.8319       0.618319
    0         0       0.451454     0.00451454        75.7235       0.757235
    0         0       0.521913     0.00521913        89.2516       0.892516
    0         0       0.590694     0.00590694        103.284        1.03284
    0         0       0.660192     0.00660192        117.846        1.17846
    0         0       0.724728     0.00724728        131.938        1.31938
    0         0       0.785656     0.00785656        145.479        1.45479
    0         0       0.844951     0.00844951        159.485        1.59485
    0         0       0.906454     0.00906454        173.981        1.73981
    0         0       0.962224     0.00962224        187.822        1.87822
    0         0        1.01393      0.0101393         200.92         2.0092
    0         0        1.07139      0.0107139        215.682        2.15682
    0         0        1.12313      0.0112313        229.672        2.29672
    0         0        1.17202      0.0117202        242.793        2.42793
    0         0        1.22506      0.0122506        257.695        2.57695
    0         0        1.27473      0.0127473        271.693        2.71693
    0         1      0.0331362    0.000331362        5.66423      0.0566423
    0         1       0.131633     0.00131633        19.6633       0.196633
    0         1       0.217047     0.00217047         33.279        0.33279
    0         1       0.303476     0.00303476        47.6489       0.476489
    0         1       0.385127     0.00385127        61.8576       0.618576
    0         1       0.462623     0.00462623        75.7992       0.757992
    0         1        0.53487      0.0053487        89.3907       0.893907
    0         1       0.607645     0.00607645        103.514        1.03514
    0         1       0.674874     0.00674874        117.207        1.17207
    0         1       0.743223     0.00743223        131.424        1.31424
    0         1       0.805411     0.00805411        145.124        1.45124
    0         1       0.868073     0.00868073        159.338        1.59338
    0         1        0.92655      0.0092655        172.943        1.72943
    0         1       0.985766     0.00985766        187.043        1.87043
    0         1        1.04431      0.0104431        201.671        2.01671
    0         1        1.09902      0.0109902        215.574        2.15574
    0         1        1.15385      0.0115385        229.981        2.29981
    0         1        1.20503      0.0120503        243.543        2.43543
    0         1          1.256        0.01256        257.575        2.57575
    0         1        1.30321      0.0130321        270.632        2.70632
    0         2      0.0348195    0.000348195         5.8146       0.058146
    0         2       0.132814     0.00132814        19.3273       0.193273
    0         2       0.229708     0.00229708        33.8998       0.338998
    0         2       0.316256     0.00316256        47.7909       0.477909
    0         2       0.398223     0.00398223        61.5677       0.615677
    0         2       0.476847     0.00476847        75.1415       0.751415
    0         2       0.553847     0.00553847        89.3422       0.893422
    0         2       0.626473     0.00626473        103.266        1.03266
    0         2       0.699767     0.00699767         117.83         1.1783
    0         2       0.762723     0.00762723        131.006        1.31006
    0         2       0.830732     0.00830732        145.818        1.45818
    0         2        0.88862      0.0088862        159.065        1.59065
    0         2       0.948093     0.00948093        172.858        1.72858
    0         2        1.00703      0.0100703        187.238        1.87238
    0         2        1.06165      0.0106165        200.972        2.00972
    0         2        1.11631      0.0111631        215.273        2.15273
    0         2        1.16708      0.0116708        228.801        2.28801
    0         2        1.21907      0.0121907        242.866        2.42866
    0         2        1.26979      0.0126979        257.506        2.57506
    0         2        1.31748      0.0131748        271.208        2.71208
    0         2        1.36417      0.0136417        285.443        2.85443
    0         3      0.0321746    0.000321746        5.81169      0.0581169
    0         3       0.135582     0.00135582        19.7383       0.197383
    0         3       0.225215     0.00225215        33.5436       0.335436
    0         3       0.309467     0.00309467        47.4208       0.474208
    0         3       0.390642     0.00390642         61.133        0.61133
    0         3       0.470304     0.00470304        75.4557       0.754557
    0         3       0.544997     0.00544997        89.4449       0.894449
    0         3        0.62031      0.0062031        103.998        1.03998
    0         3       0.685452     0.00685452        117.089        1.17089
    0         3       0.755978     0.00755978        131.711        1.31711
    0         3       0.820965     0.00820965        145.802        1.45802
    0         3       0.880754     0.00880754        159.275        1.59275
    0         3        0.94205      0.0094205         173.22         1.7322
    0         3        1.00292      0.0100292        187.667        1.87667
    0         3        1.05913      0.0105913        201.379        2.01379
    0         3        1.11553      0.0111553        215.564        2.15564
    0         3        1.16807      0.0116807        228.896        2.28896
    0         3        1.22031      0.0122031        242.669        2.42669
    0         3        1.27407      0.0127407        256.908        2.56908
    0         3        1.32889      0.0132889        271.642        2.71642
    1         0      0.0337714    0.000337714        5.50298      0.0550298
    1         0       0.124435     0.00124435        17.7825       0.177825
    1         0       0.202997     0.00202997        29.9713       0.299713
    1         0       0.273487     0.00273487        41.2579       0.412579
    1         0        0.34831      0.0034831        53.6951       0.536951
    1         0       0.418422     0.00418422        65.6752       0.656752
    1         0       0.488891     0.00488891        77.9435       0.779435
    1         0       0.554857     0.00554857        89.6476       0.896476
    1         0       0.620165     0.00620165        101.596        1.01596
    1         0       0.686258     0.00686258        113.794        1.13794
    1         0       0.746805     0.00746805        125.346        1.25346
