 *tel    csi      Z      A                          Fit Formula                                           Par0        Par1       Par2
    4      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00227773  0.00762029    0.220706
    4      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00227773  0.00762029    0.220706
    4      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00227773  0.00762029    0.220706
    4      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00227773  0.00762029    0.220706
    4      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00227773  0.00762029    0.220706
    4      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00227773  0.00762029    0.220706
    4      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00555073         213     182.318
    4      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00555073         213     182.318
    4      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00555073         213     182.318
    4      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00159111  0.00763713    0.221261
    4      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00159111  0.00763713    0.221261
    4      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00159111  0.00763713    0.221261
    4      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00159111  0.00763713    0.221261
    4      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00159111  0.00763713    0.221261
    4      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00159111  0.00763713    0.221261
    4      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00159111  0.00763713    0.221261
    4      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00159111  0.00763713    0.221261
    4      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00572793      272.04     218.869
    4      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00572793      272.04     218.869
    4      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00572793      272.04     218.869
    4      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00161949  0.00832361    0.197585
    4      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00161949  0.00832361    0.197585
    4      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00161949  0.00832361    0.197585
    4      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00161949  0.00832361    0.197585
    4      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00161949  0.00832361    0.197585
    4      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00161949  0.00832361    0.197585
    4      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00161949  0.00832361    0.197585
    4      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00161949  0.00832361    0.197585
    4      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00578546     150.077     126.015
    4      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00578546     150.077     126.015
    4      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00578546     150.077     126.015
    4      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   0.000223958  0.00798545    0.218796
    4      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   0.000223958  0.00798545    0.218796
    4      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   0.000223958  0.00798545    0.218796
    4      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   0.000223958  0.00798545    0.218796
    4      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   0.000223958  0.00798545    0.218796
    4      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   0.000223958  0.00798545    0.218796
    4      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   0.000223958  0.00798545    0.218796
    4      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   0.000223958  0.00798545    0.218796
    5      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                            0.0059112     74.7489     62.6806
    5      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                            0.0059112     74.7489     62.6806
    5      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                            0.0059112     74.7489     62.6806
    5      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00282168  0.00829371    0.265153
    5      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00282168  0.00829371    0.265153
    5      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00282168  0.00829371    0.265153
    5      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00282168  0.00829371    0.265153
    5      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00282168  0.00829371    0.265153
    5      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00282168  0.00829371    0.265153
    5      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00282168  0.00829371    0.265153
    5      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00282168  0.00829371    0.265153
    5      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00730705     70.9619     70.9618
    5      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00730705     70.9619     70.9618
    5      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00730705     70.9619     70.9618
    5      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00172455  0.00968046    0.242017
    5      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00172455  0.00968046    0.242017
    5      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00172455  0.00968046    0.242017
    5      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00172455  0.00968046    0.242017
    5      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00172455  0.00968046    0.242017
    5      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00172455  0.00968046    0.242017
    5      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00172455  0.00968046    0.242017
    5      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00172455  0.00968046    0.242017
    5      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00788563     70.9334     70.9317
    5      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00788563     70.9334     70.9317
    5      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00788563     70.9334     70.9317
    5      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00213463   0.0105937    0.334712
    5      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00213463   0.0105937    0.334712
    5      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00213463   0.0105937    0.334712
    5      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00213463   0.0105937    0.334712
    5      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00213463   0.0105937    0.334712
    5      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00213463   0.0105937    0.334712
    5      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00213463   0.0105937    0.334712
    5      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00213463   0.0105937    0.334712
    5      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00912782     70.9345     70.9308
    5      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00912782     70.9345     70.9308
    5      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00912782     70.9345     70.9308
    5      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00114363   0.0156341    0.417239
    5      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00114363   0.0156341    0.417239
    5      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00114363   0.0156341    0.417239
    5      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00114363   0.0156341    0.417239
    5      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00114363   0.0156341    0.417239
    5      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00114363   0.0156341    0.417239
    5      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00114363   0.0156341    0.417239
    5      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00114363   0.0156341    0.417239
    6      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00559889     82.3569     70.9299
    6      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00559889     82.3569     70.9299
    6      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00559889     82.3569     70.9299
    6      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00586326  0.00788332      0.2832
    6      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00586326  0.00788332      0.2832
    6      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00586326  0.00788332      0.2832
    6      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00586326  0.00788332      0.2832
    6      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00586326  0.00788332      0.2832
    6      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00586326  0.00788332      0.2832
    6      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00586326  0.00788332      0.2832
    6      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00586326  0.00788332      0.2832
    6      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00540764     207.158     159.942
    6      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00540764     207.158     159.942
    6      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00540764     207.158     159.942
    6      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00718763  0.00828035    0.240488
    6      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00718763  0.00828035    0.240488
    6      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00718763  0.00828035    0.240488
    6      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00718763  0.00828035    0.240488
    6      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00718763  0.00828035    0.240488
    6      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00718763  0.00828035    0.240488
    6      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00718763  0.00828035    0.240488
    6      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00718763  0.00828035    0.240488
    6      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00495912     200.447     148.382
    6      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00495912     200.447     148.382
    6      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00495912     200.447     148.382
    6      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0026487   0.0080173     0.27131
    6      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0026487   0.0080173     0.27131
    6      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0026487   0.0080173     0.27131
    6      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0026487   0.0080173     0.27131
    6      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0026487   0.0080173     0.27131
    6      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0026487   0.0080173     0.27131
    6      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0026487   0.0080173     0.27131
    6      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0026487   0.0080173     0.27131
    6      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                             0.002895     1824.65     829.408
    6      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                             0.002895     1824.65     829.408
    6      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                             0.002895     1824.65     829.408
    6      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00468618  0.00779028    0.269664
    6      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00468618  0.00779028    0.269664
    6      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00468618  0.00779028    0.269664
    6      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00468618  0.00779028    0.269664
    6      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00468618  0.00779028    0.269664
    6      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00468618  0.00779028    0.269664
    6      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00468618  0.00779028    0.269664
    6      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00468618  0.00779028    0.269664
    7      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00558716     108.317     88.2093
    7      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00558716     108.317     88.2093
    7      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00558716     108.317     88.2093
    7      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    -0.0042721  0.00790735    0.226978
    7      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    -0.0042721  0.00790735    0.226978
    7      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    -0.0042721  0.00790735    0.226978
    7      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    -0.0042721  0.00790735    0.226978
    7      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    -0.0042721  0.00790735    0.226978
    7      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    -0.0042721  0.00790735    0.226978
    7      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    -0.0042721  0.00790735    0.226978
    7      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    -0.0042721  0.00790735    0.226978
    7      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00544537      173.85     131.527
    7      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00544537      173.85     131.527
    7      1      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00544537      173.85     131.527
    7      1      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00132435  0.00831091    0.229896
    7      1      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00132435  0.00831091    0.229896
    7      1      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00132435  0.00831091    0.229896
    7      1      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00132435  0.00831091    0.229896
    7      1      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00132435  0.00831091    0.229896
    7      1      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00132435  0.00831091    0.229896
    7      1      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00132435  0.00831091    0.229896
    7      1      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00132435  0.00831091    0.229896
    7      2      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00556849      124.54     98.6298
    7      2      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00556849      124.54     98.6298
    7      2      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00556849      124.54     98.6298
    7      2      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00119283   0.0082448    0.255841
    7      2      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00119283   0.0082448    0.255841
    7      2      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00119283   0.0082448    0.255841
    7      2      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00119283   0.0082448    0.255841
    7      2      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00119283   0.0082448    0.255841
    7      2      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00119283   0.0082448    0.255841
    7      2      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00119283   0.0082448    0.255841
    7      2      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00119283   0.0082448    0.255841
    7      3      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                            0.0053974     148.954     114.573
    7      3      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                            0.0053974     148.954     114.573
    7      3      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                            0.0053974     148.954     114.573
    7      3      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))   -0.00264033  0.00820329    0.231756
    7      3      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))   -0.00264033  0.00820329    0.231756
    7      3      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))   -0.00264033  0.00820329    0.231756
    7      3      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))   -0.00264033  0.00820329    0.231756
    7      3      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))   -0.00264033  0.00820329    0.231756
    7      3      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))   -0.00264033  0.00820329    0.231756
    7      3      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))   -0.00264033  0.00820329    0.231756
    7      3      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))   -0.00264033  0.00820329    0.231756
    8      0      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00590781     9.04561     6.36277
    8      0      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00590781     9.04561     6.36277
    8      0      1      3                    [0].(pow(x,2)+[1].3.x)/(x+[2].3)                           0.00590781     9.04561     6.36277
    8      0      2      3  [0]+[1].(x-[2].3.pow(2,2).log(fabs((x+[2].3.pow(2,2))/([2].3.pow(2,2))))    0.00629183   0.0080154    0.287384
    8      0      2      4  [0]+[1].(x-[2].4.pow(2,2).log(fabs((x+[2].4.pow(2,2))/([2].4.pow(2,2))))    0.00629183   0.0080154    0.287384
    8      0      2      6  [0]+[1].(x-[2].6.pow(2,2).log(fabs((x+[2].6.pow(2,2))/([2].6.pow(2,2))))    0.00629183   0.0080154    0.287384
    8      0      3      6  [0]+[1].(x-[2].6.pow(3,2).log(fabs((x+[2].6.pow(3,2))/([2].6.pow(3,2))))    0.00629183   0.0080154    0.287384
    8      0      3      7  [0]+[1].(x-[2].7.pow(3,2).log(fabs((x+[2].7.pow(3,2))/([2].7.pow(3,2))))    0.00629183   0.0080154    0.287384
    8      0      3      8  [0]+[1].(x-[2].8.pow(3,2).log(fabs((x+[2].8.pow(3,2))/([2].8.pow(3,2))))    0.00629183   0.0080154    0.287384
    8      0      4      7  [0]+[1].(x-[2].7.pow(4,2).log(fabs((x+[2].7.pow(4,2))/([2].7.pow(4,2))))    0.00629183   0.0080154    0.287384
    8      0      4      9  [0]+[1].(x-[2].9.pow(4,2).log(fabs((x+[2].9.pow(4,2))/([2].9.pow(4,2))))    0.00629183   0.0080154    0.287384
    8      1      1      1                    [0].(pow(x,2)+[1].1.x)/(x+[2].1)                           0.00438937     561.358     364.221
    8      1      1      2                    [0].(pow(x,2)+[1].2.x)/(x+[2].2)                           0.00438937     561.358     364.221
