 *tel    numcsi   CsIInVoltage     errCsIInVoltage           CsIE       errCsIE
    0         0      0.0209298    0.000209298        21.7875       0.217875
    0         0      0.0639589    0.000639589        33.1687       0.331687
    0         0       0.115411     0.00115411        44.9062       0.449062
    0         0       0.165353     0.00165353        55.3771       0.553771
    0         0       0.225754     0.00225754        66.8609       0.668609
    0         0       0.285058     0.00285058        77.7687       0.777687
    0         0        0.34547      0.0034547        88.3057       0.883057
    0         0       0.410293     0.00410293        99.3148       0.993148
    0         0       0.479613     0.00479613        110.838        1.10838
    0         0        0.54501      0.0054501        121.396        1.21396
    0         0       0.614057     0.00614057        132.526        1.32526
    0         0       0.682854     0.00682854        143.484        1.43484
    0         0        0.75304      0.0075304        154.285        1.54285
    0         0        0.82653      0.0082653        165.647        1.65647
    0         0       0.901711     0.00901711        176.858        1.76858
    0         0       0.976064     0.00976064        187.927        1.87927
    0         0        1.05235      0.0105235        198.864        1.98864
    0         0        1.12792      0.0112792        209.678        2.09678
    0         0         1.2058       0.012058        220.378        2.20378
    0         0        1.28995      0.0128995        231.628        2.31628
    0         0        1.37476      0.0137476        242.766        2.42766
    0         0        1.46147      0.0146147        253.799        2.53799
    0         1      0.0204121    0.000204121        21.6496       0.216496
    0         1        0.09478      0.0009478        36.8999       0.368999
    0         1       0.173487     0.00173487        52.7371       0.527371
    0         1       0.252358     0.00252358        67.8652       0.678652
    0         1       0.332729     0.00332729        82.4109       0.824109
    0         1       0.419101     0.00419101        97.6395       0.976395
    0         1       0.505608     0.00505608        112.338        1.12338
    0         1       0.600516     0.00600516        127.745        1.27745
    0         1       0.694517     0.00694517        142.717        1.42717
    0         1       0.788408     0.00788408        157.306        1.57306
    0         1       0.889684     0.00889684        172.646        1.72646
    0         1       0.993025     0.00993025        187.649        1.87649
    0         1        1.09658      0.0109658         202.36         2.0236
    0         1        1.21011      0.0121011        217.835        2.17835
    0         1        1.31901      0.0131901        232.043        2.32043
    0         1        1.43746      0.0143746        247.043        2.47043
    0         1        1.56581      0.0156581        262.817        2.62817
    0         1         1.6888       0.016888         277.42         2.7742
    0         1        1.82184      0.0182184        292.818        2.92818
    0         1        1.94731      0.0194731        307.108        3.07108
    0         1        2.08128      0.0208128         322.21         3.2221
    0         2       0.032262     0.00032262        23.8567       0.238567
    0         2       0.100728     0.00100728        37.5439       0.375439
    0         2       0.172218     0.00172218        51.4768       0.514768
    0         2       0.251429     0.00251429        65.9663       0.659663
    0         2       0.329761     0.00329761        79.9581       0.799581
    0         2       0.407938     0.00407938        93.4849       0.934849
    0         2       0.493802     0.00493802        107.615        1.07615
    0         2       0.578521     0.00578521        121.333        1.21333
    0         2       0.668842     0.00668842        135.671        1.35671
    0         2       0.760352     0.00760352        149.668        1.49668
    0         2       0.851303     0.00851303        163.361        1.63361
    0         2        0.94934      0.0094934         177.67         1.7767
    0         2        1.04776      0.0104776        191.704        1.91704
    0         2        1.14775      0.0114775        205.491        2.05491
    0         2        1.25704      0.0125704        219.896        2.19896
    0         2        1.36157      0.0136157        233.246        2.33246
    0         2        1.47497      0.0147497        247.231        2.47231
    0         2        1.59734      0.0159734        261.836        2.61836
    0         2        1.71478      0.0171478        275.455        2.75455
    0         2        1.84035      0.0184035        289.709        2.89709
    0         2        1.96649      0.0196649        303.807        3.03807
    0         3      0.0233842    0.000233842        23.8961       0.238961
    0         3      0.0880336    0.000880336        37.1033       0.371033
    0         3       0.158203     0.00158203         50.212        0.50212
    0         3       0.232808     0.00232808        63.9127       0.639127
    0         3       0.300717     0.00300717        76.0639       0.760639
    0         3       0.383133     0.00383133        89.9918       0.899918
    0         3       0.457539     0.00457539        102.423        1.02423
    0         3       0.538761     0.00538761        115.559        1.15559
    0         3        0.62031      0.0062031        128.381        1.28381
    0         3       0.708436     0.00708436        141.879        1.41879
    0         3       0.789253     0.00789253        154.158        1.54158
    0         3       0.877021     0.00877021        167.135        1.67135
    0         3       0.972897     0.00972897        180.784        1.80784
    0         3        1.06176      0.0106176         193.31         1.9331
    0         3        1.15874      0.0115874        206.525        2.06525
    0         3        1.25767      0.0125767        219.547        2.19547
    0         3        1.35945      0.0135945        232.395        2.32395
    0         3        1.46937      0.0146937        245.924        2.45924
    0         3        1.57424      0.0157424        258.459        2.58459
    0         3        1.68777      0.0168777        271.684        2.71684
    0         3        1.80251      0.0180251        284.774        2.84774
    1         0   6.95313e-310   4.94066e-324              0   6.95313e-310
    1         0      0.0849804    0.000849804        34.1429       0.341429
    1         0       0.161781     0.00161781        50.9545       0.509545
    1         0        0.24547      0.0024547        66.9435       0.669435
    1         0       0.336504     0.00336504         82.945        0.82945
    1         0       0.427612     0.00427612        98.1244       0.981244
    1         0       0.526958     0.00526958        113.917        1.13917
    1         0       0.632093     0.00632093        130.338        1.30338
    1         0       0.737353     0.00737353        146.372        1.46372
    1         0       0.842626     0.00842626        162.064        1.62064
    1         0       0.956791     0.00956791        178.465        1.78465
    1         0         1.0713       0.010713        194.555        1.94555
    1         0        1.18899      0.0118899        210.363        2.10363
    1         0        1.31596      0.0131596        226.879        2.26879
    1         0        1.43985      0.0143985        242.184        2.42184
    1         0        1.57277      0.0157277        258.214        2.58214
    1         0        1.71673      0.0171673        274.952        2.74952
    1         0        1.85432      0.0185432        290.559        2.90559
    1         0        1.99982      0.0199982        306.892        3.06892
    1         0        2.13899      0.0213899        322.152        3.22152
