 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             92            0.5        14.2663       0.142663
    0         0            152            0.5        27.8964       0.278964
    0         0            218            0.5        40.4665       0.404665
    0         0            290            0.5        53.3065       0.533065
    0         0            368            0.5        66.7817       0.667817
    0         0            440            0.5        79.0023       0.790023
    0         0            518            0.5        92.0818       0.920818
    0         0            596            0.5        105.021        1.05021
    0         0            680            0.5        118.813        1.18813
    0         0            758            0.5        131.502        1.31502
    0         0            836            0.5        144.086        1.44086
    0         0            920            0.5        157.536        1.57536
    0         0           1004            0.5         170.89         1.7089
    0         0           1082            0.5        183.218        1.83218
    0         0           1166            0.5        196.425        1.96425
    0         0           1250            0.5        209.574        2.09574
    0         0           1334            0.5        222.673        2.22673
    0         0           1418            0.5        235.733        2.35733
    0         0           1502            0.5        248.762        2.48762
    0         0           1586            0.5        261.768        2.61768
    0         0           1670            0.5         274.76         2.7476
    0         1             76            0.5        14.1701       0.141701
    0         1            148            0.5        29.0397       0.290397
    0         1            226            0.5        44.4231       0.444231
    0         1            304            0.5        59.2616       0.592616
    0         1            388            0.5        74.6714       0.746714
    0         1            472            0.5        89.6639       0.896639
    0         1            556            0.5        104.321        1.04321
    0         1            646            0.5        119.726        1.19726
    0         1            736            0.5        134.877        1.34877
    0         1            826            0.5        149.823        1.49823
    0         1            916            0.5        164.599        1.64599
    0         1           1006            0.5        179.237        1.79237
    0         1           1102            0.5        194.727        1.94727
    0         1           1192            0.5        209.156        2.09156
    0         1           1288            0.5        224.467        2.24467
    0         1           1384            0.5        239.716        2.39716
    0         1           1480            0.5        254.918        2.54918
    0         1           1570            0.5         269.14         2.6914
    0         1           1666            0.5        284.291        2.84291
    0         1           1762            0.5        299.433        2.99433
    0         1           1858            0.5        314.578        3.14578
    0         2             93            0.5        15.0039       0.150039
    0         2            165            0.5        29.4894       0.294894
    0         2            237            0.5        43.2028       0.432028
    0         2            315            0.5        57.6035       0.576035
    0         2            393            0.5        71.5443       0.715443
    0         2            471            0.5        85.1515       0.851515
    0         2            555            0.5         99.497        0.99497
    0         2            639            0.5        113.574        1.13574
    0         2            723            0.5        127.423        1.27423
    0         2            807            0.5        141.077        1.41077
    0         2            897            0.5        155.522        1.55522
    0         2            987            0.5        169.803        1.69803
    0         2           1077            0.5        183.944        1.83944
    0         2           1167            0.5        197.965        1.97965
    0         2           1257            0.5        211.885        2.11885
    0         2           1347            0.5         225.72         2.2572
    0         2           1437            0.5        239.482        2.39482
    0         2           1527            0.5        253.184        2.53184
    0         2           1623            0.5        267.746        2.67746
    0         2           1713            0.5        281.358        2.81358
    0         2           1809            0.5        295.844        2.95844
    0         2           1899            0.5        309.403        3.09403
    0         3             45            0.5        16.2179       0.162179
    0         3            111            0.5        29.9043       0.299043
    0         3            183            0.5        43.8726       0.438726
    0         3            261            0.5        58.5442       0.585442
    0         3            339            0.5        72.7591       0.727591
    0         3            417            0.5        86.6585       0.866585
    0         3            495            0.5          100.3          1.003
    0         3            579            0.5        114.751        1.14751
    0         3            663            0.5        128.997        1.28997
    0         3            741            0.5        142.069        1.42069
    0         3            831            0.5        156.996        1.56996
    0         3            915            0.5          170.8          1.708
    0         3            999            0.5        184.501        1.84501
    0         3           1083            0.5        198.116        1.98116
    0         3           1173            0.5        212.625        2.12625
    0         3           1257            0.5        226.106        2.26106
    0         3           1347            0.5        240.499        2.40499
    0         3           1437            0.5         254.85         2.5485
    0         3           1521            0.5        268.217        2.68217
    0         3           1611            0.5         282.52         2.8252
    0         3           1701            0.5         296.81         2.9681
    1         0            106            0.5        12.8682       0.128682
    1         0            176            0.5        28.7906       0.287906
    1         0            274            0.5        46.8491       0.468491
    1         0            372            0.5        63.5711       0.635711
    1         0            477            0.5         80.914        0.80914
    1         0            582            0.5        97.9258       0.979258
    1         0            687            0.5        114.675        1.14675
    1         0            792            0.5        131.197        1.31197
    1         0            904            0.5        148.599        1.48599
    1         0           1016            0.5        165.805        1.65805
    1         0           1128            0.5        182.844        1.82844
    1         0           1240            0.5        199.744        1.99744
    1         0           1352            0.5        216.529        2.16529
    1         0           1464            0.5        233.222        2.33222
    1         0           1583            0.5         250.88         2.5088
    1         0           1695            0.5        267.444        2.67444
    1         0           1807            0.5        283.971        2.83971
