 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             98            0.5        8.99954      0.0899954
    0         0            194            0.5        24.4547       0.244547
    0         0            296            0.5        40.4516       0.404516
    0         0            398            0.5        56.8057       0.568057
    0         0            494            0.5        72.4586       0.724586
    0         0            590            0.5        88.3059       0.883059
    0         0            686            0.5        104.327        1.04327
    0         0            782            0.5        120.523        1.20523
    0         0            878            0.5        136.902        1.36902
    0         0            968            0.5        152.434        1.52434
    0         0           1058            0.5        168.152        1.68152
    0         0           1148            0.5        184.068        1.84068
    0         0           1238            0.5        200.193        2.00193
    0         0           1328            0.5        216.542        2.16542
    0         0           1412            0.5        232.013        2.32013
    0         0           1502            0.5        248.828        2.48828
    0         0           1586            0.5        264.755        2.64755
    0         0           1670            0.5        280.919        2.80919
    0         0           1748            0.5        296.148        2.96148
    0         0           1832            0.5        312.794        3.12794
    0         0           1910            0.5        328.489        3.28489
    0         1             82            0.5        9.18256      0.0918256
    0         1            172            0.5        24.4968       0.244968
    0         1            262            0.5        39.7124       0.397124
    0         1            352            0.5        54.8608       0.548608
    0         1            436            0.5        69.0095       0.690095
    0         1            526            0.5        84.2132       0.842132
    0         1            616            0.5        99.4888       0.994888
    0         1            706            0.5        114.859        1.14859
    0         1            790            0.5        129.309        1.29309
    0         1            880            0.5        144.919        1.44919
    0         1            964            0.5        159.625        1.59625
    0         1           1048            0.5        174.475        1.74475
    0         1           1132            0.5        189.482        1.89482
    0         1           1216            0.5        204.658        2.04658
    0         1           1294            0.5        218.912        2.18912
    0         1           1378            0.5        234.445        2.34445
    0         1           1456            0.5        249.048        2.49048
    0         1           1540            0.5        264.978        2.64978
    0         1           1618            0.5        279.968        2.79968
    0         1           1690            0.5         293.98         2.9398
    0         2             99            0.5        9.86803      0.0986803
    0         2            189            0.5        24.6409       0.246409
    0         2            279            0.5         39.254        0.39254
    0         2            375            0.5         54.752        0.54752
    0         2            465            0.5        69.2666       0.692666
    0         2            561            0.5        84.7639       0.847639
    0         2            651            0.5         99.329        0.99329
    0         2            747            0.5        114.926        1.14926
    0         2            837            0.5        129.627        1.29627
    0         2            927            0.5        144.418        1.44418
    0         2           1017            0.5        159.318        1.59318
    0         2           1107            0.5        174.341        1.74341
    0         2           1197            0.5        189.501        1.89501
    0         2           1287            0.5        204.811        2.04811
    0         2           1371            0.5        219.247        2.19247
    0         2           1461            0.5        234.882        2.34882
