 *tel    numcsi   CsIInChannel     errCsIInChannel           CsIE       errCsIE
    0         0             94            0.5        20.7233       0.207233
    0         0            130            0.5        30.9728       0.309728
    0         0            178            0.5        42.6611       0.426611
    0         0            226            0.5        53.1687       0.531687
    0         0            282            0.5        64.6306       0.646306
    0         0            338            0.5        75.5359       0.755359
    0         0            398            0.5        86.8734       0.868734
    0         0            458            0.5        97.9188       0.979188
    0         0            518            0.5        108.775        1.08775
    0         0            578            0.5        119.464        1.19464
    0         0            642            0.5        130.704        1.30704
    0         0            706            0.5        141.796        1.41796
    0         0            770            0.5        152.753        1.52753
    0         0            834            0.5        163.587        1.63587
    0         0            902            0.5        174.974        1.74974
    0         0            966            0.5        185.583        1.85583
    0         0           1034            0.5        196.749        1.96749
    0         0           1102            0.5        207.815        2.07815
    0         0           1170            0.5        218.787        2.18787
    0         0           1238            0.5        229.675        2.29675
    0         0           1306            0.5        240.483        2.40483
    0         1             76            0.5        22.1615       0.221615
    0         1            142            0.5        37.6645       0.376645
    0         1            208            0.5        52.3391       0.523391
    0         1            280            0.5        67.6625       0.676625
    0         1            352            0.5        82.3408       0.823408
    0         1            430            0.5        97.6714       0.976714
    0         1            508            0.5        112.532        1.12532
    0         1            586            0.5         126.99         1.2699
    0         1            670            0.5        142.181        1.42181
    0         1            754            0.5        157.036        1.57036
    0         1            844            0.5        172.632        1.72632
    0         1            934            0.5        187.946        1.87946
    0         1           1018            0.5        202.019        2.02019
    0         1           1114            0.5        217.878        2.17878
    0         1           1204            0.5        232.556        2.32556
    0         1           1294            0.5        247.075        2.47075
    0         1           1390            0.5        262.411        2.62411
    0         1           1486            0.5        277.611        2.77611
    0         1           1582            0.5        292.695        2.92695
    0         1           1678            0.5        307.678        3.07678
    0         1           1774            0.5        322.575        3.22575
    0         2             92            0.5        22.8664       0.228664
    0         2            157            0.5        37.8512       0.378512
    0         2            222            0.5        51.7849       0.517849
    0         2            287            0.5        65.1952       0.651952
    0         2            357            0.5        79.1219       0.791219
    0         2            432            0.5         93.591        0.93591
    0         2            507            0.5         107.63         1.0763
    0         2            582            0.5        121.345        1.21345
    0         2            662            0.5        135.647        1.35647
    0         2            742            0.5        149.655        1.49655
    0         2            822            0.5        163.402        1.63402
    0         2            907            0.5        177.757        1.77757
    0         2            992            0.5        191.882        1.91882
    0         2           1077            0.5        205.803        2.05803
    0         2           1162            0.5        219.542        2.19542
    0         2           1252            0.5        233.912        2.33912
    0         2           1337            0.5        247.334        2.47334
    0         2           1427            0.5        261.405        2.61405
    0         2           1517            0.5        275.345        2.75345
    0         2           1612            0.5        289.934        2.89934
    0         3             44            0.5         24.696        0.24696
    0         3             99            0.5        37.9322       0.379322
    0         3            149            0.5        48.9511       0.489511
    0         3            209            0.5        61.6938       0.616938
    0         3            264            0.5        72.9997       0.729997
    0         3            329            0.5         85.986        0.85986
    0         3            389            0.5        97.6522       0.976522
    0         3            449            0.5        109.083        1.09083
    0         3            514            0.5         121.22         1.2122
    0         3            579            0.5        133.133        1.33133
    0         3            649            0.5         145.74         1.4574
    0         3            714            0.5        157.263        1.57263
    0         3            784            0.5        169.495        1.69495
    0         3            854            0.5        181.563        1.81563
    0         3            924            0.5        193.483        1.93483
    0         3            994            0.5         205.27         2.0527
    0         3           1069            0.5        217.767        2.17767
    0         3           1139            0.5        229.318        2.29318
    0         3           1214            0.5        241.587        2.41587
    0         3           1289            0.5        253.755        2.53755
    0         3           1364            0.5        265.832        2.65832
    1         0            105            0.5        17.4212       0.174212
    1         0            159            0.5        32.7718       0.327718
    1         0            219            0.5        46.8736       0.468736
    1         0            291            0.5        61.8921       0.618921
    1         0            369            0.5        76.9408       0.769408
    1         0            453            0.5        92.3924       0.923924
    1         0            537            0.5        107.346        1.07346
    1         0            627            0.5        122.984        1.22984
    1         0            711            0.5        137.285        1.37285
    1         0            801            0.5        152.338        1.52338
    1         0            891            0.5        167.145        1.67145
    1         0            987            0.5        182.697        1.82697
    1         0           1077            0.5        197.072        1.97072
    1         0           1173            0.5        212.209        2.12209
    1         0           1269            0.5        227.164        2.27164
    1         0           1371            0.5        242.874        2.42874
    1         0           1467            0.5        257.508        2.57508
    1         0           1569            0.5        272.913        2.72913
    1         0           1665            0.5        287.291        2.87291
    1         0           1767            0.5        302.453        3.02453
    1         0           1869            0.5        317.509        3.17509
    1         1             97            0.5         24.673        0.24673
    1         1            169            0.5        39.5613       0.395613
    1         1            241            0.5        53.9486       0.539486
    1         1            319            0.5        69.0679       0.690679
    1         1            403            0.5        84.8237       0.848237
    1         1            481            0.5        99.0687       0.990687
    1         1            565            0.5        114.063        1.14063
    1         1            655            0.5        129.777        1.29777
    1         1            739            0.5        144.156        1.44156
    1         1            829            0.5        159.291        1.59291
    1         1            919            0.5        174.176        1.74176
    1         1           1015            0.5         189.81         1.8981
    1         1           1105            0.5        204.264        2.04264
    1         1           1201            0.5        219.488        2.19488
    1         1           1297            0.5        234.533        2.34533
    1         1           1393            0.5         249.42         2.4942
    1         1           1489            0.5        264.163        2.64163
    1         1           1591            0.5        279.689        2.79689
    1         1           1687            0.5        294.185        2.94185
    1         1           1789            0.5        309.475        3.09475
    1         1           1891            0.5        324.665        3.24665
    1         1           1993            0.5        339.765        3.39765
    1         2             82            0.5        25.3728       0.253728
    1         2            142            0.5        38.4736       0.384736
    1         2            202            0.5        51.1296       0.511296
    1         2            267            0.5        64.4316       0.644316
    1         2            332            0.5        77.3069       0.773069
    1         2            402            0.5        90.8123       0.908123
    1         2            472            0.5        103.963        1.03963
    1         2            542            0.5         116.84         1.1684
    1         2            612            0.5        129.465        1.29465
    1         2            687            0.5        142.747        1.42747
    1         2            762            0.5        155.802        1.55802
    1         2            837            0.5        168.657        1.68657
    1         2            912            0.5        181.332        1.81332
    1         2            992            0.5        194.676        1.94676
    1         2           1072            0.5        207.857        2.07857
    1         2           1152            0.5        220.891        2.20891
    1         2           1232            0.5        233.794        2.33794
    1         2           1312            0.5        246.578        2.46578
    1         2           1392            0.5        259.257        2.59257
    1         2           1477            0.5        272.624        2.72624
    1         2           1562            0.5        285.895        2.85895
    1         3            103            0.5        20.8734       0.208734
    1         3            153            0.5        34.1383       0.341383
    1         3            208            0.5        46.9318       0.469318
    1         3            268            0.5         60.057        0.60057
    1         3            333            0.5        73.5987       0.735987
    1         3            398            0.5        86.6134       0.866134
    1         3            463            0.5        99.2207       0.992207
    1         3            533            0.5        112.429        1.12429
    1         3            603            0.5        125.315        1.25315
    1         3            678            0.5        138.818        1.38818
    1         3            748            0.5        151.178        1.51178
    1         3            823            0.5        164.196        1.64196
    1         3            903            0.5        177.859        1.77859
    1         3            978            0.5        190.486        1.90486
    1         3           1058            0.5        203.784        2.03784
    1         3           1138            0.5         216.93         2.1693
    1         3           1218            0.5         229.94         2.2994
    1         3           1298            0.5        242.832        2.42832
    1         3           1378            0.5         255.62         2.5562
    1         3           1458            0.5        268.316        2.68316
    1         3           1543            0.5        281.717        2.81717
    2         0             73            0.5        15.8467       0.158467
    2         0            118            0.5         29.342        0.29342
    2         0            173            0.5         42.777        0.42777
    2         0            233            0.5        55.8642       0.558642
    2         0            293            0.5        68.2027       0.682027
    2         0            358            0.5        81.0504       0.810504
    2         0            428            0.5        94.5064       0.945064
    2         0            498            0.5        107.654        1.07654
    2         0            568            0.5        120.531        1.20531
    2         0            638            0.5        133.162        1.33162
    2         0            713            0.5        146.445        1.46445
    2         0            788            0.5        159.491        1.59491
    2         0            863            0.5        172.318        1.72318
    2         0            943            0.5        185.781        1.85781
    2         0           1018            0.5        198.214        1.98214
    2         0           1098            0.5        211.292        2.11292
    2         0           1183            0.5        224.998        2.24998
    2         0           1263            0.5        237.737        2.37737
    2         0           1343            0.5        250.335        2.50335
    2         0           1428            0.5        263.579        2.63579
    2         0           1513            0.5        276.692        2.76692
    2         1            102            0.5        14.5923       0.145923
    2         1            142            0.5        27.5764       0.275764
    2         1            187            0.5        40.1393       0.401393
    2         1            242            0.5        53.9516       0.539516
